Figure	MajorContext	MinorContext
bio9853	['C-', 'E--', 'G--', 'C-', 'D-']	['A-', 'C-', 'E--', 'A-', 'B-']
bi9853	['C-', 'E--', 'G-', 'C-', 'D-']	['A-', 'C-', 'E-', 'A-', 'B-']
bI9853	['C-', 'E-', 'G-', 'C-', 'D-']	['A-', 'C', 'E-', 'A-', 'B-']
bI+9853	['C-', 'E-', 'G', 'C-', 'D-']	['A-', 'C', 'E', 'A-', 'B-']
biio9853	['D-', 'F-', 'A--', 'D-', 'E-']	['B-', 'D-', 'F-', 'B-', 'C-']
bii9853	['D-', 'F-', 'A-', 'D-', 'E-']	['B-', 'D-', 'F', 'B-', 'C-']
bII9853	['D-', 'F', 'A-', 'D-', 'E-']	['B-', 'D', 'F', 'B-', 'C-']
bII+9853	['D-', 'F', 'A', 'D-', 'E-']	['B-', 'D', 'F#', 'B-', 'C-']
biiio9853	['E-', 'G-', 'B--', 'E-', 'F-']	['C-', 'E--', 'G--', 'C-', 'D-']
biii9853	['E-', 'G-', 'B-', 'E-', 'F-']	['C-', 'E--', 'G-', 'C-', 'D-']
bIII9853	['E-', 'G', 'B-', 'E-', 'F-']	['C-', 'E-', 'G-', 'C-', 'D-']
bIII+9853	['E-', 'G', 'B', 'E-', 'F-']	['C-', 'E-', 'G', 'C-', 'D-']
bivo9853	['F-', 'A--', 'C--', 'F-', 'G-']	['D-', 'F-', 'A--', 'D-', 'E-']
biv9853	['F-', 'A--', 'C-', 'F-', 'G-']	['D-', 'F-', 'A-', 'D-', 'E-']
bIV9853	['F-', 'A-', 'C-', 'F-', 'G-']	['D-', 'F', 'A-', 'D-', 'E-']
bIV+9853	['F-', 'A-', 'C', 'F-', 'G-']	['D-', 'F', 'A', 'D-', 'E-']
bvo9853	['G-', 'B--', 'D--', 'G-', 'A-']	['E-', 'G-', 'B--', 'E-', 'F-']
bv9853	['G-', 'B--', 'D-', 'G-', 'A-']	['E-', 'G-', 'B-', 'E-', 'F-']
bV9853	['G-', 'B-', 'D-', 'G-', 'A-']	['E-', 'G', 'B-', 'E-', 'F-']
bV+9853	['G-', 'B-', 'D', 'G-', 'A-']	['E-', 'G', 'B', 'E-', 'F-']
bvio9853	['A-', 'C-', 'E--', 'A-', 'B-']	['F', 'A-', 'C-', 'F', 'G']
bvi9853	['A-', 'C-', 'E-', 'A-', 'B-']	['F', 'A-', 'C', 'F', 'G']
bVI9853	['A-', 'C', 'E-', 'A-', 'B-']	['F-', 'A-', 'C-', 'F-', 'G-']
bVI+9853	['A-', 'C', 'E', 'A-', 'B-']	['F-', 'A-', 'C', 'F-', 'G-']
bviio9853	['B-', 'D-', 'F-', 'B-', 'C-']	['G', 'B-', 'D-', 'G', 'A']
bvii9853	['B-', 'D-', 'F', 'B-', 'C-']	['G', 'B-', 'D', 'G', 'A']
bVII9853	['B-', 'D', 'F', 'B-', 'C-']	['G-', 'B-', 'D-', 'G-', 'A-']
bVII+9853	['B-', 'D', 'F#', 'B-', 'C-']	['G-', 'B-', 'D', 'G-', 'A-']
io9853	['C', 'E-', 'G-', 'C', 'D']	['A', 'C', 'E-', 'A', 'B']
i9853	['C', 'E-', 'G', 'C', 'D']	['A', 'C', 'E', 'A', 'B']
I9853	['C', 'E', 'G', 'C', 'D']	['A', 'C#', 'E', 'A', 'B']
I+9853	['C', 'E', 'G#', 'C', 'D']	['A', 'C#', 'E#', 'A', 'B']
iio9853	['D', 'F', 'A-', 'D', 'E']	['B', 'D', 'F', 'B', 'C']
ii9853	['D', 'F', 'A', 'D', 'E']	['B', 'D', 'F#', 'B', 'C']
II9853	['D', 'F#', 'A', 'D', 'E']	['B', 'D#', 'F#', 'B', 'C']
II+9853	['D', 'F#', 'A#', 'D', 'E']	['B', 'D#', 'F##', 'B', 'C']
iiio9853	['E', 'G', 'B-', 'E', 'F']	['C', 'E-', 'G-', 'C', 'D']
iii9853	['E', 'G', 'B', 'E', 'F']	['C', 'E-', 'G', 'C', 'D']
III9853	['E', 'G#', 'B', 'E', 'F']	['C', 'E', 'G', 'C', 'D']
III+9853	['E', 'G#', 'B#', 'E', 'F']	['C', 'E', 'G#', 'C', 'D']
ivo9853	['F', 'A-', 'C-', 'F', 'G']	['D', 'F', 'A-', 'D', 'E']
iv9853	['F', 'A-', 'C', 'F', 'G']	['D', 'F', 'A', 'D', 'E']
IV9853	['F', 'A', 'C', 'F', 'G']	['D', 'F#', 'A', 'D', 'E']
IV+9853	['F', 'A', 'C#', 'F', 'G']	['D', 'F#', 'A#', 'D', 'E']
vo9853	['G', 'B-', 'D-', 'G', 'A']	['E', 'G', 'B-', 'E', 'F']
v9853	['G', 'B-', 'D', 'G', 'A']	['E', 'G', 'B', 'E', 'F']
V9853	['G', 'B', 'D', 'G', 'A']	['E', 'G#', 'B', 'E', 'F']
V+9853	['G', 'B', 'D#', 'G', 'A']	['E', 'G#', 'B#', 'E', 'F']
vio9853	['A', 'C', 'E-', 'A', 'B']	['F#', 'A', 'C', 'F#', 'G#']
vi9853	['A', 'C', 'E', 'A', 'B']	['F#', 'A', 'C#', 'F#', 'G#']
VI9853	['A', 'C#', 'E', 'A', 'B']	['F', 'A', 'C', 'F', 'G']
VI+9853	['A', 'C#', 'E#', 'A', 'B']	['F', 'A', 'C#', 'F', 'G']
viio9853	['B', 'D', 'F', 'B', 'C']	['G#', 'B', 'D', 'G#', 'A#']
vii9853	['B', 'D', 'F#', 'B', 'C']	['G#', 'B', 'D#', 'G#', 'A#']
VII9853	['B', 'D#', 'F#', 'B', 'C']	['G', 'B', 'D', 'G', 'A']
VII+9853	['B', 'D#', 'F##', 'B', 'C']	['G', 'B', 'D#', 'G', 'A']
#io9853	['C#', 'E', 'G', 'C#', 'D#']	['A#', 'C#', 'E', 'A#', 'B#']
#i9853	['C#', 'E', 'G#', 'C#', 'D#']	['A#', 'C#', 'E#', 'A#', 'B#']
#I9853	['C#', 'E#', 'G#', 'C#', 'D#']	['A#', 'C##', 'E#', 'A#', 'B#']
#I+9853	['C#', 'E#', 'G##', 'C#', 'D#']	['A#', 'C##', 'E##', 'A#', 'B#']
#iio9853	['D#', 'F#', 'A', 'D#', 'E#']	['B#', 'D#', 'F#', 'B#', 'C#']
#ii9853	['D#', 'F#', 'A#', 'D#', 'E#']	['B#', 'D#', 'F##', 'B#', 'C#']
#II9853	['D#', 'F##', 'A#', 'D#', 'E#']	['B#', 'D##', 'F##', 'B#', 'C#']
#II+9853	['D#', 'F##', 'A##', 'D#', 'E#']	['B#', 'D##', 'F###', 'B#', 'C#']
#iiio9853	['E#', 'G#', 'B', 'E#', 'F#']	['C#', 'E', 'G', 'C#', 'D#']
#iii9853	['E#', 'G#', 'B#', 'E#', 'F#']	['C#', 'E', 'G#', 'C#', 'D#']
#III9853	['E#', 'G##', 'B#', 'E#', 'F#']	['C#', 'E#', 'G#', 'C#', 'D#']
#III+9853	['E#', 'G##', 'B##', 'E#', 'F#']	['C#', 'E#', 'G##', 'C#', 'D#']
#ivo9853	['F#', 'A', 'C', 'F#', 'G#']	['D#', 'F#', 'A', 'D#', 'E#']
#iv9853	['F#', 'A', 'C#', 'F#', 'G#']	['D#', 'F#', 'A#', 'D#', 'E#']
#IV9853	['F#', 'A#', 'C#', 'F#', 'G#']	['D#', 'F##', 'A#', 'D#', 'E#']
#IV+9853	['F#', 'A#', 'C##', 'F#', 'G#']	['D#', 'F##', 'A##', 'D#', 'E#']
#vo9853	['G#', 'B', 'D', 'G#', 'A#']	['E#', 'G#', 'B', 'E#', 'F#']
#v9853	['G#', 'B', 'D#', 'G#', 'A#']	['E#', 'G#', 'B#', 'E#', 'F#']
#V9853	['G#', 'B#', 'D#', 'G#', 'A#']	['E#', 'G##', 'B#', 'E#', 'F#']
#V+9853	['G#', 'B#', 'D##', 'G#', 'A#']	['E#', 'G##', 'B##', 'E#', 'F#']
#vio9853	['A#', 'C#', 'E', 'A#', 'B#']	['F##', 'A#', 'C#', 'F##', 'G##']
#vi9853	['A#', 'C#', 'E#', 'A#', 'B#']	['F##', 'A#', 'C##', 'F##', 'G##']
#VI9853	['A#', 'C##', 'E#', 'A#', 'B#']	['F#', 'A#', 'C#', 'F#', 'G#']
#VI+9853	['A#', 'C##', 'E##', 'A#', 'B#']	['F#', 'A#', 'C##', 'F#', 'G#']
#viio9853	['B#', 'D#', 'F#', 'B#', 'C#']	['G##', 'B#', 'D#', 'G##', 'A##']
#vii9853	['B#', 'D#', 'F##', 'B#', 'C#']	['G##', 'B#', 'D##', 'G##', 'A##']
#VII9853	['B#', 'D##', 'F##', 'B#', 'C#']	['G#', 'B#', 'D#', 'G#', 'A#']
#VII+9853	['B#', 'D##', 'F###', 'B#', 'C#']	['G#', 'B#', 'D##', 'G#', 'A#']
