Figure	MajorContext	MinorContext
bio986432	['B---', 'C-', 'D-', 'E--', 'G--', 'B-', 'C-']	['G--', 'A-', 'B-', 'C-', 'E--', 'G-', 'A-']
bi986432	['B-', 'C-', 'D-', 'E--', 'G-', 'B-', 'C-']	['G-', 'A-', 'B-', 'C-', 'E-', 'G-', 'A-']
bI986432	['B-', 'C-', 'D-', 'E-', 'G-', 'B-', 'C-']	['G-', 'A-', 'B-', 'C', 'E-', 'G-', 'A-']
bI+986432	['B-', 'C-', 'D-', 'E-', 'G', 'B-', 'C-']	['G-', 'A-', 'B-', 'C', 'E', 'G-', 'A-']
biio986432	['C--', 'D-', 'E-', 'F-', 'A--', 'C-', 'D-']	['A--', 'B-', 'C-', 'D-', 'F-', 'A-', 'B-']
bii986432	['C-', 'D-', 'E-', 'F-', 'A-', 'C-', 'D-']	['A-', 'B-', 'C-', 'D-', 'F', 'A-', 'B-']
bII986432	['C-', 'D-', 'E-', 'F', 'A-', 'C-', 'D-']	['A-', 'B-', 'C-', 'D', 'F', 'A-', 'B-']
bII+986432	['C-', 'D-', 'E-', 'F', 'A', 'C-', 'D-']	['A-', 'B-', 'C-', 'D', 'F#', 'A-', 'B-']
biiio986432	['D--', 'E-', 'F-', 'G-', 'B--', 'D-', 'E-']	['B---', 'C-', 'D-', 'E--', 'G--', 'B-', 'C-']
biii986432	['D-', 'E-', 'F-', 'G-', 'B-', 'D-', 'E-']	['B-', 'C-', 'D-', 'E--', 'G-', 'B-', 'C-']
bIII986432	['D-', 'E-', 'F-', 'G', 'B-', 'D-', 'E-']	['B-', 'C-', 'D-', 'E-', 'G-', 'B-', 'C-']
bIII+986432	['D-', 'E-', 'F-', 'G', 'B', 'D-', 'E-']	['B-', 'C-', 'D-', 'E-', 'G', 'B-', 'C-']
bivo986432	['E---', 'F-', 'G-', 'A--', 'C--', 'E-', 'F-']	['C--', 'D-', 'E-', 'F-', 'A--', 'C-', 'D-']
biv986432	['E-', 'F-', 'G-', 'A--', 'C-', 'E-', 'F-']	['C-', 'D-', 'E-', 'F-', 'A-', 'C-', 'D-']
bIV986432	['E-', 'F-', 'G-', 'A-', 'C-', 'E-', 'F-']	['C-', 'D-', 'E-', 'F', 'A-', 'C-', 'D-']
bIV+986432	['E-', 'F-', 'G-', 'A-', 'C', 'E-', 'F-']	['C-', 'D-', 'E-', 'F', 'A', 'C-', 'D-']
bvo986432	['F--', 'G-', 'A-', 'B--', 'D--', 'F-', 'G-']	['D--', 'E-', 'F-', 'G-', 'B--', 'D-', 'E-']
bv986432	['F-', 'G-', 'A-', 'B--', 'D-', 'F-', 'G-']	['D-', 'E-', 'F-', 'G-', 'B-', 'D-', 'E-']
bV986432	['F-', 'G-', 'A-', 'B-', 'D-', 'F-', 'G-']	['D-', 'E-', 'F-', 'G', 'B-', 'D-', 'E-']
bV+986432	['F-', 'G-', 'A-', 'B-', 'D', 'F-', 'G-']	['D-', 'E-', 'F-', 'G', 'B', 'D-', 'E-']
bvio986432	['G--', 'A-', 'B-', 'C-', 'E--', 'G-', 'A-']	['E--', 'F', 'G', 'A-', 'C-', 'E', 'F']
bvi986432	['G-', 'A-', 'B-', 'C-', 'E-', 'G-', 'A-']	['E', 'F', 'G', 'A-', 'C', 'E', 'F']
bVI986432	['G-', 'A-', 'B-', 'C', 'E-', 'G-', 'A-']	['E-', 'F-', 'G-', 'A-', 'C-', 'E-', 'F-']
bVI+986432	['G-', 'A-', 'B-', 'C', 'E', 'G-', 'A-']	['E-', 'F-', 'G-', 'A-', 'C', 'E-', 'F-']
bviio986432	['A--', 'B-', 'C-', 'D-', 'F-', 'A-', 'B-']	['F-', 'G', 'A', 'B-', 'D-', 'F', 'G']
bvii986432	['A-', 'B-', 'C-', 'D-', 'F', 'A-', 'B-']	['F', 'G', 'A', 'B-', 'D', 'F', 'G']
bVII986432	['A-', 'B-', 'C-', 'D', 'F', 'A-', 'B-']	['F-', 'G-', 'A-', 'B-', 'D-', 'F-', 'G-']
bVII+986432	['A-', 'B-', 'C-', 'D', 'F#', 'A-', 'B-']	['F-', 'G-', 'A-', 'B-', 'D', 'F-', 'G-']
io986432	['B--', 'C', 'D', 'E-', 'G-', 'B', 'C']	['G-', 'A', 'B', 'C', 'E-', 'G', 'A']
i986432	['B', 'C', 'D', 'E-', 'G', 'B', 'C']	['G', 'A', 'B', 'C', 'E', 'G', 'A']
I986432	['B', 'C', 'D', 'E', 'G', 'B', 'C']	['G', 'A', 'B', 'C#', 'E', 'G', 'A']
I+986432	['B', 'C', 'D', 'E', 'G#', 'B', 'C']	['G', 'A', 'B', 'C#', 'E#', 'G', 'A']
iio986432	['C-', 'D', 'E', 'F', 'A-', 'C', 'D']	['A-', 'B', 'C', 'D', 'F', 'A', 'B']
ii986432	['C', 'D', 'E', 'F', 'A', 'C', 'D']	['A', 'B', 'C', 'D', 'F#', 'A', 'B']
II986432	['C', 'D', 'E', 'F#', 'A', 'C', 'D']	['A', 'B', 'C', 'D#', 'F#', 'A', 'B']
II+986432	['C', 'D', 'E', 'F#', 'A#', 'C', 'D']	['A', 'B', 'C', 'D#', 'F##', 'A', 'B']
iiio986432	['D-', 'E', 'F', 'G', 'B-', 'D', 'E']	['B--', 'C', 'D', 'E-', 'G-', 'B', 'C']
iii986432	['D', 'E', 'F', 'G', 'B', 'D', 'E']	['B', 'C', 'D', 'E-', 'G', 'B', 'C']
III986432	['D', 'E', 'F', 'G#', 'B', 'D', 'E']	['B', 'C', 'D', 'E', 'G', 'B', 'C']
III+986432	['D', 'E', 'F', 'G#', 'B#', 'D', 'E']	['B', 'C', 'D', 'E', 'G#', 'B', 'C']
ivo986432	['E--', 'F', 'G', 'A-', 'C-', 'E', 'F']	['C-', 'D', 'E', 'F', 'A-', 'C', 'D']
iv986432	['E', 'F', 'G', 'A-', 'C', 'E', 'F']	['C', 'D', 'E', 'F', 'A', 'C', 'D']
IV986432	['E', 'F', 'G', 'A', 'C', 'E', 'F']	['C', 'D', 'E', 'F#', 'A', 'C', 'D']
IV+986432	['E', 'F', 'G', 'A', 'C#', 'E', 'F']	['C', 'D', 'E', 'F#', 'A#', 'C', 'D']
vo986432	['F-', 'G', 'A', 'B-', 'D-', 'F', 'G']	['D-', 'E', 'F', 'G', 'B-', 'D', 'E']
v986432	['F', 'G', 'A', 'B-', 'D', 'F', 'G']	['D', 'E', 'F', 'G', 'B', 'D', 'E']
V986432	['F', 'G', 'A', 'B', 'D', 'F', 'G']	['D', 'E', 'F', 'G#', 'B', 'D', 'E']
V+986432	['F', 'G', 'A', 'B', 'D#', 'F', 'G']	['D', 'E', 'F', 'G#', 'B#', 'D', 'E']
vio986432	['G-', 'A', 'B', 'C', 'E-', 'G', 'A']	['E-', 'F#', 'G#', 'A', 'C', 'E#', 'F#']
vi986432	['G', 'A', 'B', 'C', 'E', 'G', 'A']	['E#', 'F#', 'G#', 'A', 'C#', 'E#', 'F#']
VI986432	['G', 'A', 'B', 'C#', 'E', 'G', 'A']	['E', 'F', 'G', 'A', 'C', 'E', 'F']
VI+986432	['G', 'A', 'B', 'C#', 'E#', 'G', 'A']	['E', 'F', 'G', 'A', 'C#', 'E', 'F']
viio986432	['A-', 'B', 'C', 'D', 'F', 'A', 'B']	['F', 'G#', 'A#', 'B', 'D', 'F#', 'G#']
vii986432	['A', 'B', 'C', 'D', 'F#', 'A', 'B']	['F#', 'G#', 'A#', 'B', 'D#', 'F#', 'G#']
VII986432	['A', 'B', 'C', 'D#', 'F#', 'A', 'B']	['F', 'G', 'A', 'B', 'D', 'F', 'G']
VII+986432	['A', 'B', 'C', 'D#', 'F##', 'A', 'B']	['F', 'G', 'A', 'B', 'D#', 'F', 'G']
#io986432	['B-', 'C#', 'D#', 'E', 'G', 'B#', 'C#']	['G', 'A#', 'B#', 'C#', 'E', 'G#', 'A#']
#i986432	['B#', 'C#', 'D#', 'E', 'G#', 'B#', 'C#']	['G#', 'A#', 'B#', 'C#', 'E#', 'G#', 'A#']
#I986432	['B#', 'C#', 'D#', 'E#', 'G#', 'B#', 'C#']	['G#', 'A#', 'B#', 'C##', 'E#', 'G#', 'A#']
#I+986432	['B#', 'C#', 'D#', 'E#', 'G##', 'B#', 'C#']	['G#', 'A#', 'B#', 'C##', 'E##', 'G#', 'A#']
#iio986432	['C', 'D#', 'E#', 'F#', 'A', 'C#', 'D#']	['A', 'B#', 'C#', 'D#', 'F#', 'A#', 'B#']
#ii986432	['C#', 'D#', 'E#', 'F#', 'A#', 'C#', 'D#']	['A#', 'B#', 'C#', 'D#', 'F##', 'A#', 'B#']
#II986432	['C#', 'D#', 'E#', 'F##', 'A#', 'C#', 'D#']	['A#', 'B#', 'C#', 'D##', 'F##', 'A#', 'B#']
