Figure	MajorContext	MinorContext
bio8632	['E--', 'F-', 'G--', 'C-', 'E-']	['C-', 'D-', 'E--', 'A-', 'C-']
bi8632	['E--', 'F-', 'G-', 'C-', 'E-']	['C-', 'D-', 'E-', 'A-', 'C-']
bI8632	['E-', 'F-', 'G-', 'C-', 'E-']	['C', 'D-', 'E-', 'A-', 'C-']
bI+8632	['E-', 'F-', 'G', 'C-', 'E-']	['C', 'D-', 'E', 'A-', 'C-']
biio8632	['F-', 'G-', 'A--', 'D-', 'F-']	['D-', 'E-', 'F-', 'B-', 'D-']
bii8632	['F-', 'G-', 'A-', 'D-', 'F-']	['D-', 'E-', 'F', 'B-', 'D-']
bII8632	['F', 'G-', 'A-', 'D-', 'F-']	['D', 'E-', 'F', 'B-', 'D-']
bII+8632	['F', 'G-', 'A', 'D-', 'F-']	['D', 'E-', 'F#', 'B-', 'D-']
biiio8632	['G-', 'A-', 'B--', 'E-', 'G-']	['E--', 'F-', 'G--', 'C-', 'E-']
biii8632	['G-', 'A-', 'B-', 'E-', 'G-']	['E--', 'F-', 'G-', 'C-', 'E-']
bIII8632	['G', 'A-', 'B-', 'E-', 'G-']	['E-', 'F-', 'G-', 'C-', 'E-']
bIII+8632	['G', 'A-', 'B', 'E-', 'G-']	['E-', 'F-', 'G', 'C-', 'E-']
bivo8632	['A--', 'B-', 'C--', 'F-', 'A-']	['F-', 'G-', 'A--', 'D-', 'F-']
biv8632	['A--', 'B-', 'C-', 'F-', 'A-']	['F-', 'G-', 'A-', 'D-', 'F-']
bIV8632	['A-', 'B-', 'C-', 'F-', 'A-']	['F', 'G-', 'A-', 'D-', 'F-']
bIV+8632	['A-', 'B-', 'C', 'F-', 'A-']	['F', 'G-', 'A', 'D-', 'F-']
bvo8632	['B--', 'C-', 'D--', 'G-', 'B-']	['G-', 'A-', 'B--', 'E-', 'G-']
bv8632	['B--', 'C-', 'D-', 'G-', 'B-']	['G-', 'A-', 'B-', 'E-', 'G-']
bV8632	['B-', 'C-', 'D-', 'G-', 'B-']	['G', 'A-', 'B-', 'E-', 'G-']
bV+8632	['B-', 'C-', 'D', 'G-', 'B-']	['G', 'A-', 'B', 'E-', 'G-']
bvio8632	['C-', 'D-', 'E--', 'A-', 'C-']	['A-', 'B', 'C-', 'F', 'A']
bvi8632	['C-', 'D-', 'E-', 'A-', 'C-']	['A-', 'B', 'C', 'F', 'A']
bVI8632	['C', 'D-', 'E-', 'A-', 'C-']	['A-', 'B-', 'C-', 'F-', 'A-']
bVI+8632	['C', 'D-', 'E', 'A-', 'C-']	['A-', 'B-', 'C', 'F-', 'A-']
bviio8632	['D-', 'E-', 'F-', 'B-', 'D-']	['B-', 'C', 'D-', 'G', 'B']
bvii8632	['D-', 'E-', 'F', 'B-', 'D-']	['B-', 'C', 'D', 'G', 'B']
bVII8632	['D', 'E-', 'F', 'B-', 'D-']	['B-', 'C-', 'D-', 'G-', 'B-']
bVII+8632	['D', 'E-', 'F#', 'B-', 'D-']	['B-', 'C-', 'D', 'G-', 'B-']
io8632	['E-', 'F', 'G-', 'C', 'E']	['C', 'D', 'E-', 'A', 'C']
i8632	['E-', 'F', 'G', 'C', 'E']	['C', 'D', 'E', 'A', 'C']
I8632	['E', 'F', 'G', 'C', 'E']	['C#', 'D', 'E', 'A', 'C']
I+8632	['E', 'F', 'G#', 'C', 'E']	['C#', 'D', 'E#', 'A', 'C']
iio8632	['F', 'G', 'A-', 'D', 'F']	['D', 'E', 'F', 'B', 'D']
