Figure	MajorContext	MinorContext
bio987643	['D-', 'F-', 'G--', 'B---', 'C-', 'D-', 'E--']	['B-', 'D-', 'E--', 'G--', 'A-', 'B-', 'C-']
bi987643	['D-', 'F-', 'G-', 'B-', 'C-', 'D-', 'E--']	['B-', 'D-', 'E-', 'G-', 'A-', 'B-', 'C-']
bI987643	['D-', 'F-', 'G-', 'B-', 'C-', 'D-', 'E-']	['B-', 'D-', 'E-', 'G-', 'A-', 'B-', 'C']
bI+987643	['D-', 'F-', 'G', 'B-', 'C-', 'D-', 'E-']	['B-', 'D-', 'E', 'G-', 'A-', 'B-', 'C']
biio987643	['E-', 'G-', 'A--', 'C--', 'D-', 'E-', 'F-']	['C-', 'E-', 'F-', 'A--', 'B-', 'C-', 'D-']
bii987643	['E-', 'G-', 'A-', 'C-', 'D-', 'E-', 'F-']	['C-', 'E-', 'F', 'A-', 'B-', 'C-', 'D-']
bII987643	['E-', 'G-', 'A-', 'C-', 'D-', 'E-', 'F']	['C-', 'E-', 'F', 'A-', 'B-', 'C-', 'D']
bII+987643	['E-', 'G-', 'A', 'C-', 'D-', 'E-', 'F']	['C-', 'E-', 'F#', 'A-', 'B-', 'C-', 'D']
biiio987643	['F-', 'A-', 'B--', 'D--', 'E-', 'F-', 'G-']	['D-', 'F-', 'G--', 'B---', 'C-', 'D-', 'E--']
biii987643	['F-', 'A-', 'B-', 'D-', 'E-', 'F-', 'G-']	['D-', 'F-', 'G-', 'B-', 'C-', 'D-', 'E--']
bIII987643	['F-', 'A-', 'B-', 'D-', 'E-', 'F-', 'G']	['D-', 'F-', 'G-', 'B-', 'C-', 'D-', 'E-']
bIII+987643	['F-', 'A-', 'B', 'D-', 'E-', 'F-', 'G']	['D-', 'F-', 'G', 'B-', 'C-', 'D-', 'E-']
bivo987643	['G-', 'B-', 'C--', 'E---', 'F-', 'G-', 'A--']	['E-', 'G-', 'A--', 'C--', 'D-', 'E-', 'F-']
biv987643	['G-', 'B-', 'C-', 'E-', 'F-', 'G-', 'A--']	['E-', 'G-', 'A-', 'C-', 'D-', 'E-', 'F-']
bIV987643	['G-', 'B-', 'C-', 'E-', 'F-', 'G-', 'A-']	['E-', 'G-', 'A-', 'C-', 'D-', 'E-', 'F']
bIV+987643	['G-', 'B-', 'C', 'E-', 'F-', 'G-', 'A-']	['E-', 'G-', 'A', 'C-', 'D-', 'E-', 'F']
bvo987643	['A-', 'C-', 'D--', 'F--', 'G-', 'A-', 'B--']	['F-', 'A-', 'B--', 'D--', 'E-', 'F-', 'G-']
bv987643	['A-', 'C-', 'D-', 'F-', 'G-', 'A-', 'B--']	['F-', 'A-', 'B-', 'D-', 'E-', 'F-', 'G-']
bV987643	['A-', 'C-', 'D-', 'F-', 'G-', 'A-', 'B-']	['F-', 'A-', 'B-', 'D-', 'E-', 'F-', 'G']
bV+987643	['A-', 'C-', 'D', 'F-', 'G-', 'A-', 'B-']	['F-', 'A-', 'B', 'D-', 'E-', 'F-', 'G']
bvio987643	['B-', 'D-', 'E--', 'G--', 'A-', 'B-', 'C-']	['G', 'B', 'C-', 'E--', 'F', 'G', 'A-']
bvi987643	['B-', 'D-', 'E-', 'G-', 'A-', 'B-', 'C-']	['G', 'B', 'C', 'E', 'F', 'G', 'A-']
bVI987643	['B-', 'D-', 'E-', 'G-', 'A-', 'B-', 'C']	['G-', 'B-', 'C-', 'E-', 'F-', 'G-', 'A-']
bVI+987643	['B-', 'D-', 'E', 'G-', 'A-', 'B-', 'C']	['G-', 'B-', 'C', 'E-', 'F-', 'G-', 'A-']
