Figure	MajorContext	MinorContext
bio865432	['B---', 'C-', 'D-', 'E--', 'F-', 'G--', 'B-']	['G--', 'A-', 'B-', 'C-', 'D-', 'E--', 'G-']
bi865432	['B-', 'C-', 'D-', 'E--', 'F-', 'G-', 'B-']	['G-', 'A-', 'B-', 'C-', 'D-', 'E-', 'G-']
bI865432	['B-', 'C-', 'D-', 'E-', 'F-', 'G-', 'B-']	['G-', 'A-', 'B-', 'C', 'D-', 'E-', 'G-']
bI+865432	['B-', 'C-', 'D-', 'E-', 'F-', 'G', 'B-']	['G-', 'A-', 'B-', 'C', 'D-', 'E', 'G-']
biio865432	['C--', 'D-', 'E-', 'F-', 'G-', 'A--', 'C-']	['A--', 'B-', 'C-', 'D-', 'E-', 'F-', 'A-']
bii865432	['C-', 'D-', 'E-', 'F-', 'G-', 'A-', 'C-']	['A-', 'B-', 'C-', 'D-', 'E-', 'F', 'A-']
bII865432	['C-', 'D-', 'E-', 'F', 'G-', 'A-', 'C-']	['A-', 'B-', 'C-', 'D', 'E-', 'F', 'A-']
bII+865432	['C-', 'D-', 'E-', 'F', 'G-', 'A', 'C-']	['A-', 'B-', 'C-', 'D', 'E-', 'F#', 'A-']
biiio865432	['D--', 'E-', 'F-', 'G-', 'A-', 'B--', 'D-']	['B---', 'C-', 'D-', 'E--', 'F-', 'G--', 'B-']
biii865432	['D-', 'E-', 'F-', 'G-', 'A-', 'B-', 'D-']	['B-', 'C-', 'D-', 'E--', 'F-', 'G-', 'B-']
bIII865432	['D-', 'E-', 'F-', 'G', 'A-', 'B-', 'D-']	['B-', 'C-', 'D-', 'E-', 'F-', 'G-', 'B-']
bIII+865432	['D-', 'E-', 'F-', 'G', 'A-', 'B', 'D-']	['B-', 'C-', 'D-', 'E-', 'F-', 'G', 'B-']
bivo865432	['E---', 'F-', 'G-', 'A--', 'B-', 'C--', 'E-']	['C--', 'D-', 'E-', 'F-', 'G-', 'A--', 'C-']
biv865432	['E-', 'F-', 'G-', 'A--', 'B-', 'C-', 'E-']	['C-', 'D-', 'E-', 'F-', 'G-', 'A-', 'C-']
bIV865432	['E-', 'F-', 'G-', 'A-', 'B-', 'C-', 'E-']	['C-', 'D-', 'E-', 'F', 'G-', 'A-', 'C-']
bIV+865432	['E-', 'F-', 'G-', 'A-', 'B-', 'C', 'E-']	['C-', 'D-', 'E-', 'F', 'G-', 'A', 'C-']
bvo865432	['F--', 'G-', 'A-', 'B--', 'C-', 'D--', 'F-']	['D--', 'E-', 'F-', 'G-', 'A-', 'B--', 'D-']
bv865432	['F-', 'G-', 'A-', 'B--', 'C-', 'D-', 'F-']	['D-', 'E-', 'F-', 'G-', 'A-', 'B-', 'D-']
bV865432	['F-', 'G-', 'A-', 'B-', 'C-', 'D-', 'F-']	['D-', 'E-', 'F-', 'G', 'A-', 'B-', 'D-']
