Figure	MajorContext	MinorContext
bio976543	['C-', 'E--', 'F-', 'G--', 'A-', 'B---', 'D-']	['A-', 'C-', 'D-', 'E--', 'F-', 'G--', 'B-']
bi976543	['C-', 'E--', 'F-', 'G-', 'A-', 'B-', 'D-']	['A-', 'C-', 'D-', 'E-', 'F-', 'G-', 'B-']
bI976543	['C-', 'E-', 'F-', 'G-', 'A-', 'B-', 'D-']	['A-', 'C', 'D-', 'E-', 'F-', 'G-', 'B-']
bI+976543	['C-', 'E-', 'F-', 'G', 'A-', 'B-', 'D-']	['A-', 'C', 'D-', 'E', 'F-', 'G-', 'B-']
biio976543	['D-', 'F-', 'G-', 'A--', 'B-', 'C--', 'E-']	['B-', 'D-', 'E-', 'F-', 'G-', 'A--', 'C-']
bii976543	['D-', 'F-', 'G-', 'A-', 'B-', 'C-', 'E-']	['B-', 'D-', 'E-', 'F', 'G-', 'A-', 'C-']
bII976543	['D-', 'F', 'G-', 'A-', 'B-', 'C-', 'E-']	['B-', 'D', 'E-', 'F', 'G-', 'A-', 'C-']
bII+976543	['D-', 'F', 'G-', 'A', 'B-', 'C-', 'E-']	['B-', 'D', 'E-', 'F#', 'G-', 'A-', 'C-']
biiio976543	['E-', 'G-', 'A-', 'B--', 'C-', 'D--', 'F-']	['C-', 'E--', 'F-', 'G--', 'A-', 'B---', 'D-']
biii976543	['E-', 'G-', 'A-', 'B-', 'C-', 'D-', 'F-']	['C-', 'E--', 'F-', 'G-', 'A-', 'B-', 'D-']
bIII976543	['E-', 'G', 'A-', 'B-', 'C-', 'D-', 'F-']	['C-', 'E-', 'F-', 'G-', 'A-', 'B-', 'D-']
bIII+976543	['E-', 'G', 'A-', 'B', 'C-', 'D-', 'F-']	['C-', 'E-', 'F-', 'G', 'A-', 'B-', 'D-']
bivo976543	['F-', 'A--', 'B-', 'C--', 'D-', 'E---', 'G-']	['D-', 'F-', 'G-', 'A--', 'B-', 'C--', 'E-']
biv976543	['F-', 'A--', 'B-', 'C-', 'D-', 'E-', 'G-']	['D-', 'F-', 'G-', 'A-', 'B-', 'C-', 'E-']
bIV976543	['F-', 'A-', 'B-', 'C-', 'D-', 'E-', 'G-']	['D-', 'F', 'G-', 'A-', 'B-', 'C-', 'E-']
bIV+976543	['F-', 'A-', 'B-', 'C', 'D-', 'E-', 'G-']	['D-', 'F', 'G-', 'A', 'B-', 'C-', 'E-']
bvo976543	['G-', 'B--', 'C-', 'D--', 'E-', 'F--', 'A-']	['E-', 'G-', 'A-', 'B--', 'C-', 'D--', 'F-']
bv976543	['G-', 'B--', 'C-', 'D-', 'E-', 'F-', 'A-']	['E-', 'G-', 'A-', 'B-', 'C-', 'D-', 'F-']
bV976543	['G-', 'B-', 'C-', 'D-', 'E-', 'F-', 'A-']	['E-', 'G', 'A-', 'B-', 'C-', 'D-', 'F-']
bV+976543	['G-', 'B-', 'C-', 'D', 'E-', 'F-', 'A-']	['E-', 'G', 'A-', 'B', 'C-', 'D-', 'F-']
