Figure	MajorContext	MinorContext
bio765432	['C-', 'D-', 'E--', 'F-', 'G--', 'A-', 'B---']	['A-', 'B-', 'C-', 'D-', 'E--', 'F-', 'G--']
bi765432	['C-', 'D-', 'E--', 'F-', 'G-', 'A-', 'B-']	['A-', 'B-', 'C-', 'D-', 'E-', 'F-', 'G-']
bI765432	['C-', 'D-', 'E-', 'F-', 'G-', 'A-', 'B-']	['A-', 'B-', 'C', 'D-', 'E-', 'F-', 'G-']
bI+765432	['C-', 'D-', 'E-', 'F-', 'G', 'A-', 'B-']	['A-', 'B-', 'C', 'D-', 'E', 'F-', 'G-']
biio765432	['D-', 'E-', 'F-', 'G-', 'A--', 'B-', 'C--']	['B-', 'C-', 'D-', 'E-', 'F-', 'G-', 'A--']
bii765432	['D-', 'E-', 'F-', 'G-', 'A-', 'B-', 'C-']	['B-', 'C-', 'D-', 'E-', 'F', 'G-', 'A-']
bII765432	['D-', 'E-', 'F', 'G-', 'A-', 'B-', 'C-']	['B-', 'C-', 'D', 'E-', 'F', 'G-', 'A-']
bII+765432	['D-', 'E-', 'F', 'G-', 'A', 'B-', 'C-']	['B-', 'C-', 'D', 'E-', 'F#', 'G-', 'A-']
biiio765432	['E-', 'F-', 'G-', 'A-', 'B--', 'C-', 'D--']	['C-', 'D-', 'E--', 'F-', 'G--', 'A-', 'B---']
biii765432	['E-', 'F-', 'G-', 'A-', 'B-', 'C-', 'D-']	['C-', 'D-', 'E--', 'F-', 'G-', 'A-', 'B-']
bIII765432	['E-', 'F-', 'G', 'A-', 'B-', 'C-', 'D-']	['C-', 'D-', 'E-', 'F-', 'G-', 'A-', 'B-']
bIII+765432	['E-', 'F-', 'G', 'A-', 'B', 'C-', 'D-']	['C-', 'D-', 'E-', 'F-', 'G', 'A-', 'B-']
bivo765432	['F-', 'G-', 'A--', 'B-', 'C--', 'D-', 'E---']	['D-', 'E-', 'F-', 'G-', 'A--', 'B-', 'C--']
biv765432	['F-', 'G-', 'A--', 'B-', 'C-', 'D-', 'E-']	['D-', 'E-', 'F-', 'G-', 'A-', 'B-', 'C-']
bIV765432	['F-', 'G-', 'A-', 'B-', 'C-', 'D-', 'E-']	['D-', 'E-', 'F', 'G-', 'A-', 'B-', 'C-']
bIV+765432	['F-', 'G-', 'A-', 'B-', 'C', 'D-', 'E-']	['D-', 'E-', 'F', 'G-', 'A', 'B-', 'C-']
bvo765432	['G-', 'A-', 'B--', 'C-', 'D--', 'E-', 'F--']	['E-', 'F-', 'G-', 'A-', 'B--', 'C-', 'D--']
bv765432	['G-', 'A-', 'B--', 'C-', 'D-', 'E-', 'F-']	['E-', 'F-', 'G-', 'A-', 'B-', 'C-', 'D-']
bV765432	['G-', 'A-', 'B-', 'C-', 'D-', 'E-', 'F-']	['E-', 'F-', 'G', 'A-', 'B-', 'C-', 'D-']
bV+765432	['G-', 'A-', 'B-', 'C-', 'D', 'E-', 'F-']	['E-', 'F-', 'G', 'A-', 'B', 'C-', 'D-']
bvio765432	['A-', 'B-', 'C-', 'D-', 'E--', 'F-', 'G--']	['F', 'G', 'A-', 'B', 'C-', 'D', 'E--']
bvi765432	['A-', 'B-', 'C-', 'D-', 'E-', 'F-', 'G-']	['F', 'G', 'A-', 'B', 'C', 'D', 'E']
bVI765432	['A-', 'B-', 'C', 'D-', 'E-', 'F-', 'G-']	['F-', 'G-', 'A-', 'B-', 'C-', 'D-', 'E-']
bVI+765432	['A-', 'B-', 'C', 'D-', 'E', 'F-', 'G-']	['F-', 'G-', 'A-', 'B-', 'C', 'D-', 'E-']
bviio765432	['B-', 'C-', 'D-', 'E-', 'F-', 'G-', 'A--']	['G', 'A', 'B-', 'C', 'D-', 'E', 'F-']
bvii765432	['B-', 'C-', 'D-', 'E-', 'F', 'G-', 'A-']	['G', 'A', 'B-', 'C', 'D', 'E', 'F']
bVII765432	['B-', 'C-', 'D', 'E-', 'F', 'G-', 'A-']	['G-', 'A-', 'B-', 'C-', 'D-', 'E-', 'F-']
bVII+765432	['B-', 'C-', 'D', 'E-', 'F#', 'G-', 'A-']	['G-', 'A-', 'B-', 'C-', 'D', 'E-', 'F-']
io765432	['C', 'D', 'E-', 'F', 'G-', 'A', 'B--']	['A', 'B', 'C', 'D', 'E-', 'F', 'G-']
i765432	['C', 'D', 'E-', 'F', 'G', 'A', 'B']	['A', 'B', 'C', 'D', 'E', 'F', 'G']
I765432	['C', 'D', 'E', 'F', 'G', 'A', 'B']	['A', 'B', 'C#', 'D', 'E', 'F', 'G']
I+765432	['C', 'D', 'E', 'F', 'G#', 'A', 'B']	['A', 'B', 'C#', 'D', 'E#', 'F', 'G']
iio765432	['D', 'E', 'F', 'G', 'A-', 'B', 'C-']	['B', 'C', 'D', 'E', 'F', 'G', 'A-']
ii765432	['D', 'E', 'F', 'G', 'A', 'B', 'C']	['B', 'C', 'D', 'E', 'F#', 'G', 'A']
II765432	['D', 'E', 'F#', 'G', 'A', 'B', 'C']	['B', 'C', 'D#', 'E', 'F#', 'G', 'A']
II+765432	['D', 'E', 'F#', 'G', 'A#', 'B', 'C']	['B', 'C', 'D#', 'E', 'F##', 'G', 'A']
iiio765432	['E', 'F', 'G', 'A', 'B-', 'C', 'D-']	['C', 'D', 'E-', 'F', 'G-', 'A', 'B--']
iii765432	['E', 'F', 'G', 'A', 'B', 'C', 'D']	['C', 'D', 'E-', 'F', 'G', 'A', 'B']
III765432	['E', 'F', 'G#', 'A', 'B', 'C', 'D']	['C', 'D', 'E', 'F', 'G', 'A', 'B']
III+765432	['E', 'F', 'G#', 'A', 'B#', 'C', 'D']	['C', 'D', 'E', 'F', 'G#', 'A', 'B']
ivo765432	['F', 'G', 'A-', 'B', 'C-', 'D', 'E--']	['D', 'E', 'F', 'G', 'A-', 'B', 'C-']
iv765432	['F', 'G', 'A-', 'B', 'C', 'D', 'E']	['D', 'E', 'F', 'G', 'A', 'B', 'C']
IV765432	['F', 'G', 'A', 'B', 'C', 'D', 'E']	['D', 'E', 'F#', 'G', 'A', 'B', 'C']
IV+765432	['F', 'G', 'A', 'B', 'C#', 'D', 'E']	['D', 'E', 'F#', 'G', 'A#', 'B', 'C']
vo765432	['G', 'A', 'B-', 'C', 'D-', 'E', 'F-']	['E', 'F', 'G', 'A', 'B-', 'C', 'D-']
v765432	['G', 'A', 'B-', 'C', 'D', 'E', 'F']	['E', 'F', 'G', 'A', 'B', 'C', 'D']
V765432	['G', 'A', 'B', 'C', 'D', 'E', 'F']	['E', 'F', 'G#', 'A', 'B', 'C', 'D']
V+765432	['G', 'A', 'B', 'C', 'D#', 'E', 'F']	['E', 'F', 'G#', 'A', 'B#', 'C', 'D']
vio765432	['A', 'B', 'C', 'D', 'E-', 'F', 'G-']	['F#', 'G#', 'A', 'B#', 'C', 'D#', 'E-']
vi765432	['A', 'B', 'C', 'D', 'E', 'F', 'G']	['F#', 'G#', 'A', 'B#', 'C#', 'D#', 'E#']
VI765432	['A', 'B', 'C#', 'D', 'E', 'F', 'G']	['F', 'G', 'A', 'B', 'C', 'D', 'E']
VI+765432	['A', 'B', 'C#', 'D', 'E#', 'F', 'G']	['F', 'G', 'A', 'B', 'C#', 'D', 'E']
viio765432	['B', 'C', 'D', 'E', 'F', 'G', 'A-']	['G#', 'A#', 'B', 'C#', 'D', 'E#', 'F']
vii765432	['B', 'C', 'D', 'E', 'F#', 'G', 'A']	['G#', 'A#', 'B', 'C#', 'D#', 'E#', 'F#']
VII765432	['B', 'C', 'D#', 'E', 'F#', 'G', 'A']	['G', 'A', 'B', 'C', 'D', 'E', 'F']
VII+765432	['B', 'C', 'D#', 'E', 'F##', 'G', 'A']	['G', 'A', 'B', 'C', 'D#', 'E', 'F']
#io765432	['C#', 'D#', 'E', 'F#', 'G', 'A#', 'B-']	['A#', 'B#', 'C#', 'D#', 'E', 'F#', 'G']
#i765432	['C#', 'D#', 'E', 'F#', 'G#', 'A#', 'B#']	['A#', 'B#', 'C#', 'D#', 'E#', 'F#', 'G#']
#I765432	['C#', 'D#', 'E#', 'F#', 'G#', 'A#', 'B#']	['A#', 'B#', 'C##', 'D#', 'E#', 'F#', 'G#']
#I+765432	['C#', 'D#', 'E#', 'F#', 'G##', 'A#', 'B#']	['A#', 'B#', 'C##', 'D#', 'E##', 'F#', 'G#']
#iio765432	['D#', 'E#', 'F#', 'G#', 'A', 'B#', 'C']	['B#', 'C#', 'D#', 'E#', 'F#', 'G#', 'A']
#ii765432	['D#', 'E#', 'F#', 'G#', 'A#', 'B#', 'C#']	['B#', 'C#', 'D#', 'E#', 'F##', 'G#', 'A#']
#II765432	['D#', 'E#', 'F##', 'G#', 'A#', 'B#', 'C#']	['B#', 'C#', 'D##', 'E#', 'F##', 'G#', 'A#']
#II+765432	['D#', 'E#', 'F##', 'G#', 'A##', 'B#', 'C#']	['B#', 'C#', 'D##', 'E#', 'F###', 'G#', 'A#']
