Figure	MajorContext	MinorContext
bio632	['E--', 'F-', 'G--', 'C-']	['C-', 'D-', 'E--', 'A-']
bi632	['E--', 'F-', 'G-', 'C-']	['C-', 'D-', 'E-', 'A-']
bI632	['E-', 'F-', 'G-', 'C-']	['C', 'D-', 'E-', 'A-']
bI+632	['E-', 'F-', 'G', 'C-']	['C', 'D-', 'E', 'A-']
biio632	['F-', 'G-', 'A--', 'D-']	['D-', 'E-', 'F-', 'B-']
bii632	['F-', 'G-', 'A-', 'D-']	['D-', 'E-', 'F', 'B-']
bII632	['F', 'G-', 'A-', 'D-']	['D', 'E-', 'F', 'B-']
bII+632	['F', 'G-', 'A', 'D-']	['D', 'E-', 'F#', 'B-']
biiio632	['G-', 'A-', 'B--', 'E-']	['E--', 'F-', 'G--', 'C-']
biii632	['G-', 'A-', 'B-', 'E-']	['E--', 'F-', 'G-', 'C-']
bIII632	['G', 'A-', 'B-', 'E-']	['E-', 'F-', 'G-', 'C-']
bIII+632	['G', 'A-', 'B', 'E-']	['E-', 'F-', 'G', 'C-']
bivo632	['A--', 'B-', 'C--', 'F-']	['F-', 'G-', 'A--', 'D-']
biv632	['A--', 'B-', 'C-', 'F-']	['F-', 'G-', 'A-', 'D-']
bIV632	['A-', 'B-', 'C-', 'F-']	['F', 'G-', 'A-', 'D-']
bIV+632	['A-', 'B-', 'C', 'F-']	['F', 'G-', 'A', 'D-']
bvo632	['B--', 'C-', 'D--', 'G-']	['G-', 'A-', 'B--', 'E-']
bv632	['B--', 'C-', 'D-', 'G-']	['G-', 'A-', 'B-', 'E-']
bV632	['B-', 'C-', 'D-', 'G-']	['G', 'A-', 'B-', 'E-']
bV+632	['B-', 'C-', 'D', 'G-']	['G', 'A-', 'B', 'E-']
bvio632	['C-', 'D-', 'E--', 'A-']	['A-', 'B', 'C-', 'F']
bvi632	['C-', 'D-', 'E-', 'A-']	['A-', 'B', 'C', 'F']
bVI632	['C', 'D-', 'E-', 'A-']	['A-', 'B-', 'C-', 'F-']
bVI+632	['C', 'D-', 'E', 'A-']	['A-', 'B-', 'C', 'F-']
bviio632	['D-', 'E-', 'F-', 'B-']	['B-', 'C', 'D-', 'G']
bvii632	['D-', 'E-', 'F', 'B-']	['B-', 'C', 'D', 'G']
bVII632	['D', 'E-', 'F', 'B-']	['B-', 'C-', 'D-', 'G-']
bVII+632	['D', 'E-', 'F#', 'B-']	['B-', 'C-', 'D', 'G-']
io632	['E-', 'F', 'G-', 'C']	['C', 'D', 'E-', 'A']
i632	['E-', 'F', 'G', 'C']	['C', 'D', 'E', 'A']
I632	['E', 'F', 'G', 'C']	['C#', 'D', 'E', 'A']
I+632	['E', 'F', 'G#', 'C']	['C#', 'D', 'E#', 'A']
iio632	['F', 'G', 'A-', 'D']	['D', 'E', 'F', 'B']
ii632	['F', 'G', 'A', 'D']	['D', 'E', 'F#', 'B']
II632	['F#', 'G', 'A', 'D']	['D#', 'E', 'F#', 'B']
II+632	['F#', 'G', 'A#', 'D']	['D#', 'E', 'F##', 'B']
iiio632	['G', 'A', 'B-', 'E']	['E-', 'F', 'G-', 'C']
iii632	['G', 'A', 'B', 'E']	['E-', 'F', 'G', 'C']
III632	['G#', 'A', 'B', 'E']	['E', 'F', 'G', 'C']
III+632	['G#', 'A', 'B#', 'E']	['E', 'F', 'G#', 'C']
ivo632	['A-', 'B', 'C-', 'F']	['F', 'G', 'A-', 'D']
iv632	['A-', 'B', 'C', 'F']	['F', 'G', 'A', 'D']
IV632	['A', 'B', 'C', 'F']	['F#', 'G', 'A', 'D']
IV+632	['A', 'B', 'C#', 'F']	['F#', 'G', 'A#', 'D']
vo632	['B-', 'C', 'D-', 'G']	['G', 'A', 'B-', 'E']
v632	['B-', 'C', 'D', 'G']	['G', 'A', 'B', 'E']
V632	['B', 'C', 'D', 'G']	['G#', 'A', 'B', 'E']
V+632	['B', 'C', 'D#', 'G']	['G#', 'A', 'B#', 'E']
vio632	['C', 'D', 'E-', 'A']	['A', 'B#', 'C', 'F#']
vi632	['C', 'D', 'E', 'A']	['A', 'B#', 'C#', 'F#']
VI632	['C#', 'D', 'E', 'A']	['A', 'B', 'C', 'F']
VI+632	['C#', 'D', 'E#', 'A']	['A', 'B', 'C#', 'F']
viio632	['D', 'E', 'F', 'B']	['B', 'C#', 'D', 'G#']
vii632	['D', 'E', 'F#', 'B']	['B', 'C#', 'D#', 'G#']
VII632	['D#', 'E', 'F#', 'B']	['B', 'C', 'D', 'G']
VII+632	['D#', 'E', 'F##', 'B']	['B', 'C', 'D#', 'G']
#io632	['E', 'F#', 'G', 'C#']	['C#', 'D#', 'E', 'A#']
#i632	['E', 'F#', 'G#', 'C#']	['C#', 'D#', 'E#', 'A#']
#I632	['E#', 'F#', 'G#', 'C#']	['C##', 'D#', 'E#', 'A#']
#I+632	['E#', 'F#', 'G##', 'C#']	['C##', 'D#', 'E##', 'A#']
#iio632	['F#', 'G#', 'A', 'D#']	['D#', 'E#', 'F#', 'B#']
#ii632	['F#', 'G#', 'A#', 'D#']	['D#', 'E#', 'F##', 'B#']
#II632	['F##', 'G#', 'A#', 'D#']	['D##', 'E#', 'F##', 'B#']
#II+632	['F##', 'G#', 'A##', 'D#']	['D##', 'E#', 'F###', 'B#']
#iiio632	['G#', 'A#', 'B', 'E#']	['E', 'F#', 'G', 'C#']
#iii632	['G#', 'A#', 'B#', 'E#']	['E', 'F#', 'G#', 'C#']
#III632	['G##', 'A#', 'B#', 'E#']	['E#', 'F#', 'G#', 'C#']
#III+632	['G##', 'A#', 'B##', 'E#']	['E#', 'F#', 'G##', 'C#']
#ivo632	['A', 'B#', 'C', 'F#']	['F#', 'G#', 'A', 'D#']
#iv632	['A', 'B#', 'C#', 'F#']	['F#', 'G#', 'A#', 'D#']
#IV632	['A#', 'B#', 'C#', 'F#']	['F##', 'G#', 'A#', 'D#']
#IV+632	['A#', 'B#', 'C##', 'F#']	['F##', 'G#', 'A##', 'D#']
#vo632	['B', 'C#', 'D', 'G#']	['G#', 'A#', 'B', 'E#']
#v632	['B', 'C#', 'D#', 'G#']	['G#', 'A#', 'B#', 'E#']
#V632	['B#', 'C#', 'D#', 'G#']	['G##', 'A#', 'B#', 'E#']
#V+632	['B#', 'C#', 'D##', 'G#']	['G##', 'A#', 'B##', 'E#']
#vio632	['C#', 'D#', 'E', 'A#']	['A#', 'B##', 'C#', 'F##']
#vi632	['C#', 'D#', 'E#', 'A#']	['A#', 'B##', 'C##', 'F##']
#VI632	['C##', 'D#', 'E#', 'A#']	['A#', 'B#', 'C#', 'F#']
#VI+632	['C##', 'D#', 'E##', 'A#']	['A#', 'B#', 'C##', 'F#']
#viio632	['D#', 'E#', 'F#', 'B#']	['B#', 'C##', 'D#', 'G##']
#vii632	['D#', 'E#', 'F##', 'B#']	['B#', 'C##', 'D##', 'G##']
#VII632	['D##', 'E#', 'F##', 'B#']	['B#', 'C#', 'D#', 'G#']
#VII+632	['D##', 'E#', 'F###', 'B#']	['B#', 'C#', 'D##', 'G#']
