Figure	MajorContext	MinorContext
bio98754	['F-', 'B---', 'C-', 'E--', 'F-', 'G--']	['D-', 'G--', 'A-', 'C-', 'D-', 'E--']
bi98754	['F-', 'B-', 'C-', 'E--', 'F-', 'G-']	['D-', 'G-', 'A-', 'C-', 'D-', 'E-']
bI98754	['F-', 'B-', 'C-', 'E-', 'F-', 'G-']	['D-', 'G-', 'A-', 'C', 'D-', 'E-']
bI+98754	['F-', 'B-', 'C-', 'E-', 'F-', 'G']	['D-', 'G-', 'A-', 'C', 'D-', 'E']
biio98754	['G-', 'C--', 'D-', 'F-', 'G-', 'A--']	['E-', 'A--', 'B-', 'D-', 'E-', 'F-']
bii98754	['G-', 'C-', 'D-', 'F-', 'G-', 'A-']	['E-', 'A-', 'B-', 'D-', 'E-', 'F']
bII98754	['G-', 'C-', 'D-', 'F', 'G-', 'A-']	['E-', 'A-', 'B-', 'D', 'E-', 'F']
bII+98754	['G-', 'C-', 'D-', 'F', 'G-', 'A']	['E-', 'A-', 'B-', 'D', 'E-', 'F#']
biiio98754	['A-', 'D--', 'E-', 'G-', 'A-', 'B--']	['F-', 'B---', 'C-', 'E--', 'F-', 'G--']
biii98754	['A-', 'D-', 'E-', 'G-', 'A-', 'B-']	['F-', 'B-', 'C-', 'E--', 'F-', 'G-']
bIII98754	['A-', 'D-', 'E-', 'G', 'A-', 'B-']	['F-', 'B-', 'C-', 'E-', 'F-', 'G-']
bIII+98754	['A-', 'D-', 'E-', 'G', 'A-', 'B']	['F-', 'B-', 'C-', 'E-', 'F-', 'G']
bivo98754	['B-', 'E---', 'F-', 'A--', 'B-', 'C--']	['G-', 'C--', 'D-', 'F-', 'G-', 'A--']
biv98754	['B-', 'E-', 'F-', 'A--', 'B-', 'C-']	['G-', 'C-', 'D-', 'F-', 'G-', 'A-']
bIV98754	['B-', 'E-', 'F-', 'A-', 'B-', 'C-']	['G-', 'C-', 'D-', 'F', 'G-', 'A-']
bIV+98754	['B-', 'E-', 'F-', 'A-', 'B-', 'C']	['G-', 'C-', 'D-', 'F', 'G-', 'A']
bvo98754	['C-', 'F--', 'G-', 'B--', 'C-', 'D--']	['A-', 'D--', 'E-', 'G-', 'A-', 'B--']
bv98754	['C-', 'F-', 'G-', 'B--', 'C-', 'D-']	['A-', 'D-', 'E-', 'G-', 'A-', 'B-']
bV98754	['C-', 'F-', 'G-', 'B-', 'C-', 'D-']	['A-', 'D-', 'E-', 'G', 'A-', 'B-']
bV+98754	['C-', 'F-', 'G-', 'B-', 'C-', 'D']	['A-', 'D-', 'E-', 'G', 'A-', 'B']
