Figure	MajorContext	MinorContext
bio87653	['E--', 'G--', 'B---', 'C-', 'D-', 'E-']	['C-', 'E--', 'G--', 'A-', 'B-', 'C-']
bi87653	['E--', 'G-', 'B-', 'C-', 'D-', 'E-']	['C-', 'E-', 'G-', 'A-', 'B-', 'C-']
bI87653	['E-', 'G-', 'B-', 'C-', 'D-', 'E-']	['C', 'E-', 'G-', 'A-', 'B-', 'C-']
bI+87653	['E-', 'G', 'B-', 'C-', 'D-', 'E-']	['C', 'E', 'G-', 'A-', 'B-', 'C-']
biio87653	['F-', 'A--', 'C--', 'D-', 'E-', 'F-']	['D-', 'F-', 'A--', 'B-', 'C-', 'D-']
bii87653	['F-', 'A-', 'C-', 'D-', 'E-', 'F-']	['D-', 'F', 'A-', 'B-', 'C-', 'D-']
bII87653	['F', 'A-', 'C-', 'D-', 'E-', 'F-']	['D', 'F', 'A-', 'B-', 'C-', 'D-']
bII+87653	['F', 'A', 'C-', 'D-', 'E-', 'F-']	['D', 'F#', 'A-', 'B-', 'C-', 'D-']
biiio87653	['G-', 'B--', 'D--', 'E-', 'F-', 'G-']	['E--', 'G--', 'B---', 'C-', 'D-', 'E-']
biii87653	['G-', 'B-', 'D-', 'E-', 'F-', 'G-']	['E--', 'G-', 'B-', 'C-', 'D-', 'E-']
bIII87653	['G', 'B-', 'D-', 'E-', 'F-', 'G-']	['E-', 'G-', 'B-', 'C-', 'D-', 'E-']
bIII+87653	['G', 'B', 'D-', 'E-', 'F-', 'G-']	['E-', 'G', 'B-', 'C-', 'D-', 'E-']
bivo87653	['A--', 'C--', 'E---', 'F-', 'G-', 'A-']	['F-', 'A--', 'C--', 'D-', 'E-', 'F-']
biv87653	['A--', 'C-', 'E-', 'F-', 'G-', 'A-']	['F-', 'A-', 'C-', 'D-', 'E-', 'F-']
bIV87653	['A-', 'C-', 'E-', 'F-', 'G-', 'A-']	['F', 'A-', 'C-', 'D-', 'E-', 'F-']
bIV+87653	['A-', 'C', 'E-', 'F-', 'G-', 'A-']	['F', 'A', 'C-', 'D-', 'E-', 'F-']
bvo87653	['B--', 'D--', 'F--', 'G-', 'A-', 'B-']	['G-', 'B--', 'D--', 'E-', 'F-', 'G-']
bv87653	['B--', 'D-', 'F-', 'G-', 'A-', 'B-']	['G-', 'B-', 'D-', 'E-', 'F-', 'G-']
bV87653	['B-', 'D-', 'F-', 'G-', 'A-', 'B-']	['G', 'B-', 'D-', 'E-', 'F-', 'G-']
bV+87653	['B-', 'D', 'F-', 'G-', 'A-', 'B-']	['G', 'B', 'D-', 'E-', 'F-', 'G-']
bvio87653	['C-', 'E--', 'G--', 'A-', 'B-', 'C-']	['A-', 'C-', 'E--', 'F', 'G', 'A']
bvi87653	['C-', 'E-', 'G-', 'A-', 'B-', 'C-']	['A-', 'C', 'E', 'F', 'G', 'A']
bVI87653	['C', 'E-', 'G-', 'A-', 'B-', 'C-']	['A-', 'C-', 'E-', 'F-', 'G-', 'A-']
bVI+87653	['C', 'E', 'G-', 'A-', 'B-', 'C-']	['A-', 'C', 'E-', 'F-', 'G-', 'A-']
bviio87653	['D-', 'F-', 'A--', 'B-', 'C-', 'D-']	['B-', 'D-', 'F-', 'G', 'A', 'B']
bvii87653	['D-', 'F', 'A-', 'B-', 'C-', 'D-']	['B-', 'D', 'F', 'G', 'A', 'B']
bVII87653	['D', 'F', 'A-', 'B-', 'C-', 'D-']	['B-', 'D-', 'F-', 'G-', 'A-', 'B-']
bVII+87653	['D', 'F#', 'A-', 'B-', 'C-', 'D-']	['B-', 'D', 'F-', 'G-', 'A-', 'B-']
io87653	['E-', 'G-', 'B--', 'C', 'D', 'E']	['C', 'E-', 'G-', 'A', 'B', 'C']
i87653	['E-', 'G', 'B', 'C', 'D', 'E']	['C', 'E', 'G', 'A', 'B', 'C']
I87653	['E', 'G', 'B', 'C', 'D', 'E']	['C#', 'E', 'G', 'A', 'B', 'C']
I+87653	['E', 'G#', 'B', 'C', 'D', 'E']	['C#', 'E#', 'G', 'A', 'B', 'C']
iio87653	['F', 'A-', 'C-', 'D', 'E', 'F']	['D', 'F', 'A-', 'B', 'C', 'D']
ii87653	['F', 'A', 'C', 'D', 'E', 'F']	['D', 'F#', 'A', 'B', 'C', 'D']
II87653	['F#', 'A', 'C', 'D', 'E', 'F']	['D#', 'F#', 'A', 'B', 'C', 'D']
II+87653	['F#', 'A#', 'C', 'D', 'E', 'F']	['D#', 'F##', 'A', 'B', 'C', 'D']
iiio87653	['G', 'B-', 'D-', 'E', 'F', 'G']	['E-', 'G-', 'B--', 'C', 'D', 'E']
iii87653	['G', 'B', 'D', 'E', 'F', 'G']	['E-', 'G', 'B', 'C', 'D', 'E']
III87653	['G#', 'B', 'D', 'E', 'F', 'G']	['E', 'G', 'B', 'C', 'D', 'E']
III+87653	['G#', 'B#', 'D', 'E', 'F', 'G']	['E', 'G#', 'B', 'C', 'D', 'E']
ivo87653	['A-', 'C-', 'E--', 'F', 'G', 'A']	['F', 'A-', 'C-', 'D', 'E', 'F']
iv87653	['A-', 'C', 'E', 'F', 'G', 'A']	['F', 'A', 'C', 'D', 'E', 'F']
IV87653	['A', 'C', 'E', 'F', 'G', 'A']	['F#', 'A', 'C', 'D', 'E', 'F']
IV+87653	['A', 'C#', 'E', 'F', 'G', 'A']	['F#', 'A#', 'C', 'D', 'E', 'F']
vo87653	['B-', 'D-', 'F-', 'G', 'A', 'B']	['G', 'B-', 'D-', 'E', 'F', 'G']
v87653	['B-', 'D', 'F', 'G', 'A', 'B']	['G', 'B', 'D', 'E', 'F', 'G']
V87653	['B', 'D', 'F', 'G', 'A', 'B']	['G#', 'B', 'D', 'E', 'F', 'G']
V+87653	['B', 'D#', 'F', 'G', 'A', 'B']	['G#', 'B#', 'D', 'E', 'F', 'G']
vio87653	['C', 'E-', 'G-', 'A', 'B', 'C']	['A', 'C', 'E-', 'F#', 'G#', 'A#']
vi87653	['C', 'E', 'G', 'A', 'B', 'C']	['A', 'C#', 'E#', 'F#', 'G#', 'A#']
VI87653	['C#', 'E', 'G', 'A', 'B', 'C']	['A', 'C', 'E', 'F', 'G', 'A']
VI+87653	['C#', 'E#', 'G', 'A', 'B', 'C']	['A', 'C#', 'E', 'F', 'G', 'A']
viio87653	['D', 'F', 'A-', 'B', 'C', 'D']	['B', 'D', 'F', 'G#', 'A#', 'B#']
vii87653	['D', 'F#', 'A', 'B', 'C', 'D']	['B', 'D#', 'F#', 'G#', 'A#', 'B#']
VII87653	['D#', 'F#', 'A', 'B', 'C', 'D']	['B', 'D', 'F', 'G', 'A', 'B']
VII+87653	['D#', 'F##', 'A', 'B', 'C', 'D']	['B', 'D#', 'F', 'G', 'A', 'B']
#io87653	['E', 'G', 'B-', 'C#', 'D#', 'E#']	['C#', 'E', 'G', 'A#', 'B#', 'C#']
#i87653	['E', 'G#', 'B#', 'C#', 'D#', 'E#']	['C#', 'E#', 'G#', 'A#', 'B#', 'C#']
#I87653	['E#', 'G#', 'B#', 'C#', 'D#', 'E#']	['C##', 'E#', 'G#', 'A#', 'B#', 'C#']
#I+87653	['E#', 'G##', 'B#', 'C#', 'D#', 'E#']	['C##', 'E##', 'G#', 'A#', 'B#', 'C#']
#iio87653	['F#', 'A', 'C', 'D#', 'E#', 'F#']	['D#', 'F#', 'A', 'B#', 'C#', 'D#']
#ii87653	['F#', 'A#', 'C#', 'D#', 'E#', 'F#']	['D#', 'F##', 'A#', 'B#', 'C#', 'D#']
#II87653	['F##', 'A#', 'C#', 'D#', 'E#', 'F#']	['D##', 'F##', 'A#', 'B#', 'C#', 'D#']
#II+87653	['F##', 'A##', 'C#', 'D#', 'E#', 'F#']	['D##', 'F###', 'A#', 'B#', 'C#', 'D#']
#iiio87653	['G#', 'B', 'D', 'E#', 'F#', 'G#']	['E', 'G', 'B-', 'C#', 'D#', 'E#']
#iii87653	['G#', 'B#', 'D#', 'E#', 'F#', 'G#']	['E', 'G#', 'B#', 'C#', 'D#', 'E#']
#III87653	['G##', 'B#', 'D#', 'E#', 'F#', 'G#']	['E#', 'G#', 'B#', 'C#', 'D#', 'E#']
#III+87653	['G##', 'B##', 'D#', 'E#', 'F#', 'G#']	['E#', 'G##', 'B#', 'C#', 'D#', 'E#']
#ivo87653	['A', 'C', 'E-', 'F#', 'G#', 'A#']	['F#', 'A', 'C', 'D#', 'E#', 'F#']
#iv87653	['A', 'C#', 'E#', 'F#', 'G#', 'A#']	['F#', 'A#', 'C#', 'D#', 'E#', 'F#']
#IV87653	['A#', 'C#', 'E#', 'F#', 'G#', 'A#']	['F##', 'A#', 'C#', 'D#', 'E#', 'F#']
#IV+87653	['A#', 'C##', 'E#', 'F#', 'G#', 'A#']	['F##', 'A##', 'C#', 'D#', 'E#', 'F#']
#vo87653	['B', 'D', 'F', 'G#', 'A#', 'B#']	['G#', 'B', 'D', 'E#', 'F#', 'G#']
#v87653	['B', 'D#', 'F#', 'G#', 'A#', 'B#']	['G#', 'B#', 'D#', 'E#', 'F#', 'G#']
#V87653	['B#', 'D#', 'F#', 'G#', 'A#', 'B#']	['G##', 'B#', 'D#', 'E#', 'F#', 'G#']
#V+87653	['B#', 'D##', 'F#', 'G#', 'A#', 'B#']	['G##', 'B##', 'D#', 'E#', 'F#', 'G#']
#vio87653	['C#', 'E', 'G', 'A#', 'B#', 'C#']	['A#', 'C#', 'E', 'F##', 'G##', 'A##']
#vi87653	['C#', 'E#', 'G#', 'A#', 'B#', 'C#']	['A#', 'C##', 'E##', 'F##', 'G##', 'A##']
#VI87653	['C##', 'E#', 'G#', 'A#', 'B#', 'C#']	['A#', 'C#', 'E#', 'F#', 'G#', 'A#']
#VI+87653	['C##', 'E##', 'G#', 'A#', 'B#', 'C#']	['A#', 'C##', 'E#', 'F#', 'G#', 'A#']
#viio87653	['D#', 'F#', 'A', 'B#', 'C#', 'D#']	['B#', 'D#', 'F#', 'G##', 'A##', 'B##']
#vii87653	['D#', 'F##', 'A#', 'B#', 'C#', 'D#']	['B#', 'D##', 'F##', 'G##', 'A##', 'B##']
#VII87653	['D##', 'F##', 'A#', 'B#', 'C#', 'D#']	['B#', 'D#', 'F#', 'G#', 'A#', 'B#']
#VII+87653	['D##', 'F###', 'A#', 'B#', 'C#', 'D#']	['B#', 'D##', 'F#', 'G#', 'A#', 'B#']
