mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
23	23	0	0	3/4	2	1	V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
23	23	1/2	1/2	3/4	2	1	V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	0	0	3/4	2	1	I(974)}	G	V		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0
24	24	1/4	1/4	3/4	2	1	I	G	V		I		I							M	0	0	0, 4, 1		0	0
25	25	0	0	3/4	2	1	I.I{	G	I		I		I						{	M	0	0	0, 4, 1		0	0
25	25	1/2	1/2	3/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
26	26	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
27	27	0	0	3/4	2	1	IV64	G	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
27	27	1/2	1/2	3/4	2	1	I(6#4#2)	G	I		I(6#4#2)		I			6#4#2				M	0	0	0, 9, 6, 3		0	0
28	28	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
29	29	0	0	3/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
30	30	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
30	30	1/4	1/4	3/4	2	1	vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
30	30	1/2	1/2	3/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
31	31	0	0	3/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
31	31	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	31	1/2	1/2	3/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	0	0	3/4	2	1	I(974)}	G	I		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0
32	32	1/4	1/4	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
33	33	0	0	3/4	2	1	i.i{	G	i		i		i						{	m	0	1	0, -3, 1		0	0
33	33	1/2	1/2	3/4	2	1	V43	G	i		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
34	34	0	0	3/4	2	1	i	G	i		i		i							m	0	1	0, -3, 1		0	0
35	35	0	0	3/4	2	1	V6	G	i		V6		V		6					M	0	1	5, 2, 1		1	5
35	35	1/2	1/2	3/4	2	1	V7	G	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
36	36	0	0	3/4	2	1	i	G	i		i		i							m	0	1	0, -3, 1		0	0
36	36	1/2	1/2	3/4	2	1	VI6	G	i		VI6		VI		6					M	0	1	0, -3, -4		-4	0
37	37	0	0	3/4	2	1	bIII.V6	G	bIII		V6		V		6					M	0	0	5, 2, 1		1	5
38	38	0	0	3/4	2	1	I	G	bIII		I		I							M	0	0	0, 4, 1		0	0
38	38	1/4	1/4	3/4	2	1	vi	G	bIII		vi		vi							m	0	0	3, 0, 4		3	3
38	38	1/2	1/2	3/4	2	1	I6	G	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
39	39	0	0	3/4	2	1	ii6	G	bIII		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
39	39	1/4	1/4	3/4	2	1	V(64)	G	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
39	39	1/2	1/2	3/4	2	1	V7	G	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	40	0	0	3/4	2	1	I(974)}	G	bIII		I(974)		I			974			}	M	0	0	0, -1, 1	2, 5	0	0
40	40	1/4	1/4	3/4	2	1	I	G	bIII		I		I							M	0	0	0, 4, 1		0	0
41	41	0	0	3/4	2	1	iv.iv6{	G	iv		iv6		iv		6				{	m	0	1	-4, 0, -1		-1	-4
41	41	1/4	1/4	3/4	2	1	V7	G	iv		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
41	41	1/2	1/2	3/4	2	1	V2	G	iv		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
42	42	0	0	3/4	2	1	i6	G	iv		i6		i		6					m	0	1	-3, 1, 0		0	-3
42	42	1/4	1/4	3/4	2	1	V43	G	iv		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
42	42	1/2	1/2	3/4	2	1	i	G	iv		i		i							m	0	1	0, -3, 1		0	0
43	43	0	0	3/4	2	1	i.viio7/V	G	i		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
43	43	1/4	1/4	3/4	2	1	i64	G	i		i64		i		64					m	0	1	1, 0, -3		0	1
43	43	1/2	1/2	3/4	2	1	Ger6	G	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
44	44	0	0	3/4	2	1	V(#764)}	G	i		V(#764)		V			#764			}	M	0	1	1, 0, -3	6	1	1
44	44	1/4	1/4	3/4	2	1	V	G	i		V		V							M	0	1	1, 5, 2		1	1
45	45	0	0	3/4	2	1	#viio43{	G	i		#viio43		#vii	o	43				{	o7	0	1	-1, -4, 5, 2		5	-1
46	46	0	0	3/4	2	1	i6	G	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
47	47	0	0	3/4	2	1	iio6	G	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
47	47	1/4	1/4	3/4	2	1	V(64)	G	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
47	47	1/2	1/2	3/4	2	1	V7	G	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
48	48	0	0	3/4	2	1	i(9#74)}	G	i		i(9#74)		i			9#74			}	m	0	1	0, -1, 1	2, 5	0	0
48	48	1/4	1/4	3/4	2	1	i	G	i		i		i							m	0	1	0, -3, 1		0	0
49	49	0	0	3/4	2	1	I.I{	G	I		I		I						{	M	0	0	0, 4, 1		0	0
49	49	1/2	1/2	3/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
50	50	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
51	51	0	0	3/4	2	1	IV64	G	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
51	51	1/2	1/2	3/4	2	1	I(6#4#2)	G	I		I(6#4#2)		I			6#4#2				M	0	0	0, 9, 6, 3		0	0
52	52	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
53	53	0	0	3/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
54	54	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
54	54	1/4	1/4	3/4	2	1	vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
54	54	1/2	1/2	3/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
55	55	0	0	3/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
55	55	1/4	1/4	3/4	2	1	IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
55	55	1/2	1/2	3/4	2	1	IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
56	56	0	0	3/4	2	1	V(64)}	G	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
56	56	1/4	1/4	3/4	2	1	V	G	I		V		V							M	0	0	1, 5, 2		1	1
57	57	0	0	3/4	2	1	I{	G	I		I		I						{	M	0	0	0, 4, 1		0	0
57	57	1/2	1/2	3/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
58	58	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
59	59	0	0	3/4	2	1	IV64	G	I		IV64		IV		64					M	0	0	0, -1, 3		-1	0
59	59	1/2	1/2	3/4	2	1	I(6#4#2)	G	I		I(6#4#2)		I			6#4#2				M	0	0	0, 9, 6, 3		0	0
60	60	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
61	61	0	0	3/4	2	1	V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
62	62	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
62	62	1/4	1/4	3/4	2	1	vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
62	62	1/2	1/2	3/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
63	63	0	0	3/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
63	63	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
63	63	1/2	1/2	3/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	64	0	0	3/4	2	1	I}	G	I		I		I						}	M	0	0	0, 4, 1		0	0
65	65	0	0	3/4	2	1	IV6/IV{	G	I		IV6/IV		IV		6		IV		{	M	0	0	2, -1, -2		-2	2
65	65	1/2	1/2	3/4	2	1	V65/IV	G	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
66	66	0	0	3/4	2	1	IV(#2)	G	I		IV(#2)		IV			#2				M	0	0	-1, 8, 0		-1	-1
66	66	1/4	1/4	3/4	2	1	IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
67	67	0	0	3/4	2	1	I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
67	67	1/8	1/8	3/4	2	1	ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
67	67	1/4	1/4	3/4	2	1	V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
67	67	1/2	1/2	3/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
68	68	0	0	3/4	2	1	I}	G	I		I		I						}	M	0	0	0, 4, 1		0	0
69	69	0	0	3/4	2	1	IV6/IV	G	I		IV6/IV		IV		6		IV			M	0	0	2, -1, -2		-2	2
69	69	1/4	1/4	3/4	2	1	V65/IV	G	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
69	69	1/2	1/2	3/4	2	1	V7/IV	G	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
70	70	0	0	3/4	2	1	IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
70	70	1/4	1/4	3/4	2	1	viio43	G	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
70	70	1/2	1/2	3/4	2	1	viio7/V	G	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
71	71	0	0	3/4	2	1	V(64)	G	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
71	71	1/2	1/2	3/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	72	0	0	3/4	2	1	I}	G	I		I		I						}	M	0	0	0, 4, 1		0	0
72	72	5/8	5/8	3/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	73	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
73	73	5/8	5/8	3/4	2	1	V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	74	0	0	3/4	2	1	I	G	I		I		I							M	0	0	0, 4, 1		0	0
