mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
15	14	1/4	1/4	3/4	4	1		viio2		Bb	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
15	14	3/8	3/8	3/4	4	1		V\\		Bb	I		V		V						\\	M	0	0	1, 5, 2		1	1
16	15	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
17	16	0	0	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
19	18	0	0	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
19	18	3/4	3/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
20	19	0	0	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	19	1/4	1/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
20	19	3/4	3/4	4/4	4	1		viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
20	19	7/8	7/8	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
21	20	0	0	3/4	4	1		V	V.I	Bb	I		V		V							M	0	0	1, 5, 2		1	1
22	21	0	0	3/4	4	1		V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	21	1/4	1/4	3/4	4	1		viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
22	21	3/8	3/8	3/4	4	1		iv/IV		Bb	I		iv/IV		iv				IV			m	0	0	-2, -5, -1		-2	-2
22	21	1/2	1/2	3/4	4	1		IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
22	21	5/8	5/8	3/4	4	1		iio6		Bb	I		iio6		ii	o	6					o	0	0	-1, -4, 2		2	-1
23	22	0	0	3/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
23	22	1/4	1/4	3/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
23	22	1/2	1/2	3/4	4	1		I[I		Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
24	23	0	0	3/4	4	1		V65		Bb	I	I	V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
24	23	1/4	1/4	3/4	4	1		V2/IV		Bb	I	I	V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
24	23	1/2	1/2	3/4	4	1		IV6		Bb	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
24	23	5/8	5/8	3/4	4	1		viio		Bb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
25	24	1/8	1/8	3/4	4	1		I(64)		Bb	I	I	I(64)		I			64				M	0	0	0, -1, 3		0	0
25	24	1/4	1/4	3/4	4	1		I]		Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
26	25	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
26	25	1/4	1/4	4/4	4	1		vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
26	25	1/2	1/2	4/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
26	25	3/4	3/4	4/4	4	1		ii7		Bb	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
27	26	0	0	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	0	0	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
29	28	3/4	3/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
29	28	13/16	13/16	4/4	4	1		I(64)		Bb	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
29	28	7/8	7/8	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
29	28	15/16	15/16	4/4	4	1		viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
30	29	0	0	4/4	4	1		I64		Bb	I		I64		I		64					M	0	0	1, 0, 4		0	1
30	29	1/16	1/16	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	29	1/8	1/8	4/4	4	1		vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
30	29	3/16	3/16	4/4	4	1		viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
30	29	1/4	1/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
30	29	5/16	5/16	4/4	4	1		viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
30	29	1/2	1/2	4/4	4	1		V2		Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
30	29	9/16	9/16	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
30	29	5/8	5/8	4/4	4	1		viio6		Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
30	29	11/16	11/16	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
30	29	3/4	3/4	4/4	4	1		viio		Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
30	29	7/8	7/8	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
31	30	1/4	1/4	4/4	4	1		V7/IV		Bb	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
32	31	0	0	4/4	4	1		IV[IV6		Bb	I	IV	IV6		IV		6					M	0	0	3, 0, -1		-1	3
32	31	1/4	1/4	4/4	4	1		vi43		Bb	I	IV	vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
32	31	1/2	1/2	4/4	4	1		V65/IV		Bb	I	IV	V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
32	31	3/4	3/4	4/4	4	1		V64/IV]		Bb	I	IV	V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
33	32	0	0	4/4	4	1		V2/IV		Bb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
34	33	0	0	4/4	4	1		V43/IV		Bb	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
35	34	0	0	4/4	4	1		V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
35	34	3/4	3/4	4/4	4	1		#viio43/ii		Bb	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
36	35	1/2	1/2	4/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	35	7/8	7/8	4/4	4	1		ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
37	36	0	0	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
37	36	1/4	1/4	4/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
37	36	3/8	3/8	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
37	36	1/2	1/2	4/4	4	1		V(b64)		Bb	I		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
37	36	5/8	5/8	4/4	4	1		V(64)		Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
37	36	3/4	3/4	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
38	37	0	0	4/4	4	1		I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
38	37	1/8	1/8	4/4	4	1		V+6		Bb	I		V+6		V	+	6					+	0	0	5, 9, 1		1	5
38	37	1/4	1/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
38	37	3/8	3/8	4/4	4	1		viio6		Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
38	37	1/2	1/2	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
38	37	5/8	5/8	4/4	4	1		V64/IV		Bb	I		V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
38	37	3/4	3/4	4/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
38	37	7/8	7/8	4/4	4	1		V64/IV		Bb	I		V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
39	38	0	0	4/4	4	1		IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
39	38	1/8	1/8	4/4	4	1		#viio(+4)/ii		Bb	I		#viio(+4)/ii		#vii	o		+4	ii			o	0	0	7, 4, 1	-1	7	7
39	38	1/4	1/4	4/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
39	38	3/8	3/8	4/4	4	1		viio/V		Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
39	38	1/2	1/2	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
39	38	5/8	5/8	4/4	4	1		viio6/V		Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
39	38	3/4	3/4	4/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
39	38	7/8	7/8	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	39	0	0	4/4	4	1		I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
40	39	1/8	1/8	4/4	4	1		V+6		Bb	I		V+6		V	+	6					+	0	0	5, 9, 1		1	5
40	39	1/4	1/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
40	39	3/8	3/8	4/4	4	1		viio6		Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
40	39	1/2	1/2	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
40	39	5/8	5/8	4/4	4	1		V65/IV		Bb	I		V65/IV		V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
40	39	3/4	3/4	4/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
40	39	7/8	7/8	4/4	4	1		V64/IV		Bb	I		V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
41	40	0	0	4/4	4	1		IV6		Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
41	40	1/8	1/8	4/4	4	1		#viio6/ii		Bb	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
41	40	1/4	1/4	4/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	40	3/8	3/8	4/4	4	1		viio/V		Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
41	40	1/2	1/2	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
41	40	5/8	5/8	4/4	4	1		viio6/V		Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
41	40	3/4	3/4	4/4	4	1		V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	41	0	0	4/4	4	1		I\\		Bb	I		I		I						\\	M	0	0	0, 4, 1		0	0
42	41	1/4	1/4	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
42	41	1/2	1/2	4/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
43	42	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
43	42	1/2	1/2	4/4	4	1		V6		Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
44	43	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
44	43	5/8	5/8	4/4	4	1		vi6		Bb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
45	44	0	0	4/4	4	1		vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
45	44	1/8	1/8	4/4	4	1		viio6/V		Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
45	44	1/2	1/2	4/4	4	1		V7/V		Bb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
46	45	0	0	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
46	45	1/2	1/2	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
47	46	1/8	1/8	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	46	7/8	7/8	4/4	4	1		V/V		Bb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
48	47	0	0	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
48	47	1/2	1/2	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
49	48	1/8	1/8	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
50	49	0	0	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
51	50	0	0	4/4	4	1		V65/V		Bb	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
52	51	0	0	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
52	51	1/4	1/4	4/4	4	1		@none		Bb	I		@none		@none							m	0	0				
54	53	0	0	4/4	4	1		bVI.V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
55	54	0	0	4/4	4	1		iii		Bb	bVI		iii		iii							m	0	0	4, 1, 5		4	4
56	55	0	0	4/4	4	1		I[I		Bb	bVI	I	I		I							M	0	0	0, 4, 1		0	0
56	55	1/2	1/2	4/4	4	1		viio7/V		Bb	bVI	I	viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
57	56	0	0	4/4	4	1		V		Bb	bVI	I	V		V							M	0	0	1, 5, 2		1	1
57	56	1/2	1/2	4/4	4	1		V64		Bb	bVI	I	V64		V		64					M	0	0	2, 1, 5		1	2
58	57	0	0	4/4	4	1		I6]		Bb	bVI	I	I6		I		6					M	0	0	4, 1, 0		0	4
58	57	5/8	5/8	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
59	58	0	0	4/4	4	1		iii		Bb	bVI		iii		iii							m	0	0	4, 1, 5		4	4
60	59	0	0	4/4	4	1		I[I		Bb	bVI	I	I		I							M	0	0	0, 4, 1		0	0
60	59	1/2	1/2	4/4	4	1		viio7/V		Bb	bVI	I	viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
61	60	0	0	4/4	4	1		viio7(4)/V		Bb	bVI	I	viio7(4)/V		vii	o	7	4	V			o7	0	0	6, 5, 0, -3		6	6
61	60	1/4	1/4	4/4	4	1		viio7/V		Bb	bVI	I	viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
61	60	1/2	1/2	4/4	4	1		I6]		Bb	bVI	I	I6		I		6					M	0	0	4, 1, 0		0	4
61	60	3/4	3/4	4/4	4	1		V7/V		Bb	bVI		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
62	61	0	0	4/4	4	1		viio65		Bb	bVI		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
62	61	1/2	1/2	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
63	62	0	0	4/4	4	1		ii65		Bb	bVI		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
63	62	1/2	1/2	4/4	4	1		V65/V		Bb	bVI		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
64	63	0	0	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	64	0	0	4/4	4	1		I64		Bb	bVI		I64		I		64					M	0	0	1, 0, 4		0	1
65	64	3/4	3/4	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
66	65	0	0	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	65	7/8	7/8	4/4	4	1		vi7		Bb	bVI		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
66	65	15/16	15/16	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
67	66	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
68	67	0	0	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
68	67	1/2	1/2	4/4	4	1		V7/vi		Bb	bVI		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
69	68	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
69	68	1/2	1/2	4/4	4	1		V7/V		Bb	bVI		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
70	69	0	0	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
70	69	1/2	1/2	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
71	70	0	0	4/4	4	1		ii6		Bb	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
71	70	5/16	5/16	4/4	4	1		V7/V		Bb	bVI		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
71	70	1/2	1/2	4/4	4	1		V7		Bb	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	71	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
72	71	1/4	1/4	4/4	4	1		I(+6)		Bb	bVI		I(+6)		I			+6				M	0	0	0, 4, 1	3	0	0
72	71	1/2	1/2	4/4	4	1		V64(+2)		Bb	bVI		V64(+2)		V		64	+2				M	0	0	2, 1, 5	3	1	2
72	71	3/4	3/4	4/4	4	1		V64		Bb	bVI		V64		V		64					M	0	0	2, 1, 5		1	2
73	72	0	0	4/4	4	1		iii		Bb	bVI		iii		iii							m	0	0	4, 1, 5		4	4
73	72	1/4	1/4	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
73	72	1/2	1/2	4/4	4	1		V2		Bb	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
73	72	3/4	3/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
74	73	0	0	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
74	73	1/2	1/2	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
75	74	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
75	74	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
75	74	1/2	1/2	4/4	4	1		viio/V		Bb	bVI		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
75	74	3/4	3/4	4/4	4	1		V2		Bb	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
76	75	0	0	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
76	75	1/4	1/4	4/4	4	1		ii6		Bb	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
76	75	1/2	1/2	4/4	4	1		V(64)		Bb	bVI		V(64)		V			64				M	0	0	1, 0, 4		1	1
76	75	3/4	3/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
77	76	0	0	4/4	4	1		I\\		Bb	bVI		I		I						\\	M	0	0	0, 4, 1		0	0
77	76	1/4	1/4	4/4	4	1		ii		Bb	bVI		ii		ii							m	0	0	2, -1, 3		2	2
77	76	1/2	1/2	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
77	76	3/4	3/4	4/4	4	1		V65		Bb	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
78	77	0	0	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
78	77	1/2	1/2	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
79	78	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
79	78	1/4	1/4	4/4	4	1		viio7		Bb	bVI		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
79	78	1/2	1/2	4/4	4	1		I		Bb	bVI		I		I							M	0	0	0, 4, 1		0	0
79	78	3/4	3/4	4/4	4	1		V2/vi		Bb	bVI		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
80	79	0	0	4/4	4	1		vi6		Bb	bVI		vi6		vi		6					m	0	0	0, 4, 3		3	0
80	79	1/4	1/4	4/4	4	1		V/V		Bb	bVI		V/V		V				V			M	0	0	2, 6, 3		2	2
80	79	1/2	1/2	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
80	79	3/4	3/4	4/4	4	1		V6		Bb	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
81	80	0	0	4/4	4	1		vi		Bb	bVI		vi		vi							m	0	0	3, 0, 4		3	3
81	80	1/4	1/4	4/4	4	1		V		Bb	bVI		V		V							M	0	0	1, 5, 2		1	1
81	80	1/2	1/2	4/4	4	1		I6		Bb	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
