mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
7	6	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
7	6	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
7	6	1/2	1/2	4/4	2	1	V64	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
7	6	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
8	7	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
9	8	0	0	4/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
9	8	1/4	1/4	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	1/2	1/2	4/4	2	1	I}	Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
9	8	7/8	7/8	4/4	2	1	{	Bb	I										{		0	0				
10	9	0	0	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
10	9	1/4	1/4	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
10	9	1/2	1/2	4/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
10	9	3/4	3/4	4/4	2	1	I(4)	Bb	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
10	9	7/8	7/8	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
11	10	0	0	4/4	2	1	ii6(2)	Bb	I		ii6(2)		ii		6	2				m	0	0	-1, 3, 4		2	-1
11	10	1/4	1/4	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
11	10	3/8	3/8	4/4	2	1	V6/V	Bb	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
11	10	1/2	1/2	4/4	2	1	V(4)	Bb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
11	10	3/4	3/4	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
12	11	1/4	1/4	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
12	11	1/2	1/2	4/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	11	3/4	3/4	4/4	2	1	I(4)	Bb	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
12	11	7/8	7/8	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
13	12	0	0	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
13	12	1/2	1/2	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
14	13	0	0	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
14	13	1/2	1/2	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
15	14	0	0	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
15	14	1/2	1/2	4/4	2	1	V}	Bb	I		V		V						}	M	0	0	1, 5, 2		1	1
16	15	0	0	4/4	2	1	I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
16	15	1/4	1/4	4/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
16	15	1/2	1/2	4/4	2	1	I6(#11)	Bb	I		I6(#11)		I		6	#11				M	0	0	4, 1, 0	6	0	4
16	15	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
17	16	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
17	16	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
17	16	1/2	1/2	4/4	2	1	V64	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
17	16	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	17	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
18	17	1/2	1/2	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
19	18	0	0	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
19	18	3/8	3/8	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
19	18	1/2	1/2	4/4	2	1	V(64)}	Bb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
19	18	3/4	3/4	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
20	19	0	0	4/4	2	1	I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
20	19	1/4	1/4	4/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
20	19	1/2	1/2	4/4	2	1	I6(#11)	Bb	I		I6(#11)		I		6	#11				M	0	0	4, 1, 0	6	0	4
20	19	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
21	20	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
21	20	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
21	20	1/2	1/2	4/4	2	1	V64	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
21	20	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
22	21	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
22	21	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
23	22	0	0	4/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
23	22	1/4	1/4	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	22	1/2	1/2	4/4	2	1	I}	Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
23	22	7/8	7/8	4/4	2	1	{	Bb	I										{		0	0				
24	23	0	0	4/4	2	1	I[I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
24	23	1/2	1/2	4/4	2	1	IV6	Bb	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
24	23	7/8	7/8	4/4	2	1	ii6	Bb	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
25	24	0	0	4/4	2	1	IV	Bb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
25	24	1/4	1/4	4/4	2	1	viio6	Bb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
25	24	1/2	1/2	4/4	2	1	I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
26	25	0	0	4/4	2	1	I6	Bb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
26	25	1/2	1/2	4/4	2	1	IV	Bb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
26	25	7/8	7/8	4/4	2	1	ii	Bb	I	I	ii		ii							m	0	0	2, -1, 3		2	2
27	26	0	0	4/4	2	1	vi	Bb	I	I	vi		vi							m	0	0	3, 0, 4		3	3
27	26	1/4	1/4	4/4	2	1	viio	Bb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
27	26	1/2	1/2	4/4	2	1	I]}	Bb	I	I	I		I						}	M	0	0	0, 4, 1		0	0
28	27	0	0	4/4	2	1	V6/vi{	Bb	I		V6/vi		V		6		vi		{	M	0	0	8, 5, 4		4	8
28	27	1/4	1/4	4/4	2	1	vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
28	27	1/2	1/2	4/4	2	1	#viio6/vi	Bb	I		#viio6/vi		#vii	o	6		vi			o	0	0	5, 2, 8		8	5
28	27	3/4	3/4	4/4	2	1	vi6	Bb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
29	28	0	0	4/4	2	1	V6/V	Bb	I		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
29	28	1/4	1/4	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
29	28	1/2	1/2	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
29	28	3/4	3/4	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
30	29	0	0	4/4	2	1	V.I6	Bb	V		I6		I		6					M	0	0	4, 1, 0		0	4
30	29	1/2	1/2	4/4	2	1	ii65	Bb	V		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
31	30	0	0	4/4	2	1	V(64)	Bb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	30	1/4	1/4	4/4	2	1	V7	Bb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	30	1/2	1/2	4/4	2	1	I(94)}	Bb	V		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
31	30	3/4	3/4	4/4	2	1	I	Bb	V		I		I							M	0	0	0, 4, 1		0	0
31	30	7/8	7/8	4/4	2	1	{	Bb	V										{		0	0				
32	31	0	0	4/4	2	1	I.iio/ii	Bb	I		iio/ii		ii	o			ii			o	0	0	4, 1, -2		4	4
32	31	1/2	1/2	4/4	2	1	V7/ii	Bb	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
33	32	0	0	4/4	2	1	ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
33	32	1/2	1/2	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	33	0	0	4/4	2	1	i	Bb	I		i		i							m	0	0	0, -3, 1		0	0
34	33	1/2	1/2	4/4	2	1	bVI	Bb	I		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
35	34	0	0	4/4	2	1	viio/V	Bb	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
35	34	1/4	1/4	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
35	34	1/2	1/2	4/4	2	1	V(94)}	Bb	I		V(94)		V			94			}	M	0	0	1, 0, 2	3	1	1
35	34	3/4	3/4	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
35	34	7/8	7/8	4/4	2	1	{	Bb	I										{		0	0				
36	35	0	0	4/4	2	1	I[I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
36	35	1/2	1/2	4/4	2	1	IV6	Bb	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
36	35	7/8	7/8	4/4	2	1	ii6	Bb	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
37	36	0	0	4/4	2	1	IV	Bb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
37	36	1/4	1/4	4/4	2	1	viio6	Bb	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
37	36	1/2	1/2	4/4	2	1	I	Bb	I	I	I		I							M	0	0	0, 4, 1		0	0
38	37	0	0	4/4	2	1	I6	Bb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
38	37	1/2	1/2	4/4	2	1	IV	Bb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
38	37	7/8	7/8	4/4	2	1	ii	Bb	I	I	ii		ii							m	0	0	2, -1, 3		2	2
39	38	0	0	4/4	2	1	vi	Bb	I	I	vi		vi							m	0	0	3, 0, 4		3	3
39	38	1/4	1/4	4/4	2	1	viio	Bb	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
39	38	1/2	1/2	4/4	2	1	I]}	Bb	I	I	I		I						}	M	0	0	0, 4, 1		0	0
40	39	0	0	4/4	2	1	V6/ii{	Bb	I		V6/ii		V		6		ii		{	M	0	0	7, 4, 3		3	7
40	39	1/4	1/4	4/4	2	1	ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
40	39	1/2	1/2	4/4	2	1	#viio6/ii	Bb	I		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
40	39	3/4	3/4	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
41	40	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
41	40	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
41	40	1/2	1/2	4/4	2	1	viio6	Bb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
41	40	3/4	3/4	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
42	41	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
42	41	1/2	1/2	4/4	2	1	ii65	Bb	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
43	42	0	0	4/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
43	42	1/4	1/4	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	42	1/2	1/2	4/4	2	1	I(94)}	Bb	I		I(94)		I			94			}	M	0	0	0, -1, 1	2	0	0
43	42	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
46	44	0	0	4/4	2	1	IV.V7	Bb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
47	45	0	0	4/4	2	1	I6{	Bb	IV		I6		I		6				{	M	0	0	4, 1, 0		0	4
47	45	1/2	1/2	4/4	2	1	IV	Bb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
48	46	0	0	4/4	2	1	V6	Bb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
48	46	1/2	1/2	4/4	2	1	I	Bb	IV		I		I							M	0	0	0, 4, 1		0	0
49	47	1/4	1/4	4/4	2	1	I.V/V/ii	Bb	I		V/V/ii		V				V/ii			M	0	0	4, 8, 5		4	4
49	47	3/8	3/8	4/4	2	1	#viio/ii	Bb	I		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
49	47	1/2	1/2	4/4	2	1	II	Bb	I		II		II							M	0	0	2, 6, 3		2	2
49	47	5/8	5/8	4/4	2	1	viio	Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
49	47	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
49	47	7/8	7/8	4/4	2	1	viio7/V	Bb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
50	48	0	0	4/4	2	1	V(4)	Bb	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
50	48	1/4	1/4	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
50	48	1/2	1/2	4/4	2	1	I}	Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
51	49	0	0	4/4	2	1	viio2/V{	Bb	I		viio2/V		vii	o	2		V		{	o7	0	0	-3, 6, 3, 0		6	-3
51	49	1/2	1/2	4/4	2	1	viio7/V	Bb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
52	50	0	0	4/4	2	1	IV.viio2	Bb	IV		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
52	50	1/2	1/2	4/4	2	1	viio7	Bb	IV		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
53	51	0	0	4/4	2	1	I	Bb	IV		I		I							M	0	0	0, 4, 1		0	0
53	51	1/8	1/8	4/4	2	1	i	Bb	IV		i		i							m	0	0	0, -3, 1		0	0
53	51	1/4	1/4	4/4	2	1	V6	Bb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
53	51	3/8	3/8	4/4	2	1	v6	Bb	IV		v6		v		6					m	0	0	-2, 2, 1		1	-2
53	51	1/2	1/2	4/4	2	1	IV6	Bb	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
53	51	5/8	5/8	4/4	2	1	It6	Bb	IV		It6	It	vii	o	6	b3	V			It	0	0	-4, 0, 6		6	-4
53	51	3/4	3/4	4/4	2	1	V	Bb	IV		V		V							M	0	0	1, 5, 2		1	1
53	51	7/8	7/8	4/4	2	1	viio7/V	Bb	IV		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
54	52	0	0	4/4	2	1	V}	Bb	IV		V		V						}	M	0	0	1, 5, 2		1	1
54	52	3/4	3/4	4/4	2	1	V7	Bb	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	53	0	0	4/4	2	1	I6{	Bb	IV		I6		I		6				{	M	0	0	4, 1, 0		0	4
55	53	1/2	1/2	4/4	2	1	IV	Bb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
56	54	0	0	4/4	2	1	V6	Bb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
56	54	1/2	1/2	4/4	2	1	I	Bb	IV		I		I							M	0	0	0, 4, 1		0	0
57	55	0	0	4/4	2	1	IV	Bb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	55	1/4	1/4	4/4	2	1	V/V/ii	Bb	IV		V/V/ii		V				V/ii			M	0	0	4, 8, 5		4	4
57	55	3/8	3/8	4/4	2	1	#viio/ii	Bb	IV		#viio/ii		#vii	o			ii			o	0	0	7, 4, 1		7	7
57	55	1/2	1/2	4/4	2	1	II	Bb	IV		II		II							M	0	0	2, 6, 3		2	2
57	55	5/8	5/8	4/4	2	1	viio	Bb	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
57	55	3/4	3/4	4/4	2	1	I	Bb	IV		I		I							M	0	0	0, 4, 1		0	0
57	55	7/8	7/8	4/4	2	1	viio7/V	Bb	IV		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
58	56	0	0	4/4	2	1	V(4)	Bb	IV		V(4)		V			4				M	0	0	1, 0, 2		1	1
58	56	1/4	1/4	4/4	2	1	V	Bb	IV		V		V							M	0	0	1, 5, 2		1	1
58	56	1/2	1/2	4/4	2	1	I}	Bb	IV		I		I						}	M	0	0	0, 4, 1		0	0
59	57	0	0	4/4	2	1	I.V/ii{	Bb	I		V/ii		V				ii		{	M	0	0	3, 7, 4		3	3
59	57	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
59	57	3/4	3/4	4/4	2	1	ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
59	57	7/8	7/8	4/4	2	1	viio64/V	Bb	I		viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
60	58	0	0	4/4	2	1	V65	Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
60	58	1/2	1/2	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
60	58	3/4	3/4	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
61	59	0	0	4/4	2	1	V6/ii	Bb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
61	59	1/8	1/8	4/4	2	1	ii	Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
61	59	1/4	1/4	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
61	59	3/8	3/8	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
61	59	1/2	1/2	4/4	2	1	IV6	Bb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
61	59	5/8	5/8	4/4	2	1	viio	Bb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
61	59	3/4	3/4	4/4	2	1	V6/vi	Bb	I		V6/vi		V		6		vi			M	0	0	8, 5, 4		4	8
61	59	7/8	7/8	4/4	2	1	vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
62	60	0	0	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
62	60	1/2	1/2	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
63	61	0	0	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
63	61	1/2	1/2	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
64	62	0	0	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
64	62	1/2	1/2	4/4	2	1	V}	Bb	I		V		V						}	M	0	0	1, 5, 2		1	1
65	63	0	0	4/4	2	1	I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
65	63	1/4	1/4	4/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
65	63	1/2	1/2	4/4	2	1	I6(#11)	Bb	I		I6(#11)		I		6	#11				M	0	0	4, 1, 0	6	0	4
65	63	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
66	64	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
66	64	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
66	64	1/2	1/2	4/4	2	1	V64	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
66	64	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
67	65	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
67	65	1/2	1/2	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
68	66	0	0	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
68	66	3/8	3/8	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
68	66	1/2	1/2	4/4	2	1	V(64)}	Bb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
68	66	3/4	3/4	4/4	2	1	V	Bb	I		V		V							M	0	0	1, 5, 2		1	1
69	67	0	0	4/4	2	1	I{	Bb	I		I		I						{	M	0	0	0, 4, 1		0	0
69	67	1/4	1/4	4/4	2	1	V43	Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	67	1/2	1/2	4/4	2	1	I6(#11)	Bb	I		I6(#11)		I		6	#11				M	0	0	4, 1, 0	6	0	4
69	67	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
70	68	0	0	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
70	68	1/4	1/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
70	68	1/2	1/2	4/4	2	1	V64	Bb	I		V64		V		64					M	0	0	2, 1, 5		1	2
70	68	3/4	3/4	4/4	2	1	V2	Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
71	69	0	0	4/4	2	1	I6	Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
71	69	1/2	1/2	4/4	2	1	ii6	Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
72	70	0	0	4/4	2	1	V(64)	Bb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
72	70	1/4	1/4	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
72	70	1/2	1/2	4/4	2	1	I}	Bb	I		I		I						}	M	0	0	0, 4, 1		0	0
72	70	7/8	7/8	4/4	2	1	{	Bb	I										{		0	0				
73	71	0	0	4/4	2	1	I(64)	Bb	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
73	71	1/2	1/2	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
74	72	0	0	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	72	1/2	1/2	4/4	2	1	I(#97)	Bb	I		I(#97)		I			#97				M	0	0	0, 4, 1	9, 5	0	0
74	72	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
75	73	0	0	4/4	2	1	I(64)	Bb	I		I(64)		I			64				M	0	0	0, -1, 3		0	0
75	73	1/2	1/2	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
76	74	0	0	4/4	2	1	V7	Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	74	1/2	1/2	4/4	2	1	I(#97)	Bb	I		I(#97)		I			#97				M	0	0	0, 4, 1	9, 5	0	0
76	74	3/4	3/4	4/4	2	1	I	Bb	I		I		I							M	0	0	0, 4, 1		0	0
77	75	1/4	1/4	4/4	2	1	vi	Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
77	75	1/2	1/2	4/4	2	1	viio6/V	Bb	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
77	75	7/8	7/8	4/4	2	1	V2/V	Bb	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
78	76	0	0	4/4	2	1	V6(4)	Bb	I		V6(4)		V		6	4				M	0	0	0, 2, 1		1	0
78	76	1/8	1/8	4/4	2	1	V6	Bb	I		V6		V		6					M	0	0	5, 2, 1		1	5
