key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
C major	[0.201, 0.008, 0.103, 0.0, 0.1, 0.134, 0.008, 0.178, 0.029, 0.138, 0.017, 0.084]	0.0	46.0	46.0	1	12	11
a minor	[0.1, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.1, 0.0, 0.3, 0.0, 0.1]	46.0	54.0	8.0	12	14	2
b minor	[0.0, 0.1, 0.1, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, 0.1, 0.3]	54.0	62.0	8.0	14	16	2
C major	[0.211, 0.01, 0.089, 0.0, 0.107, 0.142, 0.0, 0.204, 0.028, 0.118, 0.015, 0.076]	62.0	141.0	79.0	16	36	20
