key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
c minor	[1.0, 0.0, 0.0, 0.319, 0.0, 0.0, 0.152, 0.27, 0.0, 0.292, 0.0, 0.0]	0.0	21.0	21.0	1	9	8
f minor	[0.677, 0.0, 0.258, 0.0, 0.097, 0.452, 0.0, 1.0, 0.613, 0.0, 0.065, 0.258]	21.0	27.0	2.0	9	11	2
c minor	[1.0, 0.0, 0.112, 0.379, 0.0, 0.12, 0.245, 0.202, 0.116, 0.356, 0.014, 0.043]	27.0	81.0	3.0	11	30	19
f minor	[0.943, 0.0, 0.222, 0.5, 0.037, 0.166, 0.0, 1.0, 0.276, 0.0, 0.0, 0.222]	81.0	87.0	2.0	30	32	2
c minor	[1.0, 0.087, 0.062, 0.251, 0.006, 0.354, 0.091, 0.508, 0.248, 0.174, 0.019, 0.058]	87.0	120.0	1.0	32	40	8
