mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	12	3/4	3/4	2/2	4	1		viio		Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
13	13	0	0	2/2	4	1		I[I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
13	13	1/2	1/2	2/2	4	1		V43		Eb	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	14	0	0	2/2	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
14	14	1/2	1/2	2/2	4	1		V43		Eb	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
15	15	0	0	2/2	4	1		I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
15	15	1/2	1/2	2/2	4	1		V43(+#4)		Eb	I	I	V43(+#4)		V		43	+#4				Mm7	0	0	2, -1, 1, 5	7	1	2
16	16	0	0	2/2	4	1		V64		Eb	I	I	V64		V		64					M	0	0	2, 1, 5		1	2
16	16	1/2	1/2	2/2	4	1		V43		Eb	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
16	16	3/4	3/4	2/2	4	1		V43]		Eb	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	17	0	0	2/2	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	1/2	1/2	2/2	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
18	18	0	0	2/2	4	1		vi43		Eb	I		vi43		vi		43					mm7	0	0	4, 1, 3, 0		3	4
18	18	1/2	1/2	2/2	4	1		viio6		Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
19	19	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
19	19	1/4	1/4	2/2	4	1		V2/IV		Eb	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
19	19	1/2	1/2	2/2	4	1		IV6		Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
19	19	3/4	3/4	2/2	4	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
20	20	0	0	2/2	4	1		I(9+74)		Eb	I		I(9+74)		I			9+74				M	0	0	0, -1, 1	2, 5	0	0
20	20	1/4	1/4	2/2	4	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
20	20	1/2	1/2	2/2	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
21	21	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
22	22	0	0	2/2	4	1		vi7		Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
22	22	1/4	1/4	2/2	4	1		viio		Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
22	22	1/2	1/2	2/2	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
22	22	3/4	3/4	2/2	4	1		vi6		Eb	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
23	23	0	0	2/2	4	1		V7/V		Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
23	23	1/2	1/2	2/2	4	1		V(64)/V		Eb	I		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
23	23	3/4	3/4	2/2	4	1		V7/V		Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
24	24	1/4	1/4	2/2	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
24	24	1/2	1/2	2/2	4	1		V\\		Eb	I		V		V						\\	M	0	0	1, 5, 2		1	1
25	25	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
25	25	3/4	3/4	2/2	4	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
26	26	0	0	2/2	4	1		IV6(9)		Eb	I		IV6(9)		IV		6	9				M	0	0	3, 0, -1	1	-1	3
26	26	1/4	1/4	2/2	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
26	26	1/2	1/2	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
26	26	3/4	3/4	2/2	4	1		IV6		Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
27	27	3/4	3/4	2/2	4	1		viio		Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
28	28	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
28	28	1/4	1/4	2/2	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	1/2	1/2	2/2	4	1		I\\		Eb	I		I		I						\\	M	0	0	0, 4, 1		0	0
28	28	3/4	3/4	2/2	4	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
29	29	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
29	29	3/4	3/4	2/2	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	0	0	2/2	4	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
30	30	1/4	1/4	2/2	4	1		viio64		Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
30	30	1/2	1/2	2/2	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	3/4	3/4	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
31	31	1/4	1/4	2/2	4	1		IV6		Eb	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
31	31	1/2	1/2	2/2	4	1		vi2		Eb	I		vi2		vi		2					mm7	0	0	1, 3, 0, 4		3	1
31	31	3/4	3/4	2/2	4	1		viio64		Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
32	32	0	0	2/2	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
32	32	1/4	1/4	2/2	4	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	1/2	1/2	2/2	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
32	32	3/4	3/4	2/2	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
33	33	0	0	2/2	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
33	33	3/4	3/4	2/2	4	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
34	34	0	0	2/2	4	1		vi7		Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
34	34	1/4	1/4	2/2	4	1		viio		Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
34	34	1/2	1/2	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
35	35	1/4	1/4	2/2	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
35	35	1/2	1/2	2/2	4	1		I64		Eb	I		I64		I		64					M	0	0	1, 0, 4		0	1
35	35	3/4	3/4	2/2	4	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
36	36	0	0	2/2	4	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
36	36	1/4	1/4	2/2	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
36	36	3/8	3/8	2/2	4	1		viio6		Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
36	36	1/2	1/2	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
36	36	3/4	3/4	2/2	4	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
37	37	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
37	37	1/2	1/2	2/2	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
38	38	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
38	38	1/2	1/2	2/2	4	1		V2		Eb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
39	39	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
39	39	1/2	1/2	2/2	4	1		viio7/V		Eb	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
40	40	0	0	2/2	4	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
40	40	1/4	1/4	2/2	4	1		viio2		Eb	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
40	40	1/2	1/2	2/2	4	1		IV(9)		Eb	I		IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
40	40	3/4	3/4	2/2	4	1		V43		Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
41	41	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
41	41	1/2	1/2	2/2	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
42	42	1/2	1/2	2/2	4	1		V65		Eb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
43	43	0	0	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
43	43	1/2	1/2	2/2	4	1		vii7		Eb	I		vii7		vii		7					mm7	0	0	5, 2, 6, 3		5	5
44	44	0	0	2/2	4	1		V.I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
44	44	1/4	1/4	2/2	4	1		V43		Eb	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	44	1/2	1/2	2/2	4	1		V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	45	0	0	2/2	4	1		V[I64		Eb	V	V	I64		I		64					M	0	0	1, 0, 4		0	1
45	45	1/2	1/2	2/2	4	1		V2(2)		Eb	V	V	V2(2)		V		2	2				Mm7	0	0	-1, 3, 5, 2		1	-1
45	45	3/4	3/4	2/2	4	1		V2		Eb	V	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
46	46	0	0	2/2	4	1		I64		Eb	V	V	I64		I		64					M	0	0	1, 0, 4		0	1
46	46	1/2	1/2	2/2	4	1		V2(2)		Eb	V	V	V2(2)		V		2	2				Mm7	0	0	-1, 3, 5, 2		1	-1
46	46	3/4	3/4	2/2	4	1		V2		Eb	V	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
47	47	0	0	2/2	4	1		I64		Eb	V	V	I64		I		64					M	0	0	1, 0, 4		0	1
47	47	1/2	1/2	2/2	4	1		#ivo43		Eb	V	V	#ivo43		#iv	o	43					o7	0	0	0, -3, 6, 3		6	0
48	48	0	0	2/2	4	1		V		Eb	V	V	V		V							M	0	0	1, 5, 2		1	1
48	48	1/2	1/2	2/2	4	1		V2		Eb	V	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
48	48	3/4	3/4	2/2	4	1		V43]		Eb	V	V	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
49	49	0	0	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
49	49	1/2	1/2	2/2	4	1		V65		Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
50	50	0	0	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
50	50	1/2	1/2	2/2	4	1		V65		Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
51	51	0	0	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
51	51	1/2	1/2	2/2	4	1		#ivo43		Eb	V		#ivo43		#iv	o	43					o7	0	0	0, -3, 6, 3		6	0
52	52	0	0	2/2	4	1		V6		Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
52	52	1/2	1/2	2/2	4	1		vi.It6		Eb	vi		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
53	53	1/4	1/4	2/2	4	1		V		Eb	vi		V		V							M	0	1	1, 5, 2		1	1
53	53	1/2	1/2	2/2	4	1		i		Eb	vi		i		i							m	0	1	0, -3, 1		0	0
53	53	3/4	3/4	2/2	4	1		V.ii6		Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	54	0	0	2/2	4	1		V(64)		Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
54	54	1/4	1/4	2/2	4	1		V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	1/2	1/2	2/2	4	1		V7(b9)		Eb	V		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
54	54	3/4	3/4	2/2	4	1		V7		Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
55	55	0	0	2/2	4	1		I\\		Eb	V		I		I						\\	M	0	0	0, 4, 1		0	0
55	55	1/4	1/4	2/2	4	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
55	55	1/2	1/2	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
55	55	3/4	3/4	2/2	4	1		ii7		Eb	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
56	56	0	0	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
56	56	1/4	1/4	2/2	4	1		V6		Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
56	56	1/2	1/2	2/2	4	1		IV6		Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
56	56	3/4	3/4	2/2	4	1		I64		Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
57	57	0	0	2/2	4	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
57	57	1/4	1/4	2/2	4	1		#viio6/ii		Eb	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
57	57	1/2	1/2	2/2	4	1		ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
57	57	3/4	3/4	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
58	58	0	0	2/2	4	1		V6		Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
58	58	1/4	1/4	2/2	4	1		@none		Eb	V		@none		@none							m	0	0				
58	58	1/2	1/2	2/2	4	1		V		Eb	V		V		V							M	0	0	1, 5, 2		1	1
58	58	3/4	3/4	2/2	4	1		V2		Eb	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
59	59	0	0	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	1/4	1/4	2/2	4	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
59	59	1/2	1/2	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	3/4	3/4	2/2	4	1		ii7		Eb	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
60	60	0	0	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
60	60	1/4	1/4	2/2	4	1		V6		Eb	V		V6		V		6					M	0	0	5, 2, 1		1	5
60	60	1/2	1/2	2/2	4	1		IV6		Eb	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
60	60	3/4	3/4	2/2	4	1		I64		Eb	V		I64		I		64					M	0	0	1, 0, 4		0	1
61	61	0	0	2/2	4	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
61	61	1/4	1/4	2/2	4	1		#viio6/ii		Eb	V		#viio6/ii		#vii	o	6		ii			o	0	0	4, 1, 7		7	4
61	61	1/2	1/2	2/2	4	1		ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
61	61	3/4	3/4	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
62	62	0	0	2/2	4	1		V		Eb	V		V		V							M	0	0	1, 5, 2		1	1
63	63	0	0	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
63	63	1/4	1/4	2/2	4	1		ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
63	63	1/2	1/2	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
63	63	3/4	3/4	2/2	4	1		V		Eb	V		V		V							M	0	0	1, 5, 2		1	1
64	64	0	0	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
64	64	3/4	3/4	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
65	65	0	0	2/2	4	1		IV64		Eb	V		IV64		IV		64					M	0	0	0, -1, 3		-1	0
65	65	1/4	1/4	2/2	4	1		V65/ii		Eb	V		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
65	65	1/2	1/2	2/2	4	1		ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
65	65	3/4	3/4	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
66	66	0	0	2/2	4	1		V[V64		Eb	V	V	V64		V		64					M	0	0	2, 1, 5		1	2
66	66	1/4	1/4	2/2	4	1		viio2/V		Eb	V	V	viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
66	66	1/2	1/2	2/2	4	1		iii2		Eb	V	V	iii2		iii		2					mm7	0	0	2, 4, 1, 5		4	2
66	66	3/4	3/4	2/2	4	1		vii%43/V]		Eb	V	V	vii%43/V		vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
67	67	0	0	2/2	4	1		@none		Eb	V		@none		@none							m	0	0				
69	69	1/4	1/4	2/2	4	1		V		Eb	V		V		V							M	0	0	1, 5, 2		1	1
70	70	0	0	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
70	70	1/4	1/4	2/2	4	1		V/ii		Eb	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
71	71	1/4	1/4	2/2	4	1		ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
72	72	0	0	2/2	4	1		V/iii		Eb	V		V/iii		V				iii			M	0	0	5, 9, 6		5	5
72	72	1/4	1/4	2/2	4	1		iii		Eb	V		iii		iii							m	0	0	4, 1, 5		4	4
73	73	0	0	2/2	4	1		V7(#7#2)/V		Eb	V		V7(#7#2)/V		V		7	#7#2	V			Mm7	0	0	2, 11, 3, 7		2	2
73	73	1/4	1/4	2/2	4	1		V7/V		Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
74	74	0	0	2/2	4	1		V7(#7#2)/V		Eb	V		V7(#7#2)/V		V		7	#7#2	V			Mm7	0	0	2, 11, 3, 7		2	2
74	74	1/4	1/4	2/2	4	1		V7/V		Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
75	75	0	0	2/2	4	1		V7(#7#2)/V		Eb	V		V7(#7#2)/V		V		7	#7#2	V			Mm7	0	0	2, 11, 3, 7		2	2
75	75	1/4	1/4	2/2	4	1		V7/V		Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
76	76	0	0	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
76	76	1/4	1/4	2/2	4	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
76	76	1/2	1/2	2/2	4	1		V(64)		Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
76	76	3/4	3/4	2/2	4	1		viio		Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
76	76	7/8	7/8	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
77	77	0	0	2/2	4	1		V7/V		Eb	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
80	80	0	0	2/2	4	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
80	80	1/4	1/4	2/2	4	1		IV		Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
80	80	1/2	1/2	2/2	4	1		V(64)		Eb	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
80	80	3/4	3/4	2/2	4	1		viio		Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
80	80	7/8	7/8	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
81	81	0	0	2/2	4	1		viio/ii		Eb	V		viio/ii		vii	o			ii			o	0	0	0, -3, -6		0	0
81	81	1/2	1/2	2/2	4	1		ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
81	81	3/4	3/4	2/2	4	1		viio		Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
82	82	0	0	2/2	4	1		viio		Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
82	82	1/2	1/2	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
82	82	3/4	3/4	2/2	4	1		@none		Eb	V		@none		@none							m	0	0				
84	84	3/4	3/4	2/2	4	1		vii%7		Eb	V		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
84	84	7/8	7/8	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
85	85	0	0	2/2	4	1		viio/ii		Eb	V		viio/ii		vii	o			ii			o	0	0	0, -3, -6		0	0
85	85	1/2	1/2	2/2	4	1		ii		Eb	V		ii		ii							m	0	0	2, -1, 3		2	2
85	85	3/4	3/4	2/2	4	1		viio		Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
86	86	0	0	2/2	4	1		viio		Eb	V		viio		vii	o						o	0	0	5, 2, -1		5	5
86	86	1/2	1/2	2/2	4	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
86	86	3/4	3/4	2/2	4	1		@none		Eb	V		@none		@none							m	0	0				
90	90	1/2	1/2	2/2	4	1		I.I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
91	91	0	0	2/2	4	1		vi7		Eb	I		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
91	91	1/8	1/8	2/2	4	1		viio		Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
92	92	1/8	1/8	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
93	93	0	0	2/2	4	1		viio7/vi		Eb	I		viio7/vi		vii	o	7		vi			o7	0	0	1, -2, -5, -8		1	1
93	93	1/8	1/8	2/2	4	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
94	94	0	0	2/2	4	1		I+6		Eb	I		I+6		I	+	6					+	0	0	4, 8, 0		0	4
95	95	0	0	2/2	4	1		I+		Eb	I		I+		I	+						+	0	0	0, 4, 8		0	0
96	96	0	0	2/2	4	1		I+64		Eb	I		I+64		I	+	64					+	0	0	8, 0, 4		0	8
96	96	1/2	1/2	2/2	4	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
97	97	0	0	2/2	4	1		@none		Eb	I		@none		@none							m	0	0				
101	101	1/2	1/2	2/2	4	1		I[I		Eb	I	I	I		I							M	0	0	0, 4, 1		0	0
101	101	3/4	3/4	2/2	4	1		ii65		Eb	I	I	ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
102	102	0	0	2/2	4	1		V/V		Eb	I	I	V/V		V				V			M	0	0	2, 6, 3		2	2
102	102	1/4	1/4	2/2	4	1		v		Eb	I	I	v		v							m	0	0	1, -2, 2		1	1
102	102	1/2	1/2	2/2	4	1		I6		Eb	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
103	103	0	0	2/2	4	1		I+6		Eb	I	I	I+6		I	+	6					+	0	0	4, 8, 0		0	4
103	103	1/4	1/4	2/2	4	1		IV		Eb	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
103	103	1/2	1/2	2/2	4	1		IV6		Eb	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
103	103	3/4	3/4	2/2	4	1		viio6/IV		Eb	I	I	viio6/IV		vii	o	6		IV			o	0	0	1, -2, 4		4	1
104	104	0	0	2/2	4	1		viio2/IV]		Eb	I	I	viio2/IV		vii	o	2		IV			o7	0	0	-5, 4, 1, -2		4	-5
104	104	1/2	1/2	2/2	4	1		V6/ii		Eb	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
105	105	0	0	2/2	4	1		ii		Eb	I		ii		ii							m	0	0	2, -1, 3		2	2
105	105	3/4	3/4	2/2	4	1		bVII6		Eb	I		bVII6		bVII		6					M	0	0	2, -1, -2		-2	2
106	106	0	0	2/2	4	1		VI.I(764)		Eb	VI		I(764)		I			764				M	0	0	0, -1, 3	5	0	0
