COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Beethoven, Ludwig van",Op018 No5,1,22-22,V6-I-vi-V7/V,A major
"Beethoven, Ludwig van",Op018 No5,4,99-102,V7-i-V7-I,C# minor-D major
"Beethoven, Ludwig van",Op018 No5,4,209-211,V-#vii65/ii-V/ii-ii,A major
"Beethoven, Ludwig van",Op018 No6,1,65-67,V65-I-vi-ii6,F major
"Beethoven, Ludwig van",Op018 No6,1,238-240,V65-I-vi-ii6,Bb major
"Beethoven, Ludwig van",Op059 No1,1,46-47,V-I-vi-V7/V,C major
"Beethoven, Ludwig van",Op059 No1,1,62-63,IV-viio6-V7-I,C major
"Beethoven, Ludwig van",Op059 No1,1,66-67,IV-viio6-V7-I,C major
"Beethoven, Ludwig van",Op059 No1,1,165-167,i6-iv-bII6-v,F minor
"Beethoven, Ludwig van",Op059 No1,1,294-295,i-viio6/V-V7/V-V,F major
"Beethoven, Ludwig van",Op059 No1,1,312-313,I6-IV-ii7-V7,F major
"Beethoven, Ludwig van",Op059 No1,2,47-48,V7/III-III-i6-iv,D minor
"Beethoven, Ludwig van",Op059 No1,2,283-284,V7-I-vi6-ii,Bb major
"Beethoven, Ludwig van",Op059 No1,2,287-288,V7-I-vi6-ii,Bb major
"Beethoven, Ludwig van",Op059 No1,2,411-412,V2-I6-V65/ii-ii,Bb major
"Beethoven, Ludwig van",Op059 No1,2,412-413,V65/ii-ii-V65/iii-iii,Bb major
"Beethoven, Ludwig van",Op059 No1,2,413-414,V65/iii-iii-V65/IV-IV,Bb major
"Beethoven, Ludwig van",Op059 No1,2,413-414,V65/IV-IV-V65/V-V,Bb major
"Beethoven, Ludwig van",Op059 No1,2,414-415,V65/V-V-V65/vi-vi,Bb major
"Beethoven, Ludwig van",Op059 No1,2,415-416,V65/vi-vi-IV6-viio,Bb major
"Beethoven, Ludwig van",Op059 No1,3,61-62,V6-i[no3][add4]-V6/bII-bII,C minor
"Beethoven, Ludwig van",Op059 No1,3,62-63,V6/bII-bII-V65/III-III,C minor
"Beethoven, Ludwig van",Op059 No1,3,62-63,V65/III-III-V6/iv-iv,C minor
"Beethoven, Ludwig van",Op059 No1,4,32-34,V-I6-vi-ii6,F major
"Beethoven, Ludwig van",Op059 No1,4,83-84,V7-I-V7/ii-ii64,C major
"Beethoven, Ludwig van",Op059 No1,4,152-154,V7-i-VI-bII6,D minor
"Beethoven, Ludwig van",Op059 No1,4,253-254,V-I-V7/ii-ii,F major
"Beethoven, Ludwig van",Op059 No1,4,255-256,V7-I-V7/ii-ii,F major
"Beethoven, Ludwig van",Op059 No1,4,256-258,V7-I-vi-ii,F major
"Beethoven, Ludwig van",Op059 No1,4,258-260,V-I-vi-ii,F major
"Beethoven, Ludwig van",Op059 No1,4,277-279,V7/III-III-V7/iv-iv,F minor
"Beethoven, Ludwig van",Op059 No1,4,280-281,V6-I-V6/ii-ii,F major
"Beethoven, Ludwig van",Op059 No2,4,43-44,iv-viio2-V2-i6,E minor
"Beethoven, Ludwig van",Op059 No2,4,46-47,V64/iv-iv-iiø65-V,E minor
"Beethoven, Ludwig van",Op059 No2,4,50-51,V43/iv-iv-iio6-V7,E minor
"Beethoven, Ludwig van",Op059 No2,4,189-192,V7-I-V6/ii-ii,C minor-C major
"Beethoven, Ludwig van",Op059 No2,4,191-194,V6/ii-ii-V6/iii-iii,C major
"Beethoven, Ludwig van",Op059 No2,4,230-232,V65-i-V7/bII-bII6,E minor
"Beethoven, Ludwig van",Op059 No2,4,238-240,V7-i-V7/bII-bII6,E minor
"Beethoven, Ludwig van",Op059 No2,4,298-299,V43/iv-iv-iio6-V7,E minor
"Beethoven, Ludwig van",Op059 No2,4,322-324,iii-#vio43-V65/vii-vii,E minor
"Beethoven, Ludwig van",Op059 No2,4,346-348,V64-i6-V2/bII-bII6,E minor
"Beethoven, Ludwig van",Op059 No2,4,354-356,V6-i6-V2/bII-bII6,E minor
"Beethoven, Ludwig van",Op059 No2,4,363-366,V-i-VI-iiø65,E minor
"Beethoven, Ludwig van",Op059 No2,4,394-396,V7-i-V7/bII-bII,E minor
"Beethoven, Ludwig van",Op059 No2,4,395-397,V7/bII-bII-V7/III-III,E minor
"Beethoven, Ludwig van",Op059 No2,4,396-397,V7/III-III-V7/iv-iv,E minor
"Beethoven, Ludwig van",Op059 No2,4,397-398,V7/iv-iv-V7/v-v,E minor
"Beethoven, Ludwig van",Op059 No2,4,397-398,V7/v-v-V7/VI-VI,E minor
"Beethoven, Ludwig van",Op059 No2,4,398-399,V7/VI-VI-V7/vii-vii,E minor
"Beethoven, Ludwig van",Op059 No2,4,398-399,V7/vii-vii-V7-i,E minor
"Beethoven, Ludwig van",Op059 No3,3,29-30,V65/V-V7-V65/vi-vi,C major
"Beethoven, Ludwig van",Op059 No3,3,58-60,V43-i-VI6-iio,D minor
"Beethoven, Ludwig van",Op059 No3,4,7-9,V-I-vi-V65/V,C major
"Beethoven, Ludwig van",Op059 No3,4,14-15,I6-IV-ii-V,G major
"Beethoven, Ludwig van",Op059 No3,4,21-23,V2-I6-V2/ii-ii6,C major
"Beethoven, Ludwig van",Op059 No3,4,27-29,V7-I-vi-ii65,C major
"Beethoven, Ludwig van",Op059 No3,4,72-74,I6-IV-ii6-V64,G major
"Beethoven, Ludwig van",Op059 No3,4,98-99,iv-viio-V7-i,F minor
"Beethoven, Ludwig van",Op059 No3,4,104-106,V65-i-VI-IV,F minor-Db major
"Beethoven, Ludwig van",Op059 No3,4,208-210,V-I-V65/ii-ii,C minor-C major
"Beethoven, Ludwig van",Op059 No3,4,210-212,V7-I-V65/ii-ii,C major
"Beethoven, Ludwig van",Op059 No3,4,216-218,V2-I6-vi-V43/V,C major
"Beethoven, Ludwig van",Op059 No3,4,264-265,V65-I-V65/ii-ii,C major
"Beethoven, Ludwig van",Op059 No3,4,335-337,V7-I-V7/ii-ii6,C minor
"Beethoven, Ludwig van",Op059 No3,4,337-339,V7-I6-V7/ii-ii6,C minor
"Beethoven, Ludwig van",Op059 No3,4,339-341,V7-I6-V7/ii-ii6,C minor
"Beethoven, Ludwig van",Op059 No3,4,341-343,V7-I6-V7/ii-ii6,C minor
"Beethoven, Ludwig van",Op074,1,29-31,IV6-viio-V7-I[add#9],Eb major
"Beethoven, Ludwig van",Op074,1,32-34,V65/IV-IV-ii7-V[no3][add9][add4],Eb major
"Beethoven, Ludwig van",Op074,1,93-94,V65-I[add9]-vi-V/V,F major
"Beethoven, Ludwig van",Op074,2,53-55,V-I-V/ii-ii,Ab major
"Beethoven, Ludwig van",Op074,2,131-132,I-IV-ii-V7[no3][add4],Ab major
"Beethoven, Ludwig van",Op074,2,143-144,I-IV6-ii-V6[no3][add4],Ab major
"Beethoven, Ludwig van",Op074,2,147-148,I-IV-ii-V,Ab major
"Beethoven, Ludwig van",Op074,2,148-149,ii-V-iii-vi,Ab major
"Beethoven, Ludwig van",Op074,3,97-100,ii2-V65-iii2-vi,C major
"Beethoven, Ludwig van",Op074,3,139-142,ii7-V2-iii7-vi,C major
"Beethoven, Ludwig van",Op074,3,155-158,ii2-V65-iii2-vi6,C major
"Beethoven, Ludwig van",Op074,3,266-269,ii2-V65-iii2-vi6,C major
"Beethoven, Ludwig van",Op074,3,308-311,ii7-V2-iii7-vi,C major
"Beethoven, Ludwig van",Op074,3,324-327,ii2-V65-iii2-vi6,C major
"Beethoven, Ludwig van",Op074,4,21-24,I-IV-ii-V6,Eb major
"Beethoven, Ludwig van",Op074,4,41-44,I-IV-ii-V65,Eb major
"Beethoven, Ludwig van",Op074,4,61-64,I-IV-ii-V65,Eb major
"Beethoven, Ludwig van",Op074,4,90-91,V7/vi-vi-V/vii-vii,Eb major
"Beethoven, Ludwig van",Op074,4,170-173,I-IV-ii-V65,Eb major
"Beethoven, Ludwig van",Op074,4,178-181,I-IV-ii-V65,Eb major
"Beethoven, Ludwig van",Op095,2,21-22,I6-IV-ii6-V,D major
"Beethoven, Ludwig van",Op095,2,44-46,viio-bIII6-V43/iv-iv6,D major
"Beethoven, Ludwig van",Op095,2,48-50,viio6/V-V/bIII-V65-I,D major
"Beethoven, Ludwig van",Op095,3,24-26,V43-i-VI-bII,F minor
"Beethoven, Ludwig van",Op095,3,127-129,V43-i-VI-bII,F minor
"Beethoven, Ludwig van",Op095,3,162-165,viio65/IV-viio43-V65-i,D major-C minor
"Beethoven, Ludwig van",Op095,3,191-193,V43-i-VI-bII,F minor
"Beethoven, Ludwig van",Op127,1,7-9,V2-I6-vi64-ii7,Eb major
"Beethoven, Ludwig van",Op127,1,10-11,I6-IV-ii6-V2,Eb major
"Beethoven, Ludwig van",Op127,1,18-19,I+6-IV-ii6-V2,Eb major
"Beethoven, Ludwig van",Op127,1,33-35,V64-I-vi-ii,Eb major
"Beethoven, Ludwig van",Op127,1,84-85,V7[add#5]/IV-IV64-ii6-V2,G major
"Beethoven, Ludwig van",Op127,1,193-195,V43/IV-IV-ii6-V[add9],Ab major
"Beethoven, Ludwig van",Op127,3,18-19,IV-viio6-V7-I,Eb major
"Beethoven, Ludwig van",Op127,3,55-57,V2-viio6-V65-i,Db major-Eb minor
"Beethoven, Ludwig van",Op127,4,71-72,V/ii-ii-V/iii-iii,Bb major
"Beethoven, Ludwig van",Op127,4,158-159,V65-I-V7/ii-biio64,Ab major
"Beethoven, Ludwig van",Op127,4,197-198,I6-viio2/V-V/V-V64,Eb major
"Beethoven, Ludwig van",Op127,4,216-217,I-IV-ii6-V7,Eb major
"Beethoven, Ludwig van",Op130,1,14-15,IV6-viio2-V-I,Bb major
"Beethoven, Ludwig van",Op130,1,81-82,ii-V65-V6/vi-vi,Gb major
"Beethoven, Ludwig van",Op130,1,84-84,V6/vi-vi-IV-viio6,Gb major
"Beethoven, Ludwig van",Op130,1,202-203,vi-ii-viio7-V6/vi,Bb major
"Beethoven, Ludwig van",Op130,3,44-45,V7-I-ii-V,Db major-Ab major
"Beethoven, Ludwig van",Op130,3,47-48,V7-I-V43/ii-ii,Db major
"Beethoven, Ludwig van",Op130,4,4-7,V7-I-vi64-ii6,G major
"Beethoven, Ludwig van",Op130,4,92-95,V7-I-vi-ii6,G major
"Beethoven, Ludwig van",Op130,5,31-32,V43-I6-vi-ii6,Eb major
"Beethoven, Ludwig van",Op130,5,43-45,ii65-V-V65/vi-vi,Cb major
"Beethoven, Ludwig van",Op130,6,15-17,V7-I-vi-ii65,Bb major
"Beethoven, Ludwig van",Op130,6,54-55,V7-I-vi-V43/V,Bb major
"Beethoven, Ludwig van",Op130,6,71-72,I6-IV-V65/V-V,F major
"Beethoven, Ludwig van",Op130,6,237-239,V7-I-vi-ii6,Bb major
"Beethoven, Ludwig van",Op130,6,452-453,V6-I-vi-V65/V,Eb major
"Beethoven, Ludwig van",Op130,6,478-479,V6-I6-vi-vi,Bb major-Eb major
"Beethoven, Ludwig van",Op131,1,57-58,V43/IV-IV-ii43-v,B major
"Beethoven, Ludwig van",Op131,3,4-6,V-i6-#vio65-V/ii,B minor-E major
"Beethoven, Ludwig van",Op131,5,48-50,I-IV-V65/V-V,E major
"Beethoven, Ludwig van",Op131,5,54-56,I-IV-V65/V-V,E major
"Beethoven, Ludwig van",Op131,5,216-218,I-IV-V65/V-V,E major
"Beethoven, Ludwig van",Op131,5,222-224,I-IV-V65/V-V,E major
"Beethoven, Ludwig van",Op131,5,388-390,I-IV-V65/V-V,E major
"Beethoven, Ludwig van",Op131,5,430-432,I-IV-V65/V-V,E major
"Beethoven, Ludwig van",Op131,5,436-438,I-IV-V65/V-V,E major
"Beethoven, Ludwig van",Op131,6,15-16,V65-i-VI-bII6[add9],G# minor
"Beethoven, Ludwig van",Op131,7,122-124,V65-I-vi43-ii,D major
"Beethoven, Ludwig van",Op131,7,129-131,V43-I-vi43-ii,D major
"Beethoven, Ludwig van",Op131,7,209-210,I6-IV-ii-V43,D major
"Beethoven, Ludwig van",Op131,7,298-300,V2-i6-VI-iio65,C# minor
"Beethoven, Ludwig van",Op132,1,101-102,iii64-iv7-V65/V-V[no3][add4],C major-E minor
"Beethoven, Ludwig van",Op132,5,331-334,V6-I6-vi-ii,A major
"Beethoven, Ludwig van",Op132,5,380-383,V6-I6-vi-ii,A major
"Beethoven, Ludwig van",Op135,1,59-61,V7-I-V2/ii-ii6,C major
"Beethoven, Ludwig van",Op135,1,158-160,V7-#viio6/ii-V2/ii-ii6,F major
"Beethoven, Ludwig van",Op135,1,160-162,V7-I-V2/ii-ii6,F major
"Beethoven, Ludwig van",Op135,1,184-186,bVII-viio/IV-V2/IV-IV6,F major
"Brahms, Johannes",Op51 No1,4,48-49,V7-i-VI6-iio7,Bb major-Bb minor
"Haydn, Franz Joseph",Op20 No1,1,85-87,V-I6-V2/ii-ii6,Eb major
"Haydn, Franz Joseph",Op20 No2,1,84-85,V65/IV-IV-V/V-V,C major
"Haydn, Franz Joseph",Op20 No2,2,22-24,i-viio7/v-V2/v-v6,C minor
"Haydn, Franz Joseph",Op20 No2,4,26-27,V2/vi-vi-IV2-viio7,C major
"Haydn, Franz Joseph",Op20 No2,4,47-47,i6-iv6-iio7-v7,D minor
"Haydn, Franz Joseph",Op20 No2,4,69-70,III6-VI6-iv7-V/III,E minor
"Haydn, Franz Joseph",Op20 No2,4,129-130,I-IV6-V/V-V6,C major
"Haydn, Franz Joseph",Op20 No2,4,130-131,V/V-V6-V/vi-vi6,C major
"Haydn, Franz Joseph",Op20 No2,4,140-142,V6-I-vi-ii,G major
"Haydn, Franz Joseph",Op20 No2,4,141-143,vi-ii-viio-iii,G major
"Haydn, Franz Joseph",Op20 No2,4,142-144,viio-iii-I-IV,G major
"Haydn, Franz Joseph",Op20 No3,1,70-72,V+6/IV-IV-ii-V,Bb major
"Haydn, Franz Joseph",Op20 No3,2,71-73,V7/V-V-iio-V7,Eb major-F minor
"Haydn, Franz Joseph",Op20 No3,3,30-33,I-IV6-ii6-V65,D major
"Haydn, Franz Joseph",Op20 No3,4,8-9,V65-i-VI-bII6,G minor
"Haydn, Franz Joseph",Op20 No3,4,13-15,VI7-viio7/III-V65/III-III,G minor
"Haydn, Franz Joseph",Op20 No3,4,27-28,V65/IV-IV-iio-V7,Bb major
"Haydn, Franz Joseph",Op20 No3,4,66-69,V6-i-VI-V65/V,C minor
"Haydn, Franz Joseph",Op20 No4,1,238-240,I-IV7-ii6-V2,D major
"Haydn, Franz Joseph",Op20 No4,2,99-101,VI7-bII6-V65/III-III7,D minor
"Haydn, Franz Joseph",Op20 No4,2,100-102,V65/III-III7-V65/iv-iv,D minor
"Haydn, Franz Joseph",Op20 No4,3,2-3,I-IV-ii6-V7,D major
"Haydn, Franz Joseph",Op20 No4,4,32-33,IV-viio-V65-I,A minor-A major
"Haydn, Franz Joseph",Op20 No4,4,74-76,V-i-VI6-iio,B minor
"Haydn, Franz Joseph",Op20 No4,4,76-77,VI6-iio-VII6-III,B minor
"Haydn, Franz Joseph",Op20 No4,4,77-78,VII6-III-V6/iv-iv,B minor
"Haydn, Franz Joseph",Op20 No4,4,114-115,I-IV-ii-V65,D major
"Haydn, Franz Joseph",Op20 No5,1,51-54,V6-I7-V7/ii-ii,Db major
"Haydn, Franz Joseph",Op20 No5,1,94-97,V7/IV-IV7-V7/V-V,F minor
"Haydn, Franz Joseph",Op20 No5,2,95-98,I-iv-ii-V65,F major
"Haydn, Franz Joseph",Op20 No5,3,12-14,I-IV-ii65-V6,F major
"Haydn, Franz Joseph",Op20 No5,3,44-47,V7-V7/IV-V65/ii-ii,F major
"Haydn, Franz Joseph",Op20 No5,4,52-55,V65/III-V/VI-V65/iv-iv,F minor
"Haydn, Franz Joseph",Op20 No5,4,76-78,i-viio7/v-V2/v-i,Eb minor-Bb minor
"Haydn, Franz Joseph",Op20 No5,4,79-81,i-viio7/v-V2/v-i,Bb minor-F minor
"Haydn, Franz Joseph",Op20 No5,4,114-116,i6-viio64/V-V2/V-V,F minor
"Haydn, Franz Joseph",Op20 No5,4,118-120,i-viio43/V-V2/V-V64,F minor
"Haydn, Franz Joseph",Op20 No5,4,121-123,i-iv-iio-V2,F minor
"Haydn, Franz Joseph",Op20 No6,1,73-76,V7-iv-iio-V7,B minor-F# minor
"Haydn, Franz Joseph",Op20 No6,1,80-83,V7/vii-vii-V7-i,F# minor
"Haydn, Franz Joseph",Op20 No6,2,62-64,V65/IV-IV-V65/V-V,E major
"Haydn, Franz Joseph",Op20 No6,4,78-79,V-I-vi-ii,A major
"Haydn, Franz Joseph",Op74 No1,1,139-141,I-IVmaj7-V65/V-V7,Ab major
"Haydn, Franz Joseph",Op74 No1,4,243-245,I6-IV-ii-V7,C major
"Haydn, Franz Joseph",Op74 No3,1,29-32,V+65/IV-IV-V65/V-V7,Bb major
"Haydn, Franz Joseph",Op74 No3,2,29-32,V7-I-V7/ii-ii,C major
"Haydn, Franz Joseph",Op74 No3,2,60-62,I-IV-ii-V7,E major
"Haydn, Franz Joseph",Op74 No3,4,75-77,V6-i-VI6-I,Bb minor-Cb major
