COMPOSER	COLLECTION	MOVEMENT	MEASURE (START)	FIGURE(S)	KEY
Beethoven, Ludwig van	Op127	1	129	Ger6/5	F minor
Beethoven, Ludwig van	Op127	1	130	Ger6/5	F minor
Beethoven, Ludwig van	Op127	1	131	Ger6/5	F minor
Beethoven, Ludwig van	Op127	1	132	Ger6/5	F minor
Beethoven, Ludwig van	Op127	2	37	Ger6/5	F minor
Beethoven, Ludwig van	Op127	2	38	Ger6/5	F minor
Beethoven, Ludwig van	Op127	2	64	Fr4/3	E major
Beethoven, Ludwig van	Op127	2	69	Ger6/5	E major
Beethoven, Ludwig van	Op127	3	111	It6	C minor
Beethoven, Ludwig van	Op127	4	52	It6	C minor
Beethoven, Ludwig van	Op127	4	53	It6	C minor
Beethoven, Ludwig van	Op130	1	161	Ger6/5	Ab major
Beethoven, Ludwig van	Op130	5	14	It6	C minor
Beethoven, Ludwig van	Op131	1	7	Ger6/5	C# minor
Beethoven, Ludwig van	Op131	1	20	Ger6/5	C# minor
Beethoven, Ludwig van	Op131	1	27	Fr4/3/V	E major
Beethoven, Ludwig van	Op131	1	90	Ger6/5	C# minor
Beethoven, Ludwig van	Op131	1	113	Ger6/5	C# minor
Beethoven, Ludwig van	Op131	1	114	Ger6/5	C# minor
Beethoven, Ludwig van	Op131	1	115	Ger6/5	C# minor
Beethoven, Ludwig van	Op131	2	40	Ger6/5	A major
Beethoven, Ludwig van	Op131	2	113	Ger6/5	B minor
Beethoven, Ludwig van	Op131	2	168	It6	D major
Beethoven, Ludwig van	Op131	6	27	Ger6/5	C# minor
Beethoven, Ludwig van	Op132	1	13	Ger6/5	A minor
Beethoven, Ludwig van	Op132	1	20	Ger6/5	A minor
Beethoven, Ludwig van	Op132	1	87	Ger6/5	C minor
Beethoven, Ludwig van	Op132	1	105	Ger6/5	E minor
Beethoven, Ludwig van	Op132	1	157	Ger6/5	C major
Beethoven, Ludwig van	Op132	1	192	Ger6/5	A minor
Beethoven, Ludwig van	Op132	1	195	Ger6/5	A minor
Beethoven, Ludwig van	Op132	1	199	Ger6/5	A minor
Beethoven, Ludwig van	Op132	1	232	Ger6/5	A major
Beethoven, Ludwig van	Op132	1	249	Ger6/5	A major
Beethoven, Ludwig van	Op132	1	250	Ger6/5	A major
Beethoven, Ludwig van	Op132	5	42	It6	A minor
Beethoven, Ludwig van	Op132	5	42	It6	A minor
Beethoven, Ludwig van	Op132	5	44	It6	A minor
Beethoven, Ludwig van	Op132	5	44	It6	A minor
Beethoven, Ludwig van	Op132	5	46	Ger6/5	A minor
Beethoven, Ludwig van	Op132	5	46	Ger6/5	A minor
Beethoven, Ludwig van	Op132	5	83	It6	A minor
Beethoven, Ludwig van	Op132	5	203	It6	C major
Beethoven, Ludwig van	Op135	3	18	It6	Eb minor
Beethoven, Ludwig van	Op18 No1	1	99	Ger6/5/vi	C major
Beethoven, Ludwig van	Op18 No1	1	209	Ger6/5	F minor
Beethoven, Ludwig van	Op18 No1	1	260	Ger6/5/vi	F major
Beethoven, Ludwig van	Op18 No1	1	303	It6	F major
Beethoven, Ludwig van	Op18 No1	1	309	Fr4/3	F major
Beethoven, Ludwig van	Op18 No1	2	16	Ger6/5	F major
Beethoven, Ludwig van	Op18 No1	2	21	Ger6/5	F major
Beethoven, Ludwig van	Op18 No1	2	33	Ger6/5	F major
Beethoven, Ludwig van	Op18 No1	2	37	Ger6/5	F major
Beethoven, Ludwig van	Op18 No1	2	83	Ger6/5	D major
Beethoven, Ludwig van	Op18 No1	2	87	Ger6/5	D major
Beethoven, Ludwig van	Op18 No1	4	108	Ger6/5	D minor
Beethoven, Ludwig van	Op18 No1	4	210	Ger6/5	F minor
Beethoven, Ludwig van	Op18 No1	4	212	Ger6/5	G minor
Beethoven, Ludwig van	Op18 No2	1	50	Ger6/5	B minor
Beethoven, Ludwig van	Op18 No2	1	167	Ger6/5	E minor
Beethoven, Ludwig van	Op18 No2	1	168	Ger6/5	E minor
Beethoven, Ludwig van	Op18 No2	1	202	Ger6/5	E minor
Beethoven, Ludwig van	Op18 No2	2	21	Ger6/5	C major
Beethoven, Ludwig van	Op18 No2	2	84	Ger6/5	C major
Beethoven, Ludwig van	Op18 No2	3	50	It6	C major
Beethoven, Ludwig van	Op18 No2	4	154	Ger6/5	F minor
Beethoven, Ludwig van	Op18 No2	4	162	Ger6/5	C minor
Beethoven, Ludwig van	Op18 No2	4	228	It6	G major
Beethoven, Ludwig van	Op18 No2	4	230	It6	G major
Beethoven, Ludwig van	Op18 No2	4	232	It6	G major
Beethoven, Ludwig van	Op18 No2	4	233	It6	G major
Beethoven, Ludwig van	Op18 No2	4	350	Ger6/5	G major
Beethoven, Ludwig van	Op18 No2	4	351	Ger6/5	G major
Beethoven, Ludwig van	Op18 No3	1	45	Ger6/5	A minor
Beethoven, Ludwig van	Op18 No3	1	46	Ger6/5	A minor
Beethoven, Ludwig van	Op18 No3	1	47	Ger6/5	A minor
Beethoven, Ludwig van	Op18 No3	1	48	Ger6/5	A minor
Beethoven, Ludwig van	Op18 No3	1	49	Ger6/5	A minor
Beethoven, Ludwig van	Op18 No3	1	50	Ger6/5	A minor
Beethoven, Ludwig van	Op18 No3	1	151	Ger6/5	F# minor
Beethoven, Ludwig van	Op18 No3	1	153	It6	F# minor
Beethoven, Ludwig van	Op18 No3	1	155	It6	F# minor
Beethoven, Ludwig van	Op18 No3	2	89	Ger6/5	Bb minor
Beethoven, Ludwig van	Op18 No3	3	27	Ger6/5/vi	D major
Beethoven, Ludwig van	Op18 No3	3	68	Ger6/5	D minor
Beethoven, Ludwig van	Op18 No3	3	72	Ger6/5	D minor
Beethoven, Ludwig van	Op18 No3	3	89	Ger6/5	D minor
Beethoven, Ludwig van	Op18 No3	3	91	Ger6/5	D minor
Beethoven, Ludwig van	Op18 No3	3	93	Ger6/5	D minor
Beethoven, Ludwig van	Op18 No3	3	94	Ger6/5	D minor
Beethoven, Ludwig van	Op18 No3	4	42	Ger6/5	A major
Beethoven, Ludwig van	Op18 No3	4	60	Ger6/5	A major
Beethoven, Ludwig van	Op18 No3	4	114	Ger6/5	E minor
Beethoven, Ludwig van	Op18 No3	4	173	Ger6/5	B minor
Beethoven, Ludwig van	Op18 No3	4	174	Ger6/5	B minor
Beethoven, Ludwig van	Op18 No3	4	177	Ger6/5	B minor
Beethoven, Ludwig van	Op18 No3	4	178	Ger6/5	B minor
Beethoven, Ludwig van	Op18 No3	4	270	Ger6/5	D major
Beethoven, Ludwig van	Op18 No3	4	286	Ger6/5	D major
Beethoven, Ludwig van	Op18 No4	1	13	Ger6/5	C minor
Beethoven, Ludwig van	Op18 No4	1	20	It6	C minor
Beethoven, Ludwig van	Op18 No4	1	86	Ger6/5	G minor
Beethoven, Ludwig van	Op18 No4	1	109	Ger6/5	F minor
Beethoven, Ludwig van	Op18 No4	1	129	It6	C minor
Beethoven, Ludwig van	Op18 No4	1	144	Ger6/5	C minor
Beethoven, Ludwig van	Op18 No4	1	149	Ger6/5	C minor
Beethoven, Ludwig van	Op18 No4	1	158	It6	C minor
Beethoven, Ludwig van	Op18 No4	3	40	Ger6/5	C minor
Beethoven, Ludwig van	Op18 No4	3	43	Ger6/5	C minor
Beethoven, Ludwig van	Op18 No4	4	8	It6	G minor
Beethoven, Ludwig van	Op18 No4	4	13	It6	C minor
Beethoven, Ludwig van	Op18 No4	4	17	It6	C minor
Beethoven, Ludwig van	Op18 No4	4	52	It6	G minor
Beethoven, Ludwig van	Op18 No4	4	64	It6	C minor
Beethoven, Ludwig van	Op18 No4	4	68	It6	C minor
Beethoven, Ludwig van	Op18 No4	4	72	Ger6/5	C minor
Beethoven, Ludwig van	Op18 No4	4	101	Ger6/5	G minor
Beethoven, Ludwig van	Op18 No4	4	106	It6	C minor
Beethoven, Ludwig van	Op18 No4	4	110	Ger6/5	C minor
Beethoven, Ludwig van	Op18 No4	4	114	Fr4/3	C minor
Beethoven, Ludwig van	Op18 No4	4	118	It6	C minor
Beethoven, Ludwig van	Op18 No4	4	160	It6	C minor
Beethoven, Ludwig van	Op18 No4	4	161	It6	C minor
