0,1,1,,1,A,V,,,,
1.5,1,1,,2,A,V7,,,,
3,2,2,,1,A,I64,,,,
4.5,2,2,,2,A,V,,,,
6,3,3,,1,A,IV6,,,,
7.5,3,3,,2,A,I,,,,
9,4,4,,1,A,I6,,,,
10.5,4,4,,2,A,I64,,,,
11.5,4,4,,2.67,A,V,,,,
12,5,5,,1,None,None,,Exposition,Transition,Theme a'
13.5,5,5,,2,A,V7,,,,
15,6,6,,1,A,I64,,,,
16,6,6,,1.67,A,viio7/vi,,,,
16.5,6,6,,2,A,viio7/vi,,,,
18,7,7,,1,E,ii,,Exposition,Transition,Theme a''
19.5,7,7,,2,E,I,,,,
22.5,8,8,,2,E,I6,,,,
24,9,9,,1,E,V7/vi,,,,
25.5,9,9,,2,E,IV,,,,
27,10,10,,1,E,V65/V,,,,
28.5,10,10,,2,E,V7,,,,
30,11,11,,1,E,IV6,,,,
31.5,11,11,,2,E,vii¿7,,,,
33,12,12,,1,E,V43,,Exposition,Transition,Theme b
35.5,12,12,,2.67,E,I,,,,
36,13,13,,1,E,V43,,,,
38.5,13,13,,2.67,E,I6,,,,
39,14,14,,1,E,ii65,,,,
40.5,14,14,,2,E,V,,,,
42,15,15,,1,E,V65,,,,
43.5,15,15,,2,E,V7,,,,
45,16,16,,1,E,vi,,,,
46.5,16,16,,2,None,None,,Exposition,Second Subject Group,Theme c
48,17,17,,1,E,vii¿7/V,viio7/V,,,
49.5,17,17,,2,E,V42,,,,
51,18,18,,1,E,viio65/ii,,,,
52.5,18,18,,2,E,ii,,,,
54,19,19,,1,E,I64,,,,
59.5,20,20,,2.67,E,V42,,,,
60,21,21,,1,E,I6,,,,
64.5,22,22,,2,E,I64,,,,
65.5,22,22,,2.67,E,V42,,,,
66,23,23,,1,E,I6,,,,
70.5,24,24,,2,E,I64,,,,
71.5,24,24,,2.67,E,V7,,,,
72,25,25,,1,E,I,,Exposition,Coda,Theme d
73.5,25,25,,2,E,I64,,,,
75,26,26,,1,E,I6,,,,
76.5,26,26,,2,E,V43,,,,
78,27,27,,1,E,I,,Exposition,Coda,Theme d
79.5,27,27,,2,E,I64,,,,
81,28,28,,1,E,I6,,,,
82.5,28,28,,2,E,V43,,,,
84,29,29,,1,E,I,,Exposition,Coda,Theme e
85,29,29,,1.67,E,V7,,,,
86.5,29,29,,2.67,E,I,,,,
88,30,30,,1.67,E,V7,,,,
89.5,30,30,,2.67,E,I,,,,
91,31,31,,1.67,E,V7,,,,
92.5,31,31,,2.67,E,I,,,,
94,32,32,,1.67,E,V7,,,,
95.5,32,32,,2.67,E,I,,,,
102,35,35,,1,None,None,,Development,d1,Theme a'''
107.5,36,36,,2.67,E,vi65,,,,
111,38,38,,1,f+,V7,,,,
120,41,41,,1,f+,i,,Development,d1,Theme a''''
129,44,44,,1,D,V43,,,,
135,46,46,,1,D,I,,,,
138,47,47,,1,b,V6,,,,
141,48,48,,1,b,i,,,,
142.5,48,48,,2,b,V6,,,,
144,49,49,,1,c+,iv,,,,
145.5,49,49,,2,c+,V65,,,,
147,50,50,,1,c+,V7,,,,
150,51,51,,1,c+,i6,,,,
153,52,52,,1,c+,V65,,,,
154.5,52,52,,2,None,None,,Development,Re-transition,Theme f
156,53,53,,1,c+,i,,,,
157.5,53,53,,2,E,IV6,,,,
159,54,54,,1,E,V/iii,,,,
160.5,54,54,,2,E,V65,,,,
162,55,55,,1,a,V7,,Recapitulation,First Subject Group,Theme a'''''
169.5,57,57,,2,a,viio43,,,,
170.5,57,57,,2.67,a,viio7/V,,,,
171,58,58,,1,A,V,,Recapitulation,Transition,Theme a''''''
172.5,58,58,,2,A,V7,,,,
176.5,59,59,,2.67,A,I6,,,,
177,60,60,,1,A,V7/V,,,,
178.5,60,60,,2,A,I6,,,,
180,61,61,,1,A,V7/vi,,,,
181.5,61,61,,2,A,IV,,,,
183,62,62,,1,A,V65/V,,,,
184.5,62,62,,2,A,V7,,,,
186,63,63,,1,A,IV6,,,,
187.5,63,63,,2,A,vii¿7,,,,
189,64,64,,1,A,V43,,Recapitulation,Transition,Theme b
193.5,65,65,,2,A,I6,,,,
195,66,66,,1,A,ii65,,,,
196.5,66,66,,2,A,V,,,,
198,67,67,,1,A,V65,,,,
199.5,67,67,,2,A,V7,,,,
201,68,68,,1,A,vi,,,,
202.5,68,68,,2,None,None,,rec ,Second Subject Group,Theme c
204,69,69,,1,A,vii¿7/V,viio7/V,,,
205.5,69,69,,2,A,viio64,,,,
207,70,70,,1,A,viio65/ii,,,,
208.5,70,70,,2,A,ii,,,,
210,71,71,,1,A,I64,,,,
215.5,72,72,,2.67,A,V42,,,,
216,73,73,,1,A,I6,,,,
220.5,74,74,,2,A,I64,,,,
221.5,74,74,,2.67,A,V42,,,,
222,75,75,,1,A,I6,,,,
226.5,76,76,,2,A,I64,,,,
227.5,76,76,,2.67,A,V7,,,,
228,77,77,,1,A,I,,Recapitulation,Coda,Theme d
229.5,77,77,,2,A,I64,,,,
231,78,78,,1,A,I6,,,,
232.5,78,78,,2,A,V43,,,,
234,79,79,,1,A,I,,Recapitulation,Coda,Theme d
235.5,79,79,,2,A,I64,,,,
237,80,80,,1,A,I6,,,,
238.5,80,80,,2,A,V43,,,,
240,81,81,,1,A,I,,Recapitulation,Coda,Theme e'
241,81,81,,1.67,A,V7,,,,
242.5,81,81,,2.67,A,I,,,,
244,82,82,,1.67,A,V7,,,,
245.5,82,82,,2.67,A,I,,,,
247,83,83,,1.67,A,V7,,,,
