COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,30-32,V7-I-iiø65-V,F major-A minor
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,120-122,V7-I-iiø65-V,F major-A minor
"Haydn, Franz Joseph",Symphony 104,1,97-99,vi-ii6-V7-I,A major
"Haydn, Franz Joseph",Symphony 104,1,108-111,V7/vi-vi-V7/V-V,A major
"Haydn, Franz Joseph",Symphony 104,1,150-153,V7-i-V7-i,G# minor-F# minor
"Haydn, Franz Joseph",Symphony 104,1,151-154,i-V7-i-V7,G# minor-F# minor-E major
"Haydn, Franz Joseph",Symphony 104,1,152-155,V7-i-V7-I,F# minor-E major
"Haydn, Franz Joseph",Symphony 104,1,220-223,ii7-V7-I7-IV7,D major
"Haydn, Franz Joseph",Symphony 104,1,221-224,V7-I7-IV7-viiø7,D major
"Haydn, Franz Joseph",Symphony 104,1,222-224,I7-IV7-viiø7-iii7,D major
"Haydn, Franz Joseph",Symphony 104,1,223-225,IV7-viiø7-iii7-vi7,D major
"Haydn, Franz Joseph",Symphony 104,1,224-225,viiø7-iii7-vi7-V7/V,D major
"Haydn, Franz Joseph",Symphony 104,1,224-226,iii7-vi7-V7/V-V,D major
"Haydn, Franz Joseph",Symphony 104,1,269-271,ii6-V7-I-iv,D major
"Haydn, Franz Joseph",Symphony 104,1,269-271,V7-I-iv-viio43,D major
"Haydn, Franz Joseph",Symphony 104,1,281-282,ii-V7-I-IV,D major
