COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,33-36,V7/IV-iv-V7/V-V,A minor
"Brahms, Johannes","Ein deutsches Requiem, Op. 45",1,123-126,V7/IV-iv-V7/V-V,A minor
"Haydn, Franz Joseph",Symphony 104,1,9-10,iio-V43-iio-V43,G minor-A minor
