mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
63	63	1/8	1/8	2/4	2	1	viio43	C	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
63	63	1/4	1/4	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
63	63	3/8	3/8	2/4	2	1	viio43	C	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
64	64	0	0	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
65	65	0	0	2/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
65	65	1/4	1/4	2/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	0	0	2/4	2	1	I}	C	V		I	I						}	M	0	0	0, 4, 1		0	0
66	66	5/16	5/16	2/4	2	1	{	C	V									{		0	0				
67	67	0	0	2/4	2	1	I(6)	C	V		I(6)	I			6				M	0	0	0, 4, 3		0	0
67	67	1/8	1/8	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
68	68	0	0	2/4	2	1	V7/IV	C	V		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
69	69	0	0	2/4	2	1	#viio7/ii	C	V		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
70	70	1/4	1/4	2/4	2	1	V65/ii	C	V		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
71	71	0	0	2/4	2	1	ii	C	V		ii	ii							m	0	0	2, -1, 3		2	2
71	71	1/4	1/4	2/4	2	1	I.IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
72	72	0	0	2/4	2	1	ii7(4)/IV	C	I		ii7(4)/IV	ii		7	4	IV			mm7	0	0	1, 0, 2, -1		1	1
72	72	1/4	1/4	2/4	2	1	V43/IV	C	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
73	73	0	0	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
73	73	1/4	1/4	2/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
74	74	0	0	2/4	2	1	V43/ii	C	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
75	75	0	0	2/4	2	1	V7(4)/V	C	I		V7(4)/V	V		7	4	V			Mm7	0	0	2, 1, 3, 0		2	2
75	75	3/16	3/16	2/4	2	1	V7/V	C	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
75	75	1/4	1/4	2/4	2	1	V43	C	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
76	76	0	0	2/4	2	1	I(4)	C	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
76	76	3/16	3/16	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
76	76	1/4	1/4	2/4	2	1	i	C	I		i	i							m	0	0	0, -3, 1		0	0
77	77	0	0	2/4	2	1	ii%65	C	I		ii%65	ii	%	65					%7	0	0	-1, -4, 0, 2		2	-1
78	78	0	0	2/4	2	1	viio7/V	C	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
79	79	0	0	2/4	2	1	V[V}{	C	I	V	V	V						}{	M	0	0	1, 5, 2		1	1
79	79	1/4	1/4	2/4	2	1	viio6/V	C	I	V	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
79	79	3/8	3/8	2/4	2	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	80	0	0	2/4	2	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
80	80	1/8	1/8	2/4	2	1	V(b64)	C	I	V	V(b64)	V			b64				M	0	0	1, 0, -3		1	1
80	80	1/4	1/4	2/4	2	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	80	3/8	3/8	2/4	2	1	V(b64)	C	I	V	V(b64)	V			b64				M	0	0	1, 0, -3		1	1
81	81	0	0	2/4	2	1	V	C	I	V	V	V							M	0	0	1, 5, 2		1	1
81	81	1/4	1/4	2/4	2	1	viio6/V	C	I	V	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
81	81	3/8	3/8	2/4	2	1	V7	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
82	82	0	0	2/4	2	1	V(64)	C	I	V	V(64)	V			64				M	0	0	1, 0, 4		1	1
82	82	1/8	1/8	2/4	2	1	V(b64)	C	I	V	V(b64)	V			b64				M	0	0	1, 0, -3		1	1
82	82	1/4	1/4	2/4	2	1	V7]	C	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
82	82	3/8	3/8	2/4	2	1	viio7/V	C	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
83	83	0	0	2/4	2	1	V}	C	I		V	V						}	M	0	0	1, 5, 2		1	1
84	84	0	0	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
88	88	0	0	2/4	2	1	I[I{	C	I	I	I	I						{	M	0	0	0, 4, 1		0	0
90	90	3/8	3/8	2/4	2	1	viio64	C	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
91	91	0	0	2/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
92	92	0	0	2/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
93	93	0	0	2/4	2	1	I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
94	94	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
94	94	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
95	95	0	0	2/4	2	1	I(#2)	C	I		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
95	95	1/8	1/8	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
96	96	0	0	2/4	2	1	IV64	C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
97	97	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
98	98	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
98	98	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	99	0	0	2/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
100	100	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
100	100	1/8	1/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	100	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
100	100	3/8	3/8	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
101	101	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
102	102	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
102	102	1/8	1/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	102	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
102	102	3/8	3/8	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
103	103	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
103	103	3/16	3/16	2/4	2	1	viio64/IV	C	I		viio64/IV	vii	o	64		IV			o	0	0	-2, 4, 1		4	-2
103	103	1/4	1/4	2/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
103	103	3/8	3/8	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
104	104	0	0	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
104	104	1/8	1/8	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
105	105	0	0	2/4	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
105	105	1/4	1/4	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
106	106	0	0	2/4	2	1	{	C	I									{		0	0				
107	107	0	0	2/4	2	1	IV64/V	C	I		IV64/V	IV		64		V			M	0	0	1, 0, 4		0	1
108	108	0	0	2/4	2	1	V65/V	C	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
109	109	0	0	2/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
109	109	3/8	3/8	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
109	109	7/16	7/16	2/4	2	1	viio6	C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
110	110	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
111	111	0	0	2/4	2	1	IV64	C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
112	112	0	0	2/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
113	113	0	0	2/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
113	113	1/8	1/8	2/4	2	1	ii7	C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
113	113	1/4	1/4	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
113	113	3/8	3/8	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
114	114	0	0	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
115	115	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
115	115	1/8	1/8	2/4	2	1	ii7	C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
115	115	1/4	1/4	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
115	115	3/8	3/8	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
116	116	0	0	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
117	117	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
117	117	1/4	1/4	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
118	118	0	0	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
118	118	1/8	1/8	2/4	2	1	#viio7/vi	C	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
118	118	3/8	3/8	2/4	2	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
119	119	0	0	2/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
120	120	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
120	120	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
121	121	0	0	2/4	2	1	I}	C	I		I	I						}	M	0	0	0, 4, 1		0	0
121	121	1/4	1/4	2/4	2	1	{	C	I									{		0	0				
123	123	0	0	2/4	2	1	V65	C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
123	123	1/4	1/4	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
124	124	0	0	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
124	124	3/8	3/8	2/4	2	1	vii%7/V	C	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
125	125	0	0	2/4	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
125	125	1/8	1/8	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
125	125	1/4	1/4	2/4	2	1	{	C	I									{		0	0				
128	128	0	0	2/4	2	1	vi	C	I		vi	vi							m	0	0	3, 0, 4		3	3
128	128	1/8	1/8	2/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
128	128	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
128	128	3/8	3/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
129	129	0	0	2/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
129	129	1/4	1/4	2/4	2	1	I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
130	130	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
130	130	1/4	1/4	2/4	2	1	I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
131	131	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
131	131	1/8	1/8	2/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
131	131	1/4	1/4	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
131	131	3/8	3/8	2/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
132	132	0	0	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
132	132	1/8	1/8	2/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
132	132	1/4	1/4	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
132	132	3/8	3/8	2/4	2	1	V6	C	I		V6	V		6					M	0	0	5, 2, 1		1	5
133	133	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
134	134	0	0	2/4	2	1	ii6	C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
134	134	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
134	134	3/8	3/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
135	135	0	0	2/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
135	135	1/4	1/4	2/4	2	1	I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
136	136	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
136	136	1/4	1/4	2/4	2	1	I(64)	C	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
137	137	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
137	137	1/8	1/8	2/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
137	137	1/4	1/4	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
137	137	3/8	3/8	2/4	2	1	V2	C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
138	138	0	0	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
