mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	2	1	C.I[I{	C	I	I	I	I						{	M	0	0	0, 4, 1		0	0
3	3	3/8	3/8	2/4	2	1	viio64	C	I	I	viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
4	4	0	0	2/4	2	1	I	C	I	I	I	I							M	0	0	0, 4, 1		0	0
5	5	0	0	2/4	2	1	IV	C	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
6	6	0	0	2/4	2	1	I]	C	I	I	I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	0	0	2/4	2	1	I(#2)	C	I		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
8	8	1/8	1/8	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
9	9	0	0	2/4	2	1	IV64	C	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
10	10	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
11	11	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
11	11	1/4	1/4	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	0	0	2/4	2	1	I}{	C	I		I	I						}{	M	0	0	0, 4, 1		0	0
13	13	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	13	1/8	1/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
13	13	3/8	3/8	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
14	14	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
15	15	0	0	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
15	15	1/8	1/8	2/4	2	1	V7	C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	1/4	1/4	2/4	2	1	V(64)	C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
15	15	3/8	3/8	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
16	16	0	0	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
16	16	3/16	3/16	2/4	2	1	viio64/IV	C	I		viio64/IV	vii	o	64		IV			o	0	0	-2, 4, 1		4	-2
16	16	1/4	1/4	2/4	2	1	IV6	C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
16	16	3/8	3/8	2/4	2	1	IV	C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	0	0	2/4	2	1	I6	C	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	1/8	1/8	2/4	2	1	I	C	I		I	I							M	0	0	0, 4, 1		0	0
18	18	0	0	2/4	2	1	V(64)}	C	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
18	18	1/4	1/4	2/4	2	1	V	C	I		V	V							M	0	0	1, 5, 2		1	1
19	19	0	0	2/4	2	1	V.I{	C	V		I	I						{	M	0	0	0, 4, 1		0	0
20	20	0	0	2/4	2	1	IV64	C	V		IV64	IV		64					M	0	0	0, -1, 3		-1	0
21	21	0	0	2/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	22	0	0	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
24	24	0	0	2/4	2	1	IV64	C	V		IV64	IV		64					M	0	0	0, -1, 3		-1	0
25	25	0	0	2/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
26	26	0	0	2/4	2	1	I}{	C	V		I	I						}{	M	0	0	0, 4, 1		0	0
26	26	1/8	1/8	2/4	2	1	ii7	C	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
26	26	1/4	1/4	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
26	26	3/8	3/8	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
27	27	0	0	2/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	28	0	0	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
28	28	1/8	1/8	2/4	2	1	ii7	C	V		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
28	28	1/4	1/4	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
28	28	3/8	3/8	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
29	29	0	0	2/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
30	30	0	0	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
30	30	1/4	1/4	2/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	0	0	2/4	2	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
31	31	1/8	1/8	2/4	2	1	#viio7/vi	C	V		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
31	31	3/8	3/8	2/4	2	1	vi	C	V		vi	vi							m	0	0	3, 0, 4		3	3
32	32	0	0	2/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
33	33	0	0	2/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
33	33	1/4	1/4	2/4	2	1	V7(4)	C	V		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
33	33	3/8	3/8	2/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	0	0	2/4	2	1	I}	C	V		I	I						}	M	0	0	0, 4, 1		0	0
34	34	1/4	1/4	2/4	2	1	{	C	V									{		0	0				
36	36	0	0	2/4	2	1	V65	C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
36	36	1/4	1/4	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
37	37	0	0	2/4	2	1	IV	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
37	37	3/8	3/8	2/4	2	1	vii%7/V	C	V		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
38	38	0	0	2/4	2	1	V(64)}	C	V		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
38	38	1/8	1/8	2/4	2	1	V	C	V		V	V							M	0	0	1, 5, 2		1	1
38	38	1/4	1/4	2/4	2	1	{	C	V									{		0	0				
41	41	0	0	2/4	2	1	vi	C	V		vi	vi							m	0	0	3, 0, 4		3	3
41	41	1/8	1/8	2/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
41	41	1/4	1/4	2/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
41	41	3/8	3/8	2/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
42	42	0	0	2/4	2	1	I}{	C	V		I	I						}{	M	0	0	0, 4, 1		0	0
42	42	1/4	1/4	2/4	2	1	I(64)	C	V		I(64)	I			64				M	0	0	0, -1, 3		0	0
43	43	0	0	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
43	43	1/4	1/4	2/4	2	1	I(64)	C	V		I(64)	I			64				M	0	0	0, -1, 3		0	0
44	44	0	0	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
44	44	1/8	1/8	2/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
44	44	1/4	1/4	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
44	44	3/8	3/8	2/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
45	45	0	0	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
45	45	1/8	1/8	2/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
45	45	1/4	1/4	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
45	45	3/8	3/8	2/4	2	1	V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
46	46	0	0	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
47	47	0	0	2/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
47	47	1/4	1/4	2/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
47	47	3/8	3/8	2/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	48	0	0	2/4	2	1	I}{	C	V		I	I						}{	M	0	0	0, 4, 1		0	0
48	48	1/4	1/4	2/4	2	1	I(64)	C	V		I(64)	I			64				M	0	0	0, -1, 3		0	0
49	49	0	0	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
49	49	1/4	1/4	2/4	2	1	I(64)	C	V		I(64)	I			64				M	0	0	0, -1, 3		0	0
50	50	0	0	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
50	50	1/8	1/8	2/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
50	50	1/4	1/4	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
50	50	3/8	3/8	2/4	2	1	V2	C	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
51	51	0	0	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
51	51	1/8	1/8	2/4	2	1	V6	C	V		V6	V		6					M	0	0	5, 2, 1		1	5
51	51	1/4	1/4	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
51	51	3/8	3/8	2/4	2	1	V43	C	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
52	52	0	0	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
53	53	0	0	2/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
53	53	1/4	1/4	2/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
53	53	3/8	3/8	2/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
54	54	0	0	2/4	2	1	I}	C	V		I	I						}	M	0	0	0, 4, 1		0	0
55	55	0	0	2/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
55	55	1/4	1/4	2/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	0	0	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
57	57	0	0	2/4	2	1	V(64)	C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
57	57	1/4	1/4	2/4	2	1	V7	C	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	58	0	0	2/4	2	1	I	C	V		I	I							M	0	0	0, 4, 1		0	0
59	59	0	0	2/4	2	1	{	C	V									{		0	0				
59	59	3/8	3/8	2/4	2	1	viio43/IV	C	V		viio43/IV	vii	o	43		IV			o7	0	0	-2, -5, 4, 1		4	-2
60	60	0	0	2/4	2	1	IV6	C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
60	60	3/8	3/8	2/4	2	1	#viio43/ii	C	V		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
61	61	0	0	2/4	2	1	ii6	C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
61	61	3/8	3/8	2/4	2	1	viio43	C	V		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
62	62	0	0	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
62	62	1/8	1/8	2/4	2	1	V2(9)	C	V		V2(9)	V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
62	62	1/4	1/4	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
62	62	3/8	3/8	2/4	2	1	V2(9)	C	V		V2(9)	V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
63	63	0	0	2/4	2	1	I6	C	V		I6	I		6					M	0	0	4, 1, 0		0	4
