mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	10	0	0	2/4	2	1	I	C	V		I		I							M	0	0	0, 4, 1		0	0
11	10	1/4	1/4	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
12	11	0	0	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
12	11	1/4	1/4	2/4	2	1	V65/V	C	V		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
13	12	0	0	2/4	2	1	V}	C	V		V		V						}	M	0	0	1, 5, 2		1	1
13	12	1/4	1/4	2/4	2	1	I6{	C	V		I6		I		6				{	M	0	0	4, 1, 0		0	4
14	13	0	0	2/4	2	1	vi	C	V		vi		vi							m	0	0	3, 0, 4		3	3
14	13	1/4	1/4	2/4	2	1	ii6	C	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
15	14	0	0	2/4	2	1	V	C	V		V		V							M	0	0	1, 5, 2		1	1
15	14	1/4	1/4	2/4	2	1	I6	C	V		I6		I		6					M	0	0	4, 1, 0		0	4
16	15	0	0	2/4	2	1	IV	C	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
16	15	1/4	1/4	2/4	2	1	V(64)	C	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
16	15	3/8	3/8	2/4	2	1	V7	C	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	16	0	0	2/4	2	1	I}	C	V		I		I						}	M	0	0	0, 4, 1		0	0
19	18	0	0	2/4	2	1	I.V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	20	1/4	1/4	2/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
22	21	0	0	2/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
22	21	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
23	22	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
23	22	1/4	1/4	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
24	23	0	0	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
24	23	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
24	23	3/8	3/8	2/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2
25	24	0	0	2/4	2	1	V}	C	I		V		V						}	M	0	0	1, 5, 2		1	1
25	24	1/4	1/4	2/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
26	25	0	0	2/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
26	25	1/4	1/4	2/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2
27	26	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
27	26	1/4	1/4	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
28	27	0	0	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
28	27	1/4	1/4	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
28	27	3/8	3/8	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	28	0	0	2/4	2	1	I}	C	I		I		I						}	M	0	0	0, 4, 1		0	0
29	28	1/4	1/4	2/4	2	1	vi.i6{	C	vi		i6		i		6				{	m	0	1	-3, 1, 0		0	-3
30	29	0	0	2/4	2	1	i	C	vi		i		i							m	0	1	0, -3, 1		0	0
30	29	1/4	1/4	2/4	2	1	iio	C	vi		iio		ii	o						o	0	1	2, -1, -4		2	2
31	30	0	0	2/4	2	1	V6	C	vi		V6		V		6					M	0	1	5, 2, 1		1	5
31	30	1/4	1/4	2/4	2	1	V(64)	C	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
32	31	1/4	1/4	2/4	2	1	V7	C	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
33	32	0	0	2/4	2	1	V	C	vi		V		V							M	0	1	1, 5, 2		1	1
33	32	1/4	1/4	2/4	2	1	i6	C	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
34	33	0	0	2/4	2	1	bII6	C	vi		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
34	33	1/4	1/4	2/4	2	1	#viio6/iv	C	vi		#viio6/iv		#vii	o	6		iv			o	0	1	1, -2, 4		4	1
35	34	0	0	2/4	2	1	iv6	C	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
35	34	1/8	1/8	2/4	2	1	V6/iv	C	vi		V6/iv		V		6		iv			M	0	1	4, 1, 0		0	4
35	34	1/4	1/4	2/4	2	1	iv	C	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
35	34	3/8	3/8	2/4	2	1	i64	C	vi		i64		i		64					m	0	1	1, 0, -3		0	1
36	35	0	0	2/4	2	1	Ger6	C	vi		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
37	36	0	0	2/4	2	1	V}	C	vi		V		V						}	M	0	1	1, 5, 2		1	1
38	37	0	0	2/4	2	1	V(64)	C	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
39	38	0	0	2/4	2	1	V	C	vi		V		V							M	0	1	1, 5, 2		1	1
40	39	0	0	2/4	2	1	V(64)	C	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
41	40	0	0	2/4	2	1	V	C	vi		V		V							M	0	1	1, 5, 2		1	1
41	40	1/4	1/4	2/4	2	1	i6{	C	vi		i6		i		6				{	m	0	1	-3, 1, 0		0	-3
42	41	0	0	2/4	2	1	V(64)	C	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
42	41	1/4	1/4	2/4	2	1	V7	C	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
43	42	0	0	2/4	2	1	V	C	vi		V		V							M	0	1	1, 5, 2		1	1
43	42	1/4	1/4	2/4	2	1	i64	C	vi		i64		i		64					m	0	1	1, 0, -3		0	1
44	43	0	0	2/4	2	1	i6	C	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
44	43	1/4	1/4	2/4	2	1	iio6	C	vi		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
45	44	0	0	2/4	2	1	V64	C	vi		V64		V		64					M	0	1	2, 1, 5		1	2
45	44	1/4	1/4	2/4	2	1	#viio	C	vi		#viio		#vii	o						o	0	1	5, 2, -1		5	5
46	45	0	0	2/4	2	1	i	C	vi		i		i							m	0	1	0, -3, 1		0	0
46	45	1/8	1/8	2/4	2	1	iio	C	vi		iio		ii	o						o	0	1	2, -1, -4		2	2
46	45	1/4	1/4	2/4	2	1	i6	C	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
46	45	3/8	3/8	2/4	2	1	V65/iv	C	vi		V65/iv		V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
47	46	0	0	2/4	2	1	iv	C	vi		iv		iv							m	0	1	-1, -4, 0		-1	-1
47	46	1/8	1/8	2/4	2	1	i64	C	vi		i64		i		64					m	0	1	1, 0, -3		0	1
47	46	1/4	1/4	2/4	2	1	iv6	C	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
47	46	3/8	3/8	2/4	2	1	i64	C	vi		i64		i		64					m	0	1	1, 0, -3		0	1
48	47	0	0	2/4	2	1	bII6	C	vi		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
48	47	1/4	1/4	2/4	2	1	V(64)	C	vi		V(64)		V			64				M	0	1	1, 0, -3		1	1
48	47	3/8	3/8	2/4	2	1	V	C	vi		V		V							M	0	1	1, 5, 2		1	1
49	48	0	0	2/4	2	1	i}	C	vi		i		i						}	m	0	1	0, -3, 1		0	0
49	48	1/4	1/4	2/4	2	1	V7	C	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
50	49	0	0	2/4	2	1	i	C	vi		i		i							m	0	1	0, -3, 1		0	0
50	49	1/4	1/4	2/4	2	1	V7	C	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
51	50	0	0	2/4	2	1	i	C	vi		i		i							m	0	1	0, -3, 1		0	0
51	50	1/4	1/4	2/4	2	1	V7	C	vi		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
52	51	0	0	2/4	2	1	i	C	vi		i		i							m	0	1	0, -3, 1		0	0
52	51	1/4	1/4	2/4	2	1	I.V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
53	52	1/4	1/4	2/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
54	53	0	0	2/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
54	53	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
55	54	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
55	54	1/4	1/4	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
56	55	0	0	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
56	55	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
56	55	3/8	3/8	2/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2
57	56	0	0	2/4	2	1	V}	C	I		V		V						}	M	0	0	1, 5, 2		1	1
57	56	1/4	1/4	2/4	2	1	I6{	C	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
58	57	0	0	2/4	2	1	vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
58	57	1/4	1/4	2/4	2	1	ii	C	I		ii		ii							m	0	0	2, -1, 3		2	2
59	58	0	0	2/4	2	1	V	C	I		V		V							M	0	0	1, 5, 2		1	1
59	58	1/4	1/4	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
60	59	0	0	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
60	59	1/4	1/4	2/4	2	1	IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
60	59	3/8	3/8	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
61	60	0	0	2/4	2	1	I}	C	I		I		I						}	M	0	0	0, 4, 1		0	0
61	60	1/4	1/4	2/4	2	1	V2{	C	I		V2		V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
62	61	0	0	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
62	61	1/4	1/4	2/4	2	1	V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
63	62	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
63	62	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
64	63	0	0	2/4	2	1	V(64)	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
64	63	1/4	1/4	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
65	64	0	0	2/4	2	1	I(9)}	C	I		I(9)		I			9			}	M	0	0	0, 4, 1	2	0	0
65	64	1/8	1/8	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
65	64	1/4	1/4	2/4	2	1	V2{	C	I		V2		V		2				{	Mm7	0	0	-1, 1, 5, 2		1	-1
66	65	0	0	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
66	65	1/4	1/4	2/4	2	1	V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
67	66	0	0	2/4	2	1	I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
67	66	1/4	1/4	2/4	2	1	ii6	C	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
68	67	0	0	2/4	2	1	V(64)	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
68	67	1/4	1/4	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
69	68	0	0	2/4	2	1	I}	C	I		I		I						}	M	0	0	0, 4, 1		0	0
70	69	0	0	2/4	2	1	V(64)	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
70	69	1/4	1/4	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
71	70	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
72	71	0	0	2/4	2	1	V(64)	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
72	71	1/4	1/4	2/4	2	1	V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
73	72	0	0	2/4	2	1	I	C	I		I		I							M	0	0	0, 4, 1		0	0
