mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
126	126	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
126	126	1/4	1/4	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
127	127	0	0	2/4	4	1		V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
128	128	0	0	2/4	4	1		V43(b9)		D	I		V43(b9)		V		43	b9				Mm7	0	0	2, -1, 1, 5	-4	1	2
129	129	0	0	2/4	4	1		I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
129	129	1/4	1/4	2/4	4	1		#viio65/ii		D	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
130	130	0	0	2/4	4	1		V65/ii		D	I		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
130	130	3/8	3/8	2/4	4	1		ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
131	131	0	0	2/4	4	1		viio43		D	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
131	131	1/4	1/4	2/4	4	1		V2		D	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
131	131	3/8	3/8	2/4	4	1		V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
132	132	1/4	1/4	2/4	4	1		I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
133	133	0	0	2/4	4	1		ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
133	133	1/4	1/4	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
134	134	0	0	2/4	4	1		I[iiio43		D	I	I	iiio43		iii	o	43					o7	0	0	-2, -5, 4, 1		4	-2
135	135	0	0	2/4	4	1		viio7		D	I	I	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
136	136	0	0	2/4	4	1		I]		D	I	I	I		I							M	0	0	0, 4, 1		0	0
136	136	1/4	1/4	2/4	4	1		I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
136	136	3/8	3/8	2/4	4	1		IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
137	137	0	0	2/4	4	1		V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
137	137	1/4	1/4	2/4	4	1		V		D	I		V		V							M	0	0	1, 5, 2		1	1
138	138	0	0	2/4	4	1		I[iiio43		D	I	I	iiio43		iii	o	43					o7	0	0	-2, -5, 4, 1		4	-2
139	139	0	0	2/4	4	1		viio7		D	I	I	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
140	140	0	0	2/4	4	1		I]		D	I	I	I		I							M	0	0	0, 4, 1		0	0
140	140	1/4	1/4	2/4	4	1		I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
140	140	3/8	3/8	2/4	4	1		IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
141	141	0	0	2/4	4	1		V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
141	141	1/4	1/4	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
142	142	0	0	2/4	4	1		I\\		D	I		I		I						\\	M	0	0	0, 4, 1		0	0
142	142	3/8	3/8	2/4	4	1		IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
143	143	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
143	143	1/4	1/4	2/4	4	1		I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
143	143	3/8	3/8	2/4	4	1		IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
144	144	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
144	144	3/8	3/8	2/4	4	1		V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
145	145	0	0	2/4	4	1		V7/iv		D	I		V7/iv		V		7		iv			Mm7	0	0	0, 4, 1, -2		0	0
145	145	1/4	1/4	2/4	4	1		V7(+9)/iv		D	I		V7(+9)/iv		V		7	+9	iv			Mm7	0	0	0, 4, 1, -2	-5	0	0
145	145	3/8	3/8	2/4	4	1		V7/iv		D	I		V7/iv		V		7		iv			Mm7	0	0	0, 4, 1, -2		0	0
146	146	0	0	2/4	4	1		iv64		D	I		iv64		iv		64					m	0	0	0, -1, -4		-1	0
146	146	3/8	3/8	2/4	4	1		II65/iv		D	I		II65/iv		II		65		iv			Mm7	0	0	5, 2, -1, 1		1	5
147	147	0	0	2/4	4	1		ii%65/iv		D	I		ii%65/iv		ii	%	65		iv			%7	0	0	-2, -5, -1, 1		1	-2
147	147	1/4	1/4	2/4	4	1		#viio43/iv		D	I		#viio43/iv		#vii	o	43		iv			o7	0	0	-2, -5, 4, 1		4	-2
147	147	3/8	3/8	2/4	4	1		iv6		D	I		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
148	148	0	0	2/4	4	1		V		D	I		V		V							M	0	0	1, 5, 2		1	1
148	148	1/8	1/8	2/4	4	1		iiio7		D	I		iiio7		iii	o	7					o7	0	0	4, 1, -2, -5		4	4
148	148	1/4	1/4	2/4	4	1		iiio6		D	I		iiio6		iii	o	6					o	0	0	1, -2, 4		4	1
148	148	3/8	3/8	2/4	4	1		iv	ii/.bIII	D	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
149	149	0	0	2/4	4	1		V7/bIII		D	I		V7/bIII		V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2
149	149	3/8	3/8	2/4	4	1		bIII64		D	I		bIII64		bIII		64					M	0	0	-2, -3, 1		-3	-2
150	150	0	0	2/4	4	1		V7/bIII		D	I		V7/bIII		V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2
150	150	3/8	3/8	2/4	4	1		bIII64		D	I		bIII64		bIII		64					M	0	0	-2, -3, 1		-3	-2
151	151	0	0	2/4	4	1		viio7		D	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
151	151	3/8	3/8	2/4	4	1		V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
152	152	0	0	2/4	4	1		viio43		D	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
152	152	1/8	1/8	2/4	4	1		V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
152	152	1/4	1/4	2/4	4	1		viio43		D	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
152	152	3/8	3/8	2/4	4	1		V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
153	153	0	0	2/4	4	1		V[V7(b9)		D	I	V	V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
153	153	1/8	1/8	2/4	4	1		V7		D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
154	154	0	0	2/4	4	1		I(b6)		D	I	V	I(b6)		I			b6				M	0	0	0, 4, -4		0	0
154	154	1/8	1/8	2/4	4	1		I		D	I	V	I		I							M	0	0	0, 4, 1		0	0
155	155	0	0	2/4	4	1		V43		D	I	V	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
155	155	1/4	1/4	2/4	4	1		I		D	I	V	I		I							M	0	0	0, 4, 1		0	0
156	156	0	0	2/4	4	1		V(6)		D	I	V	V(6)		V			6				M	0	0	1, 5, 4		1	1
156	156	1/8	1/8	2/4	4	1		V]		D	I	V	V		V							M	0	0	1, 5, 2		1	1
157	157	0	0	2/4	4	1		V7(b9)		D	I		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
158	158	0	0	2/4	4	1		I64(b6)		D	I		I64(b6)		I		64	b6				M	0	0	-4, 0, 4		0	-4
159	159	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
159	159	1/4	1/4	2/4	4	1		I64		D	I		I64		I		64					M	0	0	1, 0, 4		0	1
160	160	0	0	2/4	4	1		V(6)		D	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
160	160	1/8	1/8	2/4	4	1		V		D	I		V		V							M	0	0	1, 5, 2		1	1
161	161	0	0	2/4	4	1		V7(b9)		D	I		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
162	162	1/4	1/4	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
163	163	0	0	2/4	4	1		IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
164	164	0	0	2/4	4	1		ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
164	164	1/4	1/4	2/4	4	1		iio		D	I		iio		ii	o						o	0	0	2, -1, -4		2	2
165	165	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
166	166	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
167	167	0	0	2/4	4	1		V[V/V		D	I	V	V/V		V				V			M	0	0	2, 6, 3		2	2
167	167	1/8	1/8	2/4	4	1		vii7/V		D	I	V	vii7/V		vii		7		V			mm7	0	0	6, 3, 7, 4		6	6
167	167	3/8	3/8	2/4	4	1		V7		D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
169	169	0	0	2/4	4	1		I		D	I	V	I		I							M	0	0	0, 4, 1		0	0
170	170	0	0	2/4	4	1		I(9)		D	I	V	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
170	170	1/8	1/8	2/4	4	1		I		D	I	V	I		I							M	0	0	0, 4, 1		0	0
170	170	1/4	1/4	2/4	4	1		viio/V		D	I	V	viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
171	171	0	0	2/4	4	1		V7(9)		D	I	V	V7(9)		V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
171	171	1/4	1/4	2/4	4	1		V7]		D	I	V	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
172	172	0	0	2/4	4	1		V2(4)/IV		D	I		V2(4)/IV		V		2	4	IV			Mm7	0	0	-2, 0, -1, 1		0	-2
172	172	1/4	1/4	2/4	4	1		V2/IV		D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
173	173	0	0	2/4	4	1		IV6(2)		D	I		IV6(2)		IV		6	2				M	0	0	3, 0, 1		-1	3
173	173	1/8	1/8	2/4	4	1		IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
173	173	3/8	3/8	2/4	4	1		Ger6		D	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
174	174	0	0	2/4	4	1		v(64)		D	I		v(64)		v			64				m	0	0	1, 0, 4		1	1
174	174	1/8	1/8	2/4	4	1		V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
175	175	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
176	176	0	0	2/4	4	1		vii2(4)/iii		D	I		vii2(4)/iii		vii		2	4	iii			mm7	0	0	0, 2, 1, 3		2	0
176	176	1/8	1/8	2/4	4	1		vii2/iii		D	I		vii2/iii		vii		2		iii			mm7	0	0	0, 2, -1, 3		2	0
176	176	1/4	1/4	2/4	4	1		V2/IV		D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
177	177	0	0	2/4	4	1		IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
177	177	3/8	3/8	2/4	4	1		Ger6		D	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
178	178	0	0	2/4	4	1		v(64)		D	I		v(64)		v			64				m	0	0	1, 0, 4		1	1
178	178	1/8	1/8	2/4	4	1		V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
182	182	0	0	2/4	4	1		V7(b9)		D	I		V7(b9)		V		7	b9				Mm7	0	0	1, 5, 2, -1	-4	1	1
184	184	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
184	184	1/4	1/4	2/4	4	1		viio2/V		D	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
185	185	0	0	2/4	4	1		viio2		D	I		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
186	186	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
186	186	1/4	1/4	2/4	4	1		viio/V		D	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
187	187	0	0	2/4	4	1		V7(2)		D	I		V7(2)		V		7	2				Mm7	0	0	3, 5, 2, -1		1	3
188	188	0	0	2/4	4	1		V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
189	189	0	0	2/4	4	1		I		D	I		I		I							M	0	0	0, 4, 1		0	0
191	191	0	0	2/4	4	1		I\\		D	I		I		I						\\	M	0	0	0, 4, 1		0	0
192	192	0	0	2/4	4	1		viio65/V		D	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
