0,0.5,d,5,M,0
0.5,2.0,D,5,M,0
2.0,3.0,d,7,m,1
3.0,4.0,d,7,d7,1
4.0,5.5,d,1,M,0
5.5,6.0,D,5,M,0
6.0,8.5,D,5,D7,0
8.5,10.0,D,1,M,0
10.0,11.0,D,5,M,0
11.0,14.0,D,1,M,0
14.0,14.5,D,5,M,0
14.5,15.0,D,5,M,1
15.0,18.0,D,1,M,0
18.0,20.0,D,6,m,0
20.0,20.5,D,5,M,0
20.5,21.0,D,5,D7,0
21.0,22.0,D,2,m,0
22.0,25.5,D,5,D7,0
25.5,26.0,D,5,M,0
26.0,26.5,D,2,m,1
26.5,27.5,D,2,m,0
27.5,28.0,D,5,m,0
28.0,29.5,D,7,D7,0
29.5,32.0,D,5,D7,0
32.0,34.0,D,5/6,D7,0
34.0,34.5,D,7/2,d7,0
34.5,35.0,D,7/4,d7,0
35.0,36.0,D,7,d7,2
36.0,39.5,D,7/5,d7,2
39.5,41.5,D,7/5,d7,3
41.5,42.0,D,7/5,d7,1
42.0,42.5,D,5,D7,0
42.5,43.0,D,2,D7,0
43.0,46.0,D,5,D7,0
46.0,50.5,D,1,M,0
50.5,54.0,f#,1,m,0
54.0,55.5,f#,7,d7,1
55.5,57.0,f#,7,d7,0
57.0,57.5,f#,6,m,0
57.5,58.0,f#,7,m,0
58.0,59.0,f#,1,m,0
59.0,60.0,f#,5,M,0
60.0,61.0,f#,4,m,1
61.0,62.0,f#,5,M,0
62.0,62.5,f#,5,m,0
62.5,65.0,f#,1,m,0
65.0,65.5,f#,4,m,0
65.5,66.0,A,1,m,0
66.0,68.0,A,1,M,0
68.0,69.0,A,1,M,1
69.0,70.0,A,1,M,0
70.0,70.5,A,4,m,0
70.5,71.0,A,4,m,1
71.0,73.0,A,2,m,1
73.0,74.0,A,1,M,1
74.0,74.5,A,7/5,d7,1
74.5,75.0,A,7,d7,1
75.0,76.0,A,5,D7,2
76.0,76.5,A,2,m7,1
76.5,77.0,A,2,d7,1
77.0,77.5,A,7,d7,2
77.5,78.0,A,7,d7,0
78.0,80.0,A,1,M,0
80.0,81.5,D,5,M,0
81.5,82.0,D,5,D7,0
82.0,83.0,D,4,M,1
83.0,83.5,D,5,M,2
83.5,84.0,D,5,D7,0
84.0,84.5,D,5,D7,2
84.5,88.0,D,5,D7,0
88.0,88.5,D,5,M,0
88.5,90.0,D,1,M,0
90.0,91.0,D,5,M,0
91.0,94.0,D,1,M,0
94.0,95.0,D,5,M,0
95.0,98.0,D,1,M,0
98.0,100.0,D,6,m,0
100.0,102.0,D,2,m,0
102.0,105.5,D,5,D7,0
105.5,106.0,D,5,M,0
106.0,106.5,D,2,m,1
106.5,107.5,D,2,m,0
107.5,108.0,D,5,m,0
108.0,108.5,D,2,d,0
108.5,109.0,D,7,d,0
109.0,109.5,D,7,D7,0
109.5,113.5,D,5,D7,0
113.5,114.0,D,5/6,D7,0
114.0,115.0,D,7/2,d7,0
115.0,115.5,D,7,d7,2
115.5,119.5,D,7/5,d7,2
119.5,120.5,D,7/5,d7,3
120.5,121.5,D,7/5,d7,1
121.5,122.0,D,7/5,d7,2
122.0,125.5,D,5,D7,0
125.5,130.0,D,1,M,0
