mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/8	2/4	2	1	Eb.I{	Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
3	2	0	0	2/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
4	3	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
4	3	1/8	1/8	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
4	3	1/4	1/4	2/4	2	1	IV	Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
4	3	3/8	3/8	2/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
5	4	0	0	2/4	2	1	vi	Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
5	4	1/8	1/8	2/4	2	1	viio	Eb	I		viio		vii	o						o	0	0	5, 2, -1		5	5
5	4	1/4	1/4	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
7	6	0	0	2/4	2	1	V6	Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
8	7	0	0	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
8	7	1/8	1/8	2/4	2	1	I6	Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
8	7	1/4	1/4	2/4	2	1	V43	Eb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
8	7	3/8	3/8	2/4	2	1	I	Eb	I		I		I							M	0	0	0, 4, 1		0	0
9	8	0	0	2/4	2	1	V(64)}	Eb	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
9	8	1/8	1/8	2/4	2	1	V	Eb	I		V		V							M	0	0	1, 5, 2		1	1
9	8	3/8	3/8	2/4	2	1	V.I{	Eb	V		I		I						{	M	0	0	0, 4, 1		0	0
11	10	0	0	2/4	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	11	0	0	2/4	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
13	12	0	0	2/4	2	1	V65	Eb	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
14	13	0	0	2/4	2	1	I	Eb	V		I		I							M	0	0	0, 4, 1		0	0
14	13	1/4	1/4	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
15	14	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
16	15	0	0	2/4	2	1	V(64)}	Eb	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
16	15	1/8	1/8	2/4	2	1	V	Eb	V		V		V							M	0	0	1, 5, 2		1	1
16	15	1/4	1/4	2/4	2	1	{	Eb	V										{		0	0				
17	16	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
18	17	0	0	2/4	2	1	ii6(#7)	Eb	V		ii6(#7)		ii		6	#7				m	0	0	-1, 3, 7		2	-1
18	17	3/8	3/8	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
19	18	0	0	2/4	2	1	V7	Eb	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	19	0	0	2/4	2	1	vi(#4)	Eb	V		vi(#4)		vi			#4				m	0	0	3, 0, 9		3	3
20	19	3/8	3/8	2/4	2	1	vi	Eb	V		vi		vi							m	0	0	3, 0, 4		3	3
21	20	0	0	2/4	2	1	I6	Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
22	21	0	0	2/4	2	1	ii6	Eb	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
