mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	4	1		F.I	F	I		I		I							M	0	0	0, 4, 1		0	0
2	2	0	0	3/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
3	3	0	0	3/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
4	4	0	0	3/4	4	1		IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
6	6	0	0	3/4	4	1		V65	F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
7	7	0	0	3/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
7	7	1/4	1/4	3/4	4	1		vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
7	7	1/2	1/2	3/4	4	1		ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
8	8	0	0	3/4	4	1		V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
8	8	1/2	1/2	3/4	4	1		V\\	F	I		V		V						\\	M	0	0	1, 5, 2		1	1
9	9	0	0	3/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
10	10	0	0	3/4	4	1		V	F	I		V		V							M	0	0	1, 5, 2		1	1
11	11	0	0	3/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
12	12	0	0	3/4	4	1		IV6	F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
14	14	0	0	3/4	4	1		#viio7(6)/vi	F	I		#viio7(6)/vi		#vii	o	7	6	vi			o7	0	0	8, 5, 4, -1		8	8
14	14	1/2	1/2	3/4	4	1		#viio7/vi	F	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
16	16	0	0	3/4	4	1		#viio7(4)/ii	F	I		#viio7(4)/ii		#vii	o	7	4	ii			o7	0	0	7, -1, 1, -2		7	7
16	16	1/2	1/2	3/4	4	1		#viio7/ii	F	I		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
18	18	0	0	3/4	4	1		ii6(11#7b6)	F	I		ii6(11#7b6)		ii		6	11#7b6				m	0	0	-1, -2, 7	1	2	-1
18	18	3/8	3/8	3/4	4	1		ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
19	19	0	0	3/4	4	1		V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
19	19	1/2	1/2	3/4	4	1		V(6)	F	I		V(6)		V			6				M	0	0	1, 5, 4		1	1
19	19	5/8	5/8	3/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	0	0	3/4	4	1		I\\	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
21	21	0	0	3/4	4	1		I	F	I		I		I							M	0	0	0, 4, 1		0	0
22	22	0	0	3/4	4	1		viio7(b4)/V	F	I		viio7(b4)/V		vii	o	7	b4	V			o7	0	0	6, -2, 0, -3		6	6
22	22	1/2	1/2	3/4	4	1		viio7/V	F	I		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
24	24	0	0	3/4	4	1		V7(4)	F	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
24	24	1/2	1/2	3/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
26	26	0	0	3/4	4	1		V7(4)/IV	F	I		V7(4)/IV		V		7	4	IV			Mm7	0	0	0, -1, 1, -2		0	0
26	26	1/2	1/2	3/4	4	1		V7/IV	F	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
27	27	0	0	3/4	4	1		ii6(9#4)	F	I		ii6(9#4)		ii		6	9#4				m	0	0	-1, 8, 2	4	2	-1
27	27	1/2	1/2	3/4	4	1		ii6	F	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
28	28	0	0	3/4	4	1		V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29	0	0	3/4	4	1		I\\	F	I		I		I						\\	M	0	0	0, 4, 1		0	0
30	30	0	0	3/4	4	1		V[I6	F	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
31	31	0	0	3/4	4	1		V64	F	I	V	V64		V		64					M	0	0	2, 1, 5		1	2
31	31	3/8	3/8	3/4	4	1		V43	F	I	V	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
33	33	0	0	3/4	4	1		I6(6)	F	I	V	I6(6)		I		6	6				M	0	0	4, 3, 0		0	4
33	33	3/8	3/8	3/4	4	1		I6	F	I	V	I6		I		6					M	0	0	4, 1, 0		0	4
35	35	0	0	3/4	4	1		V2(6)	F	I	V	V2(6)		V		2	6				Mm7	0	0	-1, 1, 5, 4		1	-1
35	35	3/8	3/8	3/4	4	1		V2	F	I	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
36	36	5/8	5/8	3/4	4	1		V2]	F	I	V	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
37	37	0	0	3/4	4	1		V65/vi	F	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
38	38	0	0	3/4	4	1		vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
39	39	0	0	3/4	4	1		V65/V	F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
40	40	0	0	3/4	4	1		v.i	F	v		i		i							m	0	1	0, -3, 1		0	0
41	41	0	0	3/4	4	1		VI	F	v		VI		VI							M	0	1	-4, 0, -3		-4	-4
43	43	0	0	3/4	4	1		V43/VI	F	v		V43/VI		V		43		VI			Mm7	0	1	-2, -5, -3, 1		-3	-2
45	45	0	0	3/4	4	1		VI6(6)	F	v		VI6(6)		VI		6	6				M	0	1	0, -1, -4		-4	0
45	45	3/8	3/8	3/4	4	1		VI6	F	v		VI6		VI		6					M	0	1	0, -3, -4		-4	0
46	46	0	0	3/4	4	1		viio65/VII	F	v		viio65/VII		vii	o	65		VII			o7	0	1	0, -3, -6, 3		3	0
47	47	0	0	3/4	4	1		#viio65	F	v		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
48	48	0	0	3/4	4	1		i6	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
48	48	1/4	1/4	3/4	4	1		iio6	F	v		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
48	48	1/2	1/2	3/4	4	1		viio7/V	F	v		viio7/V		vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
49	49	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
49	49	5/8	5/8	3/4	4	1		V(64)	F	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
50	50	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
50	50	5/8	5/8	3/4	4	1		V(64)	F	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
51	51	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
51	51	5/8	5/8	3/4	4	1		V(64)	F	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
52	52	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
52	52	5/8	5/8	3/4	4	1		V(64)	F	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
53	53	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
53	53	9/16	9/16	3/4	4	1		i	F	v		i		i							m	0	1	0, -3, 1		0	0
54	54	0	0	3/4	4	1		V	F	v		V		V							M	0	1	1, 5, 2		1	1
55	55	0	0	3/4	4	1		V\\	F	v		V		V						\\	M	0	1	1, 5, 2		1	1
55	55	3/8	3/8	3/4	4	1		V.V	F	V		V		V							M	0	0	1, 5, 2		1	1
56	56	0	0	3/4	4	1		@none	F	V		@none		@none							m	0	0				
57	57	0	0	3/4	4	1		ii	F	V		ii		ii							m	0	0	2, -1, 3		2	2
58	58	0	0	3/4	4	1		V	F	V		V		V							M	0	0	1, 5, 2		1	1
58	58	1/2	1/2	3/4	4	1		V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
59	59	0	0	3/4	4	1		I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	1/4	1/4	3/4	4	1		viio6	F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
59	59	1/2	1/2	3/4	4	1		I	F	V		I		I							M	0	0	0, 4, 1		0	0
60	60	0	0	3/4	4	1		viio(64)	F	V		viio(64)		vii	o		64				o	0	0	5, 4, 1		5	5
60	60	1/4	1/4	3/4	4	1		viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
60	60	1/2	1/2	3/4	4	1		@none	F	V		@none		@none							m	0	0				
61	61	0	0	3/4	4	1		viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
62	62	0	0	3/4	4	1		V65/vi	F	V		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
62	62	1/2	1/2	3/4	4	1		viio64/vi	F	V		viio64/vi		vii	o	64		vi			o	0	0	-5, 1, -2		1	-5
63	63	0	0	3/4	4	1		vi6	F	V		vi6		vi		6					m	0	0	0, 4, 3		3	0
63	63	1/4	1/4	3/4	4	1		vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
