mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
77	77	1/4	1/4	3/8	4	1		V43	G	vi		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
78	78	0	0	3/8	4	1		V7	G	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
78	78	1/8	1/8	3/8	4	1		V(64)	G	vi		V(64)	V			64				M	0	1	1, 0, -3		1	1
79	79	0	0	3/8	4	1		V	G	vi		V	V							M	0	1	1, 5, 2		1	1
79	79	1/8	1/8	3/8	4	1		i6	G	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
79	79	1/4	1/4	3/8	4	1		V43	G	vi		V43	V		43					Mm7	0	1	2, -1, 1, 5		1	2
80	80	1/8	1/8	3/8	4	1		i6	G	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
80	80	1/4	1/4	3/8	4	1		i\\	G	vi		i	i						\\	m	0	1	0, -3, 1		0	0
81	81	0	0	3/8	4	1		I.I	G	I		I	I							M	0	0	0, 4, 1		0	0
81	81	1/8	1/8	3/8	4	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
81	81	1/4	1/4	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
82	82	0	0	3/8	4	1		vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
82	82	1/8	1/8	3/8	4	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
82	82	1/4	1/4	3/8	4	1		vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
83	83	0	0	3/8	4	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
83	83	1/8	1/8	3/8	4	1		ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
83	83	1/4	1/4	3/8	4	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
84	84	0	0	3/8	4	1		V2(4)	G	I		V2(4)	V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
84	84	1/8	1/8	3/8	4	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
84	84	1/4	1/4	3/8	4	1		V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
85	85	0	0	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
85	85	1/8	1/8	3/8	4	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
85	85	1/4	1/4	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
86	86	0	0	3/8	4	1		vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
86	86	1/8	1/8	3/8	4	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
86	86	1/4	1/4	3/8	4	1		vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
87	87	0	0	3/8	4	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
87	87	1/8	1/8	3/8	4	1		ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
87	87	1/4	1/4	3/8	4	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
88	88	1/8	1/8	3/8	4	1		I\\	G	I		I	I						\\	M	0	0	0, 4, 1		0	0
89	89	0	0	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
90	90	0	0	3/8	4	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
91	91	0	0	3/8	4	1		ii6(2)	G	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1
91	91	1/8	1/8	3/8	4	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
92	92	0	0	3/8	4	1		V7(4)	G	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
92	92	3/16	3/16	3/8	4	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
93	93	0	0	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
94	94	0	0	3/8	4	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
95	95	0	0	3/8	4	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
95	95	1/4	1/4	3/8	4	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
96	96	1/4	1/4	3/8	4	1		I\\	G	I		I	I						\\	M	0	0	0, 4, 1		0	0
97	97	0	0	3/8	4	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
97	97	1/8	1/8	3/8	4	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
97	97	1/4	1/4	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
98	98	0	0	3/8	4	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
99	99	0	0	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
99	99	1/8	1/8	3/8	4	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
99	99	1/4	1/4	3/8	4	1		V43/V	G	I		V43/V	V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
100	100	0	0	3/8	4	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
100	100	1/8	1/8	3/8	4	1		V65/V	G	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
100	100	1/4	1/4	3/8	4	1		V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
101	101	0	0	3/8	4	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
101	101	1/8	1/8	3/8	4	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
101	101	1/4	1/4	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
102	102	0	0	3/8	4	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
103	103	0	0	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
103	103	1/8	1/8	3/8	4	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
103	103	1/4	1/4	3/8	4	1		viio6(9)/V	G	I		viio6(9)/V	vii	o	6	9	V			o	0	0	3, 0, 6	1	6	3
104	104	0	0	3/8	4	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
104	104	1/8	1/8	3/8	4	1		V65/V	G	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
104	104	1/4	1/4	3/8	4	1		V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
105	105	0	0	3/8	4	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
105	105	1/8	1/8	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
106	106	0	0	3/8	4	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
107	107	0	0	3/8	4	1		ii6(9)	G	I		ii6(9)	ii		6	9				m	0	0	-1, 3, 2	4	2	-1
107	107	1/8	1/8	3/8	4	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
108	108	0	0	3/8	4	1		V(4)	G	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
108	108	3/16	3/16	3/8	4	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
108	108	1/4	1/4	3/8	4	1		V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
109	109	0	0	3/8	4	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
109	109	1/4	1/4	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
110	110	0	0	3/8	4	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
111	111	0	0	3/8	4	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
111	111	1/4	1/4	3/8	4	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
112	112	0	0	3/8	4	1		I6\\	G	I		I6	I		6				\\	M	0	0	4, 1, 0		0	4
112	112	1/8	1/8	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
113	113	0	0	3/8	4	1		V[I	G	I	V	I	I							M	0	0	0, 4, 1		0	0
113	113	1/8	1/8	3/8	4	1		V43	G	I	V	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
113	113	1/4	1/4	3/8	4	1		I	G	I	V	I	I							M	0	0	0, 4, 1		0	0
114	114	0	0	3/8	4	1		V	G	I	V	V	V							M	0	0	1, 5, 2		1	1
115	115	0	0	3/8	4	1		I	G	I	V	I	I							M	0	0	0, 4, 1		0	0
115	115	1/8	1/8	3/8	4	1		V	G	I	V	V	V							M	0	0	1, 5, 2		1	1
115	115	1/4	1/4	3/8	4	1		viio6/V	G	I	V	viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
116	116	0	0	3/8	4	1		V]	G	I	V	V	V							M	0	0	1, 5, 2		1	1
116	116	1/8	1/8	3/8	4	1		viio(+2)/V	G	I		viio(+2)/V	vii	o		+2	V			o	0	0	6, 3, 0	1	6	6
116	116	1/4	1/4	3/8	4	1		V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
117	117	0	0	3/8	4	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
117	117	1/8	1/8	3/8	4	1		V43	G	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
117	117	1/4	1/4	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
118	118	0	0	3/8	4	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
119	119	0	0	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
119	119	1/8	1/8	3/8	4	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
119	119	1/4	1/4	3/8	4	1		viio6(+2)/V	G	I		viio6(+2)/V	vii	o	6	+2	V			o	0	0	3, 0, 6	1	6	3
120	120	0	0	3/8	4	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
120	120	1/8	1/8	3/8	4	1		viio6/V	G	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
120	120	1/4	1/4	3/8	4	1		V2	G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
121	121	0	0	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
121	121	1/8	1/8	3/8	4	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
121	121	1/4	1/4	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
122	122	0	0	3/8	4	1		vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
122	122	1/8	1/8	3/8	4	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
122	122	1/4	1/4	3/8	4	1		vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
123	123	0	0	3/8	4	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
123	123	1/8	1/8	3/8	4	1		ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
123	123	1/4	1/4	3/8	4	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
124	124	0	0	3/8	4	1		V7(4)	G	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
124	124	1/8	1/8	3/8	4	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
125	125	0	0	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
125	125	1/8	1/8	3/8	4	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
125	125	1/4	1/4	3/8	4	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
126	126	0	0	3/8	4	1		vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
126	126	1/8	1/8	3/8	4	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
126	126	1/4	1/4	3/8	4	1		vi64	G	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
127	127	0	0	3/8	4	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
127	127	1/8	1/8	3/8	4	1		ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
127	127	1/4	1/4	3/8	4	1		V7	G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
128	128	1/8	1/8	3/8	4	1		I64	G	I		I64	I		64					M	0	0	1, 0, 4		0	1
128	128	1/4	1/4	3/8	4	1		I\\	G	I		I	I						\\	M	0	0	0, 4, 1		0	0
129	129	0	0	3/8	4	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
