mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
31	31	0	0	6/8	2	1	V(64)	F	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
31	31	3/8	3/8	6/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	0	0	6/8	2	1	I[I}	F	I	I	I		I						}	M	0	0	0, 4, 1		0	0
32	32	3/8	3/8	6/8	2	1	V43	F	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
33	33	0	0	6/8	2	1	I	F	I	I	I		I							M	0	0	0, 4, 1		0	0
33	33	3/8	3/8	6/8	2	1	V43	F	I	I	V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
34	34	0	0	6/8	2	1	I	F	I	I	I		I							M	0	0	0, 4, 1		0	0
35	35	0	0	6/8	2	1	I(94)	F	I	I	I(94)		I			94				M	0	0	0, -1, 1	2	0	0
35	35	3/8	3/8	6/8	2	1	I]	F	I	I	I		I							M	0	0	0, 4, 1		0	0
36	36	0	0	6/8	2	1	V/vi{	F	I		V/vi		V				vi		{	M	0	0	4, 8, 5		4	4
36	36	3/8	3/8	6/8	2	1	V7/vi	F	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
37	37	0	0	6/8	2	1	V(64)/vi	F	I		V(64)/vi		V			64	vi			M	0	0	4, 3, 0		4	4
37	37	3/8	3/8	6/8	2	1	V2/vi	F	I		V2/vi		V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
38	38	0	0	6/8	2	1	vi6	F	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
38	38	3/8	3/8	6/8	2	1	V43/vi	F	I		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
39	39	0	0	6/8	2	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
39	39	3/8	3/8	6/8	2	1	V65/vi	F	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
40	40	0	0	6/8	2	1	vi	F	I		vi		vi							m	0	0	3, 0, 4		3	3
40	40	3/8	3/8	6/8	2	1	V2/ii	F	I		V2/ii		V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
41	41	0	0	6/8	2	1	V.V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	0	0	6/8	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
42	42	3/8	3/8	6/8	2	1	V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
43	43	0	0	6/8	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
43	43	3/8	3/8	6/8	2	1	V43	F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	44	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
44	44	3/8	3/8	6/8	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
45	45	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
46	46	0	0	6/8	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
46	46	3/8	3/8	6/8	2	1	viio	F	V		viio		vii	o						o	0	0	5, 2, -1		5	5
47	47	0	0	6/8	2	1	iii	F	V		iii		iii							m	0	0	4, 1, 5		4	4
47	47	3/8	3/8	6/8	2	1	vi	F	V		vi		vi							m	0	0	3, 0, 4		3	3
48	48	0	0	6/8	2	1	ii	F	V		ii		ii							m	0	0	2, -1, 3		2	2
48	48	1/4	1/4	6/8	2	1	V65	F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
48	48	3/8	3/8	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
49	49	0	0	6/8	2	1	V}	F	V		V		V						}	M	0	0	1, 5, 2		1	1
50	50	0	0	6/8	2	1	v.i{	F	v		i		i						{	m	0	1	0, -3, 1		0	0
51	51	0	0	6/8	2	1	V6(#7)	F	v		V6(#7)		V		6	#7				M	0	1	5, 2, 6		1	5
51	51	1/4	1/4	6/8	2	1	V6	F	v		V6		V		6					M	0	1	5, 2, 1		1	5
52	52	0	0	6/8	2	1	#viio7	F	v		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
52	52	3/8	3/8	6/8	2	1	V65	F	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
53	53	0	0	6/8	2	1	i	F	v		i		i							m	0	1	0, -3, 1		0	0
54	54	0	0	6/8	2	1	i6	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
54	54	3/8	3/8	6/8	2	1	VII6	F	v		VII6		VII		6					M	0	1	2, -1, -2		-2	2
55	55	0	0	6/8	2	1	VI6	F	v		VI6		VI		6					M	0	1	0, -3, -4		-4	0
55	55	3/8	3/8	6/8	2	1	v6	F	v		v6		v		6					m	0	1	-2, 2, 1		1	-2
56	56	0	0	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
56	56	3/8	3/8	6/8	2	1	Fr43	F	v		Fr43	Fr	V		43	b5	V			Fr	0	1	-4, 0, 2, 6		2	-4
57	57	0	0	6/8	2	1	V(64)}	F	v		V(64)		V			64			}	M	0	1	1, 0, -3		1	1
57	57	3/8	3/8	6/8	2	1	V	F	v		V		V							M	0	1	1, 5, 2		1	1
58	58	0	0	6/8	2	1	i{	F	v		i		i						{	m	0	1	0, -3, 1		0	0
59	59	0	0	6/8	2	1	V6(#7)	F	v		V6(#7)		V		6	#7				M	0	1	5, 2, 6		1	5
59	59	1/4	1/4	6/8	2	1	V6	F	v		V6		V		6					M	0	1	5, 2, 1		1	5
60	60	0	0	6/8	2	1	#viio7	F	v		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
60	60	3/8	3/8	6/8	2	1	V65	F	v		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
61	61	0	0	6/8	2	1	viio43/IV	F	v		viio43/IV		vii	o	43		IV			o7	0	1	-2, -5, 4, 1		4	-2
61	61	3/8	3/8	6/8	2	1	IV6	F	v		IV6		IV		6					M	0	1	3, 0, -1		-1	3
62	62	0	0	6/8	2	1	Ger6	F	v		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
62	62	3/8	3/8	6/8	2	1	i64	F	v		i64		i		64					m	0	1	1, 0, -3		0	1
63	63	0	0	6/8	2	1	#viio43	F	v		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
63	63	3/8	3/8	6/8	2	1	i6	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
63	63	5/8	5/8	6/8	2	1	iv	F	v		iv		iv							m	0	1	-1, -4, 0		-1	-1
64	64	0	0	6/8	2	1	V(64)	F	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
64	64	3/8	3/8	6/8	2	1	V7	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
65	65	0	0	6/8	2	1	V.I}{	F	V		I		I						}{	M	0	0	0, 4, 1		0	0
65	65	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
66	66	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
67	67	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
67	67	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
68	68	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
70	70	0	0	6/8	2	1	viio6/V	F	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
70	70	3/8	3/8	6/8	2	1	iv43	F	V		iv43		iv		43					mm7	0	0	0, -3, -1, -4		-1	0
71	71	0	0	6/8	2	1	viio7	F	V		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
71	71	3/8	3/8	6/8	2	1	viio43	F	V		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
72	72	0	0	6/8	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
72	72	3/8	3/8	6/8	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
73	73	0	0	6/8	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
73	73	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
74	74	0	0	6/8	2	1	I}{	F	V		I		I						}{	M	0	0	0, 4, 1		0	0
74	74	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	75	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
75	75	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
76	76	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
76	76	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
77	77	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
79	79	0	0	6/8	2	1	viio6/V	F	V		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
79	79	3/8	3/8	6/8	2	1	iv65	F	V		iv65		iv		65					mm7	0	0	-4, 0, -3, -1		-1	-4
80	80	0	0	6/8	2	1	viio7	F	V		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
80	80	3/8	3/8	6/8	2	1	viio43	F	V		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
81	81	0	0	6/8	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
81	81	3/8	3/8	6/8	2	1	IV	F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
82	82	0	0	6/8	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
82	82	3/8	3/8	6/8	2	1	V2	F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
83	83	0	0	6/8	2	1	I6	F	V		I6		I		6					M	0	0	4, 1, 0		0	4
83	83	3/8	3/8	6/8	2	1	ii6	F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
84	84	0	0	6/8	2	1	V(64)	F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
84	84	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
85	85	0	0	6/8	2	1	I}	F	V		I		I						}	M	0	0	0, 4, 1		0	0
85	85	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	86	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
86	86	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	87	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
87	87	3/8	3/8	6/8	2	1	V7	F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
88	88	0	0	6/8	2	1	I	F	V		I		I							M	0	0	0, 4, 1		0	0
91	91	0	0	6/8	2	1	v.i{	F	v		i		i						{	m	0	1	0, -3, 1		0	0
93	93	3/8	3/8	6/8	2	1	i6	F	v		i6		i		6					m	0	1	-3, 1, 0		0	-3
94	94	0	0	6/8	2	1	ii%65	F	v		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
94	94	3/8	3/8	6/8	2	1	I64	F	v		I64		I		64					M	0	1	1, 0, 4		0	1
95	95	0	0	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
95	95	1/4	1/4	6/8	2	1	i64	F	v		i64		i		64					m	0	1	1, 0, -3		0	1
95	95	3/8	3/8	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
95	95	5/8	5/8	6/8	2	1	i64	F	v		i64		i		64					m	0	1	1, 0, -3		0	1
96	96	0	0	6/8	2	1	V65/V	F	v		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
96	96	1/8	1/8	6/8	2	1	i64	F	v		i64		i		64					m	0	1	1, 0, -3		0	1
96	96	1/4	1/4	6/8	2	1	V65/V	F	v		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
96	96	3/8	3/8	6/8	2	1	i64	F	v		i64		i		64					m	0	1	1, 0, -3		0	1
96	96	1/2	1/2	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
96	96	5/8	5/8	6/8	2	1	i64	F	v		i64		i		64					m	0	1	1, 0, -3		0	1
97	97	0	0	6/8	2	1	V65/V	F	v		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
97	97	1/8	1/8	6/8	2	1	i64	F	v		i64		i		64					m	0	1	1, 0, -3		0	1
97	97	1/4	1/4	6/8	2	1	V65/V	F	v		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
97	97	3/8	3/8	6/8	2	1	i64	F	v		i64		i		64					m	0	1	1, 0, -3		0	1
97	97	1/2	1/2	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
97	97	5/8	5/8	6/8	2	1	i64	F	v		i64		i		64					m	0	1	1, 0, -3		0	1
98	98	0	0	6/8	2	1	V65/V	F	v		V65/V		V		65		V			Mm7	0	1	6, 3, 0, 2		2	6
100	100	0	0	6/8	2	1	V7	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
100	100	1/8	1/8	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
100	100	1/4	1/4	6/8	2	1	V7	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
100	100	3/8	3/8	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
100	100	1/2	1/2	6/8	2	1	vii	F	v		vii		vii							m	0	1	-2, -5, -1		-2	-2
100	100	5/8	5/8	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
101	101	0	0	6/8	2	1	V7	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
101	101	1/8	1/8	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
101	101	1/4	1/4	6/8	2	1	V7	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
101	101	3/8	3/8	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
101	101	1/2	1/2	6/8	2	1	vii	F	v		vii		vii							m	0	1	-2, -5, -1		-2	-2
101	101	5/8	5/8	6/8	2	1	iv6	F	v		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
102	102	0	0	6/8	2	1	V7	F	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
104	104	0	0	6/8	2	1	I.V	F	I		V		V							M	0	0	1, 5, 2		1	1
104	104	1/8	1/8	6/8	2	1	V65/V	F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
104	104	1/4	1/4	6/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
104	104	3/8	3/8	6/8	2	1	Fr6	F	I		Fr6	Fr	V		7	b5	V			Fr	0	0	2, 6, -4, 0		2	2
104	104	1/2	1/2	6/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
104	104	5/8	5/8	6/8	2	1	V65/V	F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
105	105	0	0	6/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
105	105	1/8	1/8	6/8	2	1	V65/V	F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
105	105	1/4	1/4	6/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
105	105	3/8	3/8	6/8	2	1	Fr6	F	I		Fr6	Fr	V		7	b5	V			Fr	0	0	2, 6, -4, 0		2	2
105	105	1/2	1/2	6/8	2	1	V	F	I		V		V							M	0	0	1, 5, 2		1	1
105	105	5/8	5/8	6/8	2	1	V65/V	F	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
106	106	0	0	6/8	2	1	V7	F	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
108	108	0	0	6/8	2	1	IV.V65	F	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
108	108	1/8	1/8	6/8	2	1	iv64	F	IV		iv64		iv		64					m	0	0	0, -1, -4		-1	0
108	108	1/4	1/4	6/8	2	1	V65	F	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
108	108	3/8	3/8	6/8	2	1	iv64	F	IV		iv64		iv		64					m	0	0	0, -1, -4		-1	0
108	108	1/2	1/2	6/8	2	1	bvii6	F	IV		bvii6		bvii		6					m	0	0	-5, -1, -2		-2	-5
108	108	5/8	5/8	6/8	2	1	iv64	F	IV		iv64		iv		64					m	0	0	0, -1, -4		-1	0
109	109	0	0	6/8	2	1	V65	F	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
109	109	1/8	1/8	6/8	2	1	iv64	F	IV		iv64		iv		64					m	0	0	0, -1, -4		-1	0
109	109	1/4	1/4	6/8	2	1	V65	F	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
109	109	3/8	3/8	6/8	2	1	iv64	F	IV		iv64		iv		64					m	0	0	0, -1, -4		-1	0
109	109	1/2	1/2	6/8	2	1	bvii6	F	IV		bvii6		bvii		6					m	0	0	-5, -1, -2		-2	-5
109	109	5/8	5/8	6/8	2	1	iv64	F	IV		iv64		iv		64					m	0	0	0, -1, -4		-1	0
110	110	0	0	6/8	2	1	V65}	F	IV		V65		V		65				}	Mm7	0	0	5, 2, -1, 1		1	5
112	112	0	0	6/8	2	1	I{	F	IV		I		I						{	M	0	0	0, 4, 1		0	0
112	112	3/8	3/8	6/8	2	1	V6	F	IV		V6		V		6					M	0	0	5, 2, 1		1	5
113	113	0	0	6/8	2	1	IV6	F	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
113	113	3/8	3/8	6/8	2	1	III6(2)	F	IV		III6(2)		III		6	2				M	0	0	8, 5, -1		4	8
113	113	5/8	5/8	6/8	2	1	III6	F	IV		III6		III		6					M	0	0	8, 5, 4		4	8
114	114	0	0	6/8	2	1	IV6	F	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
114	114	3/8	3/8	6/8	2	1	iii6	F	IV		iii6		iii		6					m	0	0	1, 5, 4		4	1
115	115	0	0	6/8	2	1	ii6	F	IV		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
115	115	3/8	3/8	6/8	2	1	I6(13)	F	IV		I6(13)		I		6	13				M	0	0	4, 1, 0	3	0	4
115	115	5/8	5/8	6/8	2	1	I6	F	IV		I6		I		6					M	0	0	4, 1, 0		0	4
116	116	0	0	6/8	2	1	V7/V	F	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
116	116	3/8	3/8	6/8	2	1	V7	F	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
117	117	0	0	6/8	2	1	I	F	IV		I		I							M	0	0	0, 4, 1		0	0
117	117	3/8	3/8	6/8	2	1	bVI	F	IV		bVI		bVI							M	0	0	-4, 0, -3		-4	-4
118	118	0	0	6/8	2	1	iv7	F	IV		iv7		iv		7					mm7	0	0	-1, -4, 0, -3		-1	-1
118	118	3/8	3/8	6/8	2	1	viio7/V	F	IV		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
119	119	0	0	6/8	2	1	V}	F	IV		V		V						}	M	0	0	1, 5, 2		1	1
119	119	3/8	3/8	6/8	2	1	V43	F	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
120	120	0	0	6/8	2	1	I{	F	IV		I		I						{	M	0	0	0, 4, 1		0	0
120	120	3/8	3/8	6/8	2	1	V6	F	IV		V6		V		6					M	0	0	5, 2, 1		1	5
121	121	0	0	6/8	2	1	IV6	F	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
121	121	5/8	5/8	6/8	2	1	III6	F	IV		III6		III		6					M	0	0	8, 5, 4		4	8
122	122	0	0	6/8	2	1	IV6	F	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
122	122	3/8	3/8	6/8	2	1	iii6	F	IV		iii6		iii		6					m	0	0	1, 5, 4		4	1
123	123	0	0	6/8	2	1	IV	F	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
123	123	5/8	5/8	6/8	2	1	I6	F	IV		I6		I		6					M	0	0	4, 1, 0		0	4
124	124	0	0	6/8	2	1	V7/V	F	IV		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
124	124	3/8	3/8	6/8	2	1	#viio7/vi	F	IV		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
