key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
f# minor	[0.0, 0.34, 0.008, 0.001, 0.037, 0.039, 0.264, 0.018, 0.06, 0.149, 0.025, 0.059]	0.0	49.0	49.0	1	17	16
A major	[0.0, 0.109, 0.109, 0.0, 0.255, 0.048, 0.0, 0.0, 0.116, 0.195, 0.0, 0.168]	49.0	78.0	29.0	17	27	10
f# minor	[0.0, 0.361, 0.0, 0.0, 0.0, 0.033, 0.278, 0.0, 0.077, 0.193, 0.0, 0.058]	78.0	96.0	18.0	27	32	5
