mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/2	3/4	2	1	c.i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
3	2	0	0	3/4	2	1	#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
4	3	0	0	3/4	2	1	#viio7	c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
5	4	0	0	3/4	2	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
6	5	0	0	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
6	5	1/2	1/2	3/4	2	1	#viio/iv	c	i		#viio/iv		#vii	o			iv			o	1	1	4, 1, -2		4	4
7	6	0	0	3/4	2	1	iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
7	6	1/2	1/2	3/4	2	1	#viio6/iv	c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
8	7	0	0	3/4	2	1	iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
8	7	1/2	1/2	3/4	2	1	viio6/V	c	i		viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
9	8	0	0	3/4	2	1	V(#74)}	c	i		V(#74)		V			#74			}	M	1	1	1, 0, 2	6	1	1
9	8	1/4	1/4	3/4	2	1	V	c	i		V		V							M	1	1	1, 5, 2		1	1
9	8	1/2	1/2	3/4	2	1	i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
11	10	0	0	3/4	2	1	#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
12	11	0	0	3/4	2	1	#viio7	c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
13	12	0	0	3/4	2	1	#viio43/iv	c	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
14	13	0	0	3/4	2	1	V65/iv	c	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
15	14	0	0	3/4	2	1	iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
15	14	1/4	1/4	3/4	2	1	i64	c	i		i64		i		64					m	1	1	1, 0, -3		0	1
15	14	1/2	1/2	3/4	2	1	It6	c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
16	15	0	0	3/4	2	1	V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
16	15	1/2	1/2	3/4	2	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	16	0	0	3/4	2	1	i}	c	i		i		i						}	m	1	1	0, -3, 1		0	0
17	16	1/2	1/2	3/4	2	1	{	c	i										{		1	1				
18	17	0	0	3/4	2	1	V[V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
19	18	0	0	3/4	2	1	i	c	i	V	i		i							m	1	1	0, -3, 1		0	0
20	19	0	0	3/4	2	1	V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	20	0	0	3/4	2	1	i]	c	i	V	i		i							m	1	1	0, -3, 1		0	0
22	21	0	0	3/4	2	1	#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
23	22	0	0	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
24	23	0	0	3/4	2	1	#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
25	24	0	0	3/4	2	1	V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
27	26	0	0	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
28	27	0	0	3/4	2	1	viio43/V	c	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
29	28	0	0	3/4	2	1	V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
29	28	1/2	1/2	3/4	2	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
30	29	0	0	3/4	2	1	iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
30	29	1/4	1/4	3/4	2	1	V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
30	29	1/2	1/2	3/4	2	1	V	c	i		V		V							M	1	1	1, 5, 2		1	1
31	30	0	0	3/4	2	1	i}	c	i		i		i						}	m	1	1	0, -3, 1		0	0
31	30	1/2	1/2	3/4	2	1	{	c	i										{		1	1				
32	31	0	0	3/4	2	1	V[V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	32	0	0	3/4	2	1	i	c	i	V	i		i							m	1	1	0, -3, 1		0	0
34	33	0	0	3/4	2	1	V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
35	34	0	0	3/4	2	1	i]	c	i	V	i		i							m	1	1	0, -3, 1		0	0
36	35	0	0	3/4	2	1	#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
37	36	0	0	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
38	37	0	0	3/4	2	1	#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
39	38	0	0	3/4	2	1	V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
41	40	0	0	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
42	41	0	0	3/4	2	1	viio43/V	c	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
43	42	0	0	3/4	2	1	V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
43	42	1/2	1/2	3/4	2	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
44	43	0	0	3/4	2	1	iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
44	43	1/4	1/4	3/4	2	1	V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
44	43	1/2	1/2	3/4	2	1	V	c	i		V		V							M	1	1	1, 5, 2		1	1
45	44	0	0	3/4	2	1	i}	c	i		i		i						}	m	1	1	0, -3, 1		0	0
46	45	0	0	3/4	2	1	III.V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
47	46	0	0	3/4	2	1	I[I{	c	III	I	I		I						{	M	1	0	0, 4, 1		0	0
49	48	0	0	3/4	2	1	V43	c	III	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
50	49	0	0	3/4	2	1	viio6	c	III	I	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
51	50	0	0	3/4	2	1	I(9)	c	III	I	I(9)		I			9				M	1	0	0, 4, 1	2	0	0
51	50	1/2	1/2	3/4	2	1	I	c	III	I	I		I							M	1	0	0, 4, 1		0	0
53	52	0	0	3/4	2	1	V43	c	III	I	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
54	53	0	0	3/4	2	1	viio6	c	III	I	viio6		vii	o	6					o	1	0	2, -1, 5		5	2
55	54	0	0	3/4	2	1	I(9)	c	III	I	I(9)		I			9				M	1	0	0, 4, 1	2	0	0
55	54	1/2	1/2	3/4	2	1	I]	c	III	I	I		I							M	1	0	0, 4, 1		0	0
57	56	0	0	3/4	2	1	It6	c	III		It6	It	vii	o	6	b3	V			It	1	0	-4, 0, 6		6	-4
58	57	0	0	3/4	2	1	Ger6	c	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
59	58	0	0	3/4	2	1	V}	c	III		V		V						}	M	1	0	1, 5, 2		1	1
60	59	1/2	1/2	3/4	2	1	It6	c	III		It6	It	vii	o	6	b3	V			It	1	0	-4, 0, 6		6	-4
61	60	0	0	3/4	2	1	V	c	III		V		V							M	1	0	1, 5, 2		1	1
62	61	1/2	1/2	3/4	2	1	It6	c	III		It6	It	vii	o	6	b3	V			It	1	0	-4, 0, 6		6	-4
63	62	0	0	3/4	2	1	V	c	III		V		V							M	1	0	1, 5, 2		1	1
69	68	0	0	3/4	2	1	I6{	c	III		I6		I		6				{	M	1	0	4, 1, 0		0	4
71	70	0	0	3/4	2	1	IV	c	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
72	71	0	0	3/4	2	1	ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
73	72	0	0	3/4	2	1	viio7/V	c	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
74	73	0	0	3/4	2	1	V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
74	73	1/2	1/2	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
75	74	0	0	3/4	2	1	I}{	c	III		I		I						}{	M	1	0	0, 4, 1		0	0
76	75	0	0	3/4	2	1	V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
77	76	0	0	3/4	2	1	V2/IV	c	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
78	77	0	0	3/4	2	1	IV6	c	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
79	78	0	0	3/4	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
80	79	0	0	3/4	2	1	ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
81	80	0	0	3/4	2	1	V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
82	81	0	0	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
83	82	0	0	3/4	2	1	I}{	c	III		I		I						}{	M	1	0	0, 4, 1		0	0
84	83	0	0	3/4	2	1	V65	c	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
85	84	0	0	3/4	2	1	V2/IV	c	III		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
86	85	0	0	3/4	2	1	IV6	c	III		IV6		IV		6					M	1	0	3, 0, -1		-1	3
87	86	0	0	3/4	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
88	87	0	0	3/4	2	1	ii6	c	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
89	88	0	0	3/4	2	1	V(64)	c	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
90	89	0	0	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
91	90	0	0	3/4	2	1	I}{	c	III		I		I						}{	M	1	0	0, 4, 1		0	0
92	91	0	0	3/4	2	1	V7	c	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
93	92	0	0	3/4	2	1	I	c	III		I		I							M	1	0	0, 4, 1		0	0
94	93	0	0	3/4	2	1	V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
95	94	0	0	3/4	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
96	95	0	0	3/4	2	1	V2	c	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
97	96	0	0	3/4	2	1	I6	c	III		I6		I		6					M	1	0	4, 1, 0		0	4
99	98	0	0	3/4	2	1	V2/V	c	III		V2/V		V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
101	100	0	0	3/4	2	1	i.#viio65	c	i		#viio65		#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
102	101	0	0	3/4	2	1	ii%2	c	i		ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
103	102	0	0	3/4	2	1	V65}	c	i		V65		V		65				}	Mm7	1	1	5, 2, -1, 1		1	5
104	103	1/2	1/2	3/4	2	1	i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
106	105	0	0	3/4	2	1	#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
107	106	0	0	3/4	2	1	#viio7	c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
108	107	0	0	3/4	2	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
109	108	0	0	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
109	108	1/2	1/2	3/4	2	1	#viio/iv	c	i		#viio/iv		#vii	o			iv			o	1	1	4, 1, -2		4	4
110	109	0	0	3/4	2	1	iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
110	109	1/2	1/2	3/4	2	1	#viio6/iv	c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
111	110	0	0	3/4	2	1	iv6	c	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
111	110	1/2	1/2	3/4	2	1	viio6/V	c	i		viio6/V		vii	o	6		V			o	1	1	3, 0, 6		6	3
112	111	0	0	3/4	2	1	V(#74)}	c	i		V(#74)		V			#74			}	M	1	1	1, 0, 2	6	1	1
112	111	1/4	1/4	3/4	2	1	V	c	i		V		V							M	1	1	1, 5, 2		1	1
112	111	1/2	1/2	3/4	2	1	i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
114	113	0	0	3/4	2	1	#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
115	114	0	0	3/4	2	1	#viio7	c	i		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
116	115	0	0	3/4	2	1	#viio43/iv	c	i		#viio43/iv		#vii	o	43		iv			o7	1	1	-2, -5, 4, 1		4	-2
117	116	0	0	3/4	2	1	V65/iv	c	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
118	117	0	0	3/4	2	1	iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
118	117	1/4	1/4	3/4	2	1	i64	c	i		i64		i		64					m	1	1	1, 0, -3		0	1
118	117	1/2	1/2	3/4	2	1	It6	c	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
119	118	0	0	3/4	2	1	V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
119	118	1/2	1/2	3/4	2	1	V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
120	119	0	0	3/4	2	1	i}	c	i		i		i						}	m	1	1	0, -3, 1		0	0
120	119	1/2	1/2	3/4	2	1	{	c	i										{		1	1				
121	120	0	0	3/4	2	1	V[V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
122	121	0	0	3/4	2	1	i	c	i	V	i		i							m	1	1	0, -3, 1		0	0
123	122	0	0	3/4	2	1	V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
124	123	0	0	3/4	2	1	i]	c	i	V	i		i							m	1	1	0, -3, 1		0	0
125	124	0	0	3/4	2	1	#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
126	125	0	0	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
127	126	0	0	3/4	2	1	#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
128	127	0	0	3/4	2	1	V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
130	129	0	0	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
131	130	0	0	3/4	2	1	viio43/V	c	i		viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
132	131	0	0	3/4	2	1	V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
132	131	1/2	1/2	3/4	2	1	i	c	i		i		i							m	1	1	0, -3, 1		0	0
133	132	0	0	3/4	2	1	iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
133	132	1/4	1/4	3/4	2	1	V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
133	132	1/2	1/2	3/4	2	1	V	c	i		V		V							M	1	1	1, 5, 2		1	1
134	133	0	0	3/4	2	1	i}	c	i		i		i						}	m	1	1	0, -3, 1		0	0
134	133	1/2	1/2	3/4	2	1	{	c	i										{		1	1				
135	134	0	0	3/4	2	1	V[V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
136	135	0	0	3/4	2	1	i	c	i	V	i		i							m	1	1	0, -3, 1		0	0
137	136	0	0	3/4	2	1	V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
138	137	0	0	3/4	2	1	i]	c	i	V	i		i							m	1	1	0, -3, 1		0	0
139	138	0	0	3/4	2	1	#viio43	c	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
140	139	0	0	3/4	2	1	i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
141	140	0	0	3/4	2	1	#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
142	141	0	0	3/4	2	1	V65	c	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
144	143	0	0	3/4	2	1	iv.#viio7}	c	iv		#viio7		#vii	o	7				}	o7	1	1	5, 2, -1, -4		5	5
147	146	0	0	3/4	2	1	i{	c	iv		i		i						{	m	1	1	0, -3, 1		0	0
148	147	0	0	3/4	2	1	#viio	c	iv		#viio		#vii	o						o	1	1	5, 2, -1		5	5
149	148	0	0	3/4	2	1	i	c	iv		i		i							m	1	1	0, -3, 1		0	0
150	149	0	0	3/4	2	1	V65	c	iv		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
151	150	0	0	3/4	2	1	i(6)	c	iv		i(6)		i			6				m	1	1	0, -3, -4		0	0
151	150	1/2	1/2	3/4	2	1	i	c	iv		i		i							m	1	1	0, -3, 1		0	0
152	151	0	0	3/4	2	1	V65	c	iv		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
153	152	0	0	3/4	2	1	i(6)	c	iv		i(6)		i			6				m	1	1	0, -3, -4		0	0
153	152	1/2	1/2	3/4	2	1	i	c	iv		i		i							m	1	1	0, -3, 1		0	0
154	153	0	0	3/4	2	1	v.iv6	c	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
155	154	0	0	3/4	2	1	V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
155	154	1/4	1/4	3/4	2	1	#viio7}	c	v		#viio7		#vii	o	7				}	o7	1	1	5, 2, -1, -4		5	5
158	157	0	0	3/4	2	1	i{	c	v		i		i						{	m	1	1	0, -3, 1		0	0
159	158	0	0	3/4	2	1	#viio	c	v		#viio		#vii	o						o	1	1	5, 2, -1		5	5
160	159	0	0	3/4	2	1	i	c	v		i		i							m	1	1	0, -3, 1		0	0
161	160	0	0	3/4	2	1	V65	c	v		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
162	161	0	0	3/4	2	1	i(6)	c	v		i(6)		i			6				m	1	1	0, -3, -4		0	0
