key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
E- major	[0.37, 0.007, 0.391, 1.0, 0.0, 0.741, 0.067, 0.32, 0.438, 0.101, 0.867, 0.051]	0.0	29.0	29.0	1	10	9
B- major	[0.25, 0.2, 0.625, 0.6, 0.0, 1.0, 0.0, 0.2, 0.0, 0.35, 0.9, 0.05]	29.0	38.0	1.0	10	13	3
E- major	[0.164, 0.0, 0.352, 0.615, 0.0, 0.484, 0.016, 0.426, 0.213, 0.082, 1.0, 0.0]	38.0	59.5	1.0	13	20	7
c minor	[1.0, 0.045, 0.364, 0.318, 0.0, 0.5, 0.25, 0.477, 0.432, 0.182, 0.159, 0.182]	59.5	80.0	0.5	20	27	7
E- major	[0.276, 0.022, 0.45, 1.0, 0.0, 0.521, 0.047, 0.379, 0.521, 0.047, 0.804, 0.016]	80.0	111.0	1.0	27	37	10
