mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/4	4	1		C.I	C	I		I		I							M	0	0	0, 4, 1		0	0
1	1	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
2	2	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
2	2	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
2	2	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
3	3	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
3	3	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
4	4	0	0	3/4	4	1		V(9)	C	I		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
4	4	1/8	1/8	3/4	4	1		V	C	I		V		V							M	0	0	1, 5, 2		1	1
4	4	1/4	1/4	3/4	4	1		V7/V	C	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
4	4	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
5	5	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	6	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
6	6	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
6	6	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
7	7	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
7	7	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
7	7	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
8	8	1/4	1/4	3/4	4	1		V7(6)	C	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
8	8	7/16	7/16	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	1/2	1/2	3/4	4	1		I\\	C	I		I		I						\\	M	0	0	0, 4, 1		0	0
9	9	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
9	9	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
10	10	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
10	10	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
10	10	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
11	11	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
11	11	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
12	12	0	0	3/4	4	1		V(9)	C	I		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
12	12	1/8	1/8	3/4	4	1		V	C	I		V		V							M	0	0	1, 5, 2		1	1
12	12	1/4	1/4	3/4	4	1		V7/V	C	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
12	12	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
13	13	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
14	14	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	14	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
14	14	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
15	15	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
15	15	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
15	15	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
16	16	1/4	1/4	3/4	4	1		V7(6)	C	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
16	16	7/16	7/16	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	1/2	1/2	3/4	4	1		I\\	C	I		I		I						\\	M	0	0	0, 4, 1		0	0
17	17	0	0	3/4	4	1		V[V6	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
18	18	0	0	3/4	4	1		V2/V	C	I	V	V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
19	19	0	0	3/4	4	1		V6	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
19	19	1/4	1/4	3/4	4	1		viio6	C	I	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
19	19	1/2	1/2	3/4	4	1		I	C	I	V	I		I							M	0	0	0, 4, 1		0	0
20	20	1/4	1/4	3/4	4	1		V6]	C	I	V	V6		V		6					M	0	0	5, 2, 1		1	5
23	23	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
24	24	0	0	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
24	24	1/2	1/2	3/4	4	1		I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
25	25	0	0	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
25	25	1/4	1/4	3/4	4	1		V	C	I		V		V							M	0	0	1, 5, 2		1	1
25	25	5/8	5/8	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
26	26	0	0	3/4	4	1		V43/V	C	I		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
26	26	3/8	3/8	3/4	4	1		V	C	I		V		V							M	0	0	1, 5, 2		1	1
26	26	1/2	1/2	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
26	26	5/8	5/8	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
27	27	0	0	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
27	27	1/2	1/2	3/4	4	1		V43	C	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
28	28	0	0	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
28	28	1/4	1/4	3/4	4	1		#viio7/vi	C	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
28	28	1/2	1/2	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
29	29	0	0	3/4	4	1		ii65	C	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
29	29	1/4	1/4	3/4	4	1		V65/V	C	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
29	29	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
30	30	0	0	3/4	4	1		V65/vi	C	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
30	30	1/4	1/4	3/4	4	1		vi	C	I		vi		vi							m	0	0	3, 0, 4		3	3
30	30	5/8	5/8	3/4	4	1		IV6	C	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
31	31	0	0	3/4	4	1		V65	C	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	31	1/2	1/2	3/4	4	1		I	C	I		I		I							M	0	0	0, 4, 1		0	0
32	32	0	0	3/4	4	1		IV64(94)	C	I		IV64(94)		IV		64	94				M	0	0	0, -1, 5	1	-1	0
32	32	1/8	1/8	3/4	4	1		IV	C	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
32	32	1/4	1/4	3/4	4	1		V(64)	C	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
32	32	1/2	1/2	3/4	4	1		V7	C	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	32	5/8	5/8	3/4	4	1		V2	C	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
33	33	0	0	3/4	4	1		I6	C	I		I6		I		6					M	0	0	4, 1, 0		0	4
