COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Beethoven, Ludwig van", ,WoO 80,177-180,i-V--vii-iv,C minor
"Purcell, Henry", ,Sonata Z807,41-43,VI6-III64-v6-iiø43,G minor
