COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,42,N6,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,213,bII65,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,214,bII2,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,242,bII,D minor
"Beethoven, Ludwig van", ,Op76,127,N/bIII,D major
"Purcell, Henry", ,Sonata Z807,23,bII64,G minor
