COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian","B Minor mass, BWV232",Crucifixus,36-37,V-i-VI6-iiø2,E minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,9-10,V65-i-VI7-iio65,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,13-14,V65-i-VI7-iio65,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,18-20,IV65-vii2-V7-i,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,35-36,V2-i-VI65-V/V,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,41-43,V7/IV-iv-bII6-V2,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,111-113,V-i-VI-V65/v,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,124-125,i-iv[no5]-iiø2-V65,D minor
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,148-149,I[no5no3]-viiø7/V-V2/V-V6,D major
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,179-181,V43-I-vi-ii7,D major
"Bach, Johann Sebastian","Partita No2, BWV1004",5 Chaconne,193-195,V6/IV-IV-V6/V-V,D major
"Beethoven, Ludwig van", ,Op76,39-40,ii-V-V6/vi-vi,D major
"Beethoven, Ludwig van", ,WoO 63,11-12,i-iv-V6/V-V,C minor
"Beethoven, Ludwig van", ,WoO 63,27-28,i6-iv-V6/V-V,C minor
"Beethoven, Ludwig van", ,WoO 63,43-44,i6-iv-V6/V-V,C minor
"Beethoven, Ludwig van", ,WoO 63,59-60,i6-iv-V6/V-V,C minor
"Beethoven, Ludwig van", ,WoO 63,75-76,i6-iv-V6/V-V,C minor
"Beethoven, Ludwig van", ,WoO 63,123-124,i6-iv-V6/V-V,C minor
"Beethoven, Ludwig van", ,WoO 65,35-38,V2-I6-V7/ii-ii,D major
"Beethoven, Ludwig van", ,WoO 65,251-252,I-IV6-V43/V-V,D major
"Beethoven, Ludwig van", ,WoO 65,254-255,V2-I6-V/ii-V43/V,D major
"Beethoven, Ludwig van", ,WoO 65,309-311,V7-I6-V2/ii-ii6,D major
"Beethoven, Ludwig van", ,WoO 65,414-415,V2-I6-V2/ii-ii,D major
"Beethoven, Ludwig van", ,WoO 65,422-423,V7-I6-V2/ii-ii6,D major
"Beethoven, Ludwig van", ,WoO 65,430-431,V65/IV-IV-ii6-V7,D major
"Beethoven, Ludwig van", ,WoO 65,438-439,V65/IV-IV-ii6-V7,D major
"Beethoven, Ludwig van", ,WoO 65,530-533,V7-I-vi-ii6,D major
"Beethoven, Ludwig van", ,WoO 66,59-61,V7/V-V-iii-V65/ii,A major
"Beethoven, Ludwig van", ,WoO 66,123-124,V6-I-vi6-V/V,A major
"Beethoven, Ludwig van", ,WoO 66,125-126,V6-I-vi6-V/V,A major
"Beethoven, Ludwig van", ,WoO 66,127-128,V6-I-vi6-V/V,A major
"Beethoven, Ludwig van", ,WoO 66,129-130,V6-I-vi6-V/V,A major
"Beethoven, Ludwig van", ,WoO 66,208-210,V-I-V6/ii-ii,A major
"Beethoven, Ludwig van", ,WoO 66,358-360,V-I-V65/ii-ii,A major
