mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	12	1/2	1/2	2/2	4	1		V43]		b	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
13	13	0	0	2/2	4	1		i.i[i6		b	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	1/2	1/2	2/2	4	1		bII6		b	i	i	bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
14	14	0	0	2/2	4	1		i6		b	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
14	14	1/2	1/2	2/2	4	1		iio6		b	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
15	15	0	0	2/2	4	1		i6]		b	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
15	15	1/2	1/2	2/2	4	1		bII6		b	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
16	16	0	0	2/2	4	1		V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
16	16	1/4	1/4	2/2	4	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
16	16	1/2	1/2	2/2	4	1		i\\		b	i		i	i						\\	m	1	1	0, -3, 1		0	0
17	17	0	0	6/4	4	1		I.I		b	I		I	I							M	1	0	0, 4, 1		0	0
17	17	3/4	3/4	6/4	4	1		I6		b	I		I6	I		6					M	1	0	4, 1, 0		0	4
17	17	1	1	6/4	4	1		V43		b	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
17	17	5/4	5/4	6/4	4	1		I		b	I		I	I							M	1	0	0, 4, 1		0	0
18	18	0	0	6/4	4	1		V		b	I		V	V							M	1	0	1, 5, 2		1	1
18	18	3/4	3/4	6/4	4	1		V[V6		b	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
18	18	1	1	6/4	4	1		V7/ii		b	I	V	V7/ii	V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
18	18	5/4	5/4	6/4	4	1		V6]		b	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
19	19	0	0	6/4	4	1		I		b	I		I	I							M	1	0	0, 4, 1		0	0
19	19	1	1	6/4	4	1		V6		b	I		V6	V		6					M	1	0	5, 2, 1		1	5
19	19	5/4	5/4	6/4	4	1		vi7		b	I		vi7	vi		7					mm7	1	0	3, 0, 4, 1		3	3
20	20	0	0	6/4	4	1		V		b	I		V	V							M	1	0	1, 5, 2		1	1
20	20	3/4	3/4	6/4	4	1		V[V6		b	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
20	20	5/4	5/4	6/4	4	1		V6]		b	I	V	V6	V		6					M	1	0	5, 2, 1		1	5
21	21	0	0	6/4	4	1		I		b	I		I	I							M	1	0	0, 4, 1		0	0
21	21	3/4	3/4	6/4	4	1		I6		b	I		I6	I		6					M	1	0	4, 1, 0		0	4
21	21	1	1	6/4	4	1		V43		b	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
21	21	5/4	5/4	6/4	4	1		I		b	I		I	I							M	1	0	0, 4, 1		0	0
22	22	0	0	6/4	4	1		V		b	I		V	V							M	1	0	1, 5, 2		1	1
22	22	3/4	3/4	6/4	4	1		V6		b	I		V6	V		6					M	1	0	5, 2, 1		1	5
22	22	1	1	6/4	4	1		V7/ii		b	I		V7/ii	V		7		ii			Mm7	1	0	3, 7, 4, 1		3	3
22	22	5/4	5/4	6/4	4	1		V		b	I		V	V							M	1	0	1, 5, 2		1	1
24	24	0	0	6/4	4	1	1	I\\		b	I		I	I						\\	M	1	0	0, 4, 1		0	0
24	24	3/4	3/4	6/4	4	1	1	I6		b	I		I6	I		6					M	1	0	4, 1, 0		0	4
24	24	1	1	6/4	4	1	1	V43		b	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
24	24	5/4	5/4	6/4	4	1	1	I		b	I		I	I							M	1	0	0, 4, 1		0	0
25	25	0	0	6/4	4	1	1	I\\		b	I		I	I						\\	M	1	0	0, 4, 1		0	0
25	25	3/4	3/4	6/4	4	1	1	V		b	I		V	V							M	1	0	1, 5, 2		1	1
26	26	0	0	6/4	4	1		V.I		b	V		I	I							M	1	0	0, 4, 1		0	0
27	27	0	0	6/4	4	1		V		b	V		V	V							M	1	0	1, 5, 2		1	1
28	28	0	0	6/4	4	1		V		b	V		V	V							M	1	0	1, 5, 2		1	1
29	29	0	0	6/4	4	1		V/V		b	V		V/V	V				V			M	1	0	2, 6, 3		2	2
31	31	0	0	6/4	4	1		#iii.i		b	#iii		i	i							m	1	1	0, -3, 1		0	0
31	31	3/4	3/4	6/4	4	1		V(64)		b	#iii		V(64)	V			64				M	1	1	1, 0, -3		1	1
32	32	3/4	3/4	6/4	4	1		V7		b	#iii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	33	0	0	6/4	4	1		i[i		b	#iii	i	i	i							m	1	1	0, -3, 1		0	0
34	34	0	0	6/4	4	1		iv		b	#iii	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
35	35	0	0	6/4	4	1		i6		b	#iii	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
36	36	0	0	6/4	4	1		i6]		b	#iii	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
36	36	3/4	3/4	6/4	4	1		V7		b	#iii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
37	37	0	0	6/4	4	1		i	II.ii	b	#iii		i	i							m	1	1	0, -3, 1		0	0
38	38	0	0	6/4	4	1		V		b	#iii		V	V							M	1	1	1, 5, 2		1	1
39	39	0	0	6/4	4	1		I		b	#iii		I	I							M	1	1	0, 4, 1		0	0
40	40	0	0	6/4	4	1		I.V/V		b	I		V/V	V				V			M	1	0	2, 6, 3		2	2
40	40	3/4	3/4	6/4	4	1		V7		b	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
41	41	0	0	6/4	4	1		I		b	I		I	I							M	1	0	0, 4, 1		0	0
42	42	0	0	6/4	4	1		V		b	I		V	V							M	1	0	1, 5, 2		1	1
43	43	0	0	6/4	4	1		I		b	I		I	I							M	1	0	0, 4, 1		0	0
44	44	0	0	6/4	4	1		V		b	I		V	V							M	1	0	1, 5, 2		1	1
45	45	0	0	6/4	4	1		I		b	I		I	I							M	1	0	0, 4, 1		0	0
46	46	0	0	6/4	4	1		V		b	I		V	V							M	1	0	1, 5, 2		1	1
48	48	0	0	6/4	4	1	1	I\\		b	I		I	I						\\	M	1	0	0, 4, 1		0	0
48	48	3/4	3/4	6/4	4	1	1	V		b	I		V	V							M	1	0	1, 5, 2		1	1
49	49	0	0	6/4	4	1	1	I\\		b	I		I	I						\\	M	1	0	0, 4, 1		0	0
49	49	3/4	3/4	6/4	4	1	1	V7		b	I		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
51	51	0	0	6/4	4	1		I		b	I		I	I							M	1	0	0, 4, 1		0	0
52	52	0	0	6/4	4	1		@none		b	I		@none	@none							m	1	0				
58	58	0	0	2/2	4	1		V		b	I		V	V							M	1	0	1, 5, 2		1	1
58	58	1/2	1/2	2/2	4	1		bVI		b	I		bVI	bVI							M	1	0	-4, 0, -3		-4	-4
60	60	0	0	6/4	4	1		@none		b	I		@none	@none							m	1	0				
62	62	0	0	2/2	4	1		V		b	I		V	V							M	1	0	1, 5, 2		1	1
62	62	1/2	1/2	2/2	4	1		bVI		b	I		bVI	bVI							M	1	0	-4, 0, -3		-4	-4
64	64	0	0	6/4	4	1		@none		b	I		@none	@none							m	1	0				
66	66	0	0	2/2	4	1		i.i		b	i		i	i							m	1	1	0, -3, 1		0	0
66	66	1/2	1/2	2/2	4	1		iv7		b	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
67	67	0	0	2/2	4	1		VII(9)		b	i		VII(9)	VII			9				M	1	1	-2, 2, -1	0	-2	-2
67	67	1/2	1/2	2/2	4	1		III7		b	i		III7	III		7					Mm7	1	1	-3, 1, -2, -5		-3	-3
68	68	0	0	2/2	4	1		VI(9)		b	i		VI(9)	VI			9				M	1	1	-4, 0, -3	-2	-4	-4
68	68	1/2	1/2	2/2	4	1		iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
69	69	0	0	2/2	4	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
69	69	1/2	1/2	2/2	4	1		V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
70	70	0	0	2/2	4	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
70	70	1/2	1/2	2/2	4	1		iv7		b	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
71	71	0	0	2/2	4	1		VII(9)		b	i		VII(9)	VII			9				M	1	1	-2, 2, -1	0	-2	-2
71	71	1/2	1/2	2/2	4	1		III7		b	i		III7	III		7					Mm7	1	1	-3, 1, -2, -5		-3	-3
72	72	0	0	2/2	4	1		VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
72	72	1/4	1/4	2/2	4	1		iv65		b	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
72	72	1/2	1/2	2/2	4	1		V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
72	72	3/4	3/4	2/2	4	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
73	73	0	0	2/2	4	1		i\\		b	i		i	i						\\	m	1	1	0, -3, 1		0	0
73	73	1/4	1/4	2/2	4	1		@none		b	i		@none	@none							m	1	1				
74	74	0	0	2/2	4	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
74	74	1/2	1/2	2/2	4	1		iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
75	75	0	0	2/2	4	1		VII		b	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
75	75	1/2	1/2	2/2	4	1		III		b	i		III	III							M	1	1	-3, 1, -2		-3	-3
76	76	0	0	2/2	4	1		VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
76	76	1/2	1/2	2/2	4	1		iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
77	77	0	0	2/2	4	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
78	78	0	0	2/2	4	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
78	78	1/2	1/2	2/2	4	1		iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
79	79	0	0	2/2	4	1		VII		b	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
79	79	1/2	1/2	2/2	4	1		III		b	i		III	III							M	1	1	-3, 1, -2		-3	-3
80	80	0	0	2/2	4	1		VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
80	80	1/2	1/2	2/2	4	1		V7		b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
80	80	3/4	3/4	2/2	4	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
81	81	0	0	2/2	4	1		i\\		b	i		i	i						\\	m	1	1	0, -3, 1		0	0
82	82	0	0	2/2	4	1		III.V[I6		b	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
82	82	1/2	1/2	2/2	4	1		V2		b	III	V	V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
83	83	0	0	2/2	4	1		I6		b	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
83	83	1/2	1/2	2/2	4	1		V43		b	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
84	84	0	0	2/2	4	1		I6		b	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
84	84	1/2	1/2	2/2	4	1		V43		b	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
85	85	0	0	2/2	4	1		I6		b	III	V	I6	I		6					M	1	0	4, 1, 0		0	4
85	85	1/2	1/2	2/2	4	1		V43		b	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
85	85	3/4	3/4	2/2	4	1		V43]		b	III	V	V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
86	86	0	0	2/2	4	1		i.i[i6		b	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
86	86	1/2	1/2	2/2	4	1		bII6		b	i	i	bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
87	87	0	0	2/2	4	1		i6		b	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
87	87	1/2	1/2	2/2	4	1		iio6		b	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
88	88	0	0	2/2	4	1		i6]		b	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
88	88	1/2	1/2	2/2	4	1		bII6		b	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
89	89	0	0	2/2	4	1		V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
89	89	1/4	1/4	2/2	4	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
89	89	1/2	1/2	2/2	4	1		i\\		b	i		i	i						\\	m	1	1	0, -3, 1		0	0
90	90	0	0	2/2	4	1		III.V[I		b	III	V	I	I							M	1	0	0, 4, 1		0	0
90	90	1/2	1/2	2/2	4	1		viio		b	III	V	viio	vii	o						o	1	0	5, 2, -1		5	5
91	91	0	0	2/2	4	1		I		b	III	V	I	I							M	1	0	0, 4, 1		0	0
91	91	1/2	1/2	2/2	4	1		viio6		b	III	V	viio6	vii	o	6					o	1	0	2, -1, 5		5	2
92	92	0	0	2/2	4	1		I		b	III	V	I	I							M	1	0	0, 4, 1		0	0
92	92	1/2	1/2	2/2	4	1		viio		b	III	V	viio	vii	o						o	1	0	5, 2, -1		5	5
93	93	0	0	2/2	4	1		I		b	III	V	I	I							M	1	0	0, 4, 1		0	0
93	93	1/2	1/2	2/2	4	1		viio]		b	III	V	viio	vii	o						o	1	0	5, 2, -1		5	5
94	94	0	0	2/2	4	1		i.i[i6		b	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
94	94	1/2	1/2	2/2	4	1		bII6		b	i	i	bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
95	95	0	0	2/2	4	1		i6		b	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
95	95	1/2	1/2	2/2	4	1		iio6		b	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
96	96	0	0	2/2	4	1		i6]		b	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
96	96	1/2	1/2	2/2	4	1		bII6		b	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
97	97	0	0	2/2	4	1		V(64)		b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
97	97	1/4	1/4	2/2	4	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
97	97	1/2	1/2	2/2	4	1		i\\		b	i		i	i						\\	m	1	1	0, -3, 1		0	0
98	98	0	0	2/2	4	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
98	98	3/4	3/4	2/2	4	1		iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
99	99	0	0	2/2	4	1		VII		b	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
99	99	3/4	3/4	2/2	4	1		III		b	i		III	III							M	1	1	-3, 1, -2		-3	-3
100	100	0	0	2/2	4	1		VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
100	100	1/2	1/2	2/2	4	1		ii6		b	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
100	100	3/4	3/4	2/2	4	1		iio64		b	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
101	101	0	0	2/2	4	1		V\\		b	i		V	V						\\	M	1	1	1, 5, 2		1	1
102	102	0	0	2/2	4	1		VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
102	102	1/2	1/2	2/2	4	1		ii6		b	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
103	103	0	0	2/2	4	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
104	104	0	0	2/2	4	1		VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
104	104	1/2	1/2	2/2	4	1		ii6		b	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
105	105	0	0	2/2	4	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
106	106	0	0	2/2	4	1		VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
106	106	1/2	1/2	2/2	4	1		ii6		b	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
106	106	3/4	3/4	2/2	4	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
107	107	0	0	2/2	4	1		i\\		b	i		i	i						\\	m	1	1	0, -3, 1		0	0
