COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",Chorales,001,13,V7/IV,G major
"Bach, Johann Sebastian",Chorales,002,1,V6/V,A major
"Bach, Johann Sebastian",Chorales,002,5,V7/IV,A major
"Bach, Johann Sebastian",Chorales,003,9,viio7/IV,A minor
"Bach, Johann Sebastian",Chorales,003,10,viio7/V,A minor
"Bach, Johann Sebastian",Chorales,004,10,V6/V,E major
"Bach, Johann Sebastian",Chorales,006,1,V2/IV,F major
"Bach, Johann Sebastian",Chorales,006,5,V7/IV,C major
"Bach, Johann Sebastian",Chorales,007,5,V6/vi,A major
"Bach, Johann Sebastian",Chorales,007,5,V7/vi,A major
"Bach, Johann Sebastian",Chorales,007,13,V2/IV,E major
"Bach, Johann Sebastian",Chorales,007,33,V6/vi,A major
"Bach, Johann Sebastian",Chorales,008,1,V2/iv,F minor
"Bach, Johann Sebastian",Chorales,009,2,V6/vi,G major
"Bach, Johann Sebastian",Chorales,009,2,V6/5/vi,G major
"Bach, Johann Sebastian",Chorales,009,5,viio7/V,A minor
"Bach, Johann Sebastian",Chorales,009,7,V6/5/iv,E minor
"Bach, Johann Sebastian",Chorales,009,7,viio7/V,E minor
"Bach, Johann Sebastian",Chorales,009,10,V6/5/V,G major
"Bach, Johann Sebastian",Chorales,009,10,V7/V,G major
"Bach, Johann Sebastian",Chorales,010,6,viio6/VII,A minor
"Bach, Johann Sebastian",Chorales,011,1,V2/IV,C major
"Bach, Johann Sebastian",Chorales,011,2,V6/V,C major
"Bach, Johann Sebastian",Chorales,011,9,V6/5/v,A minor
"Bach, Johann Sebastian",Chorales,011,27,V6/iv,D minor
"Bach, Johann Sebastian",Chorales,012,1,V6/V,C major
"Bach, Johann Sebastian",Chorales,012,5,V4/3/vi,C major
"Bach, Johann Sebastian",Chorales,012,6,V6/5/V,C major
"Bach, Johann Sebastian",Chorales,012,9,V6/5/V,G major
"Bach, Johann Sebastian",Chorales,012,10,V6/V,A minor
"Bach, Johann Sebastian",Chorales,012,12,V6/V,C major
"Bach, Johann Sebastian",Chorales,012,15,viio7/V,A minor
"Bach, Johann Sebastian",Chorales,013,2,V4/3/V,C major
"Bach, Johann Sebastian",Chorales,013,8,V6/5/iv,A minor
"Bach, Johann Sebastian",Chorales,013,9,V6/III,A minor
"Bach, Johann Sebastian",Chorales,014,7,V6/V,G major
"Bach, Johann Sebastian",Chorales,015,11,V6/iv,D minor
"Bach, Johann Sebastian",Chorales,015,11,V6/5/iv,D minor
"Bach, Johann Sebastian",Chorales,016,5,viio7/iv,B minor
"Bach, Johann Sebastian",Chorales,016,10,V6/5/iv,B minor
"Bach, Johann Sebastian",Chorales,016,13,viio6/V,A major
"Bach, Johann Sebastian",Chorales,016,16,V6/5/V,E minor
"Bach, Johann Sebastian",Chorales,017,13,V6/5/III,E minor
"Bach, Johann Sebastian",Chorales,017,15,V6/III,E minor
"Bach, Johann Sebastian",Chorales,018,4,V/V,G major
"Bach, Johann Sebastian",Chorales,018,11,viio6/IV,G major
"Bach, Johann Sebastian",Chorales,019,2,viio7/V,G minor
"Bach, Johann Sebastian",Chorales,019,3,V6/iv,G minor
"Bach, Johann Sebastian",Chorales,019,5,V2/IV,F major
"Bach, Johann Sebastian",Chorales,019,6,viiø7/VII,G minor
"Bach, Johann Sebastian",Chorales,019,8,V6/iv,G minor
"Bach, Johann Sebastian",Chorales,019,8,viio7/V,G minor
"Bach, Johann Sebastian",Chorales,020,2,V/V,D major
"Bach, Johann Sebastian",Chorales,020,2,V7/V,D major
"Bach, Johann Sebastian",Chorales,021,1,viio7/iv,A minor
"Bach, Johann Sebastian",Chorales,021,3,viio6/5/V,A minor
"Bach, Johann Sebastian",Chorales,021,3,V6/5/V,A minor
"Bach, Johann Sebastian",Chorales,021,4,viio6/VII,A minor
"Bach, Johann Sebastian",Chorales,021,6,V6/5/IV,C major
"Bach, Johann Sebastian",Chorales,023,8,V6/V,C major
"Bach, Johann Sebastian",Chorales,023,8,V/V,C major
"Bach, Johann Sebastian",Chorales,023,8,V7/V,C major
"Bach, Johann Sebastian",Chorales,023,10,V/V,C major
"Bach, Johann Sebastian",Chorales,023,10,V7/V,C major
"Bach, Johann Sebastian",Chorales,024,3,viio7/vi,D major
"Bach, Johann Sebastian",Chorales,024,3,viio7/V,D major
"Bach, Johann Sebastian",Chorales,024,5,V6/V,D major
"Bach, Johann Sebastian",Chorales,024,6,V6/vi,A major
"Bach, Johann Sebastian",Chorales,024,9,V7/IV,D major
"Bach, Johann Sebastian",Chorales,025,10,V6/5/V,Ab major
"Bach, Johann Sebastian",Chorales,025,10,V/V,Ab major
"Bach, Johann Sebastian",Chorales,026,4,V6/vi,F major
"Bach, Johann Sebastian",Chorales,026,7,viio7/V,G minor
"Bach, Johann Sebastian",Chorales,027,2,V7/IV,Bb major
"Bach, Johann Sebastian",Chorales,028,3,viio6/VII,B minor
"Bach, Johann Sebastian",Chorales,028,4,V7/IV,D major
"Bach, Johann Sebastian",Chorales,028,7,V4/3/V,B minor
"Bach, Johann Sebastian",Chorales,029,7,V6/4/IV,G major
"Bach, Johann Sebastian",Chorales,029,8,viiø4/3/V,G major
"Bach, Johann Sebastian",Chorales,030,3,viio7/V,E minor
"Bach, Johann Sebastian",Chorales,030,9,V6/5/IV,G major
"Bach, Johann Sebastian",Chorales,030,10,viio7/vi,G major
"Bach, Johann Sebastian",Chorales,030,11,V6/5/V,G major
"Bach, Johann Sebastian",Chorales,031,2,viio6/V,C major
"Bach, Johann Sebastian",Chorales,032,9,viio/ii,A major
"Bach, Johann Sebastian",Chorales,033,7,V2/vi,C major
"Bach, Johann Sebastian",Chorales,034,4,V7/IV,C major
"Bach, Johann Sebastian",Chorales,034,7,viiø7/IV,C major
"Bach, Johann Sebastian",Chorales,034,9,viio7/V,C major
"Bach, Johann Sebastian",Chorales,034,9,V6/5/V,C major
"Bach, Johann Sebastian",Chorales,034,12,V7/IV,C major
"Bach, Johann Sebastian",Chorales,035,5,viiø6/5/V,A major
"Bach, Johann Sebastian",Chorales,035,6,V2/V,A major
"Bach, Johann Sebastian",Chorales,035,7,V2/ii,A major
"Bach, Johann Sebastian",Chorales,036,9,V7/IV,A major
"Bach, Johann Sebastian",Chorales,037,4,viio6/4/V,A minor
"Bach, Johann Sebastian",Chorales,037,10,viio7/vi,C major
"Bach, Johann Sebastian",Chorales,039,11,V2/V,G major
"Bach, Johann Sebastian",Chorales,040,1,V/V,C major
"Bach, Johann Sebastian",Chorales,040,1,V7/V,C major
"Bach, Johann Sebastian",Chorales,040,1,V7/IV,C major
"Bach, Johann Sebastian",Chorales,040,6,V4/3/V,C major
"Bach, Johann Sebastian",Chorales,041,6,viio6/vi,G major
"Bach, Johann Sebastian",Chorales,041,9,viio6/4/V,A minor
"Bach, Johann Sebastian",Chorales,043,11,viio7/V,C# minor
"Bach, Johann Sebastian",Chorales,043,14,viio7/V,E major
"Bach, Johann Sebastian",Chorales,044,3,viio6/V,D major
"Bach, Johann Sebastian",Chorales,044,5,V6/5/ii,D major
"Bach, Johann Sebastian",Chorales,044,6,viiø7/V,D major
"Bach, Johann Sebastian",Chorales,045,9,V2/IV,A major
"Bach, Johann Sebastian",Chorales,045,11,V6/5/iv,B minor
"Bach, Johann Sebastian",Chorales,045,12,V6/5/VII,B minor
"Bach, Johann Sebastian",Chorales,046,1,viiø7/V,D major
"Bach, Johann Sebastian",Chorales,046,3,V4/3/IV,D major
"Bach, Johann Sebastian",Chorales,046,5,V6/5/V,A major
"Bach, Johann Sebastian",Chorales,047,6,viio7/V,D minor
"Bach, Johann Sebastian",Chorales,047,12,viio7/V,D minor
"Bach, Johann Sebastian",Chorales,048,10,V6/5/V,A minor
"Bach, Johann Sebastian",Chorales,049,9,V6/III,D minor
"Bach, Johann Sebastian",Chorales,049,10,viio7/V,D minor
"Bach, Johann Sebastian",Chorales,050,6,V6/vi,F major
"Bach, Johann Sebastian",Chorales,051,9,V7/IV,G major
"Bach, Johann Sebastian",Chorales,052,1,viio6/V,A major
"Bach, Johann Sebastian",Chorales,052,6,V7/IV,A major
"Bach, Johann Sebastian",Chorales,052,8,viio4/3/V,B minor
"Bach, Johann Sebastian",Chorales,052,13,V2/IV,A major
"Bach, Johann Sebastian",Chorales,053,5,viio7/V,G minor
"Bach, Johann Sebastian",Chorales,056,8,viiø4/3/III,B minor
"Bach, Johann Sebastian",Chorales,057,1,viio4/3/V,A minor
"Bach, Johann Sebastian",Chorales,057,4,V6/5/V,C major
"Bach, Johann Sebastian",Chorales,058,7,V6/5/vi,D major
"Bach, Johann Sebastian",Chorales,058,10,V/vi,D major
"Bach, Johann Sebastian",Chorales,058,10,V6/ii,D major
"Bach, Johann Sebastian",Chorales,058,12,V6/5/V,D major
"Bach, Johann Sebastian",Chorales,058,13,viio7/vi,A major
"Bach, Johann Sebastian",Chorales,058,14,V6/5/V,A major
"Bach, Johann Sebastian",Chorales,058,17,V6/5/IV,D major
"Bach, Johann Sebastian",Chorales,059,4,V2/IV,Bb major
"Bach, Johann Sebastian",Chorales,059,5,viio7/V,Bb major
"Bach, Johann Sebastian",Chorales,059,7,viio7/V,G minor
"Bach, Johann Sebastian",Chorales,059,10,V6/5/V,G minor
"Bach, Johann Sebastian",Chorales,060,11,V6/5/V,D major
"Bach, Johann Sebastian",Chorales,063,1,V2/IV,A major
"Bach, Johann Sebastian",Chorales,063,2,V6/vi,A major
"Bach, Johann Sebastian",Chorales,063,4,viio7/iii,A major
"Bach, Johann Sebastian",Chorales,063,6,V6/vi,A major
"Bach, Johann Sebastian",Chorales,063,8,viio4/3/V,B minor
"Bach, Johann Sebastian",Chorales,064,1,V/V,G major
"Bach, Johann Sebastian",Chorales,066,1,V/III,D minor
"Bach, Johann Sebastian",Chorales,066,1,V/III,D minor
"Bach, Johann Sebastian",Chorales,066,7,V6/5/V,C major
