COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",Chorales,002,10-11,I6-V-ii-vi,A major
"Bach, Johann Sebastian",Chorales,004,9-10,IV6-I-V-V6/V,E major
"Bach, Johann Sebastian",Chorales,010,12-12,VI-III-iv6/iv-iv6/4,A minor
"Bach, Johann Sebastian",Chorales,031,5-6,I6-V-iv6-i,C major-A minor
"Bach, Johann Sebastian",Chorales,075,6-7,IV6-I6-V-V6,F major-C major
"Bach, Johann Sebastian",Chorales,091,9-9,I-V6-iv-i6,A major-F# minor
"Bach, Johann Sebastian",Chorales,091,9-10,V6-iv-i6-V,A major-F# minor
"Bach, Johann Sebastian",Chorales,133,14-15,i-V-i6-V,G minor-A minor
"Bach, Johann Sebastian",Chorales,197,14-15,VI-I6-V6-V43/V,D minor-F major
"Bach, Johann Sebastian",Chorales,220,28-29,I-iv-i6-V6,C major-D minor
"Bach, Johann Sebastian",Chorales,227,6-7,IV-IV-I-V43,Bb major-F major
"Bach, Johann Sebastian",Chorales,249,1-2,V-iv-i-v6,G major-E minor
"Bach, Johann Sebastian",Chorales,253,8-9,I-iv-i-V,F major-G minor
"Bach, Johann Sebastian",Chorales,259,9-9,I-V6-iv-i6,A major-F# minor
"Bach, Johann Sebastian",Chorales,259,9-10,V6-iv-i6-V,A major-F# minor
"Bach, Johann Sebastian",Chorales,294,5-6,vi-V-iio6-VI,D major-B minor
"Bach, Johann Sebastian",Chorales,340,2-3,I-V6-viio43-viio7/V,F major-A minor
"Bach, Johann Sebastian",Chorales,347,6-7,I-IV-I-V65,C major-D major
"Goudimel, Claude",Psalmes,066,15-16,IV-I-I-v,G major-D major
"Goudimel, Claude",Psalmes,066,19-20,I-V-ii-vi,G major
"Goudimel, Claude",Psalmes,066,42-43,IV-I-V-v,G major-D major
"Goudimel, Claude",Psalmes,066,46-47,I-V-ii-vi,G major
"Goudimel, Claude",Psalmes,079,3-4,I-V-i-V,G major-A minor
"Goudimel, Claude",Psalmes,098,15-16,IV-I-V-ii,G major
"Goudimel, Claude",Psalmes,098,19-20,I-V-ii-vi,G major
"Goudimel, Claude",Psalmes,118,15-16,IV-I-V-v,G major-D major
"Goudimel, Claude",Psalmes,118,19-20,I-V-ii-vi,G major
"Goudimel, Claude",Psalmes,122,1-3,IV-I-V-V/V,D major
"Goudimel, Claude",Psalmes,127,11-12,IV-I-V-ii,D major
"Goudimel, Claude",Psalmes,150,10-10,IV-I-V-V/V,D major
"Monteverdi, Claudio",Madrigals Book 4,09,21-22,VII-IV-I6-V,D minor
"Monteverdi, Claudio",Madrigals Book 4,13,9-11,IV6-I-V-i,F major-G minor
"Monteverdi, Claudio",Madrigals Book 4,14,69-72,IV-i6-v-iio6,G minor
