COMPOSER	COLLECTION	MOVEMENT	MEASURE (START)	FIGURE(S)	KEY
Monteverdi, Claudio	Madrigals Book 4	2	21	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	2	22	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	2	32	i	D major
Monteverdi, Claudio	Madrigals Book 4	2	42	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	2	43	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	2	43	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	2	43	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	2	47	I	D minor
Monteverdi, Claudio	Madrigals Book 4	2	47	I6	D minor
Monteverdi, Claudio	Madrigals Book 4	2	47	ii6	D minor
Monteverdi, Claudio	Madrigals Book 4	2	48	I6/4	D minor
Monteverdi, Claudio	Madrigals Book 4	2	49	I	D minor
Monteverdi, Claudio	Madrigals Book 4	20	9	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	20	13	I	G minor
Monteverdi, Claudio	Madrigals Book 4	20	14	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	20	15	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	20	16	ii6[no5]	G minor
Monteverdi, Claudio	Madrigals Book 4	20	16	IV6	G minor
Monteverdi, Claudio	Madrigals Book 4	20	20	I	G minor
Monteverdi, Claudio	Madrigals Book 4	20	21	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	20	24	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	20	26	I	D minor
Monteverdi, Claudio	Madrigals Book 4	20	27	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	20	29	I	D minor
Monteverdi, Claudio	Madrigals Book 4	20	32	I	A minor
Monteverdi, Claudio	Madrigals Book 4	20	36	I6	A minor
Monteverdi, Claudio	Madrigals Book 4	20	54	ii	A minor
Monteverdi, Claudio	Madrigals Book 4	20	64	I	A minor
Monteverdi, Claudio	Madrigals Book 4	20	65	IV	A minor
Monteverdi, Claudio	Madrigals Book 4	20	66	ii7	A minor
Monteverdi, Claudio	Madrigals Book 4	20	76	I	A minor
Monteverdi, Claudio	Madrigals Book 4	20	77	I6	A minor
Monteverdi, Claudio	Madrigals Book 4	20	96	I	A minor
Monteverdi, Claudio	Madrigals Book 4	20	97	IV	A minor
Monteverdi, Claudio	Madrigals Book 4	20	98	IV	A minor
Monteverdi, Claudio	Madrigals Book 4	20	99	ii	A minor
Monteverdi, Claudio	Madrigals Book 4	20	104	IV	A minor
Monteverdi, Claudio	Madrigals Book 4	20	110	I	A minor
Monteverdi, Claudio	Madrigals Book 4	3	12	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	3	17	I	D minor
Monteverdi, Claudio	Madrigals Book 4	3	33	iv6	G major
Monteverdi, Claudio	Madrigals Book 4	3	33	v	G major
Monteverdi, Claudio	Madrigals Book 4	3	43	ii	D minor
Monteverdi, Claudio	Madrigals Book 4	3	44	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	3	45	I6/4	A minor
Monteverdi, Claudio	Madrigals Book 4	3	46	I	A minor
Monteverdi, Claudio	Madrigals Book 4	3	54	I6	A minor
Monteverdi, Claudio	Madrigals Book 4	3	59	I6	D minor
Monteverdi, Claudio	Madrigals Book 4	3	61	I	D minor
Monteverdi, Claudio	Madrigals Book 4	4	5	I	D minor
Monteverdi, Claudio	Madrigals Book 4	4	6	I	D minor
Monteverdi, Claudio	Madrigals Book 4	4	10	I	D minor
Monteverdi, Claudio	Madrigals Book 4	4	11	I	D minor
Monteverdi, Claudio	Madrigals Book 4	4	12	I	D minor
Monteverdi, Claudio	Madrigals Book 4	4	25	I	D minor
Monteverdi, Claudio	Madrigals Book 4	4	26	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	4	30	IV6	G minor
Monteverdi, Claudio	Madrigals Book 4	4	47	I	D minor
Monteverdi, Claudio	Madrigals Book 4	4	48	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	4	49	i	C major
Monteverdi, Claudio	Madrigals Book 4	4	50	v	C major
Monteverdi, Claudio	Madrigals Book 4	4	51	i	C major
Monteverdi, Claudio	Madrigals Book 4	4	51	I6	G minor
Monteverdi, Claudio	Madrigals Book 4	4	62	IV6	G minor
Monteverdi, Claudio	Madrigals Book 4	4	71	I	D minor
Monteverdi, Claudio	Madrigals Book 4	5	19	I	G minor
Monteverdi, Claudio	Madrigals Book 4	5	20	I	G minor
Monteverdi, Claudio	Madrigals Book 4	5	20	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	5	25	IV6[no1]	G minor
Monteverdi, Claudio	Madrigals Book 4	5	27	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	5	30	ii7	G minor
Monteverdi, Claudio	Madrigals Book 4	5	31	I	G minor
Monteverdi, Claudio	Madrigals Book 4	5	56	I	A minor
Monteverdi, Claudio	Madrigals Book 4	5	82	I	G minor
Monteverdi, Claudio	Madrigals Book 4	6	1	I	G minor
Monteverdi, Claudio	Madrigals Book 4	6	2	I	G minor
Monteverdi, Claudio	Madrigals Book 4	6	9	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	6	32	I	G minor
Monteverdi, Claudio	Madrigals Book 4	6	36	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	6	68	I	G minor
Monteverdi, Claudio	Madrigals Book 4	7	2	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	7	3	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	7	3	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	7	8	vi	G minor
Monteverdi, Claudio	Madrigals Book 4	7	9	I	G minor
Monteverdi, Claudio	Madrigals Book 4	7	10	I	G minor
Monteverdi, Claudio	Madrigals Book 4	7	12	I	G minor
Monteverdi, Claudio	Madrigals Book 4	7	13	I	G minor
Monteverdi, Claudio	Madrigals Book 4	7	16	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	7	26	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	7	45	I6	G minor
Monteverdi, Claudio	Madrigals Book 4	7	46	IV	G minor
Monteverdi, Claudio	Madrigals Book 4	7	47	I	G minor
Monteverdi, Claudio	Madrigals Book 4	7	47	IV6	G minor
Monteverdi, Claudio	Madrigals Book 4	7	48	I6	G minor
Monteverdi, Claudio	Madrigals Book 4	7	48	I	G minor
Monteverdi, Claudio	Madrigals Book 4	7	49	IV6	G minor
Monteverdi, Claudio	Madrigals Book 4	7	50	i6/4	C major
Monteverdi, Claudio	Madrigals Book 4	7	52	i	C major
Monteverdi, Claudio	Madrigals Book 4	7	54	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	7	54	ii	G minor
Monteverdi, Claudio	Madrigals Book 4	7	55	vi6	G minor
Monteverdi, Claudio	Madrigals Book 4	7	58	I	D minor
Monteverdi, Claudio	Madrigals Book 4	7	59	I6	G minor
Monteverdi, Claudio	Madrigals Book 4	7	59	ii6	G minor
Monteverdi, Claudio	Madrigals Book 4	7	62	I	G minor
Monteverdi, Claudio	Madrigals Book 4	8	3	i	G major
Monteverdi, Claudio	Madrigals Book 4	8	4	i	G major
Monteverdi, Claudio	Madrigals Book 4	8	5	i6	G major
Monteverdi, Claudio	Madrigals Book 4	8	7	i	G major
Monteverdi, Claudio	Madrigals Book 4	8	13	v6	G major
Monteverdi, Claudio	Madrigals Book 4	8	13	bVII	G major
Monteverdi, Claudio	Madrigals Book 4	8	14	v	G major
Monteverdi, Claudio	Madrigals Book 4	8	15	v	G major
Monteverdi, Claudio	Madrigals Book 4	8	26	I	A minor
Monteverdi, Claudio	Madrigals Book 4	8	34	I	A minor
Monteverdi, Claudio	Madrigals Book 4	8	35	I	A minor
Monteverdi, Claudio	Madrigals Book 4	8	60	I	D minor
Monteverdi, Claudio	Madrigals Book 4	8	65	IV6	A minor
Monteverdi, Claudio	Madrigals Book 4	8	68	I	A minor
Monteverdi, Claudio	Madrigals Book 4	8	69	I	A minor
Monteverdi, Claudio	Madrigals Book 4	8	70	I6	D minor
Monteverdi, Claudio	Madrigals Book 4	8	71	I6[no1]	D minor
Monteverdi, Claudio	Madrigals Book 4	8	73	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	8	76	I	D minor
Monteverdi, Claudio	Madrigals Book 4	8	76	I	D minor
Monteverdi, Claudio	Madrigals Book 4	8	77	I	D minor
Monteverdi, Claudio	Madrigals Book 4	8	77	I	D minor
Monteverdi, Claudio	Madrigals Book 4	8	89	I	D minor
Monteverdi, Claudio	Madrigals Book 4	9	15	IV6	A minor
Monteverdi, Claudio	Madrigals Book 4	9	17	IV6	A minor
Monteverdi, Claudio	Madrigals Book 4	9	22	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	9	22	I6	D minor
Monteverdi, Claudio	Madrigals Book 4	9	23	I	D minor
Monteverdi, Claudio	Madrigals Book 4	9	24	bVII	G major
Monteverdi, Claudio	Madrigals Book 4	9	24	iv	G major
Monteverdi, Claudio	Madrigals Book 4	9	34	IV/	A minor
Monteverdi, Claudio	Madrigals Book 4	9	38	IV/	D minor
Monteverdi, Claudio	Madrigals Book 4	9	45	I	D minor
Monteverdi, Claudio	Madrigals Book 4	9	46	IV6[no1]	D minor
Monteverdi, Claudio	Madrigals Book 4	9	46	IV	D minor
Monteverdi, Claudio	Madrigals Book 4	9	60	I	D minor
Monteverdi, Claudio	Madrigals Book 5	1	27	I	D minor
Monteverdi, Claudio	Madrigals Book 5	1	30	IV6	D minor
Monteverdi, Claudio	Madrigals Book 5	1	32	I	A minor
Monteverdi, Claudio	Madrigals Book 5	1	44	ii	D minor
Monteverdi, Claudio	Madrigals Book 5	1	45	ii	D minor
Monteverdi, Claudio	Madrigals Book 5	1	45	IV6	D minor
Monteverdi, Claudio	Madrigals Book 5	1	47	I	D minor
Monteverdi, Claudio	Madrigals Book 5	1	55	I	D minor
Monteverdi, Claudio	Madrigals Book 5	2	8	IV	A minor
Monteverdi, Claudio	Madrigals Book 5	2	9	IV	A minor
Monteverdi, Claudio	Madrigals Book 5	2	17	IV6	D minor
Monteverdi, Claudio	Madrigals Book 5	2	35	I	D minor
Monteverdi, Claudio	Madrigals Book 5	2	51	I	D minor
Monteverdi, Claudio	Madrigals Book 5	2	51	I	D minor
Monteverdi, Claudio	Madrigals Book 5	2	52	I	D minor
Monteverdi, Claudio	Madrigals Book 5	2	53	I	D minor
Monteverdi, Claudio	Madrigals Book 5	2	53	IV	D minor
Monteverdi, Claudio	Madrigals Book 5	2	64	v	D major
Monteverdi, Claudio	Madrigals Book 5	2	66	v	D major
Monteverdi, Claudio	Madrigals Book 5	2	67	v	D major
Monteverdi, Claudio	Madrigals Book 5	3	44	I	D minor
Monteverdi, Claudio	Madrigals Book 5	3	49	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	3	49	ii6/5	G minor
Monteverdi, Claudio	Madrigals Book 5	3	52	I	G minor
Monteverdi, Claudio	Madrigals Book 5	3	54	I	G minor
Monteverdi, Claudio	Madrigals Book 5	3	55	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	3	56	I	G minor
Monteverdi, Claudio	Madrigals Book 5	3	69	I	D minor
Monteverdi, Claudio	Madrigals Book 5	3	70	I	D minor
Monteverdi, Claudio	Madrigals Book 5	3	74	I	D minor
Monteverdi, Claudio	Madrigals Book 5	4	4	I	G minor
Monteverdi, Claudio	Madrigals Book 5	4	5	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	4	10	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	4	15	ii6	D minor
Monteverdi, Claudio	Madrigals Book 5	4	22	iv	D major
Monteverdi, Claudio	Madrigals Book 5	4	23	iv	D major
Monteverdi, Claudio	Madrigals Book 5	4	27	ii6	G minor
Monteverdi, Claudio	Madrigals Book 5	4	28	I	G minor
Monteverdi, Claudio	Madrigals Book 5	4	38	ii	C minor
Monteverdi, Claudio	Madrigals Book 5	4	39	I	C minor
Monteverdi, Claudio	Madrigals Book 5	4	40	I	C minor
Monteverdi, Claudio	Madrigals Book 5	4	47	I	G minor
Monteverdi, Claudio	Madrigals Book 5	4	48	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	4	51	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	4	52	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	4	56	i	C major
Monteverdi, Claudio	Madrigals Book 5	4	57	i	C major
Monteverdi, Claudio	Madrigals Book 5	4	61	IV	C minor
Monteverdi, Claudio	Madrigals Book 5	4	62	IV	C minor
Monteverdi, Claudio	Madrigals Book 5	4	64	I	C minor
Monteverdi, Claudio	Madrigals Book 5	4	65	I	C minor
Monteverdi, Claudio	Madrigals Book 5	4	66	I	D minor
Monteverdi, Claudio	Madrigals Book 5	4	67	I	D minor
Monteverdi, Claudio	Madrigals Book 5	4	68	I	D minor
Monteverdi, Claudio	Madrigals Book 5	4	73	I	A minor
Monteverdi, Claudio	Madrigals Book 5	4	80	i	D major
Monteverdi, Claudio	Madrigals Book 5	5	18	ii6	G minor
Monteverdi, Claudio	Madrigals Book 5	5	20	#vi6	G minor
Monteverdi, Claudio	Madrigals Book 5	5	20	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	5	21	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	5	23	I	G minor
Monteverdi, Claudio	Madrigals Book 5	5	24	I	G minor
Monteverdi, Claudio	Madrigals Book 5	5	24	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	5	66	I	D minor
Monteverdi, Claudio	Madrigals Book 5	5	67	I	D minor
Monteverdi, Claudio	Madrigals Book 5	6	10	I	D minor
Monteverdi, Claudio	Madrigals Book 5	6	11	I	D minor
Monteverdi, Claudio	Madrigals Book 5	6	15	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	6	19	I	G minor
Monteverdi, Claudio	Madrigals Book 5	6	20	I	G minor
Monteverdi, Claudio	Madrigals Book 5	6	20	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	6	23	I	G minor
Monteverdi, Claudio	Madrigals Book 5	6	24	I	G minor
Monteverdi, Claudio	Madrigals Book 5	6	25	I	G minor
Monteverdi, Claudio	Madrigals Book 5	6	27	I	G minor
Monteverdi, Claudio	Madrigals Book 5	6	28	I	G minor
Monteverdi, Claudio	Madrigals Book 5	6	31	I	D minor
Monteverdi, Claudio	Madrigals Book 5	6	38	I	D minor
Monteverdi, Claudio	Madrigals Book 5	6	39	I	D minor
Monteverdi, Claudio	Madrigals Book 5	6	40	I	D minor
Monteverdi, Claudio	Madrigals Book 5	6	41	I	D minor
Monteverdi, Claudio	Madrigals Book 5	6	45	I	G minor
Monteverdi, Claudio	Madrigals Book 5	6	46	I	G minor
Monteverdi, Claudio	Madrigals Book 5	6	46	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	6	48	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	6	48	ii6	G minor
Monteverdi, Claudio	Madrigals Book 5	6	53	I	G minor
Monteverdi, Claudio	Madrigals Book 5	7	8	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	7	11	ii6	G minor
Monteverdi, Claudio	Madrigals Book 5	7	12	ii6	G minor
Monteverdi, Claudio	Madrigals Book 5	7	12	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	7	24	v6	C major
Monteverdi, Claudio	Madrigals Book 5	7	28	i	C major
Monteverdi, Claudio	Madrigals Book 5	7	28	bVII	C major
Monteverdi, Claudio	Madrigals Book 5	7	30	v	C major
Monteverdi, Claudio	Madrigals Book 5	7	41	bIII	C major
Monteverdi, Claudio	Madrigals Book 5	7	43	v6	C major
Monteverdi, Claudio	Madrigals Book 5	7	49	bVII7	C major
Monteverdi, Claudio	Madrigals Book 5	7	56	bVII6	D major
Monteverdi, Claudio	Madrigals Book 5	7	57	bIII	D major
Monteverdi, Claudio	Madrigals Book 5	7	57	i6	D major
Monteverdi, Claudio	Madrigals Book 5	7	58	i6/4	D major
Monteverdi, Claudio	Madrigals Book 5	8	1	ii6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	2	ii6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	3	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	8	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	9	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	10	ii6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	11	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	11	I	G minor
Monteverdi, Claudio	Madrigals Book 5	8	13	I	G minor
Monteverdi, Claudio	Madrigals Book 5	8	14	I	G minor
Monteverdi, Claudio	Madrigals Book 5	8	26	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	28	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	30	I6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	31	I	G minor
Monteverdi, Claudio	Madrigals Book 5	8	33	I	G minor
Monteverdi, Claudio	Madrigals Book 5	8	34	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	35	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	42	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	45	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	46	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	47	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	52	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	55	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	55	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	55	I	G minor
Monteverdi, Claudio	Madrigals Book 5	8	56	I	G minor
Monteverdi, Claudio	Madrigals Book 5	8	56	ii6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	59	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	60	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	61	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	62	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	71	IV6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	72	ii6	G minor
Monteverdi, Claudio	Madrigals Book 5	8	72	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	75	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	76	ii	G minor
Monteverdi, Claudio	Madrigals Book 5	8	81	I	G minor
Monteverdi, Claudio	Madrigals Book 5	8	82	I	G minor
Monteverdi, Claudio	Madrigals Book 5	8	86	IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	91	ii6/5	G minor
Monteverdi, Claudio	Madrigals Book 5	8	95	I	G minor
