COMPOSER	COLLECTION	MOVEMENT	MEASURE (START)	FIGURE(S)	KEY
Bach, Johann Sebastian	Chorales	7	33	V6/vi	A major
Bach, Johann Sebastian	Chorales	8	1	V2/iv	F minor
Bach, Johann Sebastian	Chorales	8	15	V/ii	Ab major
Bach, Johann Sebastian	Chorales	8	15	V6/4/ii	Ab major
Bach, Johann Sebastian	Chorales	9	2	V6/vi	G major
Bach, Johann Sebastian	Chorales	9	2	V6/5/vi	G major
Bach, Johann Sebastian	Chorales	9	5	viiø7/V	A minor
Bach, Johann Sebastian	Chorales	9	7	V6/5/iv	E minor
Bach, Johann Sebastian	Chorales	9	7	V6/5/V	E minor
Bach, Johann Sebastian	Chorales	9	10	V6/5/V	G major
Bach, Johann Sebastian	Chorales	9	10	V7/V	G major
Monteverdi, Claudio	Madrigals Book 3	1	36	V/ii	Bb major
Monteverdi, Claudio	Madrigals Book 3	1	46	V2/ii	Bb major
Monteverdi, Claudio	Madrigals Book 3	1	72	V6/V	G minor
Monteverdi, Claudio	Madrigals Book 3	10	60	viio6/4/iv	A minor
Monteverdi, Claudio	Madrigals Book 3	11	15	V/v	F major
Monteverdi, Claudio	Madrigals Book 3	11	74	vii6/V	F major
Monteverdi, Claudio	Madrigals Book 3	12	8	viio6/V	F major
Monteverdi, Claudio	Madrigals Book 3	12	39	viio6/V	F major
Monteverdi, Claudio	Madrigals Book 3	13	30	V/V	D minor
Monteverdi, Claudio	Madrigals Book 3	13	36	V/V	D minor
Monteverdi, Claudio	Madrigals Book 3	13	40	V/ii	C major
Monteverdi, Claudio	Madrigals Book 3	13	43	V/ii	C major
Monteverdi, Claudio	Madrigals Book 3	13	44	V/V	C major
Monteverdi, Claudio	Madrigals Book 3	13	51	V/ii	C major
Monteverdi, Claudio	Madrigals Book 3	13	54	V/ii	C major
Monteverdi, Claudio	Madrigals Book 3	13	55	V/V	C major
Monteverdi, Claudio	Madrigals Book 3	13	85	V/vi	C major
Monteverdi, Claudio	Madrigals Book 3	13	86	V/vi	C major
Monteverdi, Claudio	Madrigals Book 3	13	86	V/vi	C major
Monteverdi, Claudio	Madrigals Book 3	13	87	V/vi	C major
Monteverdi, Claudio	Madrigals Book 3	14	10	viio6/IV	G minor
Monteverdi, Claudio	Madrigals Book 3	15	11	V/V	F major
Monteverdi, Claudio	Madrigals Book 3	15	27	V/V	F major
Monteverdi, Claudio	Madrigals Book 3	16	34	V/V	D major
Monteverdi, Claudio	Madrigals Book 3	17	24	V/ii	C major
Monteverdi, Claudio	Madrigals Book 3	17	25	V/ii	C major
Monteverdi, Claudio	Madrigals Book 3	18	14	V/iii	G minor
Monteverdi, Claudio	Madrigals Book 3	18	40	V/III	G minor
Monteverdi, Claudio	Madrigals Book 3	18	46	V/vi	Bb major
Monteverdi, Claudio	Madrigals Book 3	18	53	V/iv	D minor
Monteverdi, Claudio	Madrigals Book 3	19	12	V/iv	D minor
Monteverdi, Claudio	Madrigals Book 3	19	78	V/III	G minor
Monteverdi, Claudio	Madrigals Book 3	19	79	V/III	G minor
Monteverdi, Claudio	Madrigals Book 3	19	80	V/III	G minor
Monteverdi, Claudio	Madrigals Book 3	19	81	V/III	G minor
Monteverdi, Claudio	Madrigals Book 3	19	86	V/V/III	G minor
Monteverdi, Claudio	Madrigals Book 3	19	87	V/III	G minor
Monteverdi, Claudio	Madrigals Book 3	2	22	V/ii	C major
Monteverdi, Claudio	Madrigals Book 3	2	31	V/ii	C major
Monteverdi, Claudio	Madrigals Book 3	2	58	V/V/VII	A minor
Monteverdi, Claudio	Madrigals Book 3	2	59	V6/VII	A minor
Monteverdi, Claudio	Madrigals Book 3	2	66	V6/IV	D minor
Monteverdi, Claudio	Madrigals Book 3	2	71	V/V	D minor
Monteverdi, Claudio	Madrigals Book 3	20	20	V/VI	G minor
Monteverdi, Claudio	Madrigals Book 3	20	22	viio6/VI	G minor
Monteverdi, Claudio	Madrigals Book 3	20	34	viio7/iii	Bb major
Monteverdi, Claudio	Madrigals Book 3	20	35	viiø7/II	Bb major
Monteverdi, Claudio	Madrigals Book 3	20	35	viio/4/3/vi	Bb major
Monteverdi, Claudio	Madrigals Book 3	20	37	viio6/VI	Bb major
Monteverdi, Claudio	Madrigals Book 3	20	39	V/vi	Bb major
Monteverdi, Claudio	Madrigals Book 3	20	40	V6/iii	Bb major
Monteverdi, Claudio	Madrigals Book 3	20	40	v6/iii	Bb major
Monteverdi, Claudio	Madrigals Book 3	20	41	V6/ii	Bb major
Monteverdi, Claudio	Madrigals Book 3	20	42	V6/vi	Bb major
Monteverdi, Claudio	Madrigals Book 3	20	43	vii7/V	Bb major
Monteverdi, Claudio	Madrigals Book 3	3	3	viio6[no1]/III	A minor
Monteverdi, Claudio	Madrigals Book 3	3	26	V/V	C major
Monteverdi, Claudio	Madrigals Book 3	3	27	vi/V	C major
Monteverdi, Claudio	Madrigals Book 3	3	67	V6/ii	C major
Monteverdi, Claudio	Madrigals Book 3	3	81	V/III	A minor
Monteverdi, Claudio	Madrigals Book 3	3	83	V6/V/III	A minor
Monteverdi, Claudio	Madrigals Book 3	3	83	V/III	A minor
Monteverdi, Claudio	Madrigals Book 3	4	45	I6/4/V[no6]	C major
Monteverdi, Claudio	Madrigals Book 3	4	45	V/V	C major
Monteverdi, Claudio	Madrigals Book 3	4	69	V/V	C major
Monteverdi, Claudio	Madrigals Book 3	4	73	V/V	C major
Monteverdi, Claudio	Madrigals Book 3	4	77	V/V	C major
Monteverdi, Claudio	Madrigals Book 3	4	78	V/V	C major
Monteverdi, Claudio	Madrigals Book 3	4	84	V/V	C major
Monteverdi, Claudio	Madrigals Book 3	5	8	V6/5/IV	G major
Monteverdi, Claudio	Madrigals Book 3	5	14	V6/5/IV	G major
Monteverdi, Claudio	Madrigals Book 3	5	30	V6/5/IV	G major
Monteverdi, Claudio	Madrigals Book 3	5	60	V/ii	G major
Monteverdi, Claudio	Madrigals Book 3	5	66	V7/vi	C major
Monteverdi, Claudio	Madrigals Book 3	5	66	V/vi	C major
Monteverdi, Claudio	Madrigals Book 3	9	27	viio6/V	D minor
Monteverdi, Claudio	Madrigals Book 3	9	30	viio6/V	D minor
Monteverdi, Claudio	Madrigals Book 3	9	58	IV/VI	A minor
Monteverdi, Claudio	Madrigals Book 3	9	59	IV/VI	A minor
Monteverdi, Claudio	Madrigals Book 3	9	60	IV/VI	A minor
Monteverdi, Claudio	Madrigals Book 4	1	82	V6/iv	A minor
Monteverdi, Claudio	Madrigals Book 4	10	26	V7/VII	A minor
Monteverdi, Claudio	Madrigals Book 4	10	33	viio/iv	A minor
Monteverdi, Claudio	Madrigals Book 4	12	11	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	12	12	viio6/V	F major
Monteverdi, Claudio	Madrigals Book 4	12	16	V/vi	F major
Monteverdi, Claudio	Madrigals Book 4	12	17	V/vi	F major
Monteverdi, Claudio	Madrigals Book 4	12	18	V/vi	F major
Monteverdi, Claudio	Madrigals Book 4	12	22	viio6/4/V	D minor
Monteverdi, Claudio	Madrigals Book 4	12	50	V6/vi	Bb major
Monteverdi, Claudio	Madrigals Book 4	13	27	V/vi	F major
Monteverdi, Claudio	Madrigals Book 4	13	31	V/vi	F major
Monteverdi, Claudio	Madrigals Book 4	13	31	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	13	74	V/V	Bb major
Monteverdi, Claudio	Madrigals Book 4	15	63	V/ii	F major
Monteverdi, Claudio	Madrigals Book 4	16	7	viio6/V	C major
Monteverdi, Claudio	Madrigals Book 4	16	11	V/ii	C major
Monteverdi, Claudio	Madrigals Book 4	16	24	viio6/IV	D major
Monteverdi, Claudio	Madrigals Book 4	16	25	viio/V	D major
Monteverdi, Claudio	Madrigals Book 4	16	28	V6/5/III	D major
Monteverdi, Claudio	Madrigals Book 4	16	29	iiø6/5/V	D major
Monteverdi, Claudio	Madrigals Book 4	16	31	V6/5/VII	D major
Monteverdi, Claudio	Madrigals Book 4	16	34	V6/5/IV	D major
Monteverdi, Claudio	Madrigals Book 4	16	73	V/iv	A minor
Monteverdi, Claudio	Madrigals Book 4	17	12	viio6/V	D major
Monteverdi, Claudio	Madrigals Book 4	17	19	V7/V	D major
Monteverdi, Claudio	Madrigals Book 4	17	19	V/V	D major
Monteverdi, Claudio	Madrigals Book 4	17	28	V/vi	C major
Monteverdi, Claudio	Madrigals Book 4	17	43	V/V	C major
Monteverdi, Claudio	Madrigals Book 4	17	44	V/V	C major
Monteverdi, Claudio	Madrigals Book 4	17	48	viio6/ii	G major
Monteverdi, Claudio	Madrigals Book 4	17	49	viio6/ii	G major
Monteverdi, Claudio	Madrigals Book 4	17	50	viio6/ii	G major
Monteverdi, Claudio	Madrigals Book 4	17	55	V/V	C major
Monteverdi, Claudio	Madrigals Book 4	18	4	V/iv	D minor
Monteverdi, Claudio	Madrigals Book 4	18	6	V/III	D minor
Monteverdi, Claudio	Madrigals Book 4	18	9	V6/V	A minor
Monteverdi, Claudio	Madrigals Book 4	18	14	V/vi	G major
Monteverdi, Claudio	Madrigals Book 4	18	16	V/ii	G major
Monteverdi, Claudio	Madrigals Book 4	18	26	V/V	C major
Monteverdi, Claudio	Madrigals Book 4	18	27	V/V	C major
Monteverdi, Claudio	Madrigals Book 4	18	32	V/VII	D minor
Monteverdi, Claudio	Madrigals Book 4	18	40	V7/V	D minor
Monteverdi, Claudio	Madrigals Book 4	18	42	V/V	D minor
Monteverdi, Claudio	Madrigals Book 4	19	3	V/V	G major
Monteverdi, Claudio	Madrigals Book 4	19	4	V/V	G major
Monteverdi, Claudio	Madrigals Book 4	19	9	V6/5/IV	G major
Monteverdi, Claudio	Madrigals Book 4	19	23	V/V	C major
Monteverdi, Claudio	Madrigals Book 4	19	26	V/V	G major
Monteverdi, Claudio	Madrigals Book 4	19	30	viio6/V	G major
Monteverdi, Claudio	Madrigals Book 4	2	1	V/iv	D minor
Monteverdi, Claudio	Madrigals Book 4	2	14	viio6/iv	D minor
Monteverdi, Claudio	Madrigals Book 4	2	20	V/IV	D minor
Monteverdi, Claudio	Madrigals Book 4	2	23	V/v	D minor
Monteverdi, Claudio	Madrigals Book 4	2	44	viio6/iv6	D minor
Monteverdi, Claudio	Madrigals Book 4	2	45	V/v	D minor
Monteverdi, Claudio	Madrigals Book 4	2	45	i6/4/v	D minor
Monteverdi, Claudio	Madrigals Book 4	2	46	V/v	D minor
Monteverdi, Claudio	Madrigals Book 4	20	8	V/ii	G minor
Monteverdi, Claudio	Madrigals Book 4	20	10	V/v	G minor
Monteverdi, Claudio	Madrigals Book 4	20	20	v/ii	G minor
Monteverdi, Claudio	Madrigals Book 4	20	22	v/#III	G minor
Monteverdi, Claudio	Madrigals Book 4	20	26	v/ii	D minor
Monteverdi, Claudio	Madrigals Book 4	20	28	V/#III	D minor
Monteverdi, Claudio	Madrigals Book 4	20	34	V6/III	A minor
Monteverdi, Claudio	Madrigals Book 4	20	39	V6/III	A minor
Monteverdi, Claudio	Madrigals Book 4	20	43	V6/II	A minor
Monteverdi, Claudio	Madrigals Book 4	20	68	V6/iv	A minor
Monteverdi, Claudio	Madrigals Book 4	20	72	viio6/II	A minor
Monteverdi, Claudio	Madrigals Book 4	20	94	V/III	A minor
Monteverdi, Claudio	Madrigals Book 4	20	99	V/ii	A minor
Monteverdi, Claudio	Madrigals Book 4	20	100	V/ii	A minor
Monteverdi, Claudio	Madrigals Book 4	20	104	V/III	A minor
Monteverdi, Claudio	Madrigals Book 4	20	105	V/III	A minor
Monteverdi, Claudio	Madrigals Book 4	3	3	V/III	D minor
Monteverdi, Claudio	Madrigals Book 4	3	4	V/III	D minor
Monteverdi, Claudio	Madrigals Book 4	3	5	V/VII	D minor
Monteverdi, Claudio	Madrigals Book 4	3	7	V/V	D minor
Monteverdi, Claudio	Madrigals Book 4	3	16	V/v	D minor
Monteverdi, Claudio	Madrigals Book 4	3	34	viio/V	G major
Monteverdi, Claudio	Madrigals Book 4	3	40	viio/V	D minor
Monteverdi, Claudio	Madrigals Book 4	4	17	V/V	F major
Monteverdi, Claudio	Madrigals Book 4	5	14	V/ii	F major
Monteverdi, Claudio	Madrigals Book 4	5	17	V/ii	F major
Monteverdi, Claudio	Madrigals Book 4	5	18	V/ii	F major
Monteverdi, Claudio	Madrigals Book 4	5	20	V/IV	G minor
Monteverdi, Claudio	Madrigals Book 4	5	21	V/III	G minor
Monteverdi, Claudio	Madrigals Book 4	5	46	V/V	F major
Monteverdi, Claudio	Madrigals Book 4	5	48	V/V	C major
Monteverdi, Claudio	Madrigals Book 4	5	69	V/vi	Bb major
Monteverdi, Claudio	Madrigals Book 4	6	6	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	6	11	V/III	G minor
Monteverdi, Claudio	Madrigals Book 4	6	13	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	6	16	V/ii	F major
Monteverdi, Claudio	Madrigals Book 4	6	20	V/vi	Bb major
Monteverdi, Claudio	Madrigals Book 4	6	22	V/vi	Bb major
Monteverdi, Claudio	Madrigals Book 4	6	23	V/vi	Bb major
Monteverdi, Claudio	Madrigals Book 4	6	24	V/vi	Bb major
Monteverdi, Claudio	Madrigals Book 4	6	25	V/vi	Bb major
Monteverdi, Claudio	Madrigals Book 4	6	26	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	6	36	V/v	G minor
Monteverdi, Claudio	Madrigals Book 4	6	37	V/v	G minor
Monteverdi, Claudio	Madrigals Book 4	6	37	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	6	40	V/III	G minor
Monteverdi, Claudio	Madrigals Book 4	6	41	V/III	G minor
Monteverdi, Claudio	Madrigals Book 4	6	42	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	6	43	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	6	58	V/III	G minor
Monteverdi, Claudio	Madrigals Book 4	7	6	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	7	8	V/III	G minor
Monteverdi, Claudio	Madrigals Book 4	7	11	V/III	G minor
Monteverdi, Claudio	Madrigals Book 4	7	16	ii6/5/V	G minor
Monteverdi, Claudio	Madrigals Book 4	7	17	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	7	23	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	7	24	V/V	G minor
Monteverdi, Claudio	Madrigals Book 4	8	33	viio6/iv	A minor
Monteverdi, Claudio	Madrigals Book 4	8	34	viio6/iv	A minor
Monteverdi, Claudio	Madrigals Book 4	8	48	V/V	C major
Monteverdi, Claudio	Madrigals Book 5	1	10	viio6/V	C major
Monteverdi, Claudio	Madrigals Book 5	1	16	viio6/V	C major
Monteverdi, Claudio	Madrigals Book 5	1	32	V/V	C major
Monteverdi, Claudio	Madrigals Book 5	1	40	V6/V	C major
Monteverdi, Claudio	Madrigals Book 5	1	43	V/V	C major
Monteverdi, Claudio	Madrigals Book 5	2	32	viio6/iv	D minor
Monteverdi, Claudio	Madrigals Book 5	2	63	V/V	D major
Monteverdi, Claudio	Madrigals Book 5	2	64	V/VII	D major
Monteverdi, Claudio	Madrigals Book 5	3	44	V/vi	Bb major
Monteverdi, Claudio	Madrigals Book 5	3	45	V/vi	Bb major
Monteverdi, Claudio	Madrigals Book 5	5	16	viio6/VII	D minor
Monteverdi, Claudio	Madrigals Book 5	5	17	viio6/VII	D minor
Monteverdi, Claudio	Madrigals Book 5	5	20	V/IV	G minor
Monteverdi, Claudio	Madrigals Book 5	5	36	V/vi	F major
Monteverdi, Claudio	Madrigals Book 5	5	37	V/vi	F major
Monteverdi, Claudio	Madrigals Book 5	5	40	V/V	F major
Monteverdi, Claudio	Madrigals Book 5	5	41	V/V	F major
Monteverdi, Claudio	Madrigals Book 5	5	41	V/V	F major
Monteverdi, Claudio	Madrigals Book 5	5	53	V/ii	C major
Monteverdi, Claudio	Madrigals Book 5	5	54	V/ii	C major
Monteverdi, Claudio	Madrigals Book 5	5	54	V/V	G minor
Monteverdi, Claudio	Madrigals Book 5	6	1	V/ii	Bb major
Monteverdi, Claudio	Madrigals Book 5	6	5	V6/VII	D minor
Monteverdi, Claudio	Madrigals Book 5	6	13	V/iv	G minor
Monteverdi, Claudio	Madrigals Book 5	6	14	V/iv	G minor
Monteverdi, Claudio	Madrigals Book 5	6	15	V/iv	G minor
Monteverdi, Claudio	Madrigals Book 5	6	42	V/VII	D minor
Monteverdi, Claudio	Madrigals Book 5	6	47	V/VII	G minor
Monteverdi, Claudio	Madrigals Book 5	7	9	V/v	G minor
Monteverdi, Claudio	Madrigals Book 5	7	26	V/ii	C major
Monteverdi, Claudio	Madrigals Book 5	7	28	V/ii	C major
Monteverdi, Claudio	Madrigals Book 5	7	29	i6/4/v	C major
Monteverdi, Claudio	Madrigals Book 5	7	29	V/v	C major
Monteverdi, Claudio	Madrigals Book 5	7	37	V/ii	C major
Monteverdi, Claudio	Madrigals Book 5	7	42	V/v	C major
Monteverdi, Claudio	Madrigals Book 5	7	43	VI/v	C major
Monteverdi, Claudio	Madrigals Book 5	7	45	viio6/V	C major
Monteverdi, Claudio	Madrigals Book 5	8	4	ii6/V	G minor
Monteverdi, Claudio	Madrigals Book 5	8	4	IV/V	G minor
Monteverdi, Claudio	Madrigals Book 5	8	5	V/v	G minor
Monteverdi, Claudio	Madrigals Book 5	8	6	V/v	G minor
Monteverdi, Claudio	Madrigals Book 5	8	7	viio6/IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	20	v4/3/III	G minor
Monteverdi, Claudio	Madrigals Book 5	8	22	V/III	G minor
Monteverdi, Claudio	Madrigals Book 5	8	25	V/iv	G minor
Monteverdi, Claudio	Madrigals Book 5	8	35	V/V	G minor
Monteverdi, Claudio	Madrigals Book 5	8	36	V/V[no3]	G minor
Monteverdi, Claudio	Madrigals Book 5	8	37	V/V	G minor
Monteverdi, Claudio	Madrigals Book 5	8	42	V6/VII	G minor
Monteverdi, Claudio	Madrigals Book 5	8	46	V/IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	48	V/V	G minor
Monteverdi, Claudio	Madrigals Book 5	8	57	V/v	G minor
Monteverdi, Claudio	Madrigals Book 5	8	61	IV/IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	61	V/IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	63	V/V	G minor
Monteverdi, Claudio	Madrigals Book 5	8	66	V6/V	G minor
Monteverdi, Claudio	Madrigals Book 5	8	78	V/v	G minor
Monteverdi, Claudio	Madrigals Book 5	8	84	V6/v	G minor
Monteverdi, Claudio	Madrigals Book 5	8	86	V6/IV	G minor
Monteverdi, Claudio	Madrigals Book 5	8	86	V6/VI	G minor
Monteverdi, Claudio	Madrigals Book 5	8	87	viiø6/VII	G minor
Monteverdi, Claudio	Madrigals Book 5	8	88	V6/VII	G minor
Monteverdi, Claudio	Madrigals Book 5	8	89	V/V	G minor
Monteverdi, Claudio	Madrigals Book 5	8	90	V6/5/VII	G minor
Monteverdi, Claudio	Madrigals Book 5	8	92	V6/5/III	G minor
