COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",Chorales,015,10,III+6/5,D minor
"Bach, Johann Sebastian",Chorales,026,7,III+6,G minor
"Bach, Johann Sebastian",Chorales,049,7,III+6,D minor
"Bach, Johann Sebastian",Chorales,049,11,III+6,D minor
"Bach, Johann Sebastian",Chorales,123,10,III+6,A minor
"Bach, Johann Sebastian",Chorales,127,8,III+6,G minor
"Bach, Johann Sebastian",Chorales,133,6,III+maj7,A minor
"Bach, Johann Sebastian",Chorales,133,7,III+6,A minor
"Bach, Johann Sebastian",Chorales,133,12,III+6/5,D minor
"Bach, Johann Sebastian",Chorales,133,19,III+maj7,A minor
"Bach, Johann Sebastian",Chorales,138,9,III+6,B minor
"Bach, Johann Sebastian",Chorales,142,6,III+6,D minor
"Bach, Johann Sebastian",Chorales,149,1,III+6,C minor
"Bach, Johann Sebastian",Chorales,162,11,III+6,A minor
"Bach, Johann Sebastian",Chorales,166,12,III+6,G minor
"Bach, Johann Sebastian",Chorales,197,3,III+,D minor
"Bach, Johann Sebastian",Chorales,203,2,III+,C minor
"Bach, Johann Sebastian",Chorales,208,21,III+6,E minor
"Bach, Johann Sebastian",Chorales,227,8,III+6,G minor
"Bach, Johann Sebastian",Chorales,241,11,III+6,D minor
"Bach, Johann Sebastian",Chorales,252,19,III+6,C minor
"Bach, Johann Sebastian",Chorales,262,7,III+6,G minor
"Bach, Johann Sebastian",Chorales,266,9,III+6,G minor
"Bach, Johann Sebastian",Chorales,285,9,III+6,A minor
"Bach, Johann Sebastian",Chorales,285,9,III+maj7,A minor
"Bach, Johann Sebastian",Chorales,287,2,III+6,A minor
"Bach, Johann Sebastian",Chorales,321,9,III+6,G minor
"Bach, Johann Sebastian",Chorales,324,9,III+6,B minor
"Bach, Johann Sebastian",Chorales,338,5,III+maj7,B minor
"Bach, Johann Sebastian",Chorales,359,1,III+6,B minor
"Monteverdi, Claudio",Madrigals Book 3,06,84,III+6,G minor
"Monteverdi, Claudio",Madrigals Book 4,10,7,III+6,A minor
"Monteverdi, Claudio",Madrigals Book 4,16,63,III+,A minor
"Monteverdi, Claudio",Madrigals Book 4,17,50,V+,G major
"Monteverdi, Claudio",Madrigals Book 4,17,51,V+,G major
"Monteverdi, Claudio",Madrigals Book 4,17,63,III+6,A minor
"Monteverdi, Claudio",Madrigals Book 4,20,99,III+6,G minor
"Monteverdi, Claudio",Madrigals Book 5,01,53,III+6,D minor
"Monteverdi, Claudio",Madrigals Book 5,03,18,III+6,C minor
"Monteverdi, Claudio",Madrigals Book 5,03,70,III+6/iv,D minor
