COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",Chorales,024,9/12,V7/IV-IV-viiø4/3-I6,D major
"Bach, Johann Sebastian",Chorales,027,2/10,V7/IV-IV-V2-I6,Bb major
"Bach, Johann Sebastian",Chorales,040,1/8,V7/IV-IV-viio6-I,C major
"Bach, Johann Sebastian",Chorales,068,3/9,V2/IV-IV6-V6/5-I,F major
"Bach, Johann Sebastian",Chorales,069,12/24,V7/IV-IV-viio6-I,D major
"Bach, Johann Sebastian",Chorales,089,9/12,V6/5/IV-IV6-viiø7-I,A major
"Bach, Johann Sebastian",Chorales,091,16/27,V6/iv-iv-viio4/3-i,F# minor
"Bach, Johann Sebastian",Chorales,096,9/13,V4/3/iv-IV6-V6/5-i,A minor
"Bach, Johann Sebastian",Chorales,107,1/21,V4/3/IV-IV-viiø4/3-I,Eb major
"Bach, Johann Sebastian",Chorales,122,9/14,viio6/iv-iv-V2-i6,C minor
"Bach, Johann Sebastian",Chorales,136,6/8,V2/IV-IV6-viiø7-I,G major
"Bach, Johann Sebastian",Chorales,138,11/13,viio4/3/iv-IV6-viio7-i,E minor
"Bach, Johann Sebastian",Chorales,147,1/14,V6/5/IV-IV-viio6-I,Eb major
"Bach, Johann Sebastian",Chorales,162,7/12,viio7/iv-iv-V6-i,D major
"Bach, Johann Sebastian",Chorales,165,1/11,V6/5/IV-IV-V2-I6,F major
"Bach, Johann Sebastian",Chorales,165,6/11,V6/5/IV-IV-viiø4/3-I,F major
"Bach, Johann Sebastian",Chorales,166,10/13,V6/IV-IV-viio6/4-i6,C minor
"Bach, Johann Sebastian",Chorales,172,12/14,viio6/iv-iv6-viio2-i6/4,G minor
"Bach, Johann Sebastian",Chorales,196,9/12,V7/IV-IV-viio6-I,Eb major
"Bach, Johann Sebastian",Chorales,201,11/18,V6/iv-iv-viio7-i,C minor
"Bach, Johann Sebastian",Chorales,201,15/18,V2/IV-IV6-viiø2-I6/4,Bb major
"Bach, Johann Sebastian",Chorales,203,17/21,viio6/iv-iv-V-i,G minor
"Bach, Johann Sebastian",Chorales,212,1/14,V7/IV-IV-viio6-I,Eb major
"Bach, Johann Sebastian",Chorales,214,21/27,V6/5/IV-IV-viio6-I,C major
"Bach, Johann Sebastian",Chorales,218,14/16,V6/5/iv-iv-V2-i6,G minor
"Bach, Johann Sebastian",Chorales,222,9/18,V6/5/IV-IV-V7-I,D major
"Bach, Johann Sebastian",Chorales,231,1/14,V2/IV-IV6-V6/5-I,G major
"Bach, Johann Sebastian",Chorales,231,2/14,V6/5/iv-iv-V2-i6,A minor
"Bach, Johann Sebastian",Chorales,236,7/8,viio6/IV-IV6-viio-i,B minor
"Bach, Johann Sebastian",Chorales,258,12/16,V6/5/IV-IV-V-I,G major
"Bach, Johann Sebastian",Chorales,259,16/27,V6/iv-iv-viio4/3-i,F# minor
"Bach, Johann Sebastian",Chorales,273,6/12,V6/5/IV-IV-viio6-I,D major
"Bach, Johann Sebastian",Chorales,289,7/12,viio7/iv-iv-viio6/5-I,G minor
"Bach, Johann Sebastian",Chorales,295,7/8,viio6/IV-IV6-viio-i,B minor
"Bach, Johann Sebastian",Chorales,306,11/18,V6/iv-iv-viio7-i,C minor
"Bach, Johann Sebastian",Chorales,306,15/18,V2/IV-IV6-viiø2-I6/4,Bb major
"Bach, Johann Sebastian",Chorales,314,3/12,V6/5/IV-IV-viio7-i,A minor
"Bach, Johann Sebastian",Chorales,322,3/15,viio/IV-IVmaj7-V7-I,G major
"Bach, Johann Sebastian",Chorales,325,6/12,viio6/IV-IV6-V6-I,C major
"Bach, Johann Sebastian",Chorales,337,6/13,V6/5/IV-IV-V2-I,F major
"Bach, Johann Sebastian",Chorales,350,9/12,V6/5/IV-IV-V6/5-I,Bb major
"Bach, Johann Sebastian",Chorales,351,10/15,V6/5/IV-IV-V6-I,A major
"Bach, Johann Sebastian",Chorales,352,2/16,viio7/iv-iv-viio4/3-i,A minor
"Bach, Johann Sebastian",Chorales,355,7/12,V6/5/iv-iv-viio4/3-I,G minor
"Monteverdi, Claudio",Madrigals Book 3,02,59/82,V6/IV-IV-V-i,D minor
"Monteverdi, Claudio",Madrigals Book 3,02,66/82,V6/IV-IV-V-i,D minor
"Monteverdi, Claudio",Madrigals Book 3,05,30/106,V6/5/IV-IV-V2-I6,G major
