COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY
"Bach, Johann Sebastian",Chorales,003,4-5,V-i-V6-I,A minor-G major
"Bach, Johann Sebastian",Chorales,005,8-8,ii-V7-I-I,D major-G major
"Bach, Johann Sebastian",Chorales,006,6-6,ii7-V-I-IV,C major
"Bach, Johann Sebastian",Chorales,007,11-12,iiø65-V-i-V65,F# minor-E major
"Bach, Johann Sebastian",Chorales,007,11-13,V-i-V65-I,F# minor-E major
"Bach, Johann Sebastian",Chorales,007,21-23,V7-I-V-I,B minor-A major
"Bach, Johann Sebastian",Chorales,008,4-5,V7-I-VI-iio6,Ab major-F minor
"Bach, Johann Sebastian",Chorales,008,4-5,I-VI-iio6-V7,Ab major-F minor
"Bach, Johann Sebastian",Chorales,009,10-11,V7/V-V-I6-IV,G major
"Bach, Johann Sebastian",Chorales,012,5-6,V43/vi-vi-V65/V-V,C major
"Bach, Johann Sebastian",Chorales,012,6-7,vi-V65/V-V-I,C major
"Bach, Johann Sebastian",Chorales,012,10-11,V6/V-V-i-iv6,A minor
"Bach, Johann Sebastian",Chorales,012,10-12,V-i-iv6-V2,A minor-C major
"Bach, Johann Sebastian",Chorales,012,11-12,i-iv6-V2-I6,A minor-C major
"Bach, Johann Sebastian",Chorales,015,6-6,i-ii65-V-I,D minor-F major
"Bach, Johann Sebastian",Chorales,015,8-8,VI-iiø65-V-i,A minor
"Bach, Johann Sebastian",Chorales,017,2-3,ii2-V6-I-IV6,A major
"Bach, Johann Sebastian",Chorales,017,7-8,iiø65-V-I-i,B minor-E minor
"Bach, Johann Sebastian",Chorales,018,8-10,V7-I-I6-IV,D major-G major
"Bach, Johann Sebastian",Chorales,018,12-12,V65-I-IV6-viiø2,G major
"Bach, Johann Sebastian",Chorales,019,3-4,V2-V6/iv-IV-viio6,G minor
"Bach, Johann Sebastian",Chorales,021,10-10,ii65-V-I-IV,G major
"Bach, Johann Sebastian",Chorales,022,7-8,V7-I-I-IV,Bb major-Eb major
"Bach, Johann Sebastian",Chorales,023,1-2,V6-i-IV6-I,A minor-G major
"Bach, Johann Sebastian",Chorales,025,5-6,vi-ii65-V-I,Ab major
"Bach, Johann Sebastian",Chorales,027,6-7,V2-I6-IV-viio6,Bb major
"Bach, Johann Sebastian",Chorales,028,5-6,V6-I-IV-iio6,D major-B minor
"Bach, Johann Sebastian",Chorales,028,5-6,I-IV-iio6-V,D major-B minor
"Bach, Johann Sebastian",Chorales,028,5-6,IV-iio6-V-i,D major-B minor
"Bach, Johann Sebastian",Chorales,031,8-8,V7-I-IV6-viiø7,G major
"Bach, Johann Sebastian",Chorales,032,7-8,ii7-V-I-I,E major-A major
"Bach, Johann Sebastian",Chorales,032,7-9,V-I-I-IV,E major-A major
"Bach, Johann Sebastian",Chorales,033,3-4,VI-iiø65-V-i,A minor
"Bach, Johann Sebastian",Chorales,033,3-4,iiø65-V-i-iv6,A minor
"Bach, Johann Sebastian",Chorales,035,7-7,V2/ii-ii6-V6/4-I6,A major
"Bach, Johann Sebastian",Chorales,036,5-6,vi6-ii65-V-I,A major
"Bach, Johann Sebastian",Chorales,036,11-12,I6-IV-viio6-iii7,A major
"Bach, Johann Sebastian",Chorales,038,1-2,iii6/4-vi-ii65-V,Eb major
"Bach, Johann Sebastian",Chorales,038,2-2,vi-ii65-V-I,Eb major
"Bach, Johann Sebastian",Chorales,038,2-3,ii65-V-I-IV,Eb major
"Bach, Johann Sebastian",Chorales,038,2-3,V-I-IV-viio6,Eb major
"Bach, Johann Sebastian",Chorales,039,3-3,vi7-ii7-V7-I,G major
"Bach, Johann Sebastian",Chorales,041,7-8,ii7-V-I-IV,G major
"Bach, Johann Sebastian",Chorales,041,7-8,V-I-IV-viio6/4,G major
"Bach, Johann Sebastian",Chorales,041,11-11,i-iv-V65-I,E minor-G major
"Bach, Johann Sebastian",Chorales,041,11-12,iv-V65-I-IV,E minor-G major
"Bach, Johann Sebastian",Chorales,043,7-8,V2-i6-V2-I6,C# minor-B major
"Bach, Johann Sebastian",Chorales,046,1-2,V2-I6-IV-viio6,D major
"Bach, Johann Sebastian",Chorales,046,7-7,vi-ii65-ii6-V2,A major-D major
"Bach, Johann Sebastian",Chorales,046,7-7,ii65-ii6-V2-I6,A major-D major
"Bach, Johann Sebastian",Chorales,046,7-7,ii6-V2-I6-IV,D major
"Bach, Johann Sebastian",Chorales,047,3-4,III-VI-iiø43-V,D minor
"Bach, Johann Sebastian",Chorales,047,6-7,V-i-V7-Imaj7,D minor-C major
"Bach, Johann Sebastian",Chorales,055,8-9,ii-V65-i6-IV6,B minor
"Bach, Johann Sebastian",Chorales,058,10-11,V/vi-V6/ii-ii-V,D major
"Bach, Johann Sebastian",Chorales,058,11-12,iii-vi-V65/V-V,D major
"Bach, Johann Sebastian",Chorales,058,11-12,vi-V65/V-V-I,D major
"Bach, Johann Sebastian",Chorales,058,13-14,vi-V65/V-V-I,A major
"Bach, Johann Sebastian",Chorales,058,14-14,V65/V-V-I-IV,A major
"Bach, Johann Sebastian",Chorales,062,3-4,V65-I-IV-iiø65,D major-B minor
"Bach, Johann Sebastian",Chorales,062,4-4,I-IV-iiø65-V7,D major-B minor
"Bach, Johann Sebastian",Chorales,062,4-5,IV-iiø65-V7-i,D major-B minor
"Bach, Johann Sebastian",Chorales,063,9-10,vi6-ii2-V65-I,E major
"Bach, Johann Sebastian",Chorales,065,1-1,V6-I-IV-viiø43,G major
"Bach, Johann Sebastian",Chorales,065,8-9,V7-I-I6-IV6,D major-G major
"Bach, Johann Sebastian",Chorales,065,8-9,I-I6-IV6-viiø7,D major-G major
"Bach, Johann Sebastian",Chorales,066,6-7,i-V65/V-V-I,A minor-C major
"Bach, Johann Sebastian",Chorales,066,7-7,V65/V-V-I-IV,C major
"Bach, Johann Sebastian",Chorales,066,7-8,V-I-IV-viio6,C major
"Bach, Johann Sebastian",Chorales,066,7-8,I-IV-viio6-V,C major-A minor
"Bach, Johann Sebastian",Chorales,066,11-12,III7-VI-iio6-V,D minor
"Bach, Johann Sebastian",Chorales,073,4-5,V-i6-iv2-V6,G minor-Bb major
"Bach, Johann Sebastian",Chorales,074,8-9,V-V65-I-IV6,G minor-C major
"Bach, Johann Sebastian",Chorales,074,10-10,ii65-V-I-I,C major-F major
"Bach, Johann Sebastian",Chorales,075,3-4,V65-I-I6-IV,C major-F major
"Bach, Johann Sebastian",Chorales,079,3-5,ii65-V-I-IV,C major
"Bach, Johann Sebastian",Chorales,079,21-23,V6/III-III-iiø65/V-V/V,A minor
"Bach, Johann Sebastian",Chorales,080,10-10,V65/V-V-I-IV,A major
"Bach, Johann Sebastian",Chorales,083,11-11,V2-I6-IV2-viio,E minor
"Bach, Johann Sebastian",Chorales,084,2-2,V2-I6-IV-viio6,A major
"Bach, Johann Sebastian",Chorales,084,2-3,vi-ii65-V-I,A major
"Bach, Johann Sebastian",Chorales,086,2-2,ii7-V-I-I,A major-D major
"Bach, Johann Sebastian",Chorales,086,2-3,V-I-I-IV,A major-D major
"Bach, Johann Sebastian",Chorales,086,2-3,I-I-IV-viio6,A major-D major
"Bach, Johann Sebastian",Chorales,086,4-5,V7-I-I-IV,A major-D major
"Bach, Johann Sebastian",Chorales,087,10-11,V6-I-IV-V65/V,Eb major-C minor
"Bach, Johann Sebastian",Chorales,087,10-11,I-IV-V65/V-V,Eb major-C minor
"Bach, Johann Sebastian",Chorales,087,11-12,IV-V65/V-V-i6,Eb major-C minor
"Bach, Johann Sebastian",Chorales,088,1-2,V6-i-IV6-I,A minor-G major
"Bach, Johann Sebastian",Chorales,089,10-10,V65/V-V-I-IV,A major
"Bach, Johann Sebastian",Chorales,092,2-3,V7-i-V/V-V,B minor-D major
"Bach, Johann Sebastian",Chorales,098,10-10,ii6-V-I-I,A major-D major
"Bach, Johann Sebastian",Chorales,098,10-11,V-I-I-IV6,A major-D major
"Bach, Johann Sebastian",Chorales,102,3-5,V/V-V-I-IV,G major
"Bach, Johann Sebastian",Chorales,104,3-4,V7-Imaj7-IV-iiø65,D major-B minor
"Bach, Johann Sebastian",Chorales,104,4-4,Imaj7-IV-iiø65-V7,D major-B minor
"Bach, Johann Sebastian",Chorales,104,4-5,IV-iiø65-V7-i,D major-B minor
"Bach, Johann Sebastian",Chorales,106,13-13,iio6-V7-I-viiø43,D major-A major
"Bach, Johann Sebastian",Chorales,107,1-2,ii7/IV-V43/IV-IV-viiø43,Eb major
"Bach, Johann Sebastian",Chorales,107,14-15,vi-ii7-V-I,Bb major
"Bach, Johann Sebastian",Chorales,107,15-15,ii7-V-I-IV,Bb major
"Bach, Johann Sebastian",Chorales,107,17-18,V6-i-V65/V-V,C minor-Eb major
"Bach, Johann Sebastian",Chorales,107,17-18,i-V65/V-V-I,C minor-Eb major
"Bach, Johann Sebastian",Chorales,109,5-6,V-i-IV6-viio,G minor
"Bach, Johann Sebastian",Chorales,109,15-16,VI-iiø65-V-I,D minor
"Bach, Johann Sebastian",Chorales,110,6-7,V-i-V-I,C minor-Bb major
"Bach, Johann Sebastian",Chorales,111,5-6,vi-ii65-V-I,C major
"Bach, Johann Sebastian",Chorales,112,4-5,V65-I-IV-iiø65,D major-B minor
"Bach, Johann Sebastian",Chorales,112,4-5,I-IV-iiø65-V,D major-B minor
"Bach, Johann Sebastian",Chorales,112,4-5,IV-iiø65-V-i,D major-B minor
"Bach, Johann Sebastian",Chorales,112,6-7,vi-ii65-V-I,D major
"Bach, Johann Sebastian",Chorales,113,12-13,VI2-iiø65-V-i6,Bb minor
"Bach, Johann Sebastian",Chorales,115,5-6,V65/vi-vi-V65/V-V7,A major
