mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	4	1		G.I	G	I		I		I							M	0	0	0, 4, 1		0	0
3	3	0	0	2/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	0	0	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
6	6	0	0	2/4	4	1		V.ii	G	V		ii		ii							m	0	0	2, -1, 3		2	2
7	7	0	0	2/4	4	1		V(64)	G	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
7	7	1/4	1/4	2/4	4	1		V7	G	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	0	0	2/4	4	1		I\\	G	V		I		I						\\	M	0	0	0, 4, 1		0	0
9	9	0	0	2/4	4	1		I.V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	0	0	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
12	12	0	0	2/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
13	13	0	0	2/4	4	1		V7/vi	G	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
15	15	0	0	2/4	4	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
15	15	1/4	1/4	2/4	4	1		V7/vi	G	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
16	16	0	0	2/4	4	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
17	17	0	0	2/4	4	1		V7/IV	G	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
18	18	0	0	2/4	4	1		IV	G	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
19	19	0	0	2/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
20	20	1/8	1/8	2/4	4	1		V2	G	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
20	20	1/4	1/4	2/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
20	20	3/8	3/8	2/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	21	0	0	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
23	23	0	0	2/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
24	24	0	0	2/4	4	1		V43	G	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
25	25	0	0	2/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
26	26	0	0	2/4	4	1		V7	G	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	0	0	2/4	4	1		I6	G	I		I6		I		6					M	0	0	4, 1, 0		0	4
27	27	1/8	1/8	2/4	4	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
27	27	1/4	1/4	2/4	4	1		ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
27	27	3/8	3/8	2/4	4	1		V	G	I		V		V							M	0	0	1, 5, 2		1	1
28	28	0	0	2/4	4	1		I\\	G	I		I		I						\\	M	0	0	0, 4, 1		0	0
29	29	0	0	2/4	4	1		V65	G	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
30	30	0	0	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
30	30	1/8	1/8	2/4	4	1		V2/IV	G	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
30	30	1/4	1/4	2/4	4	1		IV6	G	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
30	30	3/8	3/8	2/4	4	1		viio	G	I		viio		vii	o						o	0	0	5, 2, -1		5	5
31	31	0	0	2/4	4	1		I	G	I		I		I							M	0	0	0, 4, 1		0	0
31	31	1/8	1/8	2/4	4	1		vi	G	I		vi		vi							m	0	0	3, 0, 4		3	3
31	31	1/4	1/4	2/4	4	1		ii6	G	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
