mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	4	1		A.I	A	I		I	I							M	0	0	0, 4, 1		0	0
1	1	11/16	11/16	4/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
1	1	3/4	3/4	4/4	4	1		viio6	A	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
1	1	15/16	15/16	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
2	2	0	0	4/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
2	2	1/4	1/4	4/4	4	1		I\\	A	I		I	I						\\	M	0	0	0, 4, 1		0	0
3	3	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
3	3	1/4	1/4	4/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	11/16	11/16	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
3	3	3/4	3/4	4/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	3	15/16	15/16	4/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	4	0	0	4/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
4	4	1/4	1/4	4/4	4	1		V\\	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
4	4	1/2	1/2	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	5	0	0	4/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	5	3/4	3/4	4/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
6	6	0	0	4/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	1/4	1/4	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
6	6	3/4	3/4	4/4	4	1		V.ii	A	V		ii	ii							m	0	0	2, -1, 3		2	2
7	7	0	0	4/4	4	1		V7(4)	A	V		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
7	7	3/8	3/8	4/4	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	1/2	1/2	4/4	4	1		V(64)	A	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
7	7	5/8	5/8	4/4	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	7	3/4	3/4	4/4	4	1		vi7	A	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
7	7	15/16	15/16	4/4	4	1		viio64	A	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
8	8	0	0	4/4	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
8	8	1/4	1/4	4/4	4	1		V7	A	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	1/2	1/2	4/4	4	1		I\\	A	V		I	I						\\	M	0	0	0, 4, 1		0	0
9	9	0	0	4/4	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	1/2	1/2	4/4	4	1		I	A	V		I	I							M	0	0	0, 4, 1		0	0
9	9	3/4	3/4	4/4	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
9	9	15/16	15/16	4/4	4	1		IV	A	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	10	0	0	4/4	4	1		I6	A	V		I6	I		6					M	0	0	4, 1, 0		0	4
10	10	1/4	1/4	4/4	4	1		viio64	A	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
10	10	1/2	1/2	4/4	4	1		V	A	V		V	V							M	0	0	1, 5, 2		1	1
10	10	5/8	5/8	4/4	4	1		@none	A	V		@none	@none							m	0	0				
10	10	15/16	15/16	4/4	4	1		I.V	A	I		V	V							M	0	0	1, 5, 2		1	1
11	11	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
11	11	1/4	1/4	4/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
11	11	3/8	3/8	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	11	1/2	1/2	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
11	11	5/8	5/8	4/4	4	1		I(64)	A	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
12	12	0	0	4/4	4	1		iii	A	I		iii	iii							m	0	0	4, 1, 5		4	4
12	12	3/8	3/8	4/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
12	12	1/2	1/2	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
12	12	5/8	5/8	4/4	4	1		vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
12	12	3/4	3/4	4/4	4	1		iiio64	A	I		iiio64	iii	o	64					o	0	0	-2, 4, 1		4	-2
13	13	0	0	4/4	4	1		IV64	A	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
13	13	1/2	1/2	4/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
14	14	0	0	4/4	4	1		ii7	A	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
14	14	1/2	1/2	4/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
15	15	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
15	15	3/4	3/4	4/4	4	1		V64	A	I		V64	V		64					M	0	0	2, 1, 5		1	2
15	15	15/16	15/16	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
16	16	0	0	4/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	16	1/4	1/4	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
17	17	0	0	4/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	1/4	1/4	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
17	17	1/2	1/2	4/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	3/4	3/4	4/4	4	1		IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
17	17	15/16	15/16	4/4	4	1		IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	18	0	0	4/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
18	18	1/4	1/4	4/4	4	1		V\\	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
18	18	1/2	1/2	4/4	4	1		V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
19	19	3/4	3/4	4/4	4	1		V2/V	A	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
20	20	0	0	4/4	4	1		V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
20	20	1/2	1/2	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	1/4	1/4	4/4	4	1		V43	A	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
21	21	3/4	3/4	4/4	4	1		V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
22	22	0	0	4/4	4	1		I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	1/4	1/4	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
22	22	3/4	3/4	4/4	4	1		ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
22	22	15/16	15/16	4/4	4	1		ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
23	23	0	0	4/4	4	1		V7(4)	A	I		V7(4)	V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
23	23	3/8	3/8	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	23	1/2	1/2	4/4	4	1		V(64)	A	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
23	23	5/8	5/8	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
23	23	3/4	3/4	4/4	4	1		IV6(+6+2)	A	I		IV6(+6+2)	IV		6	+6+2				M	0	0	3, 0, -1	2, 1	-1	3
23	23	15/16	15/16	4/4	4	1		V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
24	24	0	0	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
24	24	1/4	1/4	4/4	4	1		V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	1/2	1/2	4/4	4	1		I	A	I		I	I							M	0	0	0, 4, 1		0	0
25	25	0	0	4/4	4	1		i.V	A	i		V	V							M	0	1	1, 5, 2		1	1
25	25	1/2	1/2	4/4	4	1		i	A	i		i	i							m	0	1	0, -3, 1		0	0
26	26	0	0	4/4	4	1		III	A	i		III	III							M	0	1	-3, 1, -2		-3	-3
26	26	1/4	1/4	4/4	4	1		V2/VI	A	i		V2/VI	V		2		VI			Mm7	0	1	-5, -3, 1, -2		-3	-5
26	26	1/2	1/2	4/4	4	1		VI6	A	i		VI6	VI		6					M	0	1	0, -3, -4		-4	0
26	26	3/4	3/4	4/4	4	1		VI	A	i		VI	VI							M	0	1	-4, 0, -3		-4	-4
27	27	0	0	4/4	4	1		III6	A	i		III6	III		6					M	0	1	1, -2, -3		-3	1
29	29	1/4	1/4	4/4	4	1		iv.#viio65	A	iv		#viio65	#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
29	29	1/2	1/2	4/4	4	1		iv64	A	iv		iv64	iv		64					m	0	1	0, -1, -4		-1	0
31	31	0	0	4/4	4	1		V6(9)	A	iv		V6(9)	V		6	9				M	0	1	5, 2, 1	-4	1	5
31	31	1/8	1/8	4/4	4	1		V6	A	iv		V6	V		6					M	0	1	5, 2, 1		1	5
31	31	1/4	1/4	4/4	4	1		V2	A	iv		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
31	31	1/2	1/2	4/4	4	1		i6	A	iv		i6	i		6					m	0	1	-3, 1, 0		0	-3
31	31	3/4	3/4	4/4	4	1		i	A	iv		i	i							m	0	1	0, -3, 1		0	0
32	32	0	0	4/4	4	1		V6	A	iv		V6	V		6					M	0	1	5, 2, 1		1	5
34	34	0	0	4/4	4	1		V65	A	iv		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
34	34	1/2	1/2	4/4	4	1		#viio7	A	iv		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
35	35	1/2	1/2	4/4	4	1		V7	A	iv		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
36	36	0	0	4/4	4	1		#viio6	A	iv		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
37	37	0	0	4/4	4	1		i(4)	A	iv		i(4)	i			4				m	0	1	0, -1, 1		0	0
37	37	1/4	1/4	4/4	4	1		i	A	iv		i	i							m	0	1	0, -3, 1		0	0
38	38	0	0	4/4	4	1		V43(4)	A	iv		V43(4)	V		43	4				Mm7	0	1	2, -1, 1, 0		1	2
