key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
A- major	[0.062, 0.164, 0.0, 0.211, 0.0, 0.109, 0.0, 0.086, 0.266, 0.0, 0.102, 0.0]	0.0	23.0	23.0	1	8	7
b- minor	[0.068, 0.176, 0.0, 0.189, 0.0, 0.095, 0.189, 0.0, 0.108, 0.0, 0.176, 0.0]	23.0	34.0	11.0	8	11	3
A- major	[0.15, 0.126, 0.0, 0.146, 0.0, 0.112, 0.058, 0.078, 0.146, 0.029, 0.155, 0.0]	34.0	59.0	25.0	11	17	6
D- major	[0.11, 0.14, 0.0, 0.17, 0.0, 0.065, 0.01, 0.095, 0.31, 0.0, 0.1, 0.0]	59.0	84.0	25.0	17	21	4
