mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
118	118	0	0	4/4	4	1		biii6		Eb	VI		biii6	biii		6					m	0	0	-6, -2, -3		-3	-6
119	119	0	0	4/4	4	1		V/biii		Eb	VI		V/biii	V				biii			M	0	0	-2, 2, -1		-2	-2
120	120	0	0	4/4	4	1		biii		Eb	VI		biii	biii							m	0	0	-3, -6, -2		-3	-3
121	121	0	0	4/4	4	1		V/biii		Eb	VI		V/biii	V				biii			M	0	0	-2, 2, -1		-2	-2
122	122	0	0	4/4	4	1		viio7/bVII		Eb	VI		viio7/bVII	vii	o	7		bVII			o7	0	0	3, 0, -3, -6		3	3
123	123	0	0	4/4	4	1		I.V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
129	129	0	0	4/4	4	1		V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
130	130	0	0	4/4	4	1		V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
131	131	0	0	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	132	0	0	4/4	4	1		V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
133	133	0	0	4/4	4	1		V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
134	134	1/2	1/2	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
138	138	0	0	4/4	4	1		V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
138	138	1/2	1/2	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
139	139	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
140	140	0	0	4/4	4	1		V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
141	141	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
141	141	1/2	1/2	4/4	4	1		V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
142	142	0	0	4/4	4	1		I[I		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
142	142	1/2	1/2	4/4	4	1		I6		Eb	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
142	142	3/4	3/4	4/4	4	1		V65/IV		Eb	I	I	V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
143	143	0	0	4/4	4	1		IV		Eb	I	I	IV	IV							M	0	0	-1, 3, 0		-1	-1
143	143	1/2	1/2	4/4	4	1		IV6		Eb	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
144	144	0	0	4/4	4	1		V65		Eb	I	I	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
144	144	1/2	1/2	4/4	4	1		V7		Eb	I	I	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
145	145	0	0	4/4	4	1		I(#2)		Eb	I	I	I(#2)	I			#2				M	0	0	0, 9, 1		0	0
145	145	1/4	1/4	4/4	4	1		I]		Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
145	145	1/2	1/2	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
146	146	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
146	146	1/2	1/2	4/4	4	1		V65/IV		Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
147	147	0	0	4/4	4	1		IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
147	147	1/2	1/2	4/4	4	1		ii7		Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
148	148	0	0	4/4	4	1		ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
148	148	1/2	1/2	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
149	149	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
149	149	1/2	1/2	4/4	4	1		V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
150	150	0	0	4/4	4	1		I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
150	150	1/2	1/2	4/4	4	1		V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
151	151	0	0	4/4	4	1		V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
151	151	1/2	1/2	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
152	152	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
152	152	1/2	1/2	4/4	4	1		viio6		Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
153	153	0	0	4/4	4	1		viio65/ii		Eb	I		viio65/ii	vii	o	65		ii			o7	0	0	-3, -6, -9, 0		0	-3
154	154	0	0	4/4	4	1		V7/ii		Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
154	154	1/2	1/2	4/4	4	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
155	155	0	0	4/4	4	1		V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
155	155	1/4	1/4	4/4	4	1		V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
155	155	1/2	1/2	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
155	155	3/4	3/4	4/4	4	1		ii65		Eb	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
156	156	0	0	4/4	4	1		V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
156	156	1/2	1/2	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
156	156	7/8	7/8	4/4	4	1		V\\		Eb	I		V	V						\\	M	0	0	1, 5, 2		1	1
157	157	0	0	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
158	158	0	0	4/4	4	1		V43/iii		Eb	I		V43/iii	V		43		iii			Mm7	0	0	6, 3, 5, 9		5	6
158	158	1/2	1/2	4/4	4	1		V7/vi		Eb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
159	159	0	0	4/4	4	1		vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
159	159	1/2	1/2	4/4	4	1		iv%43		Eb	I		iv%43	iv	%	43					%7	0	0	-7, -3, -1, -4		-1	-7
160	160	0	0	4/4	4	1		V(64)/iii		Eb	I		V(64)/iii	V			64	iii			M	0	0	5, 4, 1		5	5
160	160	1/2	1/2	4/4	4	1		V7/iii		Eb	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
161	161	0	0	4/4	4	1		iii		Eb	I		iii	iii							m	0	0	4, 1, 5		4	4
162	162	0	0	4/4	4	1		V7/iii		Eb	I		V7/iii	V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
162	162	1/2	1/2	4/4	4	1		V7/vi		Eb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
163	163	0	0	4/4	4	1		vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
163	163	1/2	1/2	4/4	4	1		vii%65		Eb	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
163	163	3/4	3/4	4/4	4	1		vii%43		Eb	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
164	164	0	0	4/4	4	1		V(64)/vi		Eb	I		V(64)/vi	V			64	vi			M	0	0	4, 3, 0		4	4
164	164	1/2	1/2	4/4	4	1		V/vi		Eb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
165	165	0	0	4/4	4	1		vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
165	165	1/2	1/2	4/4	4	1		VI2/ii		Eb	I		VI2/ii	VI		2		ii			Mm7	0	0	-4, -2, 2, -1		-2	-4
166	166	0	0	4/4	4	1		iio/ii		Eb	I		iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
166	166	1/2	1/2	4/4	4	1		V2/ii		Eb	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
167	167	0	0	4/4	4	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
167	167	1/2	1/2	4/4	4	1		V2		Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
168	168	0	0	4/4	4	1		V.IV6		Eb	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
168	168	1/4	1/4	4/4	4	1		iv6		Eb	V		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
168	168	1/2	1/2	4/4	4	1		V7		Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
169	169	0	0	4/4	4	1		I		Eb	V		I	I							M	0	0	0, 4, 1		0	0
169	169	1/2	1/2	4/4	4	1		I.viio2		Eb	I		viio2	vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
170	170	1/2	1/2	4/4	4	1		viio65/V		Eb	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
171	171	0	0	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
171	171	1/2	1/2	4/4	4	1		viio43		Eb	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
173	173	0	0	4/4	4	1		viio7/V		Eb	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
174	174	0	0	4/4	4	1		V2(9)		Eb	I		V2(9)	V		2	9				Mm7	0	0	-1, 1, 5, 2	3	1	-1
174	174	5/8	5/8	4/4	4	1		V2		Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
174	174	7/8	7/8	4/4	4	1		#viio6/ii		Eb	I		#viio6/ii	#vii	o	6		ii			o	0	0	4, 1, 7		7	4
175	175	0	0	4/4	4	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
175	175	1/8	1/8	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
175	175	1/2	1/2	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
175	175	3/4	3/4	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
176	176	0	0	4/4	4	1		I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
176	176	5/8	5/8	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
176	176	7/8	7/8	4/4	4	1		vii/ii		Eb	I		vii/ii	vii				ii			m	0	0	0, -3, 1		0	0
177	177	0	0	4/4	4	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
177	177	1/4	1/4	4/4	4	1		V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
177	177	1/2	1/2	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
177	177	3/4	3/4	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
178	178	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
181	181	0	0	4/4	4	1		I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
181	181	1/2	1/2	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
182	182	0	0	4/4	4	1		I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
182	182	1/2	1/2	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
182	182	3/4	3/4	4/4	4	1		vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
183	183	0	0	4/4	4	1		V65/V		Eb	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
183	183	1/2	1/2	4/4	4	1		vii%65		Eb	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2
183	183	3/4	3/4	4/4	4	1		V2		Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
184	184	0	0	4/4	4	1		I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
184	184	3/4	3/4	4/4	4	1		iio/ii		Eb	I		iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
185	185	0	0	4/4	4	1		V65/ii		Eb	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
186	186	0	0	4/4	4	1		ii(94)		Eb	I		ii(94)	ii			94				m	0	0	2, 1, 3	4	2	2
186	186	1/4	1/4	4/4	4	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
187	187	0	0	4/4	4	1		V43		Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
187	187	1/2	1/2	4/4	4	1		V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
188	188	0	0	4/4	4	1		I(4)		Eb	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
188	188	1/4	1/4	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
188	188	3/4	3/4	4/4	4	1		V/IV		Eb	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
189	189	0	0	4/4	4	1		V43/vi		Eb	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
189	189	1/2	1/2	4/4	4	1		V7/ii		Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
190	190	0	0	4/4	4	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
190	190	1/4	1/4	4/4	4	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
190	190	3/4	3/4	4/4	4	1		V64/iii		Eb	I		V64/iii	V		64		iii			M	0	0	6, 5, 9		5	6
191	191	0	0	4/4	4	1		V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
191	191	1/2	1/2	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
192	192	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
192	192	3/4	3/4	4/4	4	1		V7/IV		Eb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
193	193	0	0	4/4	4	1		V43/vi		Eb	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
193	193	1/2	1/2	4/4	4	1		V7/ii		Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
194	194	0	0	4/4	4	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
195	195	0	0	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
196	196	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
196	196	5/8	5/8	4/4	4	1		V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
196	196	3/4	3/4	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
197	197	1/8	1/8	4/4	4	1		V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
197	197	5/8	5/8	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
198	198	0	0	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
198	198	1/8	1/8	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
198	198	5/8	5/8	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
199	199	0	0	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
199	199	1/8	1/8	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
199	199	5/8	5/8	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
199	199	7/8	7/8	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
200	200	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
204	204	5/8	5/8	4/4	4	1		V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
204	204	3/4	3/4	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
205	205	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
205	205	1/2	1/2	4/4	4	1		V6/vi		Eb	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
205	205	3/4	3/4	4/4	4	1		vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
206	206	1/2	1/2	4/4	4	1		#viio7/iii		Eb	I		#viio7/iii	#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
206	206	3/4	3/4	4/4	4	1		V65/iii		Eb	I		V65/iii	V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9
211	211	0	0	4/4	4	1		#viio43/ii		Eb	I		#viio43/ii	#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
212	212	1/2	1/2	4/4	4	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
213	213	0	0	4/4	4	1		viio		Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
214	214	1/2	1/2	4/4	4	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
215	215	0	0	4/4	4	1		#viio7/ii		Eb	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
217	217	0	0	4/4	4	1		V[V7		Eb	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
218	218	0	0	4/4	4	1		I		Eb	I	V	I	I							M	0	0	0, 4, 1		0	0
219	219	0	0	4/4	4	1		V7		Eb	I	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
220	220	0	0	4/4	4	1		I		Eb	I	V	I	I							M	0	0	0, 4, 1		0	0
221	221	0	0	4/4	4	1		viio7/V]		Eb	I	V	viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
225	225	0	0	4/4	4	1		viio43		Eb	I		viio43	vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
229	229	0	0	4/4	4	1		#viio65/ii		Eb	I		#viio65/ii	#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
232	232	1/2	1/2	4/4	4	1		V43/ii		Eb	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
233	233	0	0	4/4	4	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
234	234	0	0	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
234	234	1/2	1/2	4/4	4	1		iii6		Eb	I		iii6	iii		6					m	0	0	1, 5, 4		4	1
236	236	0	0	4/4	4	1		vi7(9)		Eb	I		vi7(9)	vi		7	9				mm7	0	0	3, 0, 4, 1	5	3	3
236	236	1/4	1/4	4/4	4	1		vi7		Eb	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
236	236	1/2	1/2	4/4	4	1		IV6		Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
237	237	3/4	3/4	4/4	4	1		IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
238	238	0	0	4/4	4	1		V65		Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
240	240	0	0	4/4	4	1		I(9)		Eb	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
240	240	1/4	1/4	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
240	240	3/4	3/4	4/4	4	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
241	241	0	0	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
242	242	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
242	242	3/4	3/4	4/4	4	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
243	243	0	0	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
244	244	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
244	244	3/4	3/4	4/4	4	1		ii6		Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
245	245	0	0	4/4	4	1		V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
245	245	1/2	1/2	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
246	246	0	0	4/4	4	1		I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
246	246	5/8	5/8	4/4	4	1		V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
246	246	3/4	3/4	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
247	247	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
247	247	1/8	1/8	4/4	4	1		V6		Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
247	247	1/4	1/4	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
247	247	1/2	1/2	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
247	247	5/8	5/8	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
248	248	0	0	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
248	248	1/8	1/8	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
248	248	5/8	5/8	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
249	249	0	0	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
249	249	1/8	1/8	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
249	249	5/8	5/8	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
250	250	0	0	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
250	250	1/4	1/4	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
250	250	5/8	5/8	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
251	251	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
254	254	3/4	3/4	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
255	255	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
258	258	3/4	3/4	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
259	259	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
259	259	1/2	1/2	4/4	4	1		I6		Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
259	259	3/4	3/4	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
260	260	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
260	260	3/4	3/4	4/4	4	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
261	261	0	0	4/4	4	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
261	261	1/2	1/2	4/4	4	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
262	262	0	0	4/4	4	1		I\\		Eb	I		I	I						\\	M	0	0	0, 4, 1		0	0
