COMPOSER,COLLECTION,MOVEMENT,MEASURE,FIGURE,KEY,SCORE,DOWNLOAD,EXAMPLE
"Reichardt, Louise",Zwölf Gesänge,03 Nach Sevilla,7-10,V65/ii-ii-V7-I,E major,"<a href=""https://musescore.com/score/5046249"">5046249</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge/03_Nach_Sevilla/lc5046249.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge/03_Nach_Sevilla/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5046249_7-10-1.png"">5046249_7-10</a>"
"Reichardt, Louise",Zwölf Gesänge,10 Die Veilchen,17-20,V7/ii-ii-V7-I,G major,"<a href=""https://musescore.com/score/5087944"">5087944</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge/10_Die_Veilchen/lc5087944.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge/10_Die_Veilchen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5087944_17-20-1.png"">5087944_17-20</a>"
"Reichardt, Louise","Zwölf Gesänge, Op.3",08 Kaeuzlein,3-5,V65/V-V-i-iv64,G minor,"<a href=""https://musescore.com/score/5002015"">5002015</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge%2C_Op.3/08_Kaeuzlein/lc5002015.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge%2C_Op.3/08_Kaeuzlein/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5002015_3-5-1.png"">5002015_3-5</a>"
"Reichardt, Louise","Zwölf Gesänge, Op.3",08 Kaeuzlein,6-8,i-iv7-V7/III-III,G minor,"<a href=""https://musescore.com/score/5002015"">5002015</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge%2C_Op.3/08_Kaeuzlein/lc5002015.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge%2C_Op.3/08_Kaeuzlein/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5002015_6-8-1.png"">5002015_6-8</a>"
"Reichardt, Louise","Zwölf Gesänge, Op.3",11 An Maria (aus Novalis geistlichen Liedern),7-10,V7-I-V7/IV-IV,Bb major-Eb major,"<a href=""https://musescore.com/score/5002026"">5002026</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge%2C_Op.3/11_An_Maria_(aus_Novalis_geistlichen_Liedern)/lc5002026.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Reichardt%2C_Louise/Zwölf_Gesänge%2C_Op.3/11_An_Maria_(aus_Novalis_geistlichen_Liedern)/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5002026_7-10-1.png"">5002026_7-10</a>"
"Schubert, Franz", ,"Das Rosenband, D.280",15-16,ii-V7-I-IV,Ab major,"<a href=""https://musescore.com/score/5946872"">5946872</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/_/Das_Rosenband%2C_D.280/lc5946872.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/_/Das_Rosenband%2C_D.280/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5946872_15-16-1.png"">5946872_15-16</a>"
"Schubert, Franz","Die schöne Müllerin, D.795",02 Wohin,13-15,V65/ii-ii-V65-I,G major,"<a href=""https://musescore.com/score/4982535"">4982535</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Die_schöne_Müllerin%2C_D.795/02_Wohin/lc4982535.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Die_schöne_Müllerin%2C_D.795/02_Wohin/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4982535_13-15-1.png"">4982535_13-15</a>"
"Schubert, Franz","Die schöne Müllerin, D.795",02 Wohin,23-26,V/vi-vi-V7/V-V,G major,"<a href=""https://musescore.com/score/4982535"">4982535</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Die_schöne_Müllerin%2C_D.795/02_Wohin/lc4982535.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Die_schöne_Müllerin%2C_D.795/02_Wohin/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4982535_23-26-1.png"">4982535_23-26</a>"
"Schubert, Franz","Die schöne Müllerin, D.795",02 Wohin,62-65,V/vi-vi-V7/V-V,G major,"<a href=""https://musescore.com/score/4982535"">4982535</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Die_schöne_Müllerin%2C_D.795/02_Wohin/lc4982535.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Die_schöne_Müllerin%2C_D.795/02_Wohin/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4982535_62-65-1.png"">4982535_62-65</a>"
"Schubert, Franz","Die schöne Müllerin, D.795",02 Wohin,63-66,vi-V7/V-V-I6,G major,"<a href=""https://musescore.com/score/4982535"">4982535</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Die_schöne_Müllerin%2C_D.795/02_Wohin/lc4982535.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Die_schöne_Müllerin%2C_D.795/02_Wohin/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4982535_63-66-1.png"">4982535_63-66</a>"
"Schubert, Franz",Op.52,"6 Ellens Gesang III, D.839 (Ave Maria)",4-5,vi-ii6-V7-I,Bb major,"<a href=""https://musescore.com/score/6389103"">6389103</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Op.52/6_Ellens_Gesang_III%2C_D.839_(Ave_Maria)/lc6389103.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Op.52/6_Ellens_Gesang_III%2C_D.839_(Ave_Maria)/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/6389103_4-5-1.png"">6389103_4-5</a>"
"Schubert, Franz","Schwanengesang, D.957",01 Liebesbotschaft,8-10,V7/ii-ii-V7-I6,G major,"<a href=""https://musescore.com/score/5077744"">5077744</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/01_Liebesbotschaft/lc5077744.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/01_Liebesbotschaft/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5077744_8-10-1.png"">5077744_8-10</a>"
"Schubert, Franz","Schwanengesang, D.957",01 Liebesbotschaft,54-56,V7/ii-ii-V7-I6,G major,"<a href=""https://musescore.com/score/5077744"">5077744</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/01_Liebesbotschaft/lc5077744.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/01_Liebesbotschaft/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5077744_54-56-1.png"">5077744_54-56</a>"
"Schubert, Franz","Schwanengesang, D.957",04 Ständchen,2-5,VI-iiø65-V-i,D minor,"<a href=""https://musescore.com/score/5004835"">5004835</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/04_Ständchen/lc5004835.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/04_Ständchen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5004835_2-5-1.png"">5004835_2-5</a>"
"Schubert, Franz","Schwanengesang, D.957",04 Ständchen,42-45,iio6-V7-I-iv,D major,"<a href=""https://musescore.com/score/5004835"">5004835</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/04_Ständchen/lc5004835.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/04_Ständchen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5004835_42-45-1.png"">5004835_42-45</a>"
"Schubert, Franz","Schwanengesang, D.957",07 Abschied,6-9,V7/ii-ii-V7-I,Eb major,"<a href=""https://musescore.com/score/4978506"">4978506</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/lc4978506.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4978506_6-9-1.png"">4978506_6-9</a>"
"Schubert, Franz","Schwanengesang, D.957",07 Abschied,26-27,V-i-V-I,F minor-Eb major,"<a href=""https://musescore.com/score/4978506"">4978506</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/lc4978506.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4978506_26-27-1.png"">4978506_26-27</a>"
"Schubert, Franz","Schwanengesang, D.957",07 Abschied,53-54,V-i-V-I,Bb minor-Ab major,"<a href=""https://musescore.com/score/4978506"">4978506</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/lc4978506.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4978506_53-54-1.png"">4978506_53-54</a>"
"Schubert, Franz","Schwanengesang, D.957",07 Abschied,76-77,V-i-V-I,F minor-Eb major,"<a href=""https://musescore.com/score/4978506"">4978506</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/lc4978506.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4978506_76-77-1.png"">4978506_76-77</a>"
"Schubert, Franz","Schwanengesang, D.957",07 Abschied,103-104,V-i-V-I,Bb minor-Ab major,"<a href=""https://musescore.com/score/4978506"">4978506</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/lc4978506.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4978506_103-104-1.png"">4978506_103-104</a>"
"Schubert, Franz","Schwanengesang, D.957",07 Abschied,126-127,V-i-V-I,F minor-Eb major,"<a href=""https://musescore.com/score/4978506"">4978506</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/lc4978506.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4978506_126-127-1.png"">4978506_126-127</a>"
"Schubert, Franz","Schwanengesang, D.957",07 Abschied,155-156,V-i-V-I,F minor-Eb major,"<a href=""https://musescore.com/score/4978506"">4978506</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/lc4978506.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/07_Abschied/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4978506_155-156-1.png"">4978506_155-156</a>"
"Schubert, Franz","Schwanengesang, D.957",10 Das Fischermädchen,14-16,V7-i-V65-I,Bb minor-Ab major,"<a href=""https://musescore.com/score/5098612"">5098612</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/10_Das_Fischermädchen/lc5098612.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/10_Das_Fischermädchen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5098612_14-16-1.png"">5098612_14-16</a>"
"Schubert, Franz","Schwanengesang, D.957",10 Das Fischermädchen,35-37,V7-i-V65-I,Db minor-Cb major,"<a href=""https://musescore.com/score/5098612"">5098612</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/10_Das_Fischermädchen/lc5098612.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/10_Das_Fischermädchen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5098612_35-37-1.png"">5098612_35-37</a>"
"Schubert, Franz","Schwanengesang, D.957",10 Das Fischermädchen,56-58,V7-i-V65-I,Bb minor-Ab major,"<a href=""https://musescore.com/score/5098612"">5098612</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/10_Das_Fischermädchen/lc5098612.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/10_Das_Fischermädchen/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5098612_56-58-1.png"">5098612_56-58</a>"
"Schubert, Franz","Schwanengesang, D.957",14 Die Taubenpost,26-27,ii65-V7-I-IV64,G major,"<a href=""https://musescore.com/score/4985962"">4985962</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/14_Die_Taubenpost/lc4985962.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Schwanengesang%2C_D.957/14_Die_Taubenpost/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/4985962_26-27-1.png"">4985962_26-27</a>"
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,16-17,vi-V43/V-V-I6,F major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5015378_16-17-1.png"">5015378_16-17</a>"
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,20-21,vi-V43/V-V-I6,Bb major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5015378_20-21-1.png"">5015378_20-21</a>"
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,48-49,vi-V43/V-V-I6,F major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5015378_48-49-1.png"">5015378_48-49</a>"
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,52-53,vi-V43/V-V-I6,Bb major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5015378_52-53-1.png"">5015378_52-53</a>"
"Schubert, Franz","Winterreise, D.911",01 Gute Nacht,84-85,vi-V43/V-V-I6,D major,"<a href=""https://musescore.com/score/5015378"">5015378</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/lc5015378.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/01_Gute_Nacht/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5015378_84-85-1.png"">5015378_84-85</a>"
"Schubert, Franz","Winterreise, D.911",04 Erstarrung,22-24,V-I-IV6-viiø7,Eb major,"<a href=""https://musescore.com/score/5015573"">5015573</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/04_Erstarrung/lc5015573.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/04_Erstarrung/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5015573_22-24-1.png"">5015573_22-24</a>"
"Schubert, Franz","Winterreise, D.911",04 Erstarrung,79-81,V-I-IV6-viiø7,Eb major,"<a href=""https://musescore.com/score/5015573"">5015573</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/04_Erstarrung/lc5015573.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/04_Erstarrung/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5015573_79-81-1.png"">5015573_79-81</a>"
"Schubert, Franz","Winterreise, D.911",07 Auf dem Flusse,59-62,V7-i-V7-i,F# minor-E minor,"<a href=""https://musescore.com/score/5015410"">5015410</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/07_Auf_dem_Flusse/lc5015410.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/07_Auf_dem_Flusse/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5015410_59-62-1.png"">5015410_59-62</a>"
"Schubert, Franz","Winterreise, D.911",10 Rast (Spätere Fassung),17-20,V2/II-II6-V2-I6,Eb major,"<a href=""https://musescore.com/score/5023517"">5023517</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/10_Rast_(Spätere_Fassung)/lc5023517.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/10_Rast_(Spätere_Fassung)/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5023517_17-20-1.png"">5023517_17-20</a>"
"Schubert, Franz","Winterreise, D.911",10 Rast (Spätere Fassung),47-50,V2/II-II6-V2-I6,Eb major,"<a href=""https://musescore.com/score/5023517"">5023517</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/10_Rast_(Spätere_Fassung)/lc5023517.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/10_Rast_(Spätere_Fassung)/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5023517_47-50-1.png"">5023517_47-50</a>"
"Schubert, Franz","Winterreise, D.911",11 Frühlingstraum,6-8,vi-ii6-V7-I,A major,"<a href=""https://musescore.com/score/5023603"">5023603</a>","<a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/11_Frühlingstraum/lc5023603.mscz"">.mscz</a> <a href=""https://github.com/MarkGotham/When-in-Rome/blob/master/Corpus/OpenScore-LiederCorpus/Schubert%2C_Franz/Winterreise%2C_D.911/11_Frühlingstraum/score.mxl"">.mxl</a>","<a href=""https://raw.githubusercontent.com/MarkGotham/Anthology/main/OpenScore-LiederCorpus/descending_fifths/5023603_6-8-1.png"">5023603_6-8</a>"
