mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
21	21	0	0	3/4	2	1		V(64)/ii	A	I		V(64)/ii		V			64	ii			M	0	0	3, 2, -1		3	3
22	22	0	0	3/4	2	1		V7(6)/ii	A	I		V7(6)/ii		V		7	6	ii			Mm7	0	0	3, 7, -1, 1		3	3
22	22	1/4	1/4	3/4	2	1		V7/ii	A	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
23	23	0	0	3/4	2	1		ii	A	I		ii		ii							m	0	0	2, -1, 3		2	2
23	23	1/4	1/4	3/4	2	1		iio	A	I		iio		ii	o						o	0	0	2, -1, -4		2	2
24	24	0	0	3/4	2	1		V(4)	A	I		V(4)		V			4				M	0	0	1, 0, 2		1	1
24	24	1/4	1/4	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
25	25	0	0	3/4	2	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
26	26	0	0	3/4	2	1		V7(6)	A	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
26	26	1/4	1/4	3/4	2	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
27	27	0	0	3/4	2	1		i	A	I		i		i							m	0	0	0, -3, 1		0	0
27	27	1/2	1/2	3/4	2	1		i2	A	I		i2		i		2					mm7	0	0	-2, 0, -3, 1		0	-2
28	28	0	0	3/4	2	1		Ger6	A	I		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
30	30	0	0	3/4	2	1		V}	A	I		V		V						}	M	0	0	1, 5, 2		1	1
31	31	0	0	3/4	2	1		I{	A	I		I		I						{	M	0	0	0, 4, 1		0	0
33	33	1/2	1/2	3/4	2	1		vi6	A	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
34	34	0	0	3/4	2	1		V7/V	A	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
34	34	1/4	1/4	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
36	36	0	0	3/4	2	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
37	37	0	0	3/4	2	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
38	38	1/4	1/4	3/4	2	1		V43/IV	A	I		V43/IV		V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
39	39	0	0	3/4	2	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
40	40	0	0	3/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
40	40	3/16	3/16	3/4	2	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
40	40	1/4	1/4	3/4	2	1		V(64)}	A	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
40	40	1/2	1/2	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
41	41	0	0	3/4	2	1		I{	A	I		I		I						{	M	0	0	0, 4, 1		0	0
42	42	0	0	3/4	2	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	0	3/4	2	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
44	44	0	0	3/4	2	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
45	45	0	0	3/4	2	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
45	45	1/4	1/4	3/4	2	1		IV6	A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
45	45	1/2	1/2	3/4	2	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
46	46	0	0	3/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
47	47	0	0	3/4	2	1		IV	A	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
47	47	1/4	1/4	3/4	2	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
47	47	1/2	1/2	3/4	2	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
48	48	0	0	3/4	2	1		I}	A	I		I		I						}	M	0	0	0, 4, 1		0	0
49	49	0	0	3/4	2	1		IV.I[I{	A	IV	I	I		I						{	M	0	0	0, 4, 1		0	0
49	49	1/2	1/2	3/4	2	1		V7	A	IV	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
50	50	0	0	3/4	2	1		I	A	IV	I	I		I							M	0	0	0, 4, 1		0	0
51	51	1/4	1/4	3/4	2	1		IV]	A	IV	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
51	51	1/2	1/2	3/4	2	1		V7	A	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	52	0	0	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
53	53	1/4	1/4	3/4	2	1		IV64	A	IV		IV64		IV		64					M	0	0	0, -1, 3		-1	0
53	53	1/2	1/2	3/4	2	1		viio6	A	IV		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
54	54	0	0	3/4	2	1		I6	A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
54	54	3/8	3/8	3/4	2	1		I.iii6	A	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
54	54	1/2	1/2	3/4	2	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
54	54	5/8	5/8	3/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
55	55	0	0	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
55	55	1/4	1/4	3/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
55	55	1/2	1/2	3/4	2	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
56	56	0	0	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
56	56	1/4	1/4	3/4	2	1		IV6	A	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
56	56	3/8	3/8	3/4	2	1		iii6	A	I		iii6		iii		6					m	0	0	1, 5, 4		4	1
56	56	1/2	1/2	3/4	2	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
56	56	5/8	5/8	3/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
57	57	0	0	3/4	2	1		V64	A	I		V64		V		64					M	0	0	2, 1, 5		1	2
57	57	1/4	1/4	3/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
57	57	1/2	1/2	3/4	2	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
58	58	0	0	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
58	58	1/4	1/4	3/4	2	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
59	59	0	0	3/4	2	1		I6	A	I		I6		I		6					M	0	0	4, 1, 0		0	4
59	59	1/4	1/4	3/4	2	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
59	59	1/2	1/2	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
60	60	0	0	3/4	2	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
61	61	0	0	3/4	2	1		V(64)	A	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
61	61	1/2	1/2	3/4	2	1		V	A	I		V		V							M	0	0	1, 5, 2		1	1
62	62	0	0	3/4	2	1		I}	A	I		I		I						}	M	0	0	0, 4, 1		0	0
62	62	1/4	1/4	3/4	2	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
62	62	1/2	1/2	3/4	2	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	0	0	3/4	2	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
63	63	1/4	1/4	3/4	2	1		ii6	A	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
63	63	1/2	1/2	3/4	2	1		V7	A	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
64	64	0	0	3/4	2	1		I	A	I		I		I							M	0	0	0, 4, 1		0	0
64	64	1/2	1/2	3/4	2	1		V7/IV	A	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
65	65	0	0	3/4	2	1		v.V7{	A	v		V7		V		7				{	Mm7	0	1	1, 5, 2, -1		1	1
65	65	1/2	1/2	3/4	2	1		V(64)	A	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
66	66	0	0	3/4	2	1		V7	A	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
66	66	1/2	1/2	3/4	2	1		V(64)	A	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
67	67	0	0	3/4	2	1		V7	A	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
67	67	1/2	1/2	3/4	2	1		V(64)	A	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
68	68	0	0	3/4	2	1		V7	A	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
69	69	0	0	3/4	2	1		i}	A	v		i		i						}	m	0	1	0, -3, 1		0	0
73	73	0	0	3/4	2	1		bIII.I{	A	bIII		I		I						{	M	0	0	0, 4, 1		0	0
73	73	1/2	1/2	3/4	2	1		V65	A	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
74	74	0	0	3/4	2	1		I	A	bIII		I		I							M	0	0	0, 4, 1		0	0
74	74	1/2	1/2	3/4	2	1		V65	A	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
75	75	0	0	3/4	2	1		I	A	bIII		I		I							M	0	0	0, 4, 1		0	0
75	75	1/2	1/2	3/4	2	1		V65	A	bIII		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
76	76	0	0	3/4	2	1		I	A	bIII		I		I							M	0	0	0, 4, 1		0	0
77	77	0	0	3/4	2	1		V2/IV	A	bIII		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
78	78	0	0	3/4	2	1		IV.V7	A	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	0	0	3/4	2	1		V(b64)	A	IV		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
79	79	1/2	1/2	3/4	2	1		V65/V	A	IV		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
80	80	0	0	3/4	2	1		V}	A	IV		V		V						}	M	0	0	1, 5, 2		1	1
81	81	0	0	3/4	2	1		Ger6	A	IV		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
82	82	0	0	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
82	82	1/2	1/2	3/4	2	1		V(b64)	A	IV		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
83	83	0	0	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
83	83	1/2	1/2	3/4	2	1		V(b64)	A	IV		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
84	84	0	0	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
85	85	0	0	3/4	2	1		I[I{	A	IV	I	I		I						{	M	0	0	0, 4, 1		0	0
85	85	1/2	1/2	3/4	2	1		V7	A	IV	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	86	0	0	3/4	2	1		I]	A	IV	I	I		I							M	0	0	0, 4, 1		0	0
87	87	0	0	3/4	2	1		IV6	A	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
87	87	1/4	1/4	3/4	2	1		I64	A	IV		I64		I		64					M	0	0	1, 0, 4		0	1
87	87	1/2	1/2	3/4	2	1		IV	A	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
88	88	0	0	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
89	89	0	0	3/4	2	1		ii2	A	IV		ii2		ii		2					mm7	0	0	0, 2, -1, 3		2	0
89	89	1/4	1/4	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
89	89	1/2	1/2	3/4	2	1		IV64	A	IV		IV64		IV		64					M	0	0	0, -1, 3		-1	0
90	90	0	0	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
91	91	0	0	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
91	91	1/4	1/4	3/4	2	1		I6	A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
91	91	1/2	1/2	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
92	92	0	0	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
92	92	1/4	1/4	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
93	93	0	0	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
93	93	1/4	1/4	3/4	2	1		V(64)	A	IV		V(64)		V			64				M	0	0	1, 0, 4		1	1
94	94	0	0	3/4	2	1		V6	A	IV		V6		V		6					M	0	0	5, 2, 1		1	5
94	94	1/4	1/4	3/4	2	1		IV6	A	IV		IV6		IV		6					M	0	0	3, 0, -1		-1	3
95	95	0	0	3/4	2	1		I6	A	IV		I6		I		6					M	0	0	4, 1, 0		0	4
95	95	1/4	1/4	3/4	2	1		ii	A	IV		ii		ii							m	0	0	2, -1, 3		2	2
95	95	1/2	1/2	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
96	96	0	0	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
96	96	1/4	1/4	3/4	2	1		IV	A	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
97	97	0	0	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
97	97	1/4	1/4	3/4	2	1		ii64	A	IV		ii64		ii		64					m	0	0	3, 2, -1		2	3
97	97	1/2	1/2	3/4	2	1		V	A	IV		V		V							M	0	0	1, 5, 2		1	1
98	98	0	0	3/4	2	1		I}	A	IV		I		I						}	M	0	0	0, 4, 1		0	0
98	98	1/4	1/4	3/4	2	1		IV	A	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
98	98	1/2	1/2	3/4	2	1		V7	A	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
99	99	0	0	3/4	2	1		I	A	IV		I		I							M	0	0	0, 4, 1		0	0
99	99	1/4	1/4	3/4	2	1		IV	A	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
99	99	1/2	1/2	3/4	2	1		V7	A	IV		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
100	100	0	0	3/4	2	1	1	I	A	IV		I		I							M	0	0	0, 4, 1		0	0
101	100	0	0	3/4	2	1	2	I	A	IV		I		I							M	0	0	0, 4, 1		0	0
