key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
C major	[1.0, 0.042, 0.516, 0.0, 0.5, 0.667, 0.042, 0.885, 0.146, 0.688, 0.083, 0.417]	0.0	46.0	46.0	1	12	11
a minor	[0.25, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.25, 0.0, 0.75, 0.0, 0.25]	46.0	54.0	2.0	12	14	2
b minor	[0.0, 0.25, 0.25, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.25, 0.75]	54.0	62.0	2.0	14	16	2
C major	[1.0, 0.047, 0.422, 0.0, 0.506, 0.674, 0.0, 0.965, 0.134, 0.558, 0.07, 0.36]	62.0	141.0	2.0	16	36	20
