key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
A major	[0.049, 0.259, 0.069, 0.008, 1.0, 0.073, 0.206, 0.0, 0.117, 0.368, 0.0, 0.126]	0.0	72.5	72.5	0	25	25
E major	[0.0, 0.289, 0.0, 0.158, 1.0, 0.0, 0.132, 0.079, 0.447, 0.289, 0.237, 0.368]	72.5	84.5	3.0	25	29	4
A major	[0.075, 0.314, 0.057, 0.006, 1.0, 0.025, 0.182, 0.0, 0.17, 0.459, 0.0, 0.157]	84.5	129.5	3.0	29	44	15
