mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
20	20	1/2	1/2	4/4	4	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
21	21	0	0	4/4	4	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
21	21	1/4	1/4	4/4	4	1		IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
21	21	1/2	1/2	4/4	4	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
22	22	0	0	4/4	4	1		IV		F	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
22	22	1/4	1/4	4/4	4	1		IV6		F	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
22	22	1/2	1/2	4/4	4	1		viio65/V		F	I		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
23	23	0	0	4/4	4	1		V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
23	23	1/2	1/2	4/4	4	1		V		F	I		V		V							M	0	0	1, 5, 2		1	1
24	24	0	0	4/4	4	1		#viio7/vi		F	I		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
24	24	1/4	1/4	4/4	4	1		#viio65/vi		F	I		#viio65/vi		#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
24	24	1/2	1/2	4/4	4	1		vi6		F	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
25	25	0	0	4/4	4	1		viio2/V		F	I		viio2/V		vii	o	2		V			o7	0	0	-3, 6, 3, 0		6	-3
25	25	1/2	1/2	4/4	4	1		viio43/V		F	I		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
26	26	0	0	4/4	4	1		viio6		F	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
26	26	1/4	1/4	4/4	4	1		viio43		F	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
26	26	1/2	1/2	4/4	4	1		#viio65/ii		F	I		#viio65/ii		#vii	o	65		ii			o7	0	0	4, 1, -2, 7		7	4
27	27	0	0	4/4	4	1		#viio43/ii		F	I		#viio43/ii		#vii	o	43		ii			o7	0	0	1, -2, 7, 4		7	1
27	27	1/2	1/2	4/4	4	1		II6		F	I		II6		II		6					M	0	0	6, 3, 2		2	6
28	28	0	0	4/4	4	1		iio6		F	I		iio6		ii	o	6					o	0	0	-1, -4, 2		2	-1
28	28	1/2	1/2	4/4	4	1		ii		F	I		ii		ii							m	0	0	2, -1, 3		2	2
29	29	0	0	4/4	4	1		V43		F	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
30	30	0	0	4/4	4	1		I\\		F	I		I		I						\\	M	0	0	0, 4, 1		0	0
30	30	1/4	1/4	4/4	4	1		I[I		F	I	I	I		I							M	0	0	0, 4, 1		0	0
33	33	0	0	4/4	4	1		viio]		F	I	I	viio		vii	o						o	0	0	5, 2, -1		5	5
34	34	0	0	4/4	4	1		I6		F	I		I6		I		6					M	0	0	4, 1, 0		0	4
35	35	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
37	37	0	0	4/4	4	1		V65		F	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
38	38	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
39	39	0	0	4/4	4	1		V.V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
40	40	0	0	4/4	4	1		IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
41	41	0	0	4/4	4	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
42	42	0	0	4/4	4	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
43	43	0	0	4/4	4	1		V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
44	44	0	0	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
44	44	1/4	1/4	4/4	4	1		ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
44	44	1/2	1/2	4/4	4	1		iii6		F	V		iii6		iii		6					m	0	0	1, 5, 4		4	1
44	44	3/4	3/4	4/4	4	1		IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
45	45	0	0	4/4	4	1		ii6		F	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
45	45	1/4	1/4	4/4	4	1		iii		F	V		iii		iii							m	0	0	4, 1, 5		4	4
45	45	1/2	1/2	4/4	4	1		ii7		F	V		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
46	46	1/4	1/4	4/4	4	1		viio6		F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
46	46	1/2	1/2	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
46	46	3/4	3/4	4/4	4	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
47	47	0	0	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
47	47	1/4	1/4	4/4	4	1		vi		F	V		vi		vi							m	0	0	3, 0, 4		3	3
47	47	1/2	1/2	4/4	4	1		V7/V		F	V		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
48	48	0	0	4/4	4	1		V\\		F	V		V		V						\\	M	0	0	1, 5, 2		1	1
49	49	0	0	4/4	4	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
50	50	0	0	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
51	51	1/2	1/2	4/4	4	1		vi		F	V		vi		vi							m	0	0	3, 0, 4		3	3
51	51	3/4	3/4	4/4	4	1		V/V		F	V		V/V		V				V			M	0	0	2, 6, 3		2	2
52	52	0	0	4/4	4	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
53	53	0	0	4/4	4	1		Ger6(+7)		F	V		Ger6(+7)	Ger	vii	o	65	+7b3	V			Ger	0	0	-4, 0, -3, 6	-3	6	-4
54	54	0	0	4/4	4	1		V6		F	V		V6		V		6					M	0	0	5, 2, 1		1	5
55	55	0	0	4/4	4	1		viio43/IV		F	V		viio43/IV		vii	o	43		IV			o7	0	0	-2, -5, 4, 1		4	-2
56	56	0	0	4/4	4	1		IV6(+2)		F	V		IV6(+2)		IV		6	+2				M	0	0	3, 0, -1	1	-1	3
57	57	0	0	4/4	4	1		iv6(+#4+2)		F	V		iv6(+#4+2)		iv		6	+#4+2				m	0	0	-4, 0, -1	12, 1	-1	-4
58	58	0	0	4/4	4	1		V(64)		F	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
59	59	0	0	4/4	4	1		V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
59	59	3/4	3/4	4/4	4	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
60	60	0	0	4/4	4	1		I[I		F	V	I	I		I							M	0	0	0, 4, 1		0	0
60	60	1/4	1/4	4/4	4	1		vi		F	V	I	vi		vi							m	0	0	3, 0, 4		3	3
60	60	1/2	1/2	4/4	4	1		I64		F	V	I	I64		I		64					M	0	0	1, 0, 4		0	1
60	60	3/4	3/4	4/4	4	1		viio64		F	V	I	viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
61	61	0	0	4/4	4	1		I6]		F	V	I	I6		I		6					M	0	0	4, 1, 0		0	4
61	61	1/2	1/2	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
61	61	3/4	3/4	4/4	4	1		IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
62	62	0	0	4/4	4	1		IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
62	62	1/2	1/2	4/4	4	1		viio6		F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
62	62	3/4	3/4	4/4	4	1		V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	0	0	4/4	4	1		I\\		F	V		I		I						\\	M	0	0	0, 4, 1		0	0
63	63	1/4	1/4	4/4	4	1		IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
63	63	1/2	1/2	4/4	4	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
63	63	3/4	3/4	4/4	4	1		V65		F	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
64	64	0	0	4/4	4	1		I[I		F	V	I	I		I							M	0	0	0, 4, 1		0	0
64	64	3/4	3/4	4/4	4	1		viio		F	V	I	viio		vii	o						o	0	0	5, 2, -1		5	5
65	65	0	0	4/4	4	1		I6]		F	V	I	I6		I		6					M	0	0	4, 1, 0		0	4
65	65	1/2	1/2	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
65	65	11/12	11/12	4/4	4	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
66	66	0	0	4/4	4	1		IV		F	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
66	66	1/2	1/2	4/4	4	1		viio6		F	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
66	66	3/4	3/4	4/4	4	1		V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
67	67	0	0	4/4	4	1		I\\		F	V		I		I						\\	M	0	0	0, 4, 1		0	0
68	68	3/4	3/4	4/4	4	1		V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
69	69	0	0	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
69	69	1/2	1/2	4/4	4	1		iii		F	V		iii		iii							m	0	0	4, 1, 5		4	4
69	69	3/4	3/4	4/4	4	1		V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
70	70	0	0	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
70	70	1/2	1/2	4/4	4	1		iii		F	V		iii		iii							m	0	0	4, 1, 5		4	4
70	70	3/4	3/4	4/4	4	1		V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
71	71	0	0	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
71	71	1/2	1/2	4/4	4	1		V43		F	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
72	72	0	0	4/4	4	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
72	72	1/2	1/2	4/4	4	1		IV(+2)		F	V		IV(+2)		IV			+2				M	0	0	-1, 3, 0	1	-1	-1
73	73	0	0	4/4	4	1		V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
74	74	0	0	4/4	4	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
75	75	0	0	4/4	4	1		V2		F	V		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
76	76	0	0	4/4	4	1		I6		F	V		I6		I		6					M	0	0	4, 1, 0		0	4
77	77	0	0	4/4	4	1		V43/V		F	V		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
81	81	0	0	4/4	4	1		V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
83	83	0	0	4/4	4	1		I\\		F	V		I		I						\\	M	0	0	0, 4, 1		0	0
84	84	0	0	4/4	4	1		I		F	V		I		I							M	0	0	0, 4, 1		0	0
85	85	0	0	4/4	4	1		V7/ii		F	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
86	86	0	0	4/4	4	1		V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
87	87	0	0	4/4	4	1		V7/ii		F	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
88	88	0	0	4/4	4	1		V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
89	89	0	0	4/4	4	1		V7/ii		F	V		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
90	90	0	0	4/4	4	1		ii		F	V		ii		ii							m	0	0	2, -1, 3		2	2
90	90	1/2	1/2	4/4	4	1		viio2		F	V		viio2		vii	o	2					o7	0	0	-4, 5, 2, -1		5	-4
91	91	0	0	4/4	4	1		V		F	V		V		V							M	0	0	1, 5, 2		1	1
92	92	0	0	4/4	4	1		V7		F	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
93	93	0	0	4/4	4	1		I[I		F	V	I	I		I							M	0	0	0, 4, 1		0	0
94	94	0	0	4/4	4	1		V7		F	V	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
95	95	0	0	4/4	4	1		I		F	V	I	I		I							M	0	0	0, 4, 1		0	0
96	96	0	0	4/4	4	1		V7		F	V	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
97	97	0	0	4/4	4	1		I]		F	V	I	I		I							M	0	0	0, 4, 1		0	0
98	98	0	0	4/4	4	1		V2/IV		F	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
99	99	0	0	4/4	4	1		IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
100	100	0	0	4/4	4	1		V2(4)/IV		F	V		V2(4)/IV		V		2	4	IV			Mm7	0	0	-2, 0, -1, 1		0	-2
100	100	1/2	1/2	4/4	4	1		V2/IV		F	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
101	101	0	0	4/4	4	1		IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
101	101	5/8	5/8	4/4	4	1		V2/IV		F	V		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
102	102	0	0	4/4	4	1		IV6		F	V		IV6		IV		6					M	0	0	3, 0, -1		-1	3
103	103	0	0	4/4	4	1		I.I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
103	103	3/4	3/4	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
104	104	0	0	4/4	4	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
105	105	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
106	106	0	0	4/4	4	1		I64		F	I		I64		I		64					M	0	0	1, 0, 4		0	1
107	107	1/2	1/2	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
108	108	0	0	4/4	4	1		viio2/IV		F	I		viio2/IV		vii	o	2		IV			o7	0	0	-5, 4, 1, -2		4	-5
111	111	0	0	4/4	4	1		V7/IV		F	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
112	112	0	0	4/4	4	1		IV.I		F	IV		I		I							M	0	0	0, 4, 1		0	0
115	115	3/4	3/4	4/4	4	1		#viio2/vi		F	IV		#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
116	116	0	0	4/4	4	1		#viio65/vi		F	IV		#viio65/vi		#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
118	118	0	0	4/4	4	1		V43/vi		F	IV		V43/vi		V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
119	119	3/4	3/4	4/4	4	1		vi		F	IV		vi		vi							m	0	0	3, 0, 4		3	3
122	122	0	0	4/4	4	1		V43/V		F	IV		V43/V		V		43		V			Mm7	0	0	3, 0, 2, 6		2	3
123	123	0	0	4/4	4	1		V2/V		F	IV		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
124	124	0	0	4/4	4	1		viio/V		F	IV		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
125	125	0	0	4/4	4	1		vi.V6		F	vi		V6		V		6					M	0	1	5, 2, 1		1	5
125	125	1/8	1/8	4/4	4	1		VI6		F	vi		VI6		VI		6					M	0	1	0, -3, -4		-4	0
125	125	1/4	1/4	4/4	4	1		iv6		F	vi		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
125	125	3/8	3/8	4/4	4	1		III6		F	vi		III6		III		6					M	0	1	1, -2, -3		-3	1
125	125	1/2	1/2	4/4	4	1		viio6/III		F	vi		viio6/III		vii	o	6		III			o	0	1	-1, -4, 2		2	-1
126	126	0	0	4/4	4	1		#viio43		F	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
127	127	0	0	4/4	4	1		#viio7		F	vi		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
128	128	0	0	4/4	4	1		#viio7		F	vi		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
128	128	1/2	1/2	4/4	4	1		#viio43		F	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
129	129	0	0	4/4	4	1		#viio7		F	vi		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
129	129	1/2	1/2	4/4	4	1		#viio43		F	vi		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
129	129	3/4	3/4	4/4	4	1		V65		F	vi		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
130	130	0	0	4/4	4	1		i6		F	vi		i6		i		6					m	0	1	-3, 1, 0		0	-3
131	131	0	0	4/4	4	1		i		F	vi		i		i							m	0	1	0, -3, 1		0	0
133	133	0	0	4/4	4	1		ii.#viio43		F	ii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
133	133	1/2	1/2	4/4	4	1		#viio7		F	ii		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
134	134	0	0	4/4	4	1		#viio43		F	ii		#viio43		#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
135	135	0	0	4/4	4	1		#viio7/vi		F	ii		#viio7/vi		#vii	o	7		vi			o7	0	1	1, -2, -5, -8		1	1
136	136	0	0	4/4	4	1		#viio43/vi		F	ii		#viio43/vi		#vii	o	43		vi			o7	0	1	-5, -8, 1, -2		1	-5
137	137	3/4	3/4	4/4	4	1		V2/vi		F	ii		V2/vi		V		2		vi			Mm7	0	1	-5, -3, 1, -2		-3	-5
138	138	0	0	4/4	4	1		i6		F	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
139	139	0	0	4/4	4	1		i		F	ii		i		i							m	0	1	0, -3, 1		0	0
140	140	0	0	4/4	4	1		VI		F	ii		VI		VI							M	0	1	-4, 0, -3		-4	-4
143	143	0	0	4/4	4	1		VI64		F	ii		VI64		VI		64					M	0	1	-3, -4, 0		-4	-3
144	144	0	0	4/4	4	1		I.#viio/vi		F	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
145	145	0	0	4/4	4	1		#viio7/iii		F	I		#viio7/iii		#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
146	146	0	0	4/4	4	1		#viio/vi		F	I		#viio/vi		#vii	o			vi			o	0	0	8, 5, 2		8	8
147	147	0	0	4/4	4	1		#viio2/iii		F	I		#viio2/iii		#vii	o	2		iii			o7	0	0	0, 9, 6, 3		9	0
148	148	0	0	4/4	4	1		#iv		F	I		#iv		#iv							m	0	0	6, 3, 7		6	6
149	149	0	0	4/4	4	1		vo64		F	I		vo64		v	o	64					o	0	0	-5, 1, -2		1	-5
150	150	0	0	4/4	4	1		I		F	I		I		I							M	0	0	0, 4, 1		0	0
151	151	0	0	4/4	4	1		iv		F	I		iv		iv							m	0	0	-1, -4, 0		-1	-1
151	151	1/2	1/2	4/4	4	1		iv64		F	I		iv64		iv		64					m	0	0	0, -1, -4		-1	0
152	152	0	0	4/4	4	1		V6		F	I		V6		V		6					M	0	0	5, 2, 1		1	5
158	158	0	0	4/4	4	1		i.i		F	i		i		i							m	0	1	0, -3, 1		0	0
160	160	0	0	4/4	4	1		VI6		F	i		VI6		VI		6					M	0	1	0, -3, -4		-4	0
162	162	0	0	4/4	4	1		bII		F	i		bII		bII							M	0	1	-5, -1, -4		-5	-5
163	163	1/2	1/2	4/4	4	1		bvii6		F	i		bvii6		bvii		6					m	0	1	-12, -8, -9		-9	-12
164	164	0	0	4/4	4	1		III		F	i		III		III							M	0	1	-3, 1, -2		-3	-3
165	165	1/2	1/2	4/4	4	1		i6		F	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
166	166	0	0	4/4	4	1		iv		F	i		iv		iv							m	0	1	-1, -4, 0		-1	-1
166	166	1/2	1/2	4/4	4	1		bII6		F	i		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
167	167	0	0	4/4	4	1		v		F	i		v		v							m	0	1	1, -2, 2		1	1
167	167	1/2	1/2	4/4	4	1		III6		F	i		III6		III		6					M	0	1	1, -2, -3		-3	1
168	168	0	0	4/4	4	1		bVI.V6		F	bVI		V6		V		6					M	0	0	5, 2, 1		1	5
169	169	0	0	4/4	4	1		V65		F	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
170	170	0	0	4/4	4	1		I		F	bVI		I		I							M	0	0	0, 4, 1		0	0
171	171	0	0	4/4	4	1		V65		F	bVI		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
172	172	0	0	4/4	4	1		I		F	bVI		I		I							M	0	0	0, 4, 1		0	0
173	173	0	0	4/4	4	1		ii6		F	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
174	174	1/8	1/8	4/4	4	1		V(64)		F	bVI		V(64)		V			64				M	0	0	1, 0, 4		1	1
175	175	0	0	4/4	4	1		V43		F	bVI		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
175	175	3/4	3/4	4/4	4	1		V2		F	bVI		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
176	176	0	0	4/4	4	1		I6		F	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
177	177	0	0	4/4	4	1		IV(9)		F	bVI		IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
177	177	1/4	1/4	4/4	4	1		IV		F	bVI		IV		IV							M	0	0	-1, 3, 0		-1	-1
178	178	0	0	4/4	4	1		V7(64)		F	bVI		V7(64)		V		7	64				Mm7	0	0	1, 0, 4, -1		1	1
179	179	0	0	4/4	4	1		V7		F	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
180	180	0	0	4/4	4	1		I\\		F	bVI		I		I						\\	M	0	0	0, 4, 1		0	0
181	181	0	0	4/4	4	1		V7		F	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
182	182	0	0	4/4	4	1		I6		F	bVI		I6		I		6					M	0	0	4, 1, 0		0	4
183	183	0	0	4/4	4	1		V7		F	bVI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
184	184	0	0	4/4	4	1		V/ii		F	bVI		V/ii		V				ii			M	0	0	3, 7, 4		3	3
185	185	0	0	4/4	4	1		ii		F	bVI		ii		ii							m	0	0	2, -1, 3		2	2
186	186	1/2	1/2	4/4	4	1		V/ii		F	bVI		V/ii		V				ii			M	0	0	3, 7, 4		3	3
187	187	0	0	4/4	4	1		ii		F	bVI		ii		ii							m	0	0	2, -1, 3		2	2
187	187	1/4	1/4	4/4	4	1		V7/ii		F	bVI		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
187	187	1/2	1/2	4/4	4	1		ii6		F	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
188	188	1/2	1/2	4/4	4	1		V/vi		F	bVI		V/vi		V				vi			M	0	0	4, 8, 5		4	4
190	190	0	0	4/4	4	1		vi		F	bVI		vi		vi							m	0	0	3, 0, 4		3	3
191	191	1/2	1/2	4/4	4	1		V65/vi		F	bVI		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
192	192	0	0	4/4	4	1		vi		F	bVI		vi		vi							m	0	0	3, 0, 4		3	3
192	192	1/2	1/2	4/4	4	1		I		F	bVI		I		I							M	0	0	0, 4, 1		0	0
193	193	1/2	1/2	4/4	4	1		bVII		F	bVI		bVII		bVII							M	0	0	-2, 2, -1		-2	-2
194	194	0	0	4/4	4	1		#io7		F	bVI		#io7		#i	o	7					o7	0	0	7, 4, 1, -2		7	7
194	194	1/2	1/2	4/4	4	1		#io65		F	bVI		#io65		#i	o	65					o7	0	0	4, 1, -2, 7		7	4
195	195	0	0	4/4	4	1		ii		F	bVI		ii		ii							m	0	0	2, -1, 3		2	2
195	195	1/2	1/2	4/4	4	1		ii6		F	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
196	196	0	0	4/4	4	1		#io6(7)		F	bVI		#io6(7)		#i	o	6	7				o	0	0	4, 1, 5		7	4
196	196	1/2	1/2	4/4	4	1		#io6		F	bVI		#io6		#i	o	6					o	0	0	4, 1, 7		7	4
197	197	0	0	4/4	4	1		ii6		F	bVI		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
197	197	1/2	1/2	4/4	4	1		bVII		F	bVI		bVII		bVII							M	0	0	-2, 2, -1		-2	-2
198	198	0	0	4/4	4	1		#vo7		F	bVI		#vo7		#v	o	7					o7	0	0	8, 5, 2, -1		8	8
198	198	1/2	1/2	4/4	4	1		vi		F	bVI		vi		vi							m	0	0	3, 0, 4		3	3
199	199	1/2	1/2	4/4	4	1		V65/vi		F	bVI		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
200	200	0	0	4/4	4	1		vi(9)		F	bVI		vi(9)		vi			9				m	0	0	3, 0, 4	5	3	3
200	200	1/2	1/2	4/4	4	1		vi6		F	bVI		vi6		vi		6					m	0	0	0, 4, 3		3	0
201	201	1/2	1/2	4/4	4	1		V/iii		F	bVI		V/iii		V				iii			M	0	0	5, 9, 6		5	5
202	202	0	0	4/4	4	1		V7/iii		F	bVI		V7/iii		V		7		iii			Mm7	0	0	5, 9, 6, 3		5	5
203	203	0	0	4/4	4	1		iii(4)		F	bVI		iii(4)		iii			4				m	0	0	4, 3, 5		4	4
