key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
e minor	[0.222, 0.0, 0.0, 0.079, 1.0, 0.0, 0.651, 0.81, 0.0, 0.365, 0.0, 0.365]	0.0	30.0	30.0	0	8	8
a minor	[0.45, 0.0, 0.1, 0.0, 0.65, 0.0, 0.0, 0.0, 0.05, 1.0, 0.0, 0.15]	30.0	36.5	0.5	8	10	2
e minor	[0.729, 0.0, 0.125, 0.083, 0.417, 0.083, 0.229, 1.0, 0.729, 0.938, 0.0, 0.458]	36.5	68.5	4.0	10	18	8
G major	[0.533, 0.08, 0.46, 0.04, 0.34, 0.0, 0.24, 1.0, 0.0, 0.533, 0.04, 0.64]	68.5	106.5	4.0	18	27	9
d minor	[0.0, 0.15, 0.05, 0.15, 0.2, 0.0, 0.0, 1.0, 0.0, 0.0, 0.4, 0.05]	106.5	110.5	2.0	27	28	1
c minor	[0.375, 0.1, 0.55, 0.0, 0.9, 1.0, 0.1, 0.35, 0.2, 0.5, 0.0, 0.375]	110.5	128.5	2.0	28	33	5
a minor	[0.946, 0.0, 0.643, 0.0, 0.893, 0.339, 0.0, 0.196, 0.196, 1.0, 0.0, 0.946]	128.5	159.5	2.0	33	40	7
e minor	[0.655, 0.0, 0.018, 0.255, 0.436, 0.0, 0.836, 0.8, 0.0, 0.309, 0.073, 1.0]	159.5	198.5	1.0	40	50	10
C major	[0.632, 0.0, 0.842, 0.0, 1.0, 0.053, 0.0, 0.053, 0.0, 0.316, 0.0, 0.263]	198.5	208.5	2.0	50	53	3
e minor	[0.292, 0.021, 0.042, 0.146, 0.438, 0.0, 0.208, 0.188, 0.146, 0.438, 0.167, 1.0]	208.5	232.5	2.0	53	59	6
