mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	15	3/4	3/4	2/2	4	1		vii	c#	i		vii		vii							m	1	1	-2, -5, -1		-2	-2
17	16	0	0	2/2	4	1		VI	c#	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
17	16	1/2	1/2	2/2	4	1		i[VI6	c#	i	i	VI6		VI		6					M	1	1	0, -3, -4		-4	0
17	16	3/4	3/4	2/2	4	1		vii64	c#	i	i	vii64		vii		64					m	1	1	-1, -2, -5		-2	-1
18	17	0	0	2/2	4	1		bII+6]	c#	i	i	bII+6		bII	+	6					+	1	1	-1, 3, -5		-5	-1
18	17	1/4	1/4	2/2	4	1		#viio43/vii	c#	i		#viio43/vii		#vii	o	43		vii			o7	1	1	-3, -6, 3, 0		3	-3
18	17	1/2	1/2	2/2	4	1		vii6	c#	i		vii6		vii		6					m	1	1	-5, -1, -2		-2	-5
18	17	3/4	3/4	2/2	4	1		i	c#	i		i		i							m	1	1	0, -3, 1		0	0
19	18	0	0	2/2	4	1		vii.i	c#	vii		i		i							m	1	1	0, -3, 1		0	0
19	18	1/4	1/4	2/2	4	1		V64	c#	vii		V64		V		64					M	1	1	2, 1, 5		1	2
19	18	1/2	1/2	2/2	4	1		i6	c#	vii		i6		i		6					m	1	1	-3, 1, 0		0	-3
19	18	3/4	3/4	2/2	4	1		#io6	c#	vii		#io6		#i	o	6					o	1	1	4, 1, 7		7	4
20	19	0	0	2/2	4	1		#io65	c#	vii		#io65		#i	o	65					o7	1	1	4, 1, -2, 7		7	4
20	19	1/4	1/4	2/2	4	1		ii6	c#	vii		ii6		ii		6					m	1	1	-1, 3, 2		2	-1
20	19	1/2	1/2	2/2	4	1		#viio6/iv	c#	vii		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
20	19	3/4	3/4	2/2	4	1		#vo7	c#	vii		#vo7		#v	o	7					o7	1	1	8, 5, 2, -1		8	8
21	20	0	0	2/2	4	1		i.V(64)	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
21	20	1/4	1/4	2/2	4	1		Ger6	c#	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
21	20	1/2	1/2	2/2	4	1		V	c#	i		V		V							M	1	1	1, 5, 2		1	1
21	20	3/4	3/4	2/2	4	1		V2	c#	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
22	21	0	0	2/2	4	1		V2	c#	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
22	21	1/4	1/4	2/2	4	1		I6(7)	c#	i		I6(7)		I		6	7				M	1	1	4, 1, -2		0	4
22	21	1/2	1/2	2/2	4	1		I6	c#	i		I6		I		6					M	1	1	4, 1, 0		0	4
23	22	0	0	2/2	4	1		V65/iv	c#	i		V65/iv		V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
23	22	1/4	1/4	2/2	4	1		iv(7)	c#	i		iv(7)		iv			7				m	1	1	-1, -4, 0	-3	-1	-1
23	22	3/4	3/4	2/2	4	1		V/vii	c#	i		V/vii		V				vii			M	1	1	-1, 3, 0		-1	-1
24	23	0	0	2/2	4	1		V2/vii	c#	i		V2/vii		V		2		vii			Mm7	1	1	-3, -1, 3, 0		-1	-3
24	23	1/2	1/2	2/2	4	1		vii64	c#	i		vii64		vii		64					m	1	1	-1, -2, -5		-2	-1
24	23	3/4	3/4	2/2	4	1		V/III	c#	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
25	24	0	0	2/2	4	1		vo64(2)	c#	i		vo64(2)		v	o	64	2				o	1	1	-5, -4, -2		1	-5
25	24	1/4	1/4	2/2	4	1		vo64	c#	i		vo64		v	o	64					o	1	1	-5, 1, -2		1	-5
25	24	1/2	1/2	2/2	4	1		III.I(42)	c#	III		I(42)		I			42				M	1	0	2, -1, 1		0	2
25	24	3/4	3/4	2/2	4	1		I64	c#	III		I64		I		64					M	1	0	1, 0, 4		0	1
26	25	0	0	2/2	4	1		V65	c#	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
26	25	1/4	1/4	2/2	4	1		iii64	c#	III		iii64		iii		64					m	1	0	5, 4, 1		4	5
26	25	1/2	1/2	2/2	4	1		I[I(42)	c#	III	I	I(42)		I			42				M	1	0	2, -1, 1		0	2
26	25	3/4	3/4	2/2	4	1		I	c#	III	I	I		I							M	1	0	0, 4, 1		0	0
27	26	0	0	2/2	4	1		viio64	c#	III	I	viio64		vii	o	64					o	1	0	-1, 5, 2		5	-1
27	26	1/4	1/4	2/2	4	1		I(7)	c#	III	I	I(7)		I			7				M	1	0	0, 4, 1	5	0	0
27	26	1/2	1/2	2/2	4	1		iv]	c#	III	I	iv		iv							m	1	0	-1, -4, 0		-1	-1
27	26	7/8	7/8	2/2	4	1		I	c#	III		I		I							M	1	0	0, 4, 1		0	0
28	27	0	0	2/2	4	1		I+6	c#	III		I+6		I	+	6					+	1	0	4, 8, 0		0	4
28	27	1/2	1/2	2/2	4	1		IV	c#	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
28	27	3/4	3/4	2/2	4	1		Fr6/V	c#	III		Fr6/V	Fr	V		7	b5	V/V			Fr	1	0	3, 7, -3, 1		3	3
29	28	0	0	2/2	4	1		V/V	c#	III		V/V		V				V			M	1	0	2, 6, 3		2	2
29	28	1/4	1/4	2/2	4	1		V65/V	c#	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
29	28	1/2	1/2	2/2	4	1		V	c#	III		V		V							M	1	0	1, 5, 2		1	1
29	28	3/4	3/4	2/2	4	1		V65	c#	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
30	29	0	0	2/2	4	1		I	c#	III		I		I							M	1	0	0, 4, 1		0	0
30	29	1/4	1/4	2/2	4	1		V65/IV	c#	III		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
30	29	1/2	1/2	2/2	4	1		IV	c#	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
30	29	3/4	3/4	2/2	4	1		vi	c#	III		vi		vi							m	1	0	3, 0, 4		3	3
31	30	0	0	2/2	4	1		viio	c#	III		viio		vii	o						o	1	0	5, 2, -1		5	5
31	30	1/4	1/4	2/2	4	1		vii%65	c#	III		vii%65		vii	%	65					%7	1	0	2, -1, 3, 5		5	2
31	30	1/2	1/2	2/2	4	1		V/vi	c#	III		V/vi		V				vi			M	1	0	4, 8, 5		4	4
31	30	3/4	3/4	2/2	4	1		V65/vi	c#	III		V65/vi		V		65		vi			Mm7	1	0	8, 5, 2, 4		4	8
32	31	0	0	2/2	4	1		vi\\	c#	III		vi		vi						\\	m	1	0	3, 0, 4		3	3
32	31	1/4	1/4	2/2	4	1		I6	c#	III		I6		I		6					M	1	0	4, 1, 0		0	4
32	31	1/2	1/2	2/2	4	1		V64	c#	III		V64		V		64					M	1	0	2, 1, 5		1	2
32	31	3/4	3/4	2/2	4	1		V2/V	c#	III		V2/V		V		2		V			Mm7	1	0	0, 2, 6, 3		2	0
33	32	0	0	2/2	4	1		V6	c#	III		V6		V		6					M	1	0	5, 2, 1		1	5
33	32	1/4	1/4	2/2	4	1		iii	c#	III		iii		iii							m	1	0	4, 1, 5		4	4
33	32	1/2	1/2	2/2	4	1		I	c#	III		I		I							M	1	0	0, 4, 1		0	0
33	32	3/4	3/4	2/2	4	1		V6(+6)	c#	III		V6(+6)		V		6	+6				M	1	0	5, 2, 1	4	1	5
34	33	0	0	2/2	4	1		viio7/V	c#	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
34	33	1/4	1/4	2/2	4	1		viio2/iii	c#	III		viio2/iii		vii	o	2		iii			o7	1	0	-7, 2, -1, -4		2	-7
34	33	3/4	3/4	2/2	4	1		V2/iii	c#	III		V2/iii		V		2		iii			Mm7	1	0	3, 5, 9, 6		5	3
35	34	0	0	2/2	4	1		iii.i64	c#	iii		i64		i		64					m	1	1	1, 0, -3		0	1
35	34	3/4	3/4	2/2	4	1		V	c#	iii		V		V							M	1	1	1, 5, 2		1	1
36	35	1/4	1/4	2/2	4	1		V7	c#	iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
36	35	1/2	1/2	2/2	4	1		VI(6)	c#	iii		VI(6)		VI			6				M	1	1	-4, 0, -1		-4	-4
36	35	3/4	3/4	2/2	4	1		VI	c#	iii		VI		VI							M	1	1	-4, 0, -3		-4	-4
37	36	0	0	2/2	4	1		VII.V[V7(4)	c#	VII	V	V7(4)		V		7	4				Mm7	1	0	1, 0, 2, -1		1	1
37	36	1/4	1/4	2/2	4	1		V7(+b9)	c#	VII	V	V7(+b9)		V		7	+b9				Mm7	1	0	1, 5, 2, -1	-4	1	1
37	36	3/4	3/4	2/2	4	1		I6	c#	VII	V	I6		I		6					M	1	0	4, 1, 0		0	4
38	37	0	0	2/2	4	1		V	c#	VII	V	V		V							M	1	0	1, 5, 2		1	1
38	37	1/4	1/4	2/2	4	1		V7	c#	VII	V	V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
38	37	1/2	1/2	2/2	4	1		I6	c#	VII	V	I6		I		6					M	1	0	4, 1, 0		0	4
38	37	3/4	3/4	2/2	4	1		V43	c#	VII	V	V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
39	38	0	0	2/2	4	1		I6	c#	VII	V	I6		I		6					M	1	0	4, 1, 0		0	4
39	38	1/4	1/4	2/2	4	1		I64	c#	VII	V	I64		I		64					M	1	0	1, 0, 4		0	1
39	38	1/2	1/2	2/2	4	1		V2]	c#	VII	V	V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
39	38	3/4	3/4	2/2	4	1		I64	c#	VII		I64		I		64					M	1	0	1, 0, 4		0	1
40	39	0	0	2/2	4	1		V43	c#	VII		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
40	39	1/2	1/2	2/2	4	1		I6	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
40	39	3/4	3/4	2/2	4	1		V7	c#	VII		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
41	40	0	0	2/2	4	1		I6	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
41	40	1/2	1/2	2/2	4	1		V2	c#	VII		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
41	40	3/4	3/4	2/2	4	1		I6	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
42	41	0	0	2/2	4	1		iii.V	c#	iii		V		V							M	1	1	1, 5, 2		1	1
42	41	1/4	1/4	2/2	4	1		V7	c#	iii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
42	41	1/2	1/2	2/2	4	1		V(64)	c#	iii		V(64)		V			64				M	1	1	1, 0, -3		1	1
42	41	3/4	3/4	2/2	4	1		V	c#	iii		V		V							M	1	1	1, 5, 2		1	1
43	42	0	0	2/2	4	1		i	c#	iii		i		i							m	1	1	0, -3, 1		0	0
44	43	0	0	2/2	4	1		V	c#	iii		V		V							M	1	1	1, 5, 2		1	1
44	43	3/4	3/4	2/2	4	1		biii.i	c#	biii		i		i							m	1	1	0, -3, 1		0	0
45	44	0	0	2/2	4	1		V7	c#	biii		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
46	45	0	0	2/2	4	1		i	c#	biii		i		i							m	1	1	0, -3, 1		0	0
47	46	0	0	2/2	4	1		V64	c#	biii		V64		V		64					M	1	1	2, 1, 5		1	2
47	46	1/2	1/2	2/2	4	1		I(4)	c#	biii		I(4)		I			4				M	1	1	0, -1, 1		0	0
47	46	3/4	3/4	2/2	4	1		I	c#	biii		I		I							M	1	1	0, 4, 1		0	0
48	47	0	0	2/2	4	1		vi/I	c#	biii		vi/I		vi				I			m	1	1	3, 0, 4		3	3
48	47	1/2	1/2	2/2	4	1		IV6/I	c#	biii		IV6/I		IV		6		I			M	1	1	3, 0, -1		-1	3
49	48	0	0	2/2	4	1		bbII.iii	c#	bbII		iii		iii							m	1	0	4, 1, 5		4	4
49	48	1/2	1/2	2/2	4	1		I(4)	c#	bbII		I(4)		I			4				M	1	0	0, -1, 1		0	0
49	48	3/4	3/4	2/2	4	1		I	c#	bbII		I		I							M	1	0	0, 4, 1		0	0
50	49	0	0	2/2	4	1		bbV.iii64	c#	bbV		iii64		iii		64					m	1	0	5, 4, 1		4	5
50	49	1/2	1/2	2/2	4	1		I(42)	c#	bbV		I(42)		I			42				M	1	0	2, -1, 1		0	2
50	49	3/4	3/4	2/2	4	1		I64	c#	bbV		I64		I		64					M	1	0	1, 0, 4		0	1
51	50	0	0	2/2	4	1		V6	c#	bbV		V6		V		6					M	1	0	5, 2, 1		1	5
51	50	1/2	1/2	2/2	4	1		I	c#	bbV		I		I							M	1	0	0, 4, 1		0	0
51	50	3/4	3/4	2/2	4	1		vi	c#	bbV		vi		vi							m	1	0	3, 0, 4		3	3
51	50	7/8	7/8	2/2	4	1		bVI.V	c#	bVI		V		V							M	1	0	1, 5, 2		1	1
52	51	0	0	2/2	4	1		V6	c#	bVI		V6		V		6					M	1	0	5, 2, 1		1	5
52	51	1/2	1/2	2/2	4	1		I	c#	bVI		I		I							M	1	0	0, 4, 1		0	0
52	51	3/4	3/4	2/2	4	1		vi	c#	bVI		vi		vi							m	1	0	3, 0, 4		3	3
52	51	7/8	7/8	2/2	4	1		bvii.V	c#	bvii		V		V							M	1	1	1, 5, 2		1	1
53	52	0	0	2/2	4	1		V6	c#	bvii		V6		V		6					M	1	1	5, 2, 1		1	5
53	52	1/2	1/2	2/2	4	1		i	c#	bvii		i		i							m	1	1	0, -3, 1		0	0
53	52	3/4	3/4	2/2	4	1		vi	c#	bvii		vi		vi							m	1	1	-4, -7, -3		-4	-4
53	52	7/8	7/8	2/2	4	1		VII.V	c#	VII		V		V							M	1	0	1, 5, 2		1	1
54	53	0	0	2/2	4	1		V6	c#	VII		V6		V		6					M	1	0	5, 2, 1		1	5
54	53	1/2	1/2	2/2	4	1		I(4)	c#	VII		I(4)		I			4				M	1	0	0, -1, 1		0	0
54	53	7/8	7/8	2/2	4	1		I	c#	VII		I		I							M	1	0	0, 4, 1		0	0
55	54	0	0	2/2	4	1		vi(2)	c#	VII		vi(2)		vi			2				m	1	0	5, 0, 4		3	5
55	54	1/2	1/2	2/2	4	1		vi	c#	VII		vi		vi							m	1	0	3, 0, 4		3	3
55	54	3/4	3/4	2/2	4	1		V/ii	c#	VII		V/ii		V				ii			M	1	0	3, 7, 4		3	3
55	54	7/8	7/8	2/2	4	1		V2/ii	c#	VII		V2/ii		V		2		ii			Mm7	1	0	1, 3, 7, 4		3	1
56	55	0	0	2/2	4	1		ii6	c#	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
56	55	1/4	1/4	2/2	4	1		ii64	c#	VII		ii64		ii		64					m	1	0	3, 2, -1		2	3
56	55	1/2	1/2	2/2	4	1		V(64)	c#	VII		V(64)		V			64				M	1	0	1, 0, 4		1	1
57	56	0	0	2/2	4	1		I6	c#	VII		I6		I		6					M	1	0	4, 1, 0		0	4
57	56	1/4	1/4	2/2	4	1		V43/IV	c#	VII		V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
57	56	1/2	1/2	2/2	4	1		bVII64	c#	VII		bVII64		bVII		64					M	1	0	-1, -2, 2		-2	-1
57	56	3/4	3/4	2/2	4	1		ii6	c#	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
58	57	0	0	2/2	4	1		ii	c#	VII		ii		ii							m	1	0	2, -1, 3		2	2
58	57	1/4	1/4	2/2	4	1		ii6	c#	VII		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
58	57	1/2	1/2	2/2	4	1		iii	c#	VII		iii		iii							m	1	0	4, 1, 5		4	4
58	57	3/4	3/4	2/2	4	1		V43/IV	c#	VII		V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
59	58	0	0	2/2	4	1		IV	c#	VII		IV		IV							M	1	0	-1, 3, 0		-1	-1
59	58	1/4	1/4	2/2	4	1		ii43	c#	VII		ii43		ii		43					mm7	1	0	3, 0, 2, -1		2	3
59	58	1/2	1/2	2/2	4	1		v	c#	VII		v		v							m	1	0	1, -2, 2		1	1
59	58	3/4	3/4	2/2	4	1		v6	c#	VII		v6		v		6					m	1	0	-2, 2, 1		1	-2
60	59	0	0	2/2	4	1		vi	c#	VII		vi		vi							m	1	0	3, 0, 4		3	3
60	59	1/4	1/4	2/2	4	1		V43/bVII	c#	VII		V43/bVII		V		43		bVII			Mm7	1	0	0, -3, -1, 3		-1	0
60	59	1/2	1/2	2/2	4	1		bVII	c#	VII		bVII		bVII							M	1	0	-2, 2, -1		-2	-2
60	59	3/4	3/4	2/2	4	1		bVII6	c#	VII		bVII6		bVII		6					M	1	0	2, -1, -2		-2	2
61	60	0	0	2/2	4	1		VI.ii	c#	VI		ii		ii							m	1	0	2, -1, 3		2	2
61	60	1/4	1/4	2/2	4	1		viio43	c#	VI		viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
61	60	1/2	1/2	2/2	4	1		V65/VI	c#	VI		V65/VI		V		65		VI			Mm7	1	0	8, 5, 2, 4		4	8
61	60	3/4	3/4	2/2	4	1		viio43/ii	c#	VI		viio43/ii		vii	o	43		ii			o7	1	0	-6, -9, 0, -3		0	-6
62	61	1/8	1/8	2/2	4	1		ii6	c#	VI		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
62	61	1/4	1/4	2/2	4	1		iii6	c#	VI		iii6		iii		6					m	1	0	1, 5, 4		4	1
62	61	3/8	3/8	2/2	4	1		IV6	c#	VI		IV6		IV		6					M	1	0	3, 0, -1		-1	3
62	61	1/2	1/2	2/2	4	1		V65	c#	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
62	61	5/8	5/8	2/2	4	1		I	c#	VI		I		I							M	1	0	0, 4, 1		0	0
62	61	3/4	3/4	2/2	4	1		IV	c#	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
62	61	7/8	7/8	2/2	4	1		V	c#	VI		V		V							M	1	0	1, 5, 2		1	1
63	62	0	0	2/2	4	1		viio/ii	c#	VI		viio/ii		vii	o			ii			o	1	0	0, -3, -6		0	0
63	62	1/4	1/4	2/2	4	1		iii64	c#	VI		iii64		iii		64					m	1	0	5, 4, 1		4	5
63	62	1/2	1/2	2/2	4	1		V7	c#	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
63	62	5/8	5/8	2/2	4	1		V(64)	c#	VI		V(64)		V			64				M	1	0	1, 0, 4		1	1
63	62	3/4	3/4	2/2	4	1		V7	c#	VI		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
64	63	0	0	2/2	4	1		I[I	c#	VI	I	I		I							M	1	0	0, 4, 1		0	0
64	63	1/2	1/2	2/2	4	1		viio7/iii	c#	VI	I	viio7/iii		vii	o	7		iii			o7	1	0	2, -1, -4, -7		2	2
65	64	0	0	2/2	4	1		IV(#2)	c#	VI	I	IV(#2)		IV			#2				M	1	0	-1, 8, 0		-1	-1
65	64	1/2	1/2	2/2	4	1		IV	c#	VI	I	IV		IV							M	1	0	-1, 3, 0		-1	-1
66	65	0	0	2/2	4	1		I(6#4#2)	c#	VI	I	I(6#4#2)		I			6#4#2				M	1	0	0, 9, 6, 3		0	0
66	65	1/4	1/4	2/2	4	1		I	c#	VI	I	I		I							M	1	0	0, 4, 1		0	0
66	65	1/2	1/2	2/2	4	1		viio7/iii]	c#	VI	I	viio7/iii		vii	o	7		iii			o7	1	0	2, -1, -4, -7		2	2
67	66	0	0	2/2	4	1		V6	c#	VI		V6		V		6					M	1	0	5, 2, 1		1	5
67	66	1/4	1/4	2/2	4	1		V65	c#	VI		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
67	66	1/2	1/2	2/2	4	1		I	c#	VI		I		I							M	1	0	0, 4, 1		0	0
67	66	3/4	3/4	2/2	4	1		I(42)	c#	VI		I(42)		I			42				M	1	0	2, -1, 1		0	2
68	67	0	0	2/2	4	1		I	c#	VI		I		I							M	1	0	0, 4, 1		0	0
68	67	3/4	3/4	2/2	4	1		V6	c#	VI		V6		V		6					M	1	0	5, 2, 1		1	5
69	68	0	0	2/2	4	1		I(4)	c#	VI		I(4)		I			4				M	1	0	0, -1, 1		0	0
69	68	1/4	1/4	2/2	4	1		I	c#	VI		I		I							M	1	0	0, 4, 1		0	0
70	69	0	0	2/2	4	1		IV6	c#	VI		IV6		IV		6					M	1	0	3, 0, -1		-1	3
71	70	0	0	2/2	4	1		vii(4)	c#	VI		vii(4)		vii			4				m	1	0	5, 4, 6		5	5
71	70	1/4	1/4	2/2	4	1		vii	c#	VI		vii		vii							m	1	0	5, 2, 6		5	5
72	71	0	0	2/2	4	1		iii6	c#	VI		iii6		iii		6					m	1	0	1, 5, 4		4	1
72	71	3/4	3/4	2/2	4	1		V2	c#	VI		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
73	72	0	0	2/2	4	1		I	c#	VI		I		I							M	1	0	0, 4, 1		0	0
73	72	1/4	1/4	2/2	4	1		ii7	c#	VI		ii7		ii		7					mm7	1	0	2, -1, 3, 0		2	2
73	72	1/2	1/2	2/2	4	1		ii2	c#	VI		ii2		ii		2					mm7	1	0	0, 2, -1, 3		2	0
73	72	3/4	3/4	2/2	4	1		V2/IV	c#	VI		V2/IV		V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
74	73	0	0	2/2	4	1		IV\\	c#	VI		IV		IV						\\	M	1	0	-1, 3, 0		-1	-1
75	74	0	0	2/2	4	1		IV	c#	VI		IV		IV							M	1	0	-1, 3, 0		-1	-1
77	76	0	0	2/2	4	1		V65/IV	c#	VI		V65/IV		V		65		IV			Mm7	1	0	4, 1, -2, 0		0	4
78	77	0	0	2/2	4	1		vi6	c#	VI		vi6		vi		6					m	1	0	0, 4, 3		3	0
79	78	0	0	2/2	4	1		ii	c#	VI		ii		ii							m	1	0	2, -1, 3		2	2
