mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
272	267	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
273	268	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
274	269	0	0	3/4	4	1		vi6		c	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
275	270	0	0	3/4	4	1		IV2		c	I		IV2	IV		2					Mm7	1	0	-3, -1, 3, 0		-1	-3
276	271	0	0	3/4	4	1		ii		c	I		ii	ii							m	1	0	2, -1, 3		2	2
277	272	0	0	3/4	4	1		V(4)		c	I		V(4)	V			4				M	1	0	1, 0, 2		1	1
277	272	1/4	1/4	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
277	272	1/2	1/2	3/4	4	1		I6		c	I		I6	I		6					M	1	0	4, 1, 0		0	4
278	273	0	0	3/4	4	1		IV6		c	I		IV6	IV		6					M	1	0	3, 0, -1		-1	3
279	274	0	0	3/4	4	1		viio6/V		c	I		viio6/V	vii	o	6		V			o	1	0	3, 0, 6		6	3
280	275	0	0	3/4	4	1		V.I		c	V		I	I							M	1	0	0, 4, 1		0	0
281	276	0	0	3/4	4	1		ii6		c	V		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
282	277	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
283	278	0	0	3/4	4	1		I		c	V		I	I							M	1	0	0, 4, 1		0	0
285	280	0	0	3/4	4	1		ii6		c	V		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
286	281	0	0	3/4	4	1		V		c	V		V	V							M	1	0	1, 5, 2		1	1
287	282	0	0	3/4	4	1		I\\		c	V		I	I						\\	M	1	0	0, 4, 1		0	0
288	283	0	0	3/4	4	1		v.i		c	v		i	i							m	1	1	0, -3, 1		0	0
290	285	0	0	3/4	4	1		iio		c	v		iio	ii	o						o	1	1	2, -1, -4		2	2
291	286	0	0	3/4	4	1		III		c	v		III	III							M	1	1	-3, 1, -2		-3	-3
292	287	0	0	3/4	4	1		V6/V		c	v		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
293	288	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
294	289	0	0	3/4	4	1		iv/V		c	v		iv/V	iv				V			m	1	1	0, -3, 1		0	0
295	290	0	0	3/4	4	1		V6/V		c	v		V6/V	V		6		V			M	1	1	6, 3, 2		2	6
296	291	0	0	3/4	4	1		V/V		c	v		V/V	V				V			M	1	1	2, 6, 3		2	2
297	292	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
298	293	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
299	294	0	0	3/4	4	1		V43/V		c	v		V43/V	V		43		V			Mm7	1	1	3, 0, 2, 6		2	3
300	295	0	0	3/4	4	1		ii.i		c	ii		i	i							m	1	1	0, -3, 1		0	0
302	297	0	0	3/4	4	1		ii7		c	ii		ii7	ii		7					mm7	1	1	2, -1, 3, 0		2	2
303	298	0	0	3/4	4	1		III		c	ii		III	III							M	1	1	-3, 1, -2		-3	-3
304	299	0	0	3/4	4	1		I.V6		c	I		V6	V		6					M	1	0	5, 2, 1		1	5
305	300	0	0	3/4	4	1		V64		c	I		V64	V		64					M	1	0	2, 1, 5		1	2
306	301	0	0	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
308	303	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
309	304	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
312	307	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
313	308	0	0	3/4	4	1		ii7		c	I		ii7	ii		7					mm7	1	0	2, -1, 3, 0		2	2
314	309	0	0	3/4	4	1		V2		c	I		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
315	310	0	0	3/4	4	1		iii7		c	I		iii7	iii		7					mm7	1	0	4, 1, 5, 2		4	4
316	311	0	0	3/4	4	1		vi		c	I		vi	vi							m	1	0	3, 0, 4		3	3
317	312	0	0	3/4	4	1		V65(6)		c	I		V65(6)	V		65	6				Mm7	1	0	5, 4, -1, 1		1	5
318	313	0	0	3/4	4	1		ii6		c	I		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
319	314	0	0	3/4	4	1		I(4)		c	I		I(4)	I			4				M	1	0	0, -1, 1		0	0
320	315	0	0	3/4	4	1		V2/IV		c	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
321	316	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
322	317	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
323	318	0	0	3/4	4	1		I		c	I		I	I							M	1	0	0, 4, 1		0	0
324	319	0	0	3/4	4	1		V2/IV		c	I		V2/IV	V		2		IV			Mm7	1	0	-2, 0, 4, 1		0	-2
325	320	0	0	3/4	4	1		IV		c	I		IV	IV							M	1	0	-1, 3, 0		-1	-1
326	321	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
327	322	0	0	3/4	4	1		I\\		c	I		I	I						\\	M	1	0	0, 4, 1		0	0
329	324	0	0	3/4	4	1		ii2		c	I		ii2	ii		2					mm7	1	0	0, 2, -1, 3		2	0
330	325	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
331	326	0	0	3/4	4	1		iii2		c	I		iii2	iii		2					mm7	1	0	2, 4, 1, 5		4	2
332	327	0	0	3/4	4	1		vi6		c	I		vi6	vi		6					m	1	0	0, 4, 3		3	0
333	328	0	0	3/4	4	1		iii		c	I		iii	iii							m	1	0	4, 1, 5		4	4
334	329	0	0	3/4	4	1		V43		c	I		V43	V		43					Mm7	1	0	2, -1, 1, 5		1	2
335	330	0	0	3/4	4	1		V(64)		c	I		V(64)	V			64				M	1	0	1, 0, 4		1	1
336	331	0	0	3/4	4	1		IV(2)		c	I		IV(2)	IV			2				M	1	0	1, 3, 0		-1	1
337	332	0	0	3/4	4	1		V65		c	I		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
338	333	0	0	3/4	4	1		V		c	I		V	V							M	1	0	1, 5, 2		1	1
339	334	0	0	3/4	4	1		viio7		c	I		viio7	vii	o	7					o7	1	0	5, 2, -1, -4		5	5
344	338	0	3/8	3/4	4	1		i.i		c	i		i	i							m	1	1	0, -3, 1		0	0
347	341	1/2	1/2	3/4	4	1		viio64/V		c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
348	342	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
352	346	3/8	3/8	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
355	349	1/2	1/2	3/4	4	1		viio64/V		c	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
356	350	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
360	354	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
361	355	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
361	355	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
362	356	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
362	356	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
363	357	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
363	357	3/8	3/8	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
364	358	0	0	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
364	358	3/8	3/8	3/4	4	1		iv.VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
365	359	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
365	359	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
366	360	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
366	360	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
367	361	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
367	361	3/8	3/8	3/4	4	1		VI		c	iv		VI	VI							M	1	1	-4, 0, -3		-4	-4
368	362	0	0	3/4	4	1		V		c	iv		V	V							M	1	1	1, 5, 2		1	1
368	362	3/8	3/8	3/4	4	1		bII.vii		c	bII		vii	vii							m	1	0	5, 2, 6		5	5
369	363	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
371	365	0	0	3/4	4	1		IV		c	bII		IV	IV							M	1	0	-1, 3, 0		-1	-1
373	367	0	0	3/4	4	1		V7		c	bII		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
375	369	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
378	372	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
379	373	0	0	3/4	4	1		iv.vii%65		c	iv		vii%65	vii	%	65					%7	1	1	-5, -8, -4, -2		-2	-5
380	374	0	0	3/4	4	1		ii%65		c	iv		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
381	375	0	0	3/4	4	1		V7		c	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
383	377	0	0	3/4	4	1		i		c	iv		i	i							m	1	1	0, -3, 1		0	0
386	380	0	0	3/4	4	1		i.#viio7		c	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
388	382	0	0	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
389	383	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
392	386	0	0	3/4	4	1		viio7/V		c	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
394	388	0	0	3/4	4	1		V7/V		c	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
395	389	0	0	3/4	4	1		v[v		c	i	v	v	v							m	1	1	1, -2, 2		1	1
396	390	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
397	391	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
398	392	0	0	3/4	4	1		V7		c	i	v	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
399	393	0	0	3/4	4	1		i		c	i	v	i	i							m	1	1	0, -3, 1		0	0
400	394	0	0	3/4	4	1		V/V		c	i	v	V/V	V				V			M	1	1	2, 6, 3		2	2
401	395	0	0	3/4	4	1		V		c	i	v	V	V							M	1	1	1, 5, 2		1	1
402	396	0	0	3/4	4	1		V]		c	i	v	V	V							M	1	1	1, 5, 2		1	1
403	397	0	0	3/4	4	1		i[i		c	i	i	i	i							m	1	1	0, -3, 1		0	0
404	398	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
405	399	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
406	400	0	0	3/4	4	1		V7/iv		c	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
407	401	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
408	402	0	0	3/4	4	1		iv		c	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
408	402	1/2	1/2	3/4	4	1		V		c	i	i	V	V							M	1	1	1, 5, 2		1	1
409	403	0	0	3/4	4	1		i]		c	i	i	i	i							m	1	1	0, -3, 1		0	0
409	403	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
410	404	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
410	404	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
411	405	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
411	405	1/4	1/4	3/4	4	1		IV6		c	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
412	406	0	0	3/4	4	1		iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
412	406	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
413	407	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
413	407	1/4	1/4	3/4	4	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
414	408	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
414	408	1/4	1/4	3/4	4	1		V65/III		c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
415	409	0	0	3/4	4	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
415	409	1/4	1/4	3/4	4	1		VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
416	410	0	0	3/4	4	1		iio7		c	i		iio7	ii	o	7					o7	1	1	2, -1, -4, -7		2	2
416	410	1/4	1/4	3/4	4	1		V65		c	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
417	411	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
417	411	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
418	412	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
418	412	1/4	1/4	3/4	4	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
419	413	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
419	413	1/4	1/4	3/4	4	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
420	414	0	0	3/4	4	1		V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
420	414	1/4	1/4	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
422	416	0	0	3/4	4	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
423	417	0	0	3/4	4	1		ii%43/v		c	i		ii%43/v	ii	%	43		v			%7	1	1	-3, 1, 3, 0		3	-3
424	418	0	0	3/4	4	1		V43		c	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
425	419	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
425	419	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
426	420	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
426	420	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
427	421	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
427	421	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
428	422	0	0	3/4	4	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
428	422	1/2	1/2	3/4	4	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
429	423	0	0	3/4	4	1		VI6(7)		c	i		VI6(7)	VI		6	7				M	1	1	0, -3, 1		-4	0
430	424	0	0	3/4	4	1		VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
434	428	0	0	3/4	4	1		bII.V2		c	bII		V2	V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
435	429	0	0	3/4	4	1		I6		c	bII		I6	I		6					M	1	0	4, 1, 0		0	4
436	430	0	0	3/4	4	1		V64		c	bII		V64	V		64					M	1	0	2, 1, 5		1	2
437	431	0	0	3/4	4	1		I(2)		c	bII		I(2)	I			2				M	1	0	2, 4, 1		0	2
437	431	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
438	432	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
438	432	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
439	433	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
439	433	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
440	434	0	0	3/4	4	1		I		c	bII		I	I							M	1	0	0, 4, 1		0	0
440	434	3/8	3/8	3/4	4	1		V		c	bII		V	V							M	1	0	1, 5, 2		1	1
441	435	0	0	3/4	4	1		vi		c	bII		vi	vi							m	1	0	3, 0, 4		3	3
443	437	0	0	3/4	4	1		VI	V/iii	c	bII		VI	VI							M	1	0	3, 7, 4		3	3
445	439	0	0	3/4	4	1		iii.V		c	iii		V	V							M	1	1	1, 5, 2		1	1
446	440	0	0	3/4	4	1		i64		c	iii		i64	i		64					m	1	1	1, 0, -3		0	1
447	441	0	0	3/4	4	1		VI64		c	iii		VI64	VI		64					M	1	1	-3, -4, 0		-4	-3
448	442	0	0	3/4	4	1		iv7		c	iii		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
449	443	0	0	3/4	4	1		V		c	iii		V	V							M	1	1	1, 5, 2		1	1
450	444	0	0	3/4	4	1		i64		c	iii		i64	i		64					m	1	1	1, 0, -3		0	1
451	445	0	0	3/4	4	1		VI64		c	iii		VI64	VI		64					M	1	1	-3, -4, 0		-4	-3
452	446	0	0	3/4	4	1		iv7		c	iii		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
453	447	0	0	3/4	4	1		V		c	iii		V	V							M	1	1	1, 5, 2		1	1
461	455	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
462	456	0	0	3/4	4	1		V7		c	iii		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
465	459	0	0	3/4	4	1		V43		c	iii		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
471	465	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
472	466	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
473	467	0	0	3/4	4	1		V65		c	iii		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
