key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
D- major	[0.202, 0.619, 0.0, 0.262, 0.119, 0.56, 0.274, 0.012, 1.0, 0.0, 0.31, 0.0]	0.0	32.0	32.0	1	9	8
b- minor	[0.526, 0.421, 0.0, 0.316, 0.0, 1.0, 0.421, 0.105, 0.0, 0.368, 0.421, 0.0]	32.0	38.5	2.0	9	10	1
D- major	[0.248, 0.713, 0.008, 0.31, 0.163, 0.558, 0.318, 0.062, 1.0, 0.0, 0.333, 0.008]	38.5	96.0	0.5	10	25	15
b- minor	[0.455, 0.364, 0.0, 0.136, 0.0, 1.0, 0.364, 0.091, 0.0, 0.318, 0.364, 0.0]	96.0	102.5	2.0	25	26	1
D- major	[0.279, 1.0, 0.016, 0.395, 0.116, 0.504, 0.403, 0.07, 0.86, 0.101, 0.248, 0.008]	102.5	164.0	0.5	26	41	15
