mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
16	16	5/16	5/16	3/8	4	1		V2		Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	0	0	3/8	4	1		I6		Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
17	17	1/16	1/16	3/8	4	1		IV6		Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
17	17	1/8	1/8	3/8	4	1		V(64)		Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
17	17	1/4	1/4	3/8	4	1		V		Ab	I		V		V							M	0	0	1, 5, 2		1	1
18	18	0	0	3/8	4	1		I[I6		Ab	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
18	18	1/8	1/8	3/8	4	1		IV64		Ab	I	I	IV64		IV		64					M	0	0	0, -1, 3		-1	0
18	18	1/4	1/4	3/8	4	1		ii		Ab	I	I	ii		ii							m	0	0	2, -1, 3		2	2
19	19	0	0	3/8	4	1		ii7		Ab	I	I	ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
19	19	1/8	1/8	3/8	4	1		V		Ab	I	I	V		V							M	0	0	1, 5, 2		1	1
19	19	1/4	1/4	3/8	4	1		vi		Ab	I	I	vi		vi							m	0	0	3, 0, 4		3	3
19	19	5/16	5/16	3/8	4	1		V6		Ab	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
20	20	0	0	3/8	4	1		I		Ab	I	I	I		I							M	0	0	0, 4, 1		0	0
20	20	1/8	1/8	3/8	4	1		IV		Ab	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
20	20	1/4	1/4	3/8	4	1		ii6		Ab	I	I	ii6		ii		6					m	0	0	-1, 3, 2		2	-1
21	21	0	0	3/8	4	1		ii65		Ab	I	I	ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
21	21	1/8	1/8	3/8	4	1		V		Ab	I	I	V		V							M	0	0	1, 5, 2		1	1
21	21	1/4	1/4	3/8	4	1		IV6		Ab	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
21	21	5/16	5/16	3/8	4	1		V6		Ab	I	I	V6		V		6					M	0	0	5, 2, 1		1	5
22	22	0	0	3/8	4	1		I]		Ab	I	I	I		I							M	0	0	0, 4, 1		0	0
22	22	1/8	1/8	3/8	4	1		ii6		Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
22	22	1/4	1/4	3/8	4	1		V		Ab	I		V		V							M	0	0	1, 5, 2		1	1
23	23	0	0	3/8	4	1		V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
24	24	0	0	3/8	4	1		I\\		Ab	I		I		I						\\	M	0	0	0, 4, 1		0	0
24	24	1/4	1/4	3/8	4	1		i.i		Ab	i		i		i							m	0	1	0, -3, 1		0	0
25	25	0	0	3/8	4	1		iv%43		Ab	i		iv%43		iv	%	43					%7	0	1	-7, -3, -1, -4		-1	-7
25	25	1/8	1/8	3/8	4	1		i		Ab	i		i		i							m	0	1	0, -3, 1		0	0
26	26	0	0	3/8	4	1		i(9)		Ab	i		i(9)		i			9				m	0	1	0, -3, 1	2	0	0
26	26	1/8	1/8	3/8	4	1		i\\		Ab	i		i		i						\\	m	0	1	0, -3, 1		0	0
28	28	1/8	1/8	3/8	4	1		V		Ab	i		V		V							M	0	1	1, 5, 2		1	1
28	28	1/4	1/4	3/8	4	1		bIII.iii		Ab	bIII		iii		iii							m	0	0	4, 1, 5		4	4
29	29	0	0	3/8	4	1		V2		Ab	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
30	30	0	0	3/8	4	1		I6		Ab	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
30	30	1/4	1/4	3/8	4	1		V65/iv		Ab	bIII		V65/iv		V		65		iv			Mm7	0	0	4, 1, -2, 0		0	4
31	31	0	0	3/8	4	1		iv		Ab	bIII		iv		iv							m	0	0	-1, -4, 0		-1	-1
31	31	1/4	1/4	3/8	4	1		V(b64)		Ab	bIII		V(b64)		V			b64				M	0	0	1, 0, -3		1	1
32	32	1/8	1/8	3/8	4	1		Ger6		Ab	bIII		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
33	33	1/8	1/8	3/8	4	1		viio65/V		Ab	bIII		viio65/V		vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3
34	34	1/8	1/8	3/8	4	1		V(64)		Ab	bIII		V(64)		V			64				M	0	0	1, 0, 4		1	1
34	34	1/4	1/4	3/8	4	1		V7		Ab	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	35	0	0	3/8	4	1		I\\		Ab	bIII		I		I						\\	M	0	0	0, 4, 1		0	0
36	36	0	0	3/8	4	1		I[viio7		Ab	bIII	I	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
37	37	0	0	3/8	4	1		I(9)		Ab	bIII	I	I(9)		I			9				M	0	0	0, 4, 1	2	0	0
37	37	1/8	1/8	3/8	4	1		I		Ab	bIII	I	I		I							M	0	0	0, 4, 1		0	0
38	38	0	0	3/8	4	1		viio7		Ab	bIII	I	viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
39	39	0	0	3/8	4	1		I]		Ab	bIII	I	I		I							M	0	0	0, 4, 1		0	0
39	39	5/16	5/16	3/8	4	1		V/IV		Ab	bIII		V/IV		V				IV			M	0	0	0, 4, 1		0	0
40	40	0	0	3/8	4	1		#viio7/ii		Ab	bIII		#viio7/ii		#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
41	41	0	0	3/8	4	1		V65/ii		Ab	bIII		V65/ii		V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
42	42	0	0	3/8	4	1		ii		Ab	bIII		ii		ii							m	0	0	2, -1, 3		2	2
44	44	1/8	1/8	3/8	4	1		#viio7/vi		Ab	bIII		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
45	45	0	0	3/8	4	1		#viio7(4)/vi		Ab	bIII		#viio7(4)/vi		#vii	o	7	4	vi			o7	0	0	8, 0, 2, -1		8	8
45	45	1/8	1/8	3/8	4	1		#viio7/vi		Ab	bIII		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
46	46	0	0	3/8	4	1		#viio7(4)/vi		Ab	bIII		#viio7(4)/vi		#vii	o	7	4	vi			o7	0	0	8, 0, 2, -1		8	8
46	46	1/8	1/8	3/8	4	1		V7/vi		Ab	bIII		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
46	46	1/4	1/4	3/8	4	1		V65/vi		Ab	bIII		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
47	47	1/8	1/8	3/8	4	1		i.i		Ab	i		i		i							m	0	1	0, -3, 1		0	0
48	48	0	0	3/8	4	1		i64(9)		Ab	i		i64(9)		i		64	9				m	0	1	1, 0, -3	2	0	1
48	48	1/8	1/8	3/8	4	1		viio/V		Ab	i		viio/V		vii	o			V			o	0	1	6, 3, 0		6	6
48	48	1/4	1/4	3/8	4	1		Ger6		Ab	i		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
49	49	0	0	3/8	4	1		V\\		Ab	i		V		V						\\	M	0	1	1, 5, 2		1	1
49	49	1/4	1/4	3/8	4	1		#viio7		Ab	i		#viio7		#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
51	51	1/4	1/4	3/8	4	1		V2		Ab	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
53	53	0	0	3/8	4	1		I.vi6		Ab	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
53	53	1/8	1/8	3/8	4	1		V6(2)		Ab	I		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
53	53	3/16	3/16	3/8	4	1		V6		Ab	I		V6		V		6					M	0	0	5, 2, 1		1	5
53	53	1/4	1/4	3/8	4	1		V		Ab	I		V		V							M	0	0	1, 5, 2		1	1
54	54	0	0	3/8	4	1		I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
54	54	1/4	1/4	3/8	4	1		V/ii		Ab	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
55	55	0	0	3/8	4	1		ii		Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
55	55	1/4	1/4	3/8	4	1		V/ii		Ab	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
56	56	0	0	3/8	4	1		ii		Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
57	57	0	0	3/8	4	1		V/vi		Ab	I		V/vi		V				vi			M	0	0	4, 8, 5		4	4
58	58	1/8	1/8	3/8	4	1		ii6		Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
59	59	1/8	1/8	3/8	4	1		V65/V		Ab	I		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
61	61	1/8	1/8	3/8	4	1		V7(4)		Ab	I		V7(4)		V		7	4				Mm7	0	0	1, 0, 2, -1		1	1
62	62	0	0	3/8	4	1		V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
63	63	0	0	3/8	4	1		@none		Ab	I		@none		@none							m	0	0				
64	64	0	0	3/8	4	1		I[I		Ab	I	I	I		I							M	0	0	0, 4, 1		0	0
64	64	1/4	1/4	3/8	4	1		IV(9)		Ab	I	I	IV(9)		IV			9				M	0	0	-1, 3, 0	1	-1	-1
64	64	7/24	7/24	3/8	4	1		IV6		Ab	I	I	IV6		IV		6					M	0	0	3, 0, -1		-1	3
64	64	1/3	1/3	3/8	4	1		I64		Ab	I	I	I64		I		64					M	0	0	1, 0, 4		0	1
65	65	0	0	3/8	4	1		vii%7/V		Ab	I	I	vii%7/V		vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
65	65	1/8	1/8	3/8	4	1		#viio2/vi		Ab	I	I	#viio2/vi		#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
65	65	1/4	1/4	3/8	4	1		I]		Ab	I	I	I		I							M	0	0	0, 4, 1		0	0
66	66	0	0	3/8	4	1		IV6		Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
66	66	1/8	1/8	3/8	4	1		I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
66	66	1/4	1/4	3/8	4	1		I6		Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
67	67	0	0	3/8	4	1		V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
68	68	0	0	3/8	4	1		I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
69	69	0	0	3/8	4	1		#viio65/vi		Ab	I		#viio65/vi		#vii	o	65		vi			o7	0	0	5, 2, -1, 8		8	5
69	69	1/4	1/4	3/8	4	1		VI6/vi	IV6	Ab	I		VI6/vi		VI		6		vi			M	0	0	3, 0, -1		-1	3
70	70	0	0	3/8	4	1		V65/vi		Ab	I		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
70	70	1/8	1/8	3/8	4	1		vi	ii/V	Ab	I		vi		vi							m	0	0	3, 0, 4		3	3
70	70	1/4	1/4	3/8	4	1		V(64)/V		Ab	I		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
70	70	7/24	7/24	3/8	4	1		V7/V		Ab	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
71	71	0	0	3/8	4	1		V(94#7)		Ab	I		V(94#7)		V			94#7				M	0	0	1, 0, 2	3, 6	1	1
71	71	1/8	1/8	3/8	4	1		V\\		Ab	I		V		V						\\	M	0	0	1, 5, 2		1	1
72	72	0	0	3/8	4	1		V2		Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
72	72	1/8	1/8	3/8	4	1		I6		Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
72	72	1/4	1/4	3/8	4	1		V43		Ab	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
73	73	0	0	3/8	4	1		I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
73	73	1/3	1/3	3/8	4	1		vi64		Ab	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
74	74	0	0	3/8	4	1		V2/IV		Ab	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
74	74	1/8	1/8	3/8	4	1		IV6		Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
74	74	1/4	1/4	3/8	4	1		V64/IV		Ab	I		V64/IV		V		64		IV			M	0	0	1, 0, 4		0	1
75	75	0	0	3/8	4	1		IV		Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
76	76	0	0	3/8	4	1		V7/ii		Ab	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
77	77	0	0	3/8	4	1		ii		Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
78	78	0	0	3/8	4	1		ii6		Ab	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
78	78	1/4	1/4	3/8	4	1		V2		Ab	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
79	79	0	0	3/8	4	1		I6		Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
79	79	1/16	1/16	3/8	4	1		IV6		Ab	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
79	79	3/32	3/32	3/8	4	1		IV		Ab	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
79	79	1/8	1/8	3/8	4	1		V(64)		Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
79	79	1/4	1/4	3/8	4	1		V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
80	80	0	0	3/8	4	1		I[I		Ab	I	I	I		I							M	0	0	0, 4, 1		0	0
80	80	1/8	1/8	3/8	4	1		IV		Ab	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
81	81	0	0	3/8	4	1		V2(4)		Ab	I	I	V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
81	81	1/8	1/8	3/8	4	1		V2		Ab	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
82	82	0	0	3/8	4	1		I6		Ab	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
82	82	1/8	1/8	3/8	4	1		IV		Ab	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
83	83	0	0	3/8	4	1		V2(4)		Ab	I	I	V2(4)		V		2	4				Mm7	0	0	-1, 1, 0, 2		1	-1
83	83	1/8	1/8	3/8	4	1		V2		Ab	I	I	V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
84	84	0	0	3/8	4	1		I6]		Ab	I	I	I6		I		6					M	0	0	4, 1, 0		0	4
84	84	1/8	1/8	3/8	4	1		ii65		Ab	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
84	84	1/4	1/4	3/8	4	1		V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
86	86	0	0	3/8	4	1		I		Ab	I		I		I							M	0	0	0, 4, 1		0	0
86	86	1/8	1/8	3/8	4	1		V7/IV		Ab	I		V7/IV		V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
87	87	0	0	3/8	4	1		IV.I		Ab	IV		I		I							M	0	0	0, 4, 1		0	0
88	88	0	0	3/8	4	1		V65		Ab	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
89	89	0	0	3/8	4	1		V43		Ab	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
90	90	0	0	3/8	4	1		I		Ab	IV		I		I							M	0	0	0, 4, 1		0	0
91	91	0	0	3/8	4	1		vi		Ab	IV		vi		vi							m	0	0	3, 0, 4		3	3
92	92	5/16	5/16	3/8	4	1		V6		Ab	IV		V6		V		6					M	0	0	5, 2, 1		1	5
93	93	0	0	3/8	4	1		V65		Ab	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
95	95	0	0	3/8	4	1		I		Ab	IV		I		I							M	0	0	0, 4, 1		0	0
96	96	0	0	3/8	4	1		V65		Ab	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
97	97	0	0	3/8	4	1		V43		Ab	IV		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
98	98	0	0	3/8	4	1		V65		Ab	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
98	98	1/8	1/8	3/8	4	1		I6		Ab	IV		I6		I		6					M	0	0	4, 1, 0		0	4
98	98	5/16	5/16	3/8	4	1		V65/vi		Ab	IV		V65/vi		V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
99	99	0	0	3/8	4	1		vi6		Ab	IV		vi6		vi		6					m	0	0	0, 4, 3		3	0
99	99	5/16	5/16	3/8	4	1		V/vi		Ab	IV		V/vi		V				vi			M	0	0	4, 8, 5		4	4
100	100	0	0	3/8	4	1		I.V/ii		Ab	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
100	100	1/16	1/16	3/8	4	1		ii		Ab	I		ii		ii							m	0	0	2, -1, 3		2	2
100	100	1/4	1/4	3/8	4	1		viio/iii		Ab	I		viio/iii		vii	o			iii			o	0	0	2, -1, -4		2	2
101	101	0	0	3/8	4	1		I6		Ab	I		I6		I		6					M	0	0	4, 1, 0		0	4
101	101	1/8	1/8	3/8	4	1		V(64)		Ab	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
101	101	1/4	1/4	3/8	4	1		V7		Ab	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
102	102	0	0	3/8	4	1		I\\		Ab	I		I		I						\\	M	0	0	0, 4, 1		0	0
102	102	1/8	1/8	3/8	4	1		i.i		Ab	i		i		i							m	0	1	0, -3, 1		0	0
103	103	1/4	1/4	3/8	4	1		V65		Ab	i		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
103	103	5/16	5/16	3/8	4	1		i		Ab	i		i		i							m	0	1	0, -3, 1		0	0
104	104	0	0	3/8	4	1		V(64)		Ab	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
104	104	1/8	1/8	3/8	4	1		V		Ab	i		V		V							M	0	1	1, 5, 2		1	1
104	104	1/4	1/4	3/8	4	1		i		Ab	i		i		i							m	0	1	0, -3, 1		0	0
105	105	0	0	3/8	4	1		iv6		Ab	i		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
105	105	1/8	1/8	3/8	4	1		V(64)		Ab	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
105	105	1/4	1/4	3/8	4	1		iv7		Ab	i		iv7		iv		7					mm7	0	1	-1, -4, 0, -3		-1	-1
106	106	0	0	3/8	4	1		V		Ab	i		V		V							M	0	1	1, 5, 2		1	1
107	107	0	0	3/8	4	1		i		Ab	i		i		i							m	0	1	0, -3, 1		0	0
108	108	0	0	3/8	4	1		V6		Ab	i		V6		V		6					M	0	1	5, 2, 1		1	5
108	108	1/4	1/4	3/8	4	1		VI6/vi		Ab	i		VI6/vi		VI		6		vi			M	0	1	-4, -7, -8		-8	-4
109	109	0	0	3/8	4	1		V6/vi		Ab	i		V6/vi		V		6		vi			M	0	1	1, -2, -3		-3	1
109	109	1/4	1/4	3/8	4	1		VI6/vi		Ab	i		VI6/vi		VI		6		vi			M	0	1	-4, -7, -8		-8	-4
110	110	0	0	3/8	4	1		V6/vi		Ab	i		V6/vi		V		6		vi			M	0	1	1, -2, -3		-3	1
110	110	1/4	1/4	3/8	4	1		@none		Ab	i		@none		@none							m	0	1				
113	113	1/4	1/4	3/8	4	1		bVI6		Ab	i		bVI6		bVI		6					M	0	1	-7, -10, -11		-11	-7
113	113	7/24	7/24	3/8	4	1		V6		Ab	i		V6		V		6					M	0	1	5, 2, 1		1	5
113	113	1/3	1/3	3/8	4	1		bVI6		Ab	i		bVI6		bVI		6					M	0	1	-7, -10, -11		-11	-7
114	114	0	0	3/8	4	1		V6		Ab	i		V6		V		6					M	0	1	5, 2, 1		1	5
114	114	1/4	1/4	3/8	4	1		V7		Ab	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
115	115	0	0	3/8	4	1		I[I		Ab	i	I	I		I							M	0	1	0, 4, 1		0	0
115	115	1/4	1/4	3/8	4	1		I(64)		Ab	i	I	I(64)		I			64				M	0	1	0, -1, -4		0	0
115	115	5/16	5/16	3/8	4	1		I		Ab	i	I	I		I							M	0	1	0, 4, 1		0	0
116	116	0	0	3/8	4	1		viio/V		Ab	i	I	viio/V		vii	o			V			o	0	1	6, 3, 0		6	6
116	116	1/8	1/8	3/8	4	1		V2		Ab	i	I	V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
116	116	1/4	1/4	3/8	4	1		I6]		Ab	i	I	I6		I		6					M	0	1	4, 1, 0		0	4
117	117	0	0	3/8	4	1		IV6		Ab	i		IV6		IV		6					M	0	1	3, 0, -1		-1	3
117	117	1/8	1/8	3/8	4	1		I		Ab	i		I		I							M	0	1	0, 4, 1		0	0
118	118	0	0	3/8	4	1		V		Ab	i		V		V							M	0	1	1, 5, 2		1	1
119	119	0	0	3/8	4	1		I		Ab	i		I		I							M	0	1	0, 4, 1		0	0
120	120	0	0	3/8	4	1		iio/vi		Ab	i		iio/vi		ii	o			vi			o	0	1	-2, -5, -8		-2	-2
121	121	0	0	3/8	4	1		V6/vi		Ab	i		V6/vi		V		6		vi			M	0	1	1, -2, -3		-3	1
121	121	1/8	1/8	3/8	4	1		ii		Ab	i		ii		ii							m	0	1	2, -1, 3		2	2
121	121	1/4	1/4	3/8	4	1		V7/V		Ab	i		V7/V		V		7		V			Mm7	0	1	2, 6, 3, 0		2	2
122	122	0	0	3/8	4	1		V(9)		Ab	i		V(9)		V			9				M	0	1	1, 5, 2	-4	1	1
122	122	1/8	1/8	3/8	4	1		V\\		Ab	i		V		V						\\	M	0	1	1, 5, 2		1	1
123	123	0	0	3/8	4	1		V2		Ab	i		V2		V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
123	123	1/8	1/8	3/8	4	1		I6		Ab	i		I6		I		6					M	0	1	4, 1, 0		0	4
123	123	1/4	1/4	3/8	4	1		V64		Ab	i		V64		V		64					M	0	1	2, 1, 5		1	2
124	124	0	0	3/8	4	1		I		Ab	i		I		I							M	0	1	0, 4, 1		0	0
124	124	1/4	1/4	3/8	4	1		V43/IV		Ab	i		V43/IV		V		43		IV			Mm7	0	1	1, -2, 0, 4		0	1
125	125	0	0	3/8	4	1		V2/IV		Ab	i		V2/IV		V		2		IV			Mm7	0	1	-2, 0, 4, 1		0	-2
125	125	1/4	1/4	3/8	4	1		V43/IV		Ab	i		V43/IV		V		43		IV			Mm7	0	1	1, -2, 0, 4		0	1
126	126	0	0	3/8	4	1		IV		Ab	i		IV		IV							M	0	1	-1, 3, 0		-1	-1
