mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	6/8	4	1		Db.I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	2	3/8	3/8	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
3	3	3/8	3/8	6/8	4	1		V43	Db	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
4	4	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
4	4	3/8	3/8	6/8	4	1		V65	Db	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	5	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
5	5	3/8	3/8	6/8	4	1		V43	Db	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
6	6	0	0	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
6	6	3/8	3/8	6/8	4	1		V(64)	Db	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
6	6	1/2	1/2	6/8	4	1		V	Db	I		V		V							M	0	0	1, 5, 2		1	1
6	6	5/8	5/8	6/8	4	1		ii6	Db	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
7	7	0	0	6/8	4	1		V7/vi	Db	I		V7/vi		V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
7	7	3/8	3/8	6/8	4	1		vi	Db	I		vi		vi							m	0	0	3, 0, 4		3	3
8	8	0	0	6/8	4	1		V6/ii	Db	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
8	8	3/8	3/8	6/8	4	1		ii	Db	I		ii		ii							m	0	0	2, -1, 3		2	2
9	9	0	0	6/8	4	1		V65	Db	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
9	9	3/8	3/8	6/8	4	1		I	Db	I		I		I							M	0	0	0, 4, 1		0	0
9	9	5/8	5/8	6/8	4	1		I6	Db	I		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	0	0	6/8	4	1		V(64)	Db	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
