key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
a minor	[0.485, 0.0, 0.333, 0.0, 1.0, 0.091, 0.0, 0.0, 0.394, 0.333, 0.0, 0.545]	0.0	12.5	12.5	0	5	5
F major	[1.0, 0.05, 0.0, 0.0, 0.3, 0.3, 0.0, 0.3, 0.0, 0.45, 0.1, 0.05]	12.5	18.5	1.5	5	7	2
d minor	[0.212, 0.182, 1.0, 0.061, 0.273, 0.03, 0.182, 0.606, 0.0, 0.697, 0.333, 0.121]	18.5	31.0	3.0	7	11	4
F major	[0.415, 0.0, 0.547, 0.0, 0.396, 1.0, 0.0, 0.17, 0.0, 0.358, 0.208, 0.038]	31.0	45.5	0.5	11	16	5
a minor	[0.337, 0.0, 0.163, 0.022, 1.0, 0.054, 0.022, 0.022, 0.13, 0.283, 0.0, 0.217]	45.5	63.5	2.0	16	22	6
F major	[1.0, 0.05, 0.0, 0.0, 0.3, 0.3, 0.0, 0.4, 0.1, 0.45, 0.1, 0.05]	63.5	69.5	1.5	22	24	2
d minor	[0.182, 0.182, 1.0, 0.061, 0.273, 0.03, 0.182, 0.606, 0.0, 0.697, 0.455, 0.0]	69.5	82.0	3.0	24	28	4
F major	[0.415, 0.0, 0.547, 0.0, 0.396, 1.0, 0.0, 0.17, 0.0, 0.434, 0.208, 0.038]	82.0	96.5	0.5	28	33	5
a minor	[0.412, 0.0, 0.235, 0.02, 1.0, 0.049, 0.02, 0.02, 0.167, 0.451, 0.0, 0.196]	96.5	123.5	2.0	33	41	8
