key	distribution	start offset	end offset	quarter length	start measure	end measure	measure length
E- major	[0.24, 0.0, 0.13, 1.0, 0.0, 0.1, 0.0, 0.41, 0.08, 0.0, 0.76, 0.0]	0.0	22.5	22.5	1	16	15
B- major	[1.0, 0.0, 0.728, 0.687, 0.0, 0.498, 0.333, 0.0, 0.0, 0.457, 0.583, 0.0]	22.5	31.5	1.5	16	22	6
E- major	[0.186, 0.0, 0.133, 1.0, 0.0, 0.097, 0.0, 0.429, 0.226, 0.016, 0.583, 0.057]	31.5	57.0	1.5	22	39	17
B- major	[1.0, 0.0, 0.77, 0.687, 0.0, 0.623, 0.208, 0.0, 0.0, 0.457, 0.625, 0.0]	57.0	66.0	1.5	39	45	6
E- major	[0.178, 0.0, 0.219, 1.0, 0.0, 0.113, 0.0, 0.423, 0.422, 0.032, 0.813, 0.114]	66.0	81.0	1.5	45	55	10
C- major	[0.0, 0.727, 0.0, 0.682, 0.0, 0.0, 0.955, 0.0, 0.0, 0.0, 0.045, 1.0]	81.0	85.5	1.5	55	58	3
A- major	[0.214, 0.214, 0.071, 1.0, 0.0, 0.536, 0.0, 0.429, 0.857, 0.0, 0.536, 0.0]	85.5	90.0	1.5	58	62	4
E- major	[0.273, 0.0, 0.22, 1.0, 0.0, 0.105, 0.0, 0.253, 0.82, 0.062, 0.735, 0.0]	90.0	100.5	1.5	62	69	7
C- major	[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.25, 0.0, 0.0, 0.583, 0.667]	100.5	105.0	1.5	69	72	3
A- major	[0.0, 0.323, 0.065, 1.0, 0.0, 0.484, 0.29, 0.387, 0.0, 0.0, 0.677, 0.452]	105.0	109.5	1.5	72	76	4
E- major	[0.281, 0.0, 0.199, 1.0, 0.0, 0.134, 0.0, 0.355, 0.904, 0.036, 0.916, 0.0]	109.5	123.0	1.5	76	82	6
