mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
102	91	3/4	3/4	2/2	2	1	V65		D	V		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
103	92	0	0	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
103	92	1/4	1/4	2/2	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
103	92	1/2	1/2	2/2	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
103	92	3/4	3/4	2/2	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
104	93	0	0	2/2	2	1	I}		D	V		I		I						}	M	0	0	0, 4, 1		0	0
105	93	0	1/2	2/2	2	1	I.viio43/II{		D	I		viio43/II		vii	o	43		II		{	o7	0	0	1, -2, 7, 4		7	1
106	94	1/8	1/8	2/2	2	1	II6		D	I		II6		II		6					M	0	0	6, 3, 2		2	6
106	94	1/2	1/2	2/2	2	1	viio43		D	I		viio43		vii	o	43					o7	0	0	-1, -4, 5, 2		5	-1
106	94	5/8	5/8	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
107	95	0	0	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
107	95	1/4	1/4	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
107	95	3/8	3/8	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
107	95	1/2	1/2	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
107	95	5/8	5/8	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
107	95	3/4	3/4	2/2	2	1	ii7		D	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
107	95	7/8	7/8	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
108	96	0	0	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
108	96	1/4	1/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
108	96	1/2	1/2	2/2	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
108	96	3/4	3/4	2/2	2	1	viio6/V		D	I		viio6/V		vii	o	6		V			o	0	0	3, 0, 6		6	3
109	97	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
109	97	1/4	1/4	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
109	97	1/2	1/2	2/2	2	1	V/V		D	I		V/V		V				V			M	0	0	2, 6, 3		2	2
110	98	1/4	1/4	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
110	98	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
111	99	0	0	2/2	2	1	I64		D	I		I64		I		64					M	0	0	1, 0, 4		0	1
111	99	1/8	1/8	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
111	99	1/4	1/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
111	99	3/8	3/8	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
111	99	1/2	1/2	2/2	2	1	I[I		D	I	I	I		I							M	0	0	0, 4, 1		0	0
111	99	5/8	5/8	2/2	2	1	IV		D	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
111	99	3/4	3/4	2/2	2	1	viio6		D	I	I	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
111	99	7/8	7/8	2/2	2	1	I		D	I	I	I		I							M	0	0	0, 4, 1		0	0
112	100	0	0	2/2	2	1	IV		D	I	I	IV		IV							M	0	0	-1, 3, 0		-1	-1
112	100	1/8	1/8	2/2	2	1	V]		D	I	I	V		V							M	0	0	1, 5, 2		1	1
112	100	1/4	1/4	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
112	100	1/2	1/2	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
112	100	3/4	3/4	2/2	2	1	vii%7		D	I		vii%7		vii	%	7					%7	0	0	5, 2, -1, 3		5	5
113	101	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
113	101	1/4	1/4	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
113	101	1/2	1/2	2/2	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
113	101	3/4	3/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
114	102	0	0	2/2	2	1	I}		D	I		I		I						}	M	0	0	0, 4, 1		0	0
115	102	0	1/2	2/2	2	1	{		D	I										{		0	0				
116	103	1/2	1/2	2/2	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
116	103	3/4	3/4	2/2	2	1	V6/ii		D	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
117	104	0	0	2/2	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
117	104	1/4	1/4	2/2	2	1	V/V		D	I		V/V		V				V			M	0	0	2, 6, 3		2	2
117	104	1/2	1/2	2/2	2	1	viio		D	I		viio		vii	o						o	0	0	5, 2, -1		5	5
117	104	3/4	3/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
118	105	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
118	105	1/2	1/2	2/2	2	1	ii65		D	I		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
119	106	0	0	2/2	2	1	V64(64)}		D	I		V64(64)		V		64	64			}	M	0	0	4, 1, 0		1	4
119	106	1/4	1/4	2/2	2	1	V64		D	I		V64		V		64					M	0	0	2, 1, 5		1	2
119	106	1/2	1/2	2/2	2	1	I{		D	I		I		I						{	M	0	0	0, 4, 1		0	0
120	107	1/2	1/2	2/2	2	1	vi64		D	I		vi64		vi		64					m	0	0	4, 3, 0		3	4
120	107	3/4	3/4	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
121	108	0	0	2/2	2	1	V.V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
121	108	1/4	1/4	2/2	2	1	viio6		D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
121	108	1/2	1/2	2/2	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
121	108	3/4	3/4	2/2	2	1	viio64		D	V		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
122	109	0	0	2/2	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
122	109	1/2	1/2	2/2	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
123	110	0	0	2/2	2	1	I6(42)}		D	V		I6(42)		I		6	42			}	M	0	0	-1, 1, 2		0	-1
123	110	1/4	1/4	2/2	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
124	110	0	1/2	2/2	2	1	I.ii%65/II{		D	I		ii%65/II		ii	%	65		II		{	%7	0	0	1, -2, 2, 4		4	1
125	111	0	0	2/2	2	1	V65/II		D	I		V65/II		V		65		II			Mm7	0	0	7, 4, 1, 3		3	7
125	111	1/4	1/4	2/2	2	1	V2/V		D	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
125	111	1/2	1/2	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
125	111	3/4	3/4	2/2	2	1	V2/IV		D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
126	112	0	0	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
126	112	1/4	1/4	2/2	2	1	viio		D	I		viio		vii	o						o	0	0	5, 2, -1		5	5
126	112	1/2	1/2	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
126	112	3/4	3/4	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
127	113	0	0	2/2	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
127	113	1/4	1/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
127	113	1/2	1/2	2/2	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
127	113	3/4	3/4	2/2	2	1	viio/V		D	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
128	114	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
128	114	1/4	1/4	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
129	115	1/2	1/2	2/2	2	1	I{		D	I		I		I						{	M	0	0	0, 4, 1		0	0
130	116	1/2	1/2	2/2	2	1	vi6		D	I		vi6		vi		6					m	0	0	0, 4, 3		3	0
130	116	3/4	3/4	2/2	2	1	V6/ii		D	I		V6/ii		V		6		ii			M	0	0	7, 4, 3		3	7
131	117	0	0	2/2	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
131	117	1/4	1/4	2/2	2	1	V/V		D	I		V/V		V				V			M	0	0	2, 6, 3		2	2
131	117	1/2	1/2	2/2	2	1	viio		D	I		viio		vii	o						o	0	0	5, 2, -1		5	5
131	117	3/4	3/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
132	118	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
132	118	1/4	1/4	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
132	118	1/2	1/2	2/2	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
132	118	3/4	3/4	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
133	119	0	0	2/2	2	1	I6(42)}		D	I		I6(42)		I		6	42			}	M	0	0	-1, 1, 2		0	-1
133	119	1/4	1/4	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
134	119	0	1/2	2/2	2	1	i.V{		D	i		V		V						{	M	0	1	1, 5, 2		1	1
135	120	0	0	2/2	2	1	i		D	i		i		i							m	0	1	0, -3, 1		0	0
136	121	0	0	2/2	2	1	iio6		D	i		iio6		ii	o	6					o	0	1	-1, -4, 2		2	-1
136	121	1/2	1/2	2/2	2	1	V7		D	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
137	122	0	0	2/2	2	1	i		D	i		i		i							m	0	1	0, -3, 1		0	0
137	122	1/4	1/4	2/2	2	1	V2/IV		D	i		V2/IV		V		2		IV			Mm7	0	1	-2, 0, 4, 1		0	-2
137	122	1/2	1/2	2/2	2	1	IV6		D	i		IV6		IV		6					M	0	1	3, 0, -1		-1	3
137	122	3/4	3/4	2/2	2	1	It6		D	i		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
138	123	0	0	2/2	2	1	V(64)}		D	i		V(64)		V			64			}	M	0	1	1, 0, -3		1	1
138	123	1/4	1/4	2/2	2	1	V		D	i		V		V							M	0	1	1, 5, 2		1	1
138	123	1/2	1/2	2/2	2	1	{		D	i										{		0	1				
139	124	0	0	2/2	2	1	i6		D	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
140	125	0	0	2/2	2	1	v.Ger6		D	v		Ger6	Ger	vii	o	65	b3	V			Ger	0	1	-4, 0, -3, 6		6	-4
141	126	0	0	2/2	2	1	V(64)		D	v		V(64)		V			64				M	0	1	1, 0, -3		1	1
141	126	1/2	1/2	2/2	2	1	V7(4)		D	v		V7(4)		V		7	4				Mm7	0	1	1, 0, 2, -1		1	1
141	126	15/16	15/16	2/2	2	1	V7		D	v		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
142	127	0	0	2/2	2	1	i}		D	v		i		i						}	m	0	1	0, -3, 1		0	0
143	127	0	1/2	2/2	2	1	i.V{		D	i		V		V						{	M	0	1	1, 5, 2		1	1
144	128	0	0	2/2	2	1	viio7/IV		D	i		viio7/IV		vii	o	7		IV			o7	0	1	4, 1, -2, -5		4	4
144	128	1/4	1/4	2/2	2	1	IV		D	i		IV		IV							M	0	1	-1, 3, 0		-1	-1
144	128	1/2	1/2	2/2	2	1	#viio65		D	i		#viio65		#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
144	128	3/4	3/4	2/2	2	1	i6		D	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
145	129	0	0	2/2	2	1	iv6		D	i		iv6		iv		6					m	0	1	-4, 0, -1		-1	-4
145	129	1/4	1/4	2/2	2	1	III6		D	i		III6		III		6					M	0	1	1, -2, -3		-3	1
145	129	1/2	1/2	2/2	2	1	bII6		D	i		bII6		bII		6					M	0	1	-1, -4, -5		-5	-1
145	129	3/4	3/4	2/2	2	1	i6		D	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
146	130	0	0	2/2	2	1	#viio6		D	i		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
146	130	1/2	1/2	2/2	2	1	i6		D	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
147	131	0	0	2/2	2	1	V}		D	i		V		V						}	M	0	1	1, 5, 2		1	1
147	131	1/2	1/2	2/2	2	1	V/V		D	i		V/V		V				V			M	0	1	2, 6, 3		2	2
148	132	0	0	2/2	2	1	V		D	i		V		V							M	0	1	1, 5, 2		1	1
148	132	1/2	1/2	2/2	2	1	{		D	i										{		0	1				
149	133	0	0	2/2	2	1	i6		D	i		i6		i		6					m	0	1	-3, 1, 0		0	-3
149	133	1/2	1/2	2/2	2	1	ii%65		D	i		ii%65		ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
150	134	0	0	2/2	2	1	V43/IV		D	i		V43/IV		V		43		IV			Mm7	0	1	1, -2, 0, 4		0	1
150	134	1/2	1/2	2/2	2	1	IV6		D	i		IV6		IV		6					M	0	1	3, 0, -1		-1	3
151	135	0	0	2/2	2	1	It6		D	i		It6	It	vii	o	6	b3	V			It	0	1	-4, 0, 6		6	-4
151	135	1/4	1/4	2/2	2	1	V(64)		D	i		V(64)		V			64				M	0	1	1, 0, -3		1	1
151	135	15/16	15/16	2/2	2	1	V7		D	i		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
152	136	0	0	2/2	2	1	i}		D	i		i		i						}	m	0	1	0, -3, 1		0	0
153	136	0	1/2	2/2	2	1	I.V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
154	137	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
155	138	0	0	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
156	139	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
156	139	1/2	1/2	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
157	140	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
157	140	1/4	1/4	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
157	140	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
158	141	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
159	142	0	0	2/2	2	1	V.V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
159	142	1/2	1/2	2/2	2	1	V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
159	142	3/4	3/4	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
159	142	7/8	7/8	2/2	2	1	V43		D	V		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
160	143	0	0	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
160	143	1/4	1/4	2/2	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
160	143	1/2	1/2	2/2	2	1	V(64)		D	V		V(64)		V			64				M	0	0	1, 0, 4		1	1
160	143	3/4	3/4	2/2	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
161	144	0	0	2/2	2	1	I}		D	V		I		I						}	M	0	0	0, 4, 1		0	0
162	144	0	1/2	2/2	2	1	I.V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
163	145	0	0	2/2	2	1	viio7/II		D	I		viio7/II		vii	o	7		II			o7	0	0	7, 4, 1, -2		7	7
163	145	1/4	1/4	2/2	2	1	II		D	I		II		II							M	0	0	2, 6, 3		2	2
163	145	1/2	1/2	2/2	2	1	viio7		D	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
163	145	3/4	3/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
164	146	1/4	1/4	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
164	146	3/4	3/4	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
165	147	0	0	2/2	2	1	viio		D	I		viio		vii	o						o	0	0	5, 2, -1		5	5
165	147	1/4	1/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
165	147	1/2	1/2	2/2	2	1	viio		D	I		viio		vii	o						o	0	0	5, 2, -1		5	5
165	147	3/4	3/4	2/2	2	1	vi	IV6	D	I		vi		vi							m	0	0	3, 0, 4		3	3
166	148	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
167	149	0	0	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
167	149	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
168	150	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
169	151	0	0	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
169	151	1/2	1/2	2/2	2	1	vii%43		D	I		vii%43		vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1
170	152	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
170	152	1/4	1/4	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
170	152	1/2	1/2	2/2	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
170	152	3/4	3/4	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
171	153	0	0	2/2	2	1	I}		D	I		I		I						}	M	0	0	0, 4, 1		0	0
172	153	0	1/2	2/2	2	1	V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
173	154	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
173	154	1/2	1/2	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
174	155	0	0	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
174	155	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
175	156	0	0	2/2	2	1	I6(2)		D	I		I6(2)		I		6	2				M	0	0	4, 1, 2		0	4
175	156	3/8	3/8	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
175	156	1/2	1/2	2/2	2	1	IV6(2)		D	I		IV6(2)		IV		6	2				M	0	0	3, 0, 1		-1	3
175	156	3/4	3/4	2/2	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
176	157	0	0	2/2	2	1	V7}		D	I		V7		V		7				}	Mm7	0	0	1, 5, 2, -1		1	1
176	157	1/2	1/2	2/2	2	1	I6{		D	I		I6		I		6				{	M	0	0	4, 1, 0		0	4
176	157	3/4	3/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
177	158	1/8	1/8	2/2	2	1	viio		D	I		viio		vii	o						o	0	0	5, 2, -1		5	5
177	158	1/4	1/4	2/2	2	1	vi		D	I		vi		vi							m	0	0	3, 0, 4		3	3
177	158	1/2	1/2	2/2	2	1	V.viio		D	V		viio		vii	o						o	0	0	5, 2, -1		5	5
177	158	5/8	5/8	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
177	158	3/4	3/4	2/2	2	1	viio6		D	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
178	159	1/8	1/8	2/2	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
178	159	1/4	1/4	2/2	2	1	ii6		D	V		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
178	159	3/8	3/8	2/2	2	1	V6/V		D	V		V6/V		V		6		V			M	0	0	6, 3, 2		2	6
178	159	1/2	1/2	2/2	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
179	160	0	0	2/2	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
179	160	1/4	1/4	2/2	2	1	V/ii		D	V		V/ii		V				ii			M	0	0	3, 7, 4		3	3
179	160	1/2	1/2	2/2	2	1	ii		D	V		ii		ii							m	0	0	2, -1, 3		2	2
179	160	3/4	3/4	2/2	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
180	161	0	0	2/2	2	1	I(97)}		D	V		I(97)		I			97			}	M	0	0	0, 4, 1	2, 5	0	0
180	161	1/8	1/8	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
181	161	0	1/2	2/2	2	1	I.V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
182	162	0	0	2/2	2	1	viio7/II		D	I		viio7/II		vii	o	7		II			o7	0	0	7, 4, 1, -2		7	7
182	162	1/8	1/8	2/2	2	1	V65/II		D	I		V65/II		V		65		II			Mm7	0	0	7, 4, 1, 3		3	7
182	162	1/4	1/4	2/2	2	1	V2/V		D	I		V2/V		V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
182	162	1/2	1/2	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
182	162	3/4	3/4	2/2	2	1	V2/IV		D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
183	163	0	0	2/2	2	1	IV6	vi	D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
183	163	1/2	1/2	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
184	164	0	0	2/2	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
184	164	1/4	1/4	2/2	2	1	V65		D	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
184	164	1/2	1/2	2/2	2	1	I(4)		D	I		I(4)		I			4				M	0	0	0, -1, 1		0	0
184	164	5/8	5/8	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
184	164	3/4	3/4	2/2	2	1	viio/V		D	I		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
185	165	0	0	2/2	2	1	V(9)}		D	I		V(9)		V			9			}	M	0	0	1, 5, 2	3	1	1
185	165	1/8	1/8	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
185	165	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
186	166	1/2	1/2	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
186	166	3/4	3/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
187	167	1/4	1/4	2/2	2	1	V2/IV		D	I		V2/IV		V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
187	167	1/2	1/2	2/2	2	1	IV6		D	I		IV6		IV		6					M	0	0	3, 0, -1		-1	3
187	167	3/4	3/4	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
188	168	1/8	1/8	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
188	168	1/4	1/4	2/2	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
188	168	1/2	1/2	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
188	168	5/8	5/8	2/2	2	1	V(64)		D	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
188	168	3/4	3/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
188	168	7/8	7/8	2/2	2	1	viio64		D	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
189	169	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
189	169	1/4	1/4	2/2	2	1	V7/ii		D	I		V7/ii		V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
189	169	1/2	1/2	2/2	2	1	ii		D	I		ii		ii							m	0	0	2, -1, 3		2	2
189	169	3/4	3/4	2/2	2	1	V7		D	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
190	170	0	0	2/2	2	1	I(97)}		D	I		I(97)		I			97			}	M	0	0	0, 4, 1	2, 5	0	0
190	170	1/8	1/8	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
191	170	0	1/2	2/2	2	1	V{		D	I		V		V						{	M	0	0	1, 5, 2		1	1
192	171	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
192	171	1/2	1/2	2/2	2	1	I64		D	I		I64		I		64					M	0	0	1, 0, 4		0	1
192	171	3/4	3/4	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
193	172	0	0	2/2	2	1	V6		D	I		V6		V		6					M	0	0	5, 2, 1		1	5
193	172	3/8	3/8	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
193	172	1/2	1/2	2/2	2	1	V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
194	173	0	0	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
194	173	1/4	1/4	2/2	2	1	V+/IV		D	I		V+/IV		V	+			IV			+	0	0	0, 4, 8		0	0
194	173	1/2	1/2	2/2	2	1	IV		D	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
194	173	3/4	3/4	2/2	2	1	ii6		D	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
195	174	0	0	2/2	2	1	V(64)}		D	I		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
195	174	1/4	1/4	2/2	2	1	V		D	I		V		V							M	0	0	1, 5, 2		1	1
195	174	1/2	1/2	2/2	2	1	{		D	I										{		0	0				
195	174	3/4	3/4	2/2	2	1	viio64		D	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
196	175	0	0	2/2	2	1	I6		D	I		I6		I		6					M	0	0	4, 1, 0		0	4
196	175	1/4	1/4	2/2	2	1	V43		D	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
196	175	1/2	1/2	2/2	2	1	I		D	I		I		I							M	0	0	0, 4, 1		0	0
196	175	3/4	3/4	2/2	2	1	V.V43/ii		D	V		V43/ii		V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
197	176	0	0	2/2	2	1	ii		D	V		ii		ii							m	0	0	2, -1, 3		2	2
197	176	1/4	1/4	2/2	2	1	viio43/V		D	V		viio43/V		vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0
197	176	1/2	1/2	2/2	2	1	V6		D	V		V6		V		6					M	0	0	5, 2, 1		1	5
197	176	3/4	3/4	2/2	2	1	V7		D	V		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
198	177	0	0	2/2	2	1	I		D	V		I		I							M	0	0	0, 4, 1		0	0
198	177	1/4	1/4	2/2	2	1	I6		D	V		I6		I		6					M	0	0	4, 1, 0		0	4
198	177	1/2	1/2	2/2	2	1	V		D	V		V		V							M	0	0	1, 5, 2		1	1
