mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
15	15	1/4	1/4	3/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	16	0	0	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
16	16	1/2	1/2	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
16	16	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	17	0	0	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
17	17	1/8	1/8	3/4	2	1		V43	Eb	V		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
17	17	1/4	1/4	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
18	18	0	0	3/4	2	1		viio/IV	Eb	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
18	18	1/2	1/2	3/4	2	1		IV6	Eb	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
18	18	5/8	5/8	3/4	2	1		V6/IV	Eb	V		V6/IV	V		6		IV			M	0	0	4, 1, 0		0	4
19	19	0	0	3/4	2	1		IV(#2)	Eb	V		IV(#2)	IV			#2				M	0	0	-1, 8, 0		-1	-1
19	19	3/8	3/8	3/4	2	1		ii6(#7)	Eb	V		ii6(#7)	ii		6	#7				m	0	0	-1, 3, 7		2	-1
19	19	1/2	1/2	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
19	19	5/8	5/8	3/4	2	1		viio64	Eb	V		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
20	20	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	1/8	1/8	3/4	2	1		IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
20	20	1/4	1/4	3/4	2	1		V(64)	Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
20	20	1/2	1/2	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
21	21	0	0	3/4	2	1		I}{	Eb	V		I	I						}{	M	0	0	0, 4, 1		0	0
21	21	1/4	1/4	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
21	21	3/8	3/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
21	21	1/2	1/2	3/4	2	1		V64	Eb	V		V64	V		64					M	0	0	2, 1, 5		1	2
21	21	5/8	5/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
22	22	0	0	3/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
22	22	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
23	23	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
23	23	3/8	3/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
23	23	1/2	1/2	3/4	2	1		viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
23	23	5/8	5/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
24	24	0	0	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
24	24	1/2	1/2	3/4	2	1		V(64)	Eb	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
24	24	5/8	5/8	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
25	25	0	0	3/4	2	1		I(974)}	Eb	V		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
25	25	1/4	1/4	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
25	25	3/8	3/8	3/4	2	1		I6{	Eb	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
25	25	1/2	1/2	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
25	25	5/8	5/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
26	26	0	0	3/4	2	1		V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
26	26	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
27	27	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
27	27	3/8	3/8	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
27	27	1/2	1/2	3/4	2	1		viio6	Eb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
27	27	5/8	5/8	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
28	28	0	0	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
28	28	1/2	1/2	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
29	29	0	0	3/4	2	1		I}{	Eb	V		I	I						}{	M	0	0	0, 4, 1		0	0
29	29	3/8	3/8	3/4	2	1		viio/IV	Eb	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
29	29	1/2	1/2	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
29	29	5/8	5/8	3/4	2	1		V2	Eb	V		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
30	30	0	0	3/4	2	1		I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	3/8	3/8	3/4	2	1		viio/IV	Eb	V		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
30	30	1/2	1/2	3/4	2	1		ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
30	30	5/8	5/8	3/4	2	1		V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
31	31	0	0	3/4	2	1		I(94)}	Eb	V		I(94)	I			94			}	M	0	0	0, -1, 1	2	0	0
31	31	1/4	1/4	3/4	2	1		I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
31	31	3/8	3/8	3/4	2	1		I.viio64	Eb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
31	31	1/2	1/2	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
31	31	5/8	5/8	3/4	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
32	32	0	0	3/4	2	1		ii.#viio(#4#2){	Eb	ii		#viio(#4#2)	#vii	o		#4#2			{	o	0	1	5, 7, 4		5	5
32	32	1/4	1/4	3/4	2	1		#viio7	Eb	ii		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
32	32	1/2	1/2	3/4	2	1		V	Eb	ii		V	V							M	0	1	1, 5, 2		1	1
33	33	0	0	3/4	2	1		VI(64)	Eb	ii		VI(64)	VI			64				M	0	1	-4, 2, -1		-4	-4
33	33	1/4	1/4	3/4	2	1		VI	Eb	ii		VI	VI							M	0	1	-4, 0, -3		-4	-4
33	33	1/2	1/2	3/4	2	1		i6	Eb	ii		i6	i		6					m	0	1	-3, 1, 0		0	-3
34	34	0	0	3/4	2	1		ii6(#7)	Eb	ii		ii6(#7)	ii		6	#7				m	0	1	-1, 3, 7		2	-1
34	34	1/4	1/4	3/4	2	1		ii6	Eb	ii		ii6	ii		6					m	0	1	-1, 3, 2		2	-1
34	34	1/2	1/2	3/4	2	1		V7	Eb	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
35	35	0	0	3/4	2	1		i(94)}	Eb	ii		i(94)	i			94			}	m	0	1	0, -1, 1	2	0	0
35	35	1/4	1/4	3/4	2	1		i	Eb	ii		i	i							m	0	1	0, -3, 1		0	0
35	35	3/8	3/8	3/4	2	1		{	Eb	ii									{		0	1				
36	36	1/2	1/2	3/4	2	1		VI6	Eb	ii		VI6	VI		6					M	0	1	0, -3, -4		-4	0
37	37	0	0	3/4	2	1		viio43(2)/V	Eb	ii		viio43(2)/V	vii	o	43	2	V			o7	0	1	0, -3, 1, 3		6	0
37	37	1/4	1/4	3/4	2	1		viio43/V	Eb	ii		viio43/V	vii	o	43		V			o7	0	1	0, -3, 6, 3		6	0
38	38	0	0	3/4	2	1		IV.V6(6#2)	Eb	IV		V6(6#2)	V		6	6#2				M	0	0	10, 4, 1		1	10
39	39	0	0	3/4	2	1		V+6	Eb	IV		V+6	V	+	6					+	0	0	5, 9, 1		1	5
39	39	1/4	1/4	3/4	2	1		V6(6)	Eb	IV		V6(6)	V		6	6				M	0	0	5, 4, 1		1	5
40	40	0	0	3/4	2	1		I	Eb	IV		I	I							M	0	0	0, 4, 1		0	0
40	40	1/2	1/2	3/4	2	1		#viio/ii	Eb	IV		#viio/ii	#vii	o			ii			o	0	0	7, 4, 1		7	7
41	41	0	0	3/4	2	1		V43	Eb	IV		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
41	41	1/4	1/4	3/4	2	1		V2	Eb	IV		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
41	41	1/2	1/2	3/4	2	1		I6	Eb	IV		I6	I		6					M	0	0	4, 1, 0		0	4
42	42	0	0	3/4	2	1		ii6	Eb	IV		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	42	1/4	1/4	3/4	2	1		V(64)	Eb	IV		V(64)	V			64				M	0	0	1, 0, 4		1	1
42	42	1/2	1/2	3/4	2	1		V7	Eb	IV		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
43	43	0	0	3/4	2	1		I}{	Eb	IV		I	I						}{	M	0	0	0, 4, 1		0	0
44	44	0	0	3/4	2	1		V43/vi	Eb	IV		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
45	45	0	0	3/4	2	1		vi	Eb	IV		vi	vi							m	0	0	3, 0, 4		3	3
46	46	0	0	3/4	2	1		V43/iv	Eb	IV		V43/iv	V		43		iv			Mm7	0	0	1, -2, 0, 4		0	1
47	47	0	0	3/4	2	1		iv	Eb	IV		iv	iv							m	0	0	-1, -4, 0		-1	-1
47	47	1/2	1/2	3/4	2	1		I.iv6	Eb	I		iv6	iv		6					m	0	0	-4, 0, -1		-1	-4
48	48	0	0	3/4	2	1		V7(4)}	Eb	I		V7(4)	V		7	4			}	Mm7	0	0	1, 0, 2, -1		1	1
48	48	1/4	1/4	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	51	0	0	3/4	2	1		I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
52	52	1/4	1/4	3/4	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
52	52	1/2	1/2	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
53	53	0	0	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
54	54	0	0	3/4	2	1		V(64)}	Eb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
54	54	1/4	1/4	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
55	55	0	0	3/4	2	1		I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
55	55	1/2	1/2	3/4	2	1		vi6	Eb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
56	56	0	0	3/4	2	1		V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
56	56	1/4	1/4	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
56	56	3/8	3/8	3/4	2	1		#viio7/vi	Eb	I		#viio7/vi	#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
56	56	1/2	1/2	3/4	2	1		vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
56	56	5/8	5/8	3/4	2	1		V65/IV	Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
57	57	0	0	3/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
57	57	1/4	1/4	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
57	57	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
58	58	0	0	3/4	2	1		I[I}{	Eb	I	I	I	I						}{	M	0	0	0, 4, 1		0	0
59	59	0	0	3/4	2	1		viio6	Eb	I	I	viio6	vii	o	6					o	0	0	2, -1, 5		5	2
60	60	0	0	3/4	2	1		I	Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
61	61	0	0	3/4	2	1		V43(9)	Eb	I	I	V43(9)	V		43	9				Mm7	0	0	2, -1, 1, 5	3	1	2
61	61	3/8	3/8	3/4	2	1		V43	Eb	I	I	V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
62	62	0	0	3/4	2	1		I]	Eb	I	I	I	I							M	0	0	0, 4, 1		0	0
62	62	3/8	3/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
62	62	1/2	1/2	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
62	62	5/8	5/8	3/4	2	1		vii%7/V	Eb	I		vii%7/V	vii	%	7		V			%7	0	0	6, 3, 0, 4		6	6
63	63	0	0	3/4	2	1		V(64)}	Eb	I		V(64)	V			64			}	M	0	0	1, 0, 4		1	1
63	63	1/4	1/4	3/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
64	64	0	0	3/4	2	1		I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
64	64	1/2	1/2	3/4	2	1		viio64	Eb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
64	64	5/8	5/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
65	65	0	0	3/4	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
65	65	1/8	1/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
65	65	1/4	1/4	3/4	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
66	66	0	0	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
66	66	1/2	1/2	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
66	66	5/8	5/8	3/4	2	1		V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
67	67	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
67	67	1/8	1/8	3/4	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
67	67	1/4	1/4	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
68	68	0	0	3/4	2	1		V65/IV	Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
68	68	5/8	5/8	3/4	2	1		V+6/IV	Eb	I		V+6/IV	V	+	6		IV			+	0	0	4, 8, 0		0	4
69	69	1/4	1/4	3/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
70	70	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
70	70	1/8	1/8	3/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
70	70	1/4	1/4	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
70	70	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
71	71	0	0	3/4	2	1		I}{	Eb	I		I	I						}{	M	0	0	0, 4, 1		0	0
71	71	1/4	1/4	3/4	2	1		V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
71	71	3/8	3/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
71	71	1/2	1/2	3/4	2	1		V64	Eb	I		V64	V		64					M	0	0	2, 1, 5		1	2
71	71	5/8	5/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
72	72	0	0	3/4	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
72	72	5/8	5/8	3/4	2	1		V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
73	73	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
73	73	3/8	3/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
73	73	1/2	1/2	3/4	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
73	73	5/8	5/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
74	74	0	0	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
74	74	1/2	1/2	3/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
74	74	5/8	5/8	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
75	75	0	0	3/4	2	1		I(974)}	Eb	I		I(974)	I			974			}	M	0	0	0, -1, 1	2, 5	0	0
75	75	1/4	1/4	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
75	75	3/8	3/8	3/4	2	1		I6{	Eb	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
75	75	1/2	1/2	3/4	2	1		V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
75	75	5/8	5/8	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
76	76	0	0	3/4	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
76	76	5/8	5/8	3/4	2	1		V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
77	77	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
77	77	1/4	1/4	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
77	77	1/2	1/2	3/4	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
77	77	5/8	5/8	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
78	78	0	0	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
78	78	1/2	1/2	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
79	79	0	0	3/4	2	1		I}{	Eb	I		I	I						}{	M	0	0	0, 4, 1		0	0
79	79	3/8	3/8	3/4	2	1		viio/IV	Eb	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
79	79	1/2	1/2	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
79	79	5/8	5/8	3/4	2	1		V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
80	80	0	0	3/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
80	80	1/4	1/4	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
80	80	3/8	3/8	3/4	2	1		viio/IV	Eb	I		viio/IV	vii	o			IV			o	0	0	4, 1, -2		4	4
80	80	1/2	1/2	3/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
80	80	5/8	5/8	3/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
81	81	0	0	3/4	2	1	1	I(94)}	Eb	I		I(94)	I			94			}	M	0	0	0, -1, 1	2	0	0
81	81	1/4	1/4	3/4	2	1	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
81	81	3/8	3/8	3/4	2	1	1	V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
81	81	1/2	1/2	3/4	2	1	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
81	81	5/8	5/8	3/4	2	1	1	viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
82	81	0	0	3/4	2	1	2	I(94)}	Eb	I		I(94)	I			94			}	M	0	0	0, -1, 1	2	0	0
82	81	1/4	1/4	3/4	2	1	2	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
82	81	3/8	3/8	3/4	2	1	2	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
82	81	5/8	5/8	3/4	2	1	2	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
83	82	0	0	3/4	2	1		I(974)	Eb	I		I(974)	I			974				M	0	0	0, -1, 1	2, 5	0	0
83	82	1/2	1/2	3/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
